,is_renting,eightd_has_available_keys,num_bikes_disabled,station_id,last_reported,num_bikes_available,num_docks_disabled,num_docks_available,num_ebikes_available,is_returning,station_status,legacy_id,is_installed,timestamp_of_data_read_request,year_station_last_reported
229,True,False,0,338,2020-08-11 00:28:43+00:00,4,0,11,0,True,active,338,True,2020-08-11 01:11:25,2020
230,True,False,0,339,2020-08-11 01:09:42+00:00,8,0,7,0,True,active,339,True,2020-08-11 01:11:25,2020
231,True,False,0,340,2020-08-10 11:22:16+00:00,18,0,1,0,True,active,340,True,2020-08-11 01:11:25,2020
232,True,True,0,341,2020-08-11 00:44:08+00:00,5,0,10,0,True,active,341,True,2020-08-11 01:11:25,2020
233,True,False,0,342,2020-08-11 01:07:59+00:00,6,0,9,0,True,active,342,True,2020-08-11 01:11:25,2020
234,True,False,0,343,2020-08-10 04:41:14+00:00,6,0,9,0,True,active,343,True,2020-08-11 01:11:25,2020
235,True,False,0,344,2020-08-11 01:04:03+00:00,1,0,18,0,True,active,344,True,2020-08-11 01:11:25,2020
236,True,False,2,345,2020-08-11 00:30:15+00:00,5,0,12,0,True,active,345,True,2020-08-11 01:11:25,2020
237,True,False,0,346,2020-08-11 00:34:35+00:00,4,0,11,0,True,active,346,True,2020-08-11 01:11:25,2020
238,True,False,0,347,2020-08-10 18:56:34+00:00,12,0,3,0,True,active,347,True,2020-08-11 01:11:25,2020
239,True,False,1,348,2020-08-10 22:31:14+00:00,4,0,10,0,True,active,348,True,2020-08-11 01:11:25,2020
240,True,True,0,349,2020-08-10 22:16:36+00:00,5,0,12,0,True,active,349,True,2020-08-11 01:11:25,2020
241,True,False,0,350,2020-08-10 19:23:29+00:00,13,0,4,0,True,active,350,True,2020-08-11 01:11:25,2020
242,True,False,0,351,2020-08-11 00:05:40+00:00,6,0,9,0,True,active,351,True,2020-08-11 01:11:25,2020
243,True,False,0,352,2020-08-11 01:03:09+00:00,11,0,4,0,True,active,352,True,2020-08-11 01:11:25,2020
244,True,True,0,353,2020-08-10 15:45:32+00:00,5,0,10,0,True,active,353,True,2020-08-11 01:11:25,2020
245,True,False,1,354,2020-08-11 01:08:08+00:00,11,0,3,0,True,active,354,True,2020-08-11 01:11:25,2020
246,True,False,0,355,2020-08-11 00:39:59+00:00,14,0,3,0,True,active,355,True,2020-08-11 01:11:25,2020
247,True,False,0,356,2020-08-11 00:58:53+00:00,3,0,20,0,True,active,356,True,2020-08-11 01:11:25,2020
248,True,False,0,357,2020-08-10 23:59:27+00:00,5,0,10,0,True,active,357,True,2020-08-11 01:11:25,2020
249,True,False,0,358,2020-08-10 23:56:18+00:00,9,0,10,0,True,active,358,True,2020-08-11 01:11:25,2020
250,True,False,0,359,2020-08-11 00:49:58+00:00,4,0,11,0,True,active,359,True,2020-08-11 01:11:25,2020
251,True,False,0,360,2020-08-11 00:49:35+00:00,7,0,8,0,True,active,360,True,2020-08-11 01:11:25,2020
252,True,False,0,361,2020-08-11 00:49:52+00:00,17,0,2,0,True,active,361,True,2020-08-11 01:11:25,2020
253,True,False,0,362,2020-08-11 00:56:49+00:00,11,0,8,0,True,active,362,True,2020-08-11 01:11:25,2020
254,True,False,1,363,2020-08-11 01:03:35+00:00,10,0,8,0,True,active,363,True,2020-08-11 01:11:25,2020
255,True,False,0,364,2020-08-11 00:53:43+00:00,12,0,7,0,True,active,364,True,2020-08-11 01:11:25,2020
256,True,False,2,365,2020-08-11 00:26:12+00:00,1,0,16,0,True,active,365,True,2020-08-11 01:11:25,2020
257,True,False,0,366,2020-08-11 00:31:01+00:00,9,0,6,0,True,active,366,True,2020-08-11 01:11:25,2020
258,True,False,0,367,2020-08-11 00:34:05+00:00,17,0,2,0,True,active,367,True,2020-08-11 01:11:25,2020
259,True,False,1,368,2020-08-11 00:04:36+00:00,7,0,7,0,True,active,368,True,2020-08-11 01:11:25,2020
260,True,False,1,369,2020-08-11 01:03:40+00:00,11,0,3,0,True,active,369,True,2020-08-11 01:11:25,2020
261,True,False,0,370,2020-08-11 00:57:00+00:00,15,0,4,0,True,active,370,True,2020-08-11 01:11:25,2020
262,True,False,0,371,2020-08-11 01:01:10+00:00,15,0,4,0,True,active,371,True,2020-08-11 01:11:25,2020
263,True,False,0,372,2020-08-11 01:05:29+00:00,11,0,8,0,True,active,372,True,2020-08-11 01:11:25,2020
264,True,False,0,373,2020-08-10 21:39:18+00:00,7,0,8,0,True,active,373,True,2020-08-11 01:11:25,2020
265,True,False,1,374,2020-08-11 00:48:43+00:00,1,0,17,0,True,active,374,True,2020-08-11 01:11:25,2020
266,True,False,0,376,2020-08-11 00:57:27+00:00,11,0,4,0,True,active,376,True,2020-08-11 01:11:25,2020
267,True,False,0,377,2020-08-11 00:53:55+00:00,13,0,6,0,True,active,377,True,2020-08-11 01:11:25,2020
268,True,False,0,378,2020-08-11 00:27:46+00:00,9,0,10,0,True,active,378,True,2020-08-11 01:11:25,2020
269,True,False,0,379,2020-08-11 00:50:52+00:00,13,0,2,0,True,active,379,True,2020-08-11 01:11:25,2020
270,True,False,0,380,2020-08-11 00:38:10+00:00,1,0,17,0,True,active,380,True,2020-08-11 01:11:25,2020
271,True,False,0,381,2020-08-11 00:36:29+00:00,11,0,8,0,True,active,381,True,2020-08-11 01:11:25,2020
272,True,True,2,384,2020-08-11 00:03:01+00:00,10,0,7,0,True,active,384,True,2020-08-11 01:11:25,2020
273,True,False,2,385,2020-08-11 00:15:28+00:00,4,1,8,0,True,active,385,True,2020-08-11 01:11:25,2020
274,True,False,2,386,2020-08-11 00:42:13+00:00,9,0,8,0,True,active,386,True,2020-08-11 01:11:25,2020
275,True,False,1,387,2020-08-10 23:32:56+00:00,14,0,0,0,True,active,387,True,2020-08-11 01:11:25,2020
276,True,False,0,388,2020-08-10 22:45:24+00:00,5,0,6,0,True,active,388,True,2020-08-11 01:11:25,2020
277,True,False,0,389,2020-08-10 21:07:52+00:00,14,0,0,0,True,active,389,True,2020-08-11 01:11:25,2020
278,True,False,0,390,2020-08-10 17:18:21+00:00,15,0,0,0,True,active,390,True,2020-08-11 01:11:25,2020
279,True,False,0,391,2020-08-11 01:02:22+00:00,12,0,3,0,True,active,391,True,2020-08-11 01:11:25,2020
280,True,False,0,392,2020-08-10 21:53:47+00:00,8,0,7,0,True,active,392,True,2020-08-11 01:11:25,2020
281,True,False,1,393,2020-08-10 01:22:59+00:00,6,0,8,0,True,active,393,True,2020-08-11 01:11:25,2020
282,True,False,0,394,2020-08-10 20:23:12+00:00,1,0,13,0,True,active,394,True,2020-08-11 01:11:25,2020
283,True,False,0,395,2020-08-10 16:55:20+00:00,10,0,5,0,True,active,395,True,2020-08-11 01:11:25,2020
284,True,False,0,396,2020-08-10 23:27:29+00:00,12,0,3,0,True,active,396,True,2020-08-11 01:11:25,2020
285,True,False,0,397,2020-08-11 00:24:24+00:00,13,0,2,0,True,active,397,True,2020-08-11 01:11:25,2020
286,True,False,0,398,2020-08-10 23:56:55+00:00,17,0,2,0,True,active,398,True,2020-08-11 01:11:25,2020
287,True,False,1,399,2020-08-11 00:41:54+00:00,9,0,5,0,True,active,399,True,2020-08-11 01:11:25,2020
288,True,False,0,400,2020-08-10 20:50:16+00:00,9,0,18,0,True,active,400,True,2020-08-11 01:11:25,2020
289,True,False,0,401,2020-08-11 00:34:59+00:00,4,0,11,0,True,active,401,True,2020-08-11 01:11:25,2020
290,True,False,1,402,2020-08-11 01:04:17+00:00,5,0,9,0,True,active,402,True,2020-08-11 01:11:25,2020
291,True,False,1,403,2020-08-11 00:54:22+00:00,10,0,4,0,True,active,403,True,2020-08-11 01:11:25,2020
292,True,False,1,404,2020-08-11 01:04:30+00:00,6,0,9,0,True,active,404,True,2020-08-11 01:11:25,2020
293,True,False,0,405,2020-08-11 00:33:15+00:00,5,0,14,0,True,active,405,True,2020-08-11 01:11:25,2020
294,True,False,0,406,2020-08-11 01:02:53+00:00,18,0,1,0,True,active,406,True,2020-08-11 01:11:25,2020
295,True,False,0,407,2020-08-11 00:33:03+00:00,0,0,19,0,True,active,407,True,2020-08-11 01:11:25,2020
296,True,False,0,408,2020-08-11 00:32:33+00:00,8,0,7,0,True,active,408,True,2020-08-11 01:11:25,2020
297,True,False,0,409,2020-08-11 00:58:33+00:00,16,0,3,0,True,active,409,True,2020-08-11 01:11:25,2020
298,True,False,0,410,2020-08-10 21:44:58+00:00,16,0,3,0,True,active,410,True,2020-08-11 01:11:25,2020
299,True,False,0,411,2020-08-10 16:41:54+00:00,5,0,10,0,True,active,411,True,2020-08-11 01:11:25,2020
300,True,False,1,412,2020-08-11 00:37:08+00:00,14,0,4,0,True,active,412,True,2020-08-11 01:11:25,2020
301,True,False,0,413,2020-08-11 00:56:17+00:00,10,0,9,0,True,active,413,True,2020-08-11 01:11:25,2020
302,True,False,0,414,2020-08-10 23:53:12+00:00,3,0,20,0,True,active,414,True,2020-08-11 01:11:25,2020
303,True,False,1,415,2020-08-11 00:35:47+00:00,17,0,1,0,True,active,415,True,2020-08-11 01:11:25,2020
304,True,False,1,416,2020-08-11 00:57:21+00:00,1,0,13,0,True,active,416,True,2020-08-11 01:11:25,2020
305,True,False,0,417,2020-08-11 00:40:23+00:00,14,0,5,0,True,active,417,True,2020-08-11 01:11:25,2020
306,True,False,0,419,2020-08-11 00:46:25+00:00,14,0,1,0,True,active,419,True,2020-08-11 01:11:25,2020
307,False,False,0,420,1970-01-02 00:00:00+00:00,0,0,0,0,False,out_of_service,420,False,2020-08-11 01:11:25,1970
308,True,False,2,421,2020-08-10 15:34:47+00:00,15,0,2,0,True,active,421,True,2020-08-11 01:11:25,2020
309,True,False,2,422,2020-08-10 14:46:48+00:00,13,0,0,0,True,active,422,True,2020-08-11 01:11:25,2020
310,True,False,0,423,2020-08-11 00:27:28+00:00,2,0,17,0,True,active,423,True,2020-08-11 01:11:25,2020
311,True,False,0,424,2020-08-10 23:56:13+00:00,7,0,12,0,True,active,424,True,2020-08-11 01:11:25,2020
312,True,False,0,425,2020-08-11 00:38:12+00:00,7,0,9,0,True,active,425,True,2020-08-11 01:11:25,2020
313,True,False,1,426,2020-08-11 00:39:26+00:00,0,0,26,0,True,active,426,True,2020-08-11 01:11:25,2020
314,True,False,0,427,2020-08-10 23:55:16+00:00,1,0,18,0,True,active,427,True,2020-08-11 01:11:25,2020
315,True,False,1,428,2020-08-11 00:52:45+00:00,12,0,6,0,True,active,428,True,2020-08-11 01:11:25,2020
316,True,False,2,430,2020-08-10 19:45:33+00:00,14,0,3,0,True,active,430,True,2020-08-11 01:11:25,2020
317,True,False,0,431,2020-08-10 23:10:16+00:00,1,0,14,0,True,active,431,True,2020-08-11 01:11:25,2020
318,True,False,0,432,2020-08-10 21:56:17+00:00,9,0,10,0,True,active,432,True,2020-08-11 01:11:25,2020
319,True,False,1,433,2020-08-10 23:22:35+00:00,1,0,17,0,True,active,433,True,2020-08-11 01:11:25,2020
320,True,False,0,434,2020-08-10 08:56:28+00:00,0,0,19,0,True,active,434,True,2020-08-11 01:11:25,2020
321,True,False,0,435,2020-08-11 01:05:46+00:00,6,0,9,0,True,active,435,True,2020-08-11 01:11:25,2020
322,True,False,0,436,2020-08-11 00:12:02+00:00,3,0,12,0,True,active,436,True,2020-08-11 01:11:25,2020
323,True,False,0,437,2020-08-11 01:09:20+00:00,19,0,0,0,True,active,437,True,2020-08-11 01:11:25,2020
324,True,False,0,440,2020-08-11 01:08:58+00:00,7,0,10,0,True,active,440,True,2020-08-11 01:11:25,2020
325,True,False,0,441,2020-08-11 01:09:37+00:00,13,0,6,0,True,active,441,True,2020-08-11 01:11:25,2020
326,True,False,1,442,2020-08-11 00:47:17+00:00,11,0,3,0,True,active,442,True,2020-08-11 01:11:25,2020
327,True,False,0,443,2020-08-10 23:23:26+00:00,3,0,16,0,True,active,443,True,2020-08-11 01:11:25,2020
328,True,False,0,445,2020-08-11 00:59:47+00:00,10,0,9,0,True,active,445,True,2020-08-11 01:11:25,2020
329,True,False,0,446,2020-08-11 00:17:32+00:00,8,0,4,0,True,active,446,True,2020-08-11 01:11:25,2020
330,True,False,0,447,2020-08-10 21:17:09+00:00,0,0,19,0,True,active,447,True,2020-08-11 01:11:25,2020
331,True,False,0,448,2020-08-10 22:24:44+00:00,3,0,8,0,True,active,448,True,2020-08-11 01:11:25,2020
332,True,False,0,449,1970-01-02 00:00:00+00:00,0,0,0,0,True,out_of_service,449,False,2020-08-11 01:11:25,1970
333,True,False,0,450,2020-08-10 23:28:03+00:00,5,0,10,0,True,active,450,True,2020-08-11 01:11:25,2020
334,True,False,0,451,2020-08-11 00:48:47+00:00,6,0,9,0,True,active,451,True,2020-08-11 01:11:25,2020
335,True,False,0,452,2020-08-11 00:08:16+00:00,11,0,4,0,True,active,452,True,2020-08-11 01:11:25,2020
336,True,False,0,453,2020-08-11 01:09:45+00:00,4,0,11,0,True,active,453,True,2020-08-11 01:11:25,2020
337,True,False,1,454,2020-08-11 00:48:48+00:00,11,0,3,0,True,active,454,True,2020-08-11 01:11:25,2020
338,True,False,1,455,2020-08-10 20:11:41+00:00,0,0,11,0,True,active,455,True,2020-08-11 01:11:25,2020
339,True,False,0,456,2020-08-10 23:32:27+00:00,10,0,9,0,True,active,456,True,2020-08-11 01:11:25,2020
340,True,False,0,457,2020-08-10 21:25:23+00:00,0,0,11,0,True,active,457,True,2020-08-11 01:11:25,2020
341,True,False,0,458,2020-08-11 00:13:24+00:00,3,0,8,0,True,active,458,True,2020-08-11 01:11:25,2020
