,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,107,14,0,0,5,0,True,True,True,2020-03-18 21:05:04+00:00,False,[{'id': '6523db73-134d-4f62-af6f-78a8515cc83b'}],2020-03-18 21:19:53,2020
1,190,2,0,0,35,0,True,True,True,2020-03-18 21:07:37+00:00,False,[{'id': 'd97069dd-201c-40db-a4f0-d88159ac4825'}],2020-03-18 21:19:53,2020
2,3,12,0,0,3,0,True,True,True,2020-03-18 21:13:39+00:00,True,,2020-03-18 21:19:53,2020
3,4,1,0,0,18,0,True,True,True,2020-03-18 21:07:22+00:00,False,,2020-03-18 21:19:53,2020
4,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-18 21:19:53,1970
5,6,10,0,0,5,0,True,True,True,2020-03-18 21:12:47+00:00,False,,2020-03-18 21:19:53,2020
6,7,7,0,0,8,0,True,True,True,2020-03-18 19:48:30+00:00,False,,2020-03-18 21:19:53,2020
7,8,9,0,0,9,1,True,True,True,2020-03-18 21:05:49+00:00,False,,2020-03-18 21:19:53,2020
8,9,7,0,0,8,0,True,True,True,2020-03-18 21:07:00+00:00,False,,2020-03-18 21:19:53,2020
9,10,8,0,0,3,0,True,True,True,2020-03-18 21:16:04+00:00,False,,2020-03-18 21:19:53,2020
10,11,0,0,0,15,0,True,True,True,2020-03-18 21:13:23+00:00,False,,2020-03-18 21:19:53,2020
11,12,7,0,0,11,0,True,True,True,2020-03-18 21:01:56+00:00,True,,2020-03-18 21:19:53,2020
12,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-18 21:19:53,1970
13,14,22,0,0,3,0,True,True,True,2020-03-18 21:13:41+00:00,False,,2020-03-18 21:19:53,2020
14,15,7,0,2,6,0,True,True,True,2020-03-18 21:04:14+00:00,False,,2020-03-18 21:19:53,2020
15,16,14,0,1,4,0,True,True,True,2020-03-18 20:49:38+00:00,True,,2020-03-18 21:19:53,2020
16,17,7,0,0,8,0,True,True,True,2020-03-18 20:53:53+00:00,False,,2020-03-18 21:19:53,2020
17,19,4,0,1,10,0,True,True,True,2020-03-18 21:09:21+00:00,False,,2020-03-18 21:19:53,2020
18,20,13,0,0,10,0,True,True,True,2020-03-18 20:55:46+00:00,True,,2020-03-18 21:19:53,2020
19,21,8,0,0,10,0,True,True,True,2020-03-18 20:47:06+00:00,True,,2020-03-18 21:19:53,2020
20,22,20,0,1,26,0,True,True,True,2020-03-18 21:06:14+00:00,True,,2020-03-18 21:19:53,2020
21,23,13,0,0,8,0,True,True,True,2020-03-18 21:07:27+00:00,True,,2020-03-18 21:19:53,2020
22,24,5,0,0,14,0,True,True,True,2020-03-18 19:30:52+00:00,False,,2020-03-18 21:19:53,2020
23,25,3,0,0,12,0,True,True,True,2020-03-18 21:06:07+00:00,False,,2020-03-18 21:19:53,2020
24,26,10,0,0,5,0,True,True,True,2020-03-18 21:13:08+00:00,False,,2020-03-18 21:19:53,2020
25,27,5,0,0,18,0,True,True,True,2020-03-18 21:11:22+00:00,False,,2020-03-18 21:19:53,2020
26,29,3,0,0,12,0,True,True,True,2020-03-18 21:10:32+00:00,False,,2020-03-18 21:19:53,2020
27,30,2,0,0,13,0,True,True,True,2020-03-18 21:02:15+00:00,False,,2020-03-18 21:19:53,2020
28,31,2,0,1,16,0,True,True,True,2020-03-18 21:12:33+00:00,False,,2020-03-18 21:19:53,2020
29,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-18 21:19:53,1970
30,33,9,0,0,18,0,True,True,True,2020-03-18 21:15:10+00:00,True,,2020-03-18 21:19:53,2020
31,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,,2020-03-18 21:19:53,2019
32,36,12,0,1,20,0,True,True,True,2020-03-18 20:40:56+00:00,True,,2020-03-18 21:19:53,2020
33,37,9,0,0,6,0,True,True,True,2020-03-18 17:54:36+00:00,True,,2020-03-18 21:19:53,2020
34,39,3,0,0,20,0,True,True,True,2020-03-18 21:10:39+00:00,False,,2020-03-18 21:19:53,2020
35,40,3,0,0,16,0,True,True,True,2020-03-18 21:02:59+00:00,False,,2020-03-18 21:19:53,2020
36,41,17,0,0,10,0,True,True,True,2020-03-18 21:05:37+00:00,True,,2020-03-18 21:19:53,2020
37,42,17,0,2,4,0,True,True,True,2020-03-18 20:45:56+00:00,False,,2020-03-18 21:19:53,2020
38,43,5,0,0,10,0,True,True,True,2020-03-18 21:07:41+00:00,False,,2020-03-18 21:19:53,2020
39,44,18,0,0,5,0,True,True,True,2020-03-18 19:46:38+00:00,False,,2020-03-18 21:19:53,2020
40,46,2,0,0,17,0,True,True,True,2020-03-18 21:01:43+00:00,False,,2020-03-18 21:19:53,2020
41,47,2,0,0,17,0,True,True,True,2020-03-18 20:33:38+00:00,True,,2020-03-18 21:19:53,2020
42,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,,2020-03-18 21:19:53,2020
43,49,5,0,0,13,0,True,True,True,2020-03-18 21:16:50+00:00,False,,2020-03-18 21:19:53,2020
44,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,,2020-03-18 21:19:53,1970
45,51,6,0,0,9,0,True,True,True,2020-03-18 20:50:16+00:00,False,,2020-03-18 21:19:53,2020
46,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,,2020-03-18 21:19:53,1970
47,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00,False,,2020-03-18 21:19:53,2020
48,54,1,0,1,13,0,True,True,True,2020-03-18 20:47:28+00:00,False,,2020-03-18 21:19:53,2020
49,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-18 21:19:53,1970
50,56,6,0,0,12,0,True,True,True,2020-03-18 19:41:04+00:00,False,,2020-03-18 21:19:53,2020
51,57,11,0,1,2,0,True,True,True,2020-03-18 21:12:46+00:00,True,,2020-03-18 21:19:53,2020
52,58,16,0,0,3,0,True,True,True,2020-03-18 21:17:03+00:00,True,,2020-03-18 21:19:53,2020
53,59,2,0,0,17,0,True,True,True,2020-03-18 21:13:03+00:00,True,,2020-03-18 21:19:53,2020
54,60,9,0,1,9,0,True,True,True,2020-03-18 21:15:53+00:00,False,,2020-03-18 21:19:53,2020
55,61,0,0,0,3,0,False,False,False,2020-03-04 20:12:26+00:00,False,,2020-03-18 21:19:53,2020
56,63,6,0,0,9,0,True,True,True,2020-03-18 18:29:52+00:00,False,,2020-03-18 21:19:53,2020
57,64,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-18 21:19:53,1970
58,65,12,0,1,10,0,True,True,True,2020-03-18 19:48:24+00:00,False,,2020-03-18 21:19:53,2020
59,66,9,0,0,6,0,True,True,True,2020-03-18 21:10:26+00:00,False,,2020-03-18 21:19:53,2020
60,67,18,0,0,9,0,True,True,True,2020-03-18 21:18:01+00:00,True,,2020-03-18 21:19:53,2020
61,68,7,0,0,12,0,True,True,True,2020-03-18 21:08:44+00:00,True,,2020-03-18 21:19:53,2020
62,69,2,0,0,17,0,True,True,True,2020-03-18 21:03:59+00:00,True,,2020-03-18 21:19:53,2020
63,70,12,0,1,10,0,True,True,True,2020-03-18 20:12:21+00:00,False,,2020-03-18 21:19:53,2020
64,71,16,0,2,5,0,True,True,True,2020-03-18 17:43:02+00:00,False,,2020-03-18 21:19:53,2020
65,72,13,0,0,10,0,True,True,True,2020-03-18 21:12:51+00:00,False,,2020-03-18 21:19:53,2020
66,73,9,0,0,6,0,True,True,True,2020-03-18 21:02:19+00:00,False,,2020-03-18 21:19:53,2020
67,74,15,0,1,3,0,True,True,True,2020-03-18 21:19:30+00:00,True,,2020-03-18 21:19:53,2020
68,75,6,0,2,7,0,True,True,True,2020-03-18 21:05:02+00:00,False,,2020-03-18 21:19:53,2020
69,76,4,0,1,12,0,True,True,True,2020-03-18 21:13:42+00:00,False,,2020-03-18 21:19:53,2020
70,77,10,0,0,5,0,True,True,True,2020-03-18 21:17:19+00:00,False,,2020-03-18 21:19:53,2020
71,78,4,0,0,15,0,True,True,True,2020-03-18 21:12:59+00:00,False,,2020-03-18 21:19:53,2020
72,79,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-18 21:19:53,1970
73,80,26,0,1,8,0,True,True,True,2020-03-18 21:12:27+00:00,False,,2020-03-18 21:19:53,2020
74,81,12,0,1,6,0,True,True,True,2020-03-18 20:52:30+00:00,False,,2020-03-18 21:19:53,2020
75,82,1,0,1,13,0,True,True,True,2020-03-18 21:11:36+00:00,False,,2020-03-18 21:19:53,2020
76,84,5,0,1,9,0,True,True,True,2020-03-18 20:20:05+00:00,False,,2020-03-18 21:19:53,2020
