,is_renting,num_bikes_available,eightd_has_available_keys,station_status,num_bikes_disabled,last_reported,legacy_id,is_returning,num_ebikes_available,num_docks_disabled,num_docks_available,station_id,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,10,True,active,0,2020-07-26 21:00:12+00:00,3,True,0,0,5,3,True,,,2020-07-26 21:28:45,2020
1,True,12,False,active,0,2020-07-26 21:21:42+00:00,4,True,0,0,7,4,True,,,2020-07-26 21:28:45,2020
2,True,0,False,active,0,2020-07-26 21:26:38+00:00,5,True,0,0,15,5,True,,,2020-07-26 21:28:45,2020
3,True,2,False,active,1,2020-07-26 21:28:17+00:00,6,True,0,0,12,6,True,,,2020-07-26 21:28:45,2020
4,True,1,False,active,0,2020-07-26 21:16:16+00:00,7,True,0,0,14,7,True,,,2020-07-26 21:28:45,2020
5,True,8,False,active,1,2020-07-26 21:08:44+00:00,8,True,0,0,10,8,True,,,2020-07-26 21:28:45,2020
6,True,9,False,active,1,2020-07-26 21:23:38+00:00,9,True,0,0,5,9,True,,,2020-07-26 21:28:45,2020
7,True,3,False,active,2,2020-07-26 21:23:12+00:00,10,True,0,0,6,10,True,,,2020-07-26 21:28:45,2020
8,True,11,False,active,0,2020-07-26 21:24:54+00:00,11,True,0,0,4,11,True,"{'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 69, 'off_dock_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-26 21:28:45,2020
9,True,1,True,active,0,2020-07-26 21:27:37+00:00,12,True,0,0,17,12,True,,,2020-07-26 21:28:45,2020
10,True,4,False,active,3,2020-07-26 21:27:14+00:00,13,True,0,0,12,13,True,,,2020-07-26 21:28:45,2020
11,True,22,False,active,1,2020-07-26 21:12:42+00:00,14,True,0,0,2,14,True,,,2020-07-26 21:28:45,2020
