,num_bikes_disabled,eightd_has_available_keys,is_installed,num_docks_available,is_renting,num_bikes_available,legacy_id,station_status,is_returning,last_reported,num_docks_disabled,station_id,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,1,False,True,1,True,13,3,active,True,2020-08-21 22:27:25+00:00,0,3,0,,,2020-08-21 22:29:45,2020
1,1,False,True,4,True,14,4,active,True,2020-08-21 22:23:20+00:00,0,4,0,,,2020-08-21 22:29:45,2020
2,0,False,True,13,True,2,5,active,True,2020-08-21 22:28:15+00:00,0,5,0,,,2020-08-21 22:29:45,2020
3,0,False,True,15,True,0,6,active,True,2020-08-21 22:27:48+00:00,0,6,0,,,2020-08-21 22:29:45,2020
4,0,False,True,5,True,10,7,active,True,2020-08-21 22:20:49+00:00,0,7,0,,,2020-08-21 22:29:45,2020
5,2,False,True,6,True,11,8,active,True,2020-08-21 22:23:50+00:00,0,8,0,,,2020-08-21 22:29:45,2020
6,1,False,True,11,True,3,9,active,True,2020-08-21 22:29:31+00:00,0,9,0,,,2020-08-21 22:29:45,2020
7,0,False,True,8,True,3,10,active,True,2020-08-21 22:29:15+00:00,0,10,0,,,2020-08-21 22:29:45,2020
8,0,False,True,8,True,7,11,active,True,2020-08-21 22:25:46+00:00,0,11,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'dock_blocked_count': 0, 'off_dock_count': 4, 'valet_revision': 100, 'active': True, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",2020-08-21 22:29:45,2020
9,0,True,True,18,True,0,12,active,True,2020-08-21 22:25:31+00:00,0,12,0,,,2020-08-21 22:29:45,2020
10,0,False,True,18,True,1,13,active,True,2020-08-21 22:24:33+00:00,0,13,0,,,2020-08-21 22:29:45,2020
11,2,False,True,20,True,3,14,active,True,2020-08-21 22:28:25+00:00,0,14,0,,,2020-08-21 22:29:45,2020
12,0,False,True,5,True,10,15,active,True,2020-08-21 22:02:58+00:00,0,15,0,,,2020-08-21 22:29:45,2020
13,1,True,True,6,True,12,16,active,True,2020-08-21 22:24:50+00:00,0,16,0,,,2020-08-21 22:29:45,2020
14,0,False,True,14,True,1,17,active,True,2020-08-21 21:54:23+00:00,0,17,0,,,2020-08-21 22:29:45,2020
15,0,False,True,13,True,2,19,active,True,2020-08-21 22:18:16+00:00,0,19,0,,,2020-08-21 22:29:45,2020
16,0,True,True,2,True,21,20,active,True,2020-08-21 22:29:31+00:00,0,20,0,,,2020-08-21 22:29:45,2020
17,0,True,True,8,True,10,21,active,True,2020-08-21 22:24:02+00:00,0,21,0,,,2020-08-21 22:29:45,2020
18,1,True,True,38,True,8,22,active,True,2020-08-21 22:22:29+00:00,0,22,0,,,2020-08-21 22:29:45,2020
19,0,False,True,10,True,11,23,active,True,2020-08-21 22:02:07+00:00,0,23,0,,,2020-08-21 22:29:45,2020
20,1,False,True,14,True,4,24,active,True,2020-08-21 22:19:32+00:00,0,24,0,,,2020-08-21 22:29:45,2020
21,0,False,True,15,True,0,25,active,True,2020-08-21 22:29:26+00:00,0,25,0,,,2020-08-21 22:29:45,2020
22,0,False,True,3,True,12,26,active,True,2020-08-21 22:27:42+00:00,0,26,0,,,2020-08-21 22:29:45,2020
23,0,False,True,18,True,5,27,active,True,2020-08-21 22:27:27+00:00,0,27,0,,,2020-08-21 22:29:45,2020
24,0,False,True,12,True,3,29,active,True,2020-08-21 22:11:28+00:00,0,29,0,,,2020-08-21 22:29:45,2020
25,1,False,True,6,True,8,30,active,True,2020-08-21 22:24:48+00:00,0,30,0,,,2020-08-21 22:29:45,2020
26,0,True,True,16,True,3,31,active,True,2020-08-21 22:07:09+00:00,0,31,0,,,2020-08-21 22:29:45,2020
27,0,False,True,5,True,10,32,active,True,2020-08-21 22:29:23+00:00,0,32,0,,,2020-08-21 22:29:45,2020
28,0,True,True,16,True,11,33,active,True,2020-08-21 22:27:56+00:00,0,33,0,,,2020-08-21 22:29:45,2020
29,0,False,True,23,True,0,35,active,True,2020-08-21 22:14:18+00:00,0,35,0,,,2020-08-21 22:29:45,2020
30,1,True,True,11,True,21,36,active,True,2020-08-21 22:05:29+00:00,0,36,0,,,2020-08-21 22:29:45,2020
31,0,True,True,10,True,5,37,active,True,2020-08-21 20:38:19+00:00,0,37,0,,,2020-08-21 22:29:45,2020
32,0,False,True,22,True,1,39,active,True,2020-08-21 22:21:14+00:00,0,39,0,,,2020-08-21 22:29:45,2020
33,0,False,True,8,True,11,40,active,True,2020-08-21 22:20:03+00:00,0,40,0,,,2020-08-21 22:29:45,2020
34,1,True,True,17,True,9,41,active,True,2020-08-21 22:19:27+00:00,0,41,0,,,2020-08-21 22:29:45,2020
35,0,False,True,9,True,14,42,active,True,2020-08-21 22:20:09+00:00,0,42,0,,,2020-08-21 22:29:45,2020
36,0,True,True,13,True,2,43,active,True,2020-08-21 22:19:09+00:00,0,43,0,,,2020-08-21 22:29:45,2020
37,0,False,True,14,True,9,44,active,True,2020-08-21 22:29:06+00:00,0,44,0,,,2020-08-21 22:29:45,2020
38,0,False,True,16,True,3,46,active,True,2020-08-21 22:29:21+00:00,0,46,0,,,2020-08-21 22:29:45,2020
39,0,True,True,2,True,17,47,active,True,2020-08-21 22:28:16+00:00,0,47,0,,,2020-08-21 22:29:45,2020
40,0,False,True,14,True,5,48,active,True,2020-08-21 22:03:49+00:00,0,48,0,,,2020-08-21 22:29:45,2020
41,1,False,True,3,True,14,49,active,True,2020-08-21 22:09:48+00:00,0,49,0,,,2020-08-21 22:29:45,2020
42,1,True,True,5,True,9,50,active,True,2020-08-21 21:59:28+00:00,0,50,0,,,2020-08-21 22:29:45,2020
43,1,False,True,12,True,2,51,active,True,2020-08-21 22:29:21+00:00,0,51,0,,,2020-08-21 22:29:45,2020
44,1,True,True,7,True,15,52,active,True,2020-08-21 22:19:38+00:00,0,52,0,,,2020-08-21 22:29:45,2020
45,0,False,True,0,True,19,53,active,True,2020-08-21 22:27:36+00:00,0,53,0,,,2020-08-21 22:29:45,2020
46,0,False,True,11,True,4,54,active,True,2020-08-21 22:26:24+00:00,0,54,0,,,2020-08-21 22:29:45,2020
47,0,False,True,6,True,9,55,active,True,2020-08-21 22:29:30+00:00,0,55,0,,,2020-08-21 22:29:45,2020
48,0,True,True,9,True,9,56,active,True,2020-08-21 22:24:27+00:00,0,56,0,,,2020-08-21 22:29:45,2020
49,0,True,True,13,True,1,57,active,True,2020-08-21 22:23:31+00:00,0,57,0,,,2020-08-21 22:29:45,2020
50,1,True,True,9,True,9,58,active,True,2020-08-21 22:24:27+00:00,0,58,0,,,2020-08-21 22:29:45,2020
51,0,True,True,15,True,4,59,active,True,2020-08-21 21:34:34+00:00,0,59,0,,,2020-08-21 22:29:45,2020
52,0,False,True,0,True,19,60,active,True,2020-08-21 22:28:06+00:00,0,60,0,,,2020-08-21 22:29:45,2020
53,1,False,True,0,True,18,61,active,True,2020-08-21 22:26:26+00:00,0,61,0,,,2020-08-21 22:29:45,2020
54,0,False,True,12,True,3,63,active,True,2020-08-21 22:04:16+00:00,0,63,0,,,2020-08-21 22:29:45,2020
55,0,False,True,0,True,19,64,active,True,2020-08-21 21:47:33+00:00,0,64,0,,,2020-08-21 22:29:45,2020
56,0,False,True,10,True,13,65,active,True,2020-08-21 22:08:28+00:00,0,65,0,,,2020-08-21 22:29:45,2020
57,0,False,True,6,True,9,66,active,True,2020-08-21 22:29:22+00:00,0,66,0,,,2020-08-21 22:29:45,2020
58,1,True,True,11,True,15,67,active,True,2020-08-21 22:22:09+00:00,0,67,0,,,2020-08-21 22:29:45,2020
59,1,True,True,12,True,6,68,active,True,2020-08-21 22:29:21+00:00,0,68,0,,,2020-08-21 22:29:45,2020
60,0,True,True,7,True,12,69,active,True,2020-08-21 22:28:55+00:00,0,69,0,,,2020-08-21 22:29:45,2020
