,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,timestamp,year
0,107,9,0,0,10,0,True,True,True,2020-03-11 13:24:12+00:00,2020
1,190,11,0,1,25,0,True,True,True,2020-03-11 13:23:52+00:00,2020
2,3,4,0,0,11,0,True,True,True,2020-03-11 13:02:06+00:00,2020
3,4,0,0,0,19,0,True,True,True,2020-03-11 13:21:08+00:00,2020
4,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
5,6,10,0,1,4,0,True,True,True,2020-03-11 13:24:16+00:00,2020
6,7,15,0,0,0,0,True,True,True,2020-03-11 12:57:02+00:00,2020
7,8,8,0,0,11,0,True,True,True,2020-03-11 12:47:53+00:00,2020
8,9,10,0,0,5,0,True,True,True,2020-03-11 13:19:31+00:00,2020
9,10,6,0,0,5,0,True,True,True,2020-03-11 13:22:19+00:00,2020
10,11,14,0,1,0,0,True,True,True,2020-03-11 12:59:20+00:00,2020
11,12,7,0,2,9,0,True,True,True,2020-03-11 13:23:30+00:00,2020
12,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
13,14,21,0,1,3,0,True,True,True,2020-03-11 13:21:07+00:00,2020
14,15,1,0,2,12,0,True,True,True,2020-03-11 13:19:34+00:00,2020
15,16,7,0,0,12,0,True,True,True,2020-03-11 13:19:18+00:00,2020
16,17,3,0,0,12,0,True,True,True,2020-03-11 13:05:07+00:00,2020
17,19,5,0,1,9,0,True,True,True,2020-03-11 13:17:31+00:00,2020
18,20,6,0,1,16,0,True,True,True,2020-03-11 13:21:47+00:00,2020
19,21,18,0,0,0,0,True,True,True,2020-03-11 13:14:32+00:00,2020
20,22,28,0,0,19,0,True,True,True,2020-03-11 13:20:08+00:00,2020
21,23,19,0,2,0,0,True,True,True,2020-03-11 13:14:53+00:00,2020
22,24,11,0,0,8,0,True,True,True,2020-03-11 13:23:57+00:00,2020
23,25,5,0,0,10,0,True,True,True,2020-03-11 13:11:06+00:00,2020
24,26,7,0,1,7,0,True,True,True,2020-03-11 13:13:54+00:00,2020
25,27,9,0,1,13,0,True,True,True,2020-03-11 12:57:43+00:00,2020
26,29,6,0,0,9,0,True,True,True,2020-03-11 13:16:13+00:00,2020
27,30,5,0,0,10,0,True,True,True,2020-03-11 13:22:20+00:00,2020
28,31,6,0,0,13,0,True,True,True,2020-03-11 12:32:57+00:00,2020
29,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
30,33,6,0,1,20,0,True,True,True,2020-03-11 13:09:43+00:00,2020
31,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,2019
32,36,25,0,2,6,0,True,True,True,2020-03-11 13:22:45+00:00,2020
33,37,7,0,0,8,0,True,True,True,2020-03-11 08:50:04+00:00,2020
34,39,10,0,2,11,0,True,True,True,2020-03-11 13:19:30+00:00,2020
35,40,2,0,0,17,0,True,True,True,2020-03-11 13:17:39+00:00,2020
36,41,16,0,2,9,0,True,True,True,2020-03-11 13:07:57+00:00,2020
37,42,5,0,2,16,0,True,True,True,2020-03-11 12:16:52+00:00,2020
38,43,11,0,0,4,0,True,True,True,2020-03-11 13:18:43+00:00,2020
39,44,23,0,0,0,0,True,True,True,2020-03-11 13:04:33+00:00,2020
40,46,5,0,0,14,0,True,True,True,2020-03-11 13:20:58+00:00,2020
41,47,13,0,0,6,0,True,True,True,2020-03-11 13:24:07+00:00,2020
42,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,2020
43,49,0,0,1,17,0,True,True,True,2020-03-11 12:34:11+00:00,2020
44,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
45,51,3,0,1,11,0,True,True,True,2020-03-11 12:56:18+00:00,2020
46,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
47,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00,2020
48,54,14,0,0,1,0,True,True,True,2020-03-11 13:18:57+00:00,2020
49,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
50,56,1,0,0,17,0,True,True,True,2020-03-11 13:21:23+00:00,2020
51,57,1,0,0,13,0,True,True,True,2020-03-11 13:09:49+00:00,2020
52,58,9,0,2,8,0,True,True,True,2020-03-11 13:23:54+00:00,2020
53,59,15,0,1,3,0,True,True,True,2020-03-11 13:16:57+00:00,2020
54,60,1,0,1,17,0,True,True,True,2020-03-11 13:16:08+00:00,2020
55,61,0,0,0,3,0,False,False,False,2020-03-04 20:12:26+00:00,2020
56,63,11,0,1,3,0,True,True,True,2020-03-11 12:59:02+00:00,2020
57,64,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
58,65,5,0,1,17,0,True,True,True,2020-03-11 12:21:49+00:00,2020
59,66,0,0,0,15,0,True,True,True,2020-03-11 13:05:01+00:00,2020
60,67,20,0,0,7,0,True,True,True,2020-03-11 13:22:34+00:00,2020
61,68,6,0,1,12,0,True,True,True,2020-03-11 13:11:57+00:00,2020
62,69,8,0,2,9,0,True,True,True,2020-03-11 13:22:18+00:00,2020
63,70,18,0,0,5,0,True,True,True,2020-03-11 13:00:55+00:00,2020
64,71,9,0,1,13,0,True,True,True,2020-03-11 12:51:41+00:00,2020
65,72,12,0,0,11,0,True,True,True,2020-03-11 13:22:01+00:00,2020
66,73,9,0,0,6,0,True,True,True,2020-03-11 13:20:09+00:00,2020
67,74,16,0,1,2,0,True,True,True,2020-03-11 13:13:21+00:00,2020
68,75,0,0,0,15,0,True,True,True,2020-03-11 12:54:41+00:00,2020
69,76,8,0,0,9,0,True,True,True,2020-03-11 12:51:11+00:00,2020
70,77,0,0,0,15,0,True,True,True,2020-03-11 12:46:11+00:00,2020
71,78,10,0,0,9,0,True,True,True,2020-03-11 13:12:38+00:00,2020
72,79,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
73,80,35,0,0,0,0,True,True,True,2020-03-11 13:17:55+00:00,2020
74,81,19,0,0,0,0,True,True,True,2020-03-11 12:55:51+00:00,2020
75,82,8,0,0,7,0,True,True,True,2020-03-11 13:07:22+00:00,2020
76,84,2,0,0,13,0,True,True,True,2020-03-11 13:01:34+00:00,2020
77,85,12,0,0,7,0,True,True,True,2020-03-11 12:49:29+00:00,2020
78,86,13,0,0,6,0,True,True,True,2020-03-11 13:05:17+00:00,2020
79,87,0,0,0,15,0,True,True,True,2020-03-11 13:02:54+00:00,2020
80,89,2,0,0,17,0,True,True,True,2020-03-11 13:09:47+00:00,2020
81,90,3,0,1,15,0,True,True,True,2020-03-11 13:23:03+00:00,2020
82,91,18,0,1,0,0,True,True,True,2020-03-11 13:05:46+00:00,2020
83,92,4,0,0,15,0,True,True,True,2020-03-11 11:50:48+00:00,2020
84,93,11,0,1,3,0,True,True,True,2020-03-11 13:04:57+00:00,2020
85,94,1,0,0,10,0,True,True,True,2020-03-11 13:15:53+00:00,2020
86,95,1,0,1,13,0,True,True,True,2020-03-11 13:21:26+00:00,2020
87,96,4,0,0,15,0,True,True,True,2020-03-11 13:24:14+00:00,2020
88,97,4,0,0,15,0,True,True,True,2020-03-11 13:15:38+00:00,2020
89,98,6,0,0,17,0,True,True,True,2020-03-11 13:23:14+00:00,2020
90,99,4,0,0,11,0,True,True,True,2020-03-11 13:18:44+00:00,2020
91,100,8,0,0,17,0,True,True,True,2020-03-11 12:58:52+00:00,2020
92,101,5,0,0,10,0,True,True,True,2020-03-11 13:12:39+00:00,2020
93,102,12,0,0,3,0,True,True,True,2020-03-11 13:06:51+00:00,2020
94,103,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
95,104,0,0,0,19,0,True,True,True,2020-03-11 12:45:18+00:00,2020
96,105,11,0,0,8,0,True,True,True,2020-03-11 13:05:48+00:00,2020
97,106,0,0,0,3,0,False,False,False,2019-11-19 16:56:13+00:00,2019
98,108,14,0,0,3,0,True,True,True,2020-03-11 13:21:30+00:00,2020
99,109,26,0,1,8,0,True,True,True,2020-03-11 13:04:59+00:00,2020
100,110,8,0,0,7,0,True,True,True,2020-03-11 13:17:42+00:00,2020
101,111,8,0,1,6,0,True,True,True,2020-03-11 12:08:47+00:00,2020
102,112,8,0,0,7,0,False,False,False,2020-03-11 02:00:28+00:00,2020
103,113,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
104,114,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
105,115,3,0,1,15,0,True,True,True,2020-03-11 13:22:44+00:00,2020
106,116,11,0,0,12,0,True,True,True,2020-03-11 13:11:38+00:00,2020
107,117,14,0,0,5,0,True,True,True,2020-03-11 13:21:34+00:00,2020
108,118,3,0,1,15,0,True,True,True,2020-03-11 13:12:26+00:00,2020
109,119,7,0,0,8,0,True,True,True,2020-03-11 12:59:26+00:00,2020
110,120,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
111,121,5,0,0,12,0,True,True,True,2020-03-11 13:17:47+00:00,2020
112,122,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
113,124,10,0,0,5,0,True,True,True,2020-03-11 12:27:55+00:00,2020
114,125,0,0,0,15,0,True,True,True,2020-03-11 12:51:23+00:00,2020
115,126,0,0,0,15,0,True,True,True,2020-03-11 11:38:14+00:00,2020
116,128,0,0,0,19,0,False,False,False,2019-11-07 14:52:43+00:00,2019
117,129,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
118,130,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
119,131,14,0,0,4,0,True,True,True,2020-03-11 13:19:30+00:00,2020
120,133,16,0,1,6,0,True,True,True,2020-03-11 13:19:16+00:00,2020
121,134,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
122,135,2,0,0,15,0,True,True,True,2020-03-11 12:25:03+00:00,2020
123,136,11,0,0,8,0,True,True,True,2020-03-11 12:30:14+00:00,2020
124,137,2,0,0,13,0,True,True,True,2020-03-11 12:45:43+00:00,2020
125,138,11,0,1,3,0,True,True,True,2020-03-11 13:05:27+00:00,2020
126,139,0,0,0,19,0,True,True,True,2020-03-11 12:42:19+00:00,2020
127,140,10,0,0,7,0,True,True,True,2020-03-11 13:13:39+00:00,2020
128,141,8,0,0,7,0,True,True,True,2020-03-11 13:18:00+00:00,2020
129,142,4,0,0,19,0,True,True,True,2020-03-11 12:46:32+00:00,2020
130,143,21,0,1,1,0,True,True,True,2020-03-11 13:24:08+00:00,2020
131,144,8,0,0,11,0,True,True,True,2020-03-11 13:18:05+00:00,2020
132,145,1,0,1,17,0,True,True,True,2020-03-11 12:36:04+00:00,2020
133,146,7,0,0,12,0,True,True,True,2020-03-11 12:00:47+00:00,2020
134,149,7,0,1,10,0,True,True,True,2020-03-11 13:22:00+00:00,2020
135,150,13,0,1,5,0,True,True,True,2020-03-11 13:16:13+00:00,2020
136,151,17,0,1,1,0,True,True,True,2020-03-11 13:24:10+00:00,2020
137,152,5,0,1,9,0,True,True,True,2020-03-11 13:12:41+00:00,2020
138,156,2,0,0,13,0,True,True,True,2020-03-11 12:37:22+00:00,2020
139,157,13,0,2,0,0,True,True,True,2020-03-11 13:06:09+00:00,2020
140,159,2,0,0,13,0,True,True,True,2020-03-11 12:57:18+00:00,2020
141,160,3,0,0,11,0,True,True,True,2020-03-11 12:55:58+00:00,2020
142,161,15,0,0,8,0,True,True,True,2020-03-11 12:59:28+00:00,2020
143,162,3,0,0,12,0,True,True,True,2020-03-11 08:14:32+00:00,2020
144,163,10,0,0,9,0,True,True,True,2020-03-11 13:02:17+00:00,2020
145,167,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
146,169,9,0,0,10,0,True,True,True,2020-03-11 13:16:57+00:00,2020
147,170,0,0,0,14,0,True,True,True,2020-03-11 08:50:03+00:00,2020
148,171,15,0,0,8,0,True,True,True,2020-03-11 13:13:50+00:00,2020
149,173,12,0,0,2,0,True,True,True,2020-03-11 12:09:46+00:00,2020
150,174,9,0,0,6,0,True,True,True,2020-03-11 12:17:20+00:00,2020
151,175,11,0,0,6,0,True,True,True,2020-03-11 12:59:29+00:00,2020
152,176,6,0,1,8,0,True,True,True,2020-03-11 13:13:02+00:00,2020
153,177,1,0,0,18,0,True,True,True,2020-03-11 13:15:19+00:00,2020
154,178,10,0,1,8,0,True,True,True,2020-03-11 13:20:11+00:00,2020
155,179,4,0,0,21,0,True,True,True,2020-03-11 13:20:21+00:00,2020
156,180,10,0,0,9,0,True,True,True,2020-03-11 12:35:12+00:00,2020
157,181,7,0,0,12,0,True,True,True,2020-03-11 13:15:38+00:00,2020
158,182,2,0,0,17,0,True,True,True,2020-03-11 13:20:51+00:00,2020
159,183,9,0,0,10,0,True,True,True,2020-03-11 12:42:26+00:00,2020
160,184,10,0,0,9,0,True,True,True,2020-03-11 13:17:24+00:00,2020
161,185,0,0,0,15,0,True,True,True,2020-03-11 12:36:05+00:00,2020
162,186,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
163,187,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
164,188,14,0,0,1,0,True,True,True,2020-03-11 11:36:31+00:00,2020
165,189,22,0,0,1,0,True,True,True,2020-03-11 13:20:28+00:00,2020
166,191,4,0,0,11,0,True,True,True,2020-03-11 13:18:30+00:00,2020
167,192,18,0,1,0,0,True,True,True,2020-03-11 12:30:59+00:00,2020
168,193,8,0,0,7,0,True,True,True,2020-03-11 13:04:48+00:00,2020
169,194,11,0,1,7,0,True,True,True,2020-03-11 12:55:26+00:00,2020
170,195,4,0,0,19,0,True,True,True,2020-03-11 13:08:49+00:00,2020
171,196,3,0,0,7,0,True,True,True,2020-03-11 12:23:58+00:00,2020
172,197,0,0,0,15,0,True,True,True,2020-03-11 12:31:48+00:00,2020
173,199,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
174,200,16,0,0,3,0,True,True,True,2020-03-11 08:24:46+00:00,2020
175,201,2,0,0,13,0,True,True,True,2020-03-11 08:04:03+00:00,2020
176,202,1,0,0,14,0,True,True,True,2020-03-11 08:39:40+00:00,2020
177,203,0,0,0,15,0,True,True,True,2020-03-11 12:11:59+00:00,2020
178,204,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
179,205,1,0,1,13,0,True,True,True,2020-03-11 12:03:24+00:00,2020
180,206,22,0,1,0,0,True,True,True,2020-03-11 13:16:54+00:00,2020
181,208,6,0,0,9,0,True,True,True,2020-03-11 12:03:06+00:00,2020
182,209,0,0,0,15,0,True,True,True,2020-03-11 08:34:18+00:00,2020
183,210,1,0,0,14,0,True,True,True,2020-03-11 08:29:28+00:00,2020
184,211,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
185,212,8,0,1,24,0,True,True,True,2020-03-11 13:22:22+00:00,2020
186,213,2,0,0,14,0,True,True,True,2020-03-11 11:53:15+00:00,2020
187,214,3,0,1,7,0,True,True,True,2020-03-11 08:50:28+00:00,2020
188,215,5,0,0,10,0,True,True,True,2020-03-11 08:38:54+00:00,2020
189,216,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
190,217,3,0,1,15,0,True,True,True,2020-03-11 13:23:26+00:00,2020
191,218,15,0,0,0,0,True,True,True,2020-03-11 13:23:34+00:00,2020
192,219,0,0,0,15,0,True,True,True,2020-03-11 12:34:43+00:00,2020
193,221,3,0,0,16,0,True,True,True,2020-03-11 13:22:50+00:00,2020
194,222,5,0,0,9,0,True,True,True,2020-03-11 12:48:19+00:00,2020
195,224,2,0,0,15,0,True,True,True,2020-03-11 11:58:21+00:00,2020
196,225,15,0,1,3,0,True,True,True,2020-03-11 13:02:22+00:00,2020
197,226,10,0,0,5,0,True,True,True,2020-03-11 13:13:15+00:00,2020
198,227,0,0,0,3,0,False,False,False,2020-03-04 18:19:08+00:00,2020
199,228,8,0,1,10,0,True,True,True,2020-03-11 13:17:32+00:00,2020
200,232,1,0,0,10,0,True,True,True,2020-03-10 19:01:31+00:00,2020
201,233,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
202,234,3,0,0,12,0,True,True,True,2020-03-11 13:22:58+00:00,2020
203,235,1,0,0,14,0,True,True,True,2020-03-11 13:02:29+00:00,2020
204,236,4,0,0,11,0,True,True,True,2020-03-11 13:06:49+00:00,2020
205,239,8,0,1,6,0,True,True,True,2020-03-11 13:12:53+00:00,2020
206,255,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
207,258,12,0,0,3,0,True,True,True,2020-03-11 08:03:06+00:00,2020
208,259,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
209,260,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
210,271,8,0,0,7,0,True,True,True,2020-03-11 08:59:33+00:00,2020
211,272,4,0,0,15,0,True,True,True,2020-03-11 08:58:54+00:00,2020
212,273,8,0,0,32,0,True,True,True,2020-03-11 13:23:54+00:00,2020
213,279,13,0,0,6,0,True,True,True,2020-03-11 12:16:57+00:00,2020
214,280,10,0,0,9,0,True,True,True,2020-03-11 12:42:24+00:00,2020
215,282,9,0,0,6,0,True,True,True,2020-03-11 12:45:31+00:00,2020
216,296,20,0,1,2,0,True,True,True,2020-03-11 12:16:26+00:00,2020
217,318,18,0,0,1,0,True,True,True,2020-03-11 13:13:58+00:00,2020
218,319,21,0,0,4,0,True,True,True,2020-03-11 11:42:16+00:00,2020
219,327,6,0,0,9,0,True,True,True,2020-03-11 13:01:09+00:00,2020
220,328,8,0,1,6,0,True,True,True,2020-03-11 13:11:22+00:00,2020
221,329,9,0,0,6,0,True,True,True,2020-03-11 11:58:50+00:00,2020
222,330,7,0,0,8,0,True,True,True,2020-03-11 13:18:34+00:00,2020
223,331,7,0,0,8,0,True,True,True,2020-03-11 12:41:45+00:00,2020
224,332,0,0,0,15,0,True,True,True,2020-03-11 13:19:57+00:00,2020
225,333,7,0,0,18,0,True,True,True,2020-03-11 11:58:50+00:00,2020
226,334,6,0,2,11,0,True,True,True,2020-03-11 12:53:00+00:00,2020
227,335,4,0,0,15,0,True,True,True,2020-03-11 13:19:10+00:00,2020
228,336,1,0,0,14,0,True,True,True,2020-03-11 08:54:56+00:00,2020
229,337,13,0,0,2,0,True,True,True,2020-03-11 11:45:31+00:00,2020
230,338,9,0,0,6,0,True,True,True,2020-03-11 13:19:04+00:00,2020
231,339,0,0,0,3,0,False,False,False,2019-11-07 18:06:54+00:00,2019
232,340,9,0,0,10,0,True,True,True,2020-03-11 08:54:34+00:00,2020
233,341,8,0,0,7,0,True,True,True,2020-03-11 08:53:44+00:00,2020
234,342,5,0,0,10,0,True,True,True,2020-03-11 13:20:11+00:00,2020
235,343,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
236,344,5,0,0,14,0,True,True,True,2020-03-11 12:05:32+00:00,2020
237,345,8,0,1,10,0,True,True,True,2020-03-11 13:18:27+00:00,2020
238,346,12,0,1,2,0,True,True,True,2020-03-11 13:04:32+00:00,2020
239,347,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
240,348,4,0,0,11,0,True,True,True,2020-03-11 08:55:04+00:00,2020
241,349,1,0,0,16,0,True,True,True,2020-03-11 08:54:05+00:00,2020
242,350,8,0,0,9,0,True,True,True,2020-03-11 08:54:27+00:00,2020
243,351,5,0,0,10,0,True,True,True,2020-03-11 12:58:00+00:00,2020
244,352,13,0,2,0,0,True,True,True,2020-03-11 13:11:21+00:00,2020
245,353,3,0,0,12,0,True,True,True,2020-03-11 08:53:44+00:00,2020
246,354,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
247,355,5,0,0,12,0,True,True,True,2020-03-11 08:53:34+00:00,2020
248,356,6,0,0,17,0,True,True,True,2020-03-11 13:18:05+00:00,2020
249,357,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,1970
250,358,3,0,0,16,0,True,True,True,2020-03-11 13:22:05+00:00,2020
251,359,4,0,0,11,0,True,True,True,2020-03-11 13:15:28+00:00,2020
252,360,0,0,0,15,0,True,True,True,2020-03-11 12:54:28+00:00,2020
253,361,1,0,1,17,0,True,True,True,2020-03-11 13:20:32+00:00,2020
254,362,15,0,0,4,0,True,True,True,2020-03-11 13:19:38+00:00,2020
255,363,8,0,1,10,0,True,True,True,2020-03-11 13:04:20+00:00,2020
256,364,9,0,0,10,0,True,True,True,2020-03-11 12:54:21+00:00,2020
257,365,18,0,0,1,0,True,True,True,2020-03-11 13:04:34+00:00,2020
258,366,12,0,0,3,0,True,True,True,2020-03-11 13:09:19+00:00,2020
259,367,0,0,0,19,0,True,True,True,2020-03-11 13:23:48+00:00,2020
260,368,0,0,0,15,0,False,False,False,2019-11-06 17:01:13+00:00,2019
261,369,4,0,0,11,0,True,True,True,2020-03-11 13:09:27+00:00,2020
262,370,13,0,1,5,0,True,True,True,2020-03-11 13:16:06+00:00,2020
263,371,10,0,0,9,0,True,True,True,2020-03-11 12:20:02+00:00,2020
264,372,18,0,1,0,0,True,True,True,2020-03-11 13:04:50+00:00,2020
265,373,3,0,0,12,0,True,True,True,2020-03-11 12:13:36+00:00,2020
266,374,18,0,1,0,0,True,True,True,2020-03-11 12:55:39+00:00,2020
