,num_ebikes_available,num_bikes_available,eightd_has_available_keys,legacy_id,num_docks_disabled,station_status,is_returning,num_bikes_disabled,station_id,last_reported,is_installed,num_docks_available,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,3,True,3,0,active,True,0,3,2020-07-26 12:16:16+00:00,True,12,True,,,2020-07-26 13:33:15,2020
1,0,19,False,4,0,active,True,0,4,2020-07-26 08:57:39+00:00,True,0,True,,,2020-07-26 13:33:15,2020
2,0,10,False,5,0,active,True,0,5,2020-07-26 13:30:39+00:00,True,5,True,,,2020-07-26 13:33:15,2020
3,0,6,False,6,0,active,True,2,6,2020-07-26 13:32:43+00:00,True,7,True,,,2020-07-26 13:33:15,2020
4,0,5,False,7,0,active,True,1,7,2020-07-26 13:26:36+00:00,True,9,True,,,2020-07-26 13:33:15,2020
5,0,9,False,8,0,active,True,2,8,2020-07-26 13:32:49+00:00,True,8,True,,,2020-07-26 13:33:15,2020
6,0,9,False,9,0,active,True,1,9,2020-07-26 12:39:54+00:00,True,5,True,,,2020-07-26 13:33:15,2020
7,0,0,False,10,0,active,True,0,10,2020-07-26 12:14:47+00:00,True,11,True,,,2020-07-26 13:33:15,2020
8,0,12,False,11,0,active,True,0,11,2020-07-26 13:24:37+00:00,True,3,True,"{'off_dock_capacity': 50, 'off_dock_count': 0, 'active': True, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 69, 'region': 'BOS'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-26 13:33:15,2020
9,0,2,True,12,0,active,True,0,12,2020-07-26 13:11:00+00:00,True,16,True,,,2020-07-26 13:33:15,2020
10,0,14,False,13,0,active,True,1,13,2020-07-26 13:28:36+00:00,True,4,True,,,2020-07-26 13:33:15,2020
11,0,12,False,14,0,active,True,1,14,2020-07-26 13:18:15+00:00,True,12,True,,,2020-07-26 13:33:15,2020
12,0,14,False,15,0,active,True,0,15,2020-07-26 13:02:43+00:00,True,1,True,,,2020-07-26 13:33:15,2020
13,0,18,True,16,0,active,True,1,16,2020-07-26 12:56:27+00:00,True,0,True,,,2020-07-26 13:33:15,2020
14,0,10,False,17,0,active,True,1,17,2020-07-26 12:13:24+00:00,True,4,True,,,2020-07-26 13:33:15,2020
15,0,7,False,19,0,active,True,0,19,2020-07-26 13:20:15+00:00,True,8,True,,,2020-07-26 13:33:15,2020
16,0,8,True,20,0,active,True,0,20,2020-07-26 13:32:57+00:00,True,15,True,,,2020-07-26 13:33:15,2020
17,0,10,True,21,0,active,True,0,21,2020-07-26 13:22:24+00:00,True,8,True,,,2020-07-26 13:33:15,2020
18,0,4,True,22,0,active,True,1,22,2020-07-26 13:11:28+00:00,True,42,True,,,2020-07-26 13:33:15,2020
19,0,8,False,23,0,active,True,0,23,2020-07-26 13:31:25+00:00,True,13,True,,,2020-07-26 13:33:15,2020
20,0,1,False,24,0,active,True,0,24,2020-07-26 13:05:26+00:00,True,18,True,,,2020-07-26 13:33:15,2020
21,0,12,False,25,0,active,True,0,25,2020-07-26 13:30:20+00:00,True,3,True,,,2020-07-26 13:33:15,2020
22,0,15,False,26,0,active,True,0,26,2020-07-26 08:48:01+00:00,True,0,True,,,2020-07-26 13:33:15,2020
