,legacy_id,num_docks_available,station_id,last_reported,is_renting,station_status,eightd_has_available_keys,num_bikes_disabled,num_ebikes_available,is_returning,num_docks_disabled,num_bikes_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,15,3,2020-08-07 02:45:22+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-07 03:41:05,2020
1,4,3,4,2020-08-07 03:09:53+00:00,True,active,False,0,0,True,0,16,True,,,2020-08-07 03:41:05,2020
2,5,0,5,2020-08-07 03:07:08+00:00,True,active,False,2,0,True,0,13,True,,,2020-08-07 03:41:05,2020
3,6,5,6,2020-08-07 03:38:58+00:00,True,active,False,1,0,True,0,9,True,,,2020-08-07 03:41:05,2020
4,7,10,7,2020-08-07 03:03:31+00:00,True,active,False,0,0,True,0,5,True,,,2020-08-07 03:41:05,2020
5,8,4,8,2020-08-07 03:28:16+00:00,True,active,False,0,0,True,0,15,True,,,2020-08-07 03:41:05,2020
6,9,5,9,2020-08-07 01:50:28+00:00,True,active,False,1,0,True,0,9,True,,,2020-08-07 03:41:05,2020
7,10,6,10,2020-08-07 03:35:11+00:00,True,active,False,0,0,True,0,5,True,,,2020-08-07 03:41:05,2020
8,11,14,11,2020-08-07 01:43:03+00:00,True,active,False,1,0,True,0,0,True,,,2020-08-07 03:41:05,2020
9,12,13,12,2020-08-07 03:39:50+00:00,True,active,True,0,0,True,0,5,True,,,2020-08-07 03:41:05,2020
10,13,19,13,2020-08-07 01:27:59+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-07 03:41:05,2020
11,14,21,14,2020-08-07 03:40:23+00:00,True,active,False,2,0,True,0,2,True,,,2020-08-07 03:41:05,2020
12,15,3,15,2020-08-07 03:38:56+00:00,True,active,False,0,0,True,0,12,True,,,2020-08-07 03:41:05,2020
13,16,10,16,2020-08-07 03:36:00+00:00,True,active,True,0,0,True,0,9,True,,,2020-08-07 03:41:05,2020
14,17,12,17,2020-08-07 03:03:07+00:00,True,active,False,1,0,True,0,2,True,,,2020-08-07 03:41:05,2020
15,19,5,19,2020-08-07 03:31:46+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-07 03:41:05,2020
16,20,20,20,2020-08-07 03:40:33+00:00,True,active,True,0,0,True,0,3,True,,,2020-08-07 03:41:05,2020
17,21,3,21,2020-08-07 03:37:34+00:00,True,active,True,0,0,True,0,15,True,,,2020-08-07 03:41:05,2020
18,22,30,22,2020-08-07 03:31:05+00:00,True,active,True,1,0,True,0,16,True,,,2020-08-07 03:41:05,2020
19,23,8,23,2020-08-07 03:39:03+00:00,True,active,True,0,0,True,0,13,True,,,2020-08-07 03:41:05,2020
20,24,15,24,2020-08-07 03:32:16+00:00,True,active,False,1,0,True,0,3,True,,,2020-08-07 03:41:05,2020
21,25,2,25,2020-08-07 02:44:00+00:00,True,active,False,1,0,True,0,12,True,,,2020-08-07 03:41:05,2020
22,26,2,26,2020-08-07 03:36:31+00:00,True,active,False,1,0,True,0,12,True,,,2020-08-07 03:41:05,2020
23,27,8,27,2020-08-07 02:50:55+00:00,True,active,False,0,0,True,0,15,True,,,2020-08-07 03:41:05,2020
24,29,7,29,2020-08-07 00:18:47+00:00,True,active,False,1,0,True,0,7,True,,,2020-08-07 03:41:05,2020
25,30,14,30,2020-08-07 02:53:19+00:00,True,active,False,0,0,True,0,1,True,,,2020-08-07 03:41:05,2020
26,31,1,31,2020-08-07 02:42:04+00:00,True,active,True,0,0,True,0,18,True,,,2020-08-07 03:41:05,2020
27,32,11,32,2020-08-07 03:34:41+00:00,True,active,False,0,0,True,0,4,True,,,2020-08-07 03:41:05,2020
28,33,11,33,2020-08-07 03:13:50+00:00,True,active,False,0,0,True,0,16,True,,,2020-08-07 03:41:05,2020
29,35,22,35,2020-08-07 02:08:13+00:00,True,active,False,0,0,True,0,1,True,,,2020-08-07 03:41:05,2020
30,36,7,36,2020-08-07 03:11:19+00:00,True,active,True,1,0,True,0,25,True,,,2020-08-07 03:41:05,2020
31,37,9,37,2020-08-07 03:10:16+00:00,True,active,True,0,0,True,0,6,True,,,2020-08-07 03:41:05,2020
32,39,15,39,2020-08-07 03:20:33+00:00,True,active,False,0,0,True,0,8,True,,,2020-08-07 03:41:05,2020
33,40,2,40,2020-08-07 03:37:12+00:00,True,active,False,0,0,True,0,17,True,,,2020-08-07 03:41:05,2020
34,41,0,41,2020-08-07 02:23:59+00:00,True,active,True,0,0,True,0,27,True,,,2020-08-07 03:41:05,2020
35,42,16,42,2020-08-07 03:05:54+00:00,True,active,False,1,0,True,0,6,True,,,2020-08-07 03:41:05,2020
36,43,10,43,2020-08-07 02:36:09+00:00,True,active,True,0,0,True,0,5,True,,,2020-08-07 03:41:05,2020
