,legacy_id,num_docks_available,station_id,last_reported,is_renting,station_status,eightd_has_available_keys,num_bikes_disabled,num_ebikes_available,is_returning,num_docks_disabled,num_bikes_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,15,3,2020-08-07 02:45:22+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-07 03:00:15,2020
1,4,4,4,2020-08-07 02:25:34+00:00,True,active,False,0,0,True,0,15,True,,,2020-08-07 03:00:15,2020
2,5,1,5,2020-08-07 02:56:53+00:00,True,active,False,2,0,True,0,12,True,,,2020-08-07 03:00:15,2020
3,6,5,6,2020-08-07 02:29:22+00:00,True,active,False,1,0,True,0,9,True,,,2020-08-07 03:00:15,2020
4,7,8,7,2020-08-07 02:59:15+00:00,True,active,False,0,0,True,0,7,True,,,2020-08-07 03:00:15,2020
5,8,6,8,2020-08-07 02:39:24+00:00,True,active,False,0,0,True,0,13,True,,,2020-08-07 03:00:15,2020
6,9,5,9,2020-08-07 01:50:28+00:00,True,active,False,1,0,True,0,9,True,,,2020-08-07 03:00:15,2020
7,10,4,10,2020-08-07 02:06:07+00:00,True,active,False,0,0,True,0,7,True,,,2020-08-07 03:00:15,2020
8,11,14,11,2020-08-07 01:43:03+00:00,True,active,False,1,0,True,0,0,True,,,2020-08-07 03:00:15,2020
9,12,10,12,2020-08-07 02:18:48+00:00,True,active,True,0,0,True,0,8,True,,,2020-08-07 03:00:15,2020
10,13,19,13,2020-08-07 01:27:59+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-07 03:00:15,2020
11,14,22,14,2020-08-07 02:43:42+00:00,True,active,False,2,0,True,0,1,True,,,2020-08-07 03:00:15,2020
12,15,4,15,2020-08-07 02:11:19+00:00,True,active,False,0,0,True,0,11,True,,,2020-08-07 03:00:15,2020
13,16,11,16,2020-08-07 02:44:02+00:00,True,active,True,0,0,True,0,8,True,,,2020-08-07 03:00:15,2020
14,17,11,17,2020-08-07 02:31:16+00:00,True,active,False,2,0,True,0,2,True,,,2020-08-07 03:00:15,2020
15,19,5,19,2020-08-07 02:15:26+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-07 03:00:15,2020
16,20,19,20,2020-08-07 02:53:27+00:00,True,active,True,1,0,True,0,3,True,,,2020-08-07 03:00:15,2020
17,21,3,21,2020-08-07 02:52:28+00:00,True,active,True,0,0,True,0,15,True,,,2020-08-07 03:00:15,2020
18,22,25,22,2020-08-07 02:25:31+00:00,True,active,True,1,0,True,0,21,True,,,2020-08-07 03:00:15,2020
19,23,5,23,2020-08-07 02:55:30+00:00,True,active,True,0,0,True,0,16,True,,,2020-08-07 03:00:15,2020
20,24,15,24,2020-08-07 02:51:40+00:00,True,active,False,2,0,True,0,2,True,,,2020-08-07 03:00:15,2020
21,25,2,25,2020-08-07 02:44:00+00:00,True,active,False,1,0,True,0,12,True,,,2020-08-07 03:00:15,2020
22,26,1,26,2020-08-07 02:24:29+00:00,True,active,False,1,0,True,0,13,True,,,2020-08-07 03:00:15,2020
23,27,8,27,2020-08-07 02:50:55+00:00,True,active,False,0,0,True,0,15,True,,,2020-08-07 03:00:15,2020
24,29,7,29,2020-08-07 00:18:47+00:00,True,active,False,1,0,True,0,7,True,,,2020-08-07 03:00:15,2020
