,is_installed,num_bikes_disabled,num_docks_available,is_renting,num_ebikes_available,num_bikes_available,station_id,is_returning,last_reported,station_status,legacy_id,num_docks_disabled,eightd_has_available_keys,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,15,True,0,0,3,True,2020-08-01 03:22:32+00:00,active,3,0,False,,,2020-08-01 04:39:15,2020
1,True,0,19,True,0,0,4,True,2020-08-01 03:24:46+00:00,active,4,0,False,,,2020-08-01 04:39:15,2020
2,True,0,11,True,0,4,5,True,2020-08-01 04:25:54+00:00,active,5,0,False,,,2020-08-01 04:39:15,2020
3,True,0,13,True,0,2,6,True,2020-08-01 04:26:42+00:00,active,6,0,False,,,2020-08-01 04:39:15,2020
4,True,0,11,True,0,4,7,True,2020-08-01 04:29:25+00:00,active,7,0,False,,,2020-08-01 04:39:15,2020
5,True,2,3,True,0,14,8,True,2020-08-01 04:18:24+00:00,active,8,0,False,,,2020-08-01 04:39:15,2020
6,True,0,0,True,0,15,9,True,2020-08-01 04:26:08+00:00,active,9,0,False,,,2020-08-01 04:39:15,2020
7,True,1,7,True,0,3,10,True,2020-08-01 04:29:41+00:00,active,10,0,False,,,2020-08-01 04:39:15,2020
8,True,1,12,True,0,2,11,True,2020-08-01 03:48:37+00:00,active,11,0,False,"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'off_dock_count': 20, 'valet_revision': 75, 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 50}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 04:39:15,2020
9,True,2,16,True,0,0,12,True,2020-08-01 04:04:25+00:00,active,12,0,True,,,2020-08-01 04:39:15,2020
10,True,0,12,True,0,7,13,True,2020-08-01 04:32:14+00:00,active,13,0,False,,,2020-08-01 04:39:15,2020
11,True,0,24,True,0,1,14,True,2020-08-01 03:43:16+00:00,active,14,0,False,,,2020-08-01 04:39:15,2020
12,True,1,0,True,0,14,15,True,2020-08-01 04:09:16+00:00,active,15,0,False,,,2020-08-01 04:39:15,2020
13,True,2,2,True,0,15,16,True,2020-08-01 03:48:01+00:00,active,16,0,True,,,2020-08-01 04:39:15,2020
14,True,0,12,True,0,3,17,True,2020-08-01 04:38:48+00:00,active,17,0,False,,,2020-08-01 04:39:15,2020
15,True,0,1,True,0,14,19,True,2020-08-01 02:59:01+00:00,active,19,0,False,,,2020-08-01 04:39:15,2020
16,True,0,21,True,0,2,20,True,2020-08-01 04:39:09+00:00,active,20,0,True,,,2020-08-01 04:39:15,2020
17,True,0,14,True,0,4,21,True,2020-08-01 03:58:51+00:00,active,21,0,True,,,2020-08-01 04:39:15,2020
18,True,2,23,True,0,22,22,True,2020-08-01 04:37:27+00:00,active,22,0,True,,,2020-08-01 04:39:15,2020
19,True,0,14,True,0,7,23,True,2020-08-01 04:22:19+00:00,active,23,0,True,,,2020-08-01 04:39:15,2020
20,True,0,19,True,0,0,24,True,2020-08-01 03:39:12+00:00,active,24,0,False,,,2020-08-01 04:39:15,2020
21,True,1,2,True,0,12,25,True,2020-08-01 03:37:03+00:00,active,25,0,False,,,2020-08-01 04:39:15,2020
22,True,0,7,True,0,8,26,True,2020-08-01 04:15:29+00:00,active,26,0,False,,,2020-08-01 04:39:15,2020
23,True,2,12,True,0,9,27,True,2020-08-01 04:27:40+00:00,active,27,0,False,,,2020-08-01 04:39:15,2020
24,True,0,8,True,0,7,29,True,2020-08-01 03:29:31+00:00,active,29,0,False,,,2020-08-01 04:39:15,2020
25,True,1,9,True,0,5,30,True,2020-08-01 04:37:25+00:00,active,30,0,False,,,2020-08-01 04:39:15,2020
26,True,0,5,True,0,14,31,True,2020-08-01 04:38:56+00:00,active,31,0,True,,,2020-08-01 04:39:15,2020
27,True,3,11,True,0,1,32,True,2020-08-01 04:16:49+00:00,active,32,0,False,,,2020-08-01 04:39:15,2020
28,True,0,12,True,0,15,33,True,2020-08-01 04:25:54+00:00,active,33,0,False,,,2020-08-01 04:39:15,2020
29,True,2,19,True,0,2,35,True,2020-08-01 03:31:30+00:00,active,35,0,False,,,2020-08-01 04:39:15,2020
30,True,0,31,True,0,2,36,True,2020-08-01 04:00:47+00:00,active,36,0,True,,,2020-08-01 04:39:15,2020
31,True,0,13,True,0,2,37,True,2020-08-01 02:07:20+00:00,active,37,0,True,,,2020-08-01 04:39:15,2020
32,True,1,7,True,0,15,39,True,2020-08-01 04:18:12+00:00,active,39,0,False,,,2020-08-01 04:39:15,2020
33,True,1,6,True,0,12,40,True,2020-08-01 04:30:38+00:00,active,40,0,False,,,2020-08-01 04:39:15,2020
34,True,1,2,True,0,24,41,True,2020-08-01 04:08:34+00:00,active,41,0,True,,,2020-08-01 04:39:15,2020
35,True,0,3,True,0,20,42,True,2020-08-01 03:48:28+00:00,active,42,0,False,,,2020-08-01 04:39:15,2020
36,True,4,9,True,0,2,43,True,2020-08-01 04:38:18+00:00,active,43,0,True,,,2020-08-01 04:39:15,2020
37,True,0,23,True,0,0,44,True,2020-08-01 04:10:27+00:00,active,44,0,False,,,2020-08-01 04:39:15,2020
38,True,0,11,True,0,8,46,True,2020-08-01 04:36:51+00:00,active,46,0,False,,,2020-08-01 04:39:15,2020
39,True,0,13,True,0,6,47,True,2020-08-01 04:15:19+00:00,active,47,0,True,,,2020-08-01 04:39:15,2020
40,True,0,14,True,0,5,48,True,2020-08-01 04:00:41+00:00,active,48,0,False,,,2020-08-01 04:39:15,2020
41,True,0,15,True,0,3,49,True,2020-08-01 04:28:31+00:00,active,49,0,False,,,2020-08-01 04:39:15,2020
42,True,0,15,True,0,0,50,True,2020-08-01 02:07:44+00:00,active,50,0,True,,,2020-08-01 04:39:15,2020
43,True,1,9,True,0,5,51,True,2020-08-01 04:08:30+00:00,active,51,0,False,,,2020-08-01 04:39:15,2020
44,True,2,20,True,0,1,52,True,2020-08-01 04:25:45+00:00,active,52,0,True,,,2020-08-01 04:39:15,2020
45,True,2,2,True,0,15,53,True,2020-08-01 04:35:48+00:00,active,53,0,False,,,2020-08-01 04:39:15,2020
46,True,0,4,True,0,11,54,True,2020-08-01 04:34:28+00:00,active,54,0,False,,,2020-08-01 04:39:15,2020
47,True,1,13,True,0,1,55,True,2020-08-01 04:14:49+00:00,active,55,0,False,,,2020-08-01 04:39:15,2020
48,True,0,8,True,0,10,56,True,2020-08-01 02:55:40+00:00,active,56,0,True,,,2020-08-01 04:39:15,2020
49,True,0,2,True,0,12,57,True,2020-08-01 04:35:34+00:00,active,57,0,True,,,2020-08-01 04:39:15,2020
50,True,0,11,True,0,8,58,True,2020-08-01 04:33:03+00:00,active,58,0,True,,,2020-08-01 04:39:15,2020
51,True,0,11,True,0,8,59,True,2020-08-01 03:18:33+00:00,active,59,0,False,,,2020-08-01 04:39:15,2020
52,True,2,9,True,0,8,60,True,2020-08-01 04:15:42+00:00,active,60,0,False,"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'off_dock_count': 2, 'valet_revision': 63, 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 40}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 04:39:15,2020
53,True,0,11,True,0,8,61,True,2020-08-01 04:34:40+00:00,active,61,0,False,,,2020-08-01 04:39:15,2020
54,True,0,12,True,0,3,63,True,2020-08-01 03:12:05+00:00,active,63,0,False,,,2020-08-01 04:39:15,2020
55,True,1,17,True,0,1,64,True,2020-08-01 03:56:32+00:00,active,64,0,False,,,2020-08-01 04:39:15,2020
56,True,0,2,True,0,21,65,True,2020-08-01 04:17:10+00:00,active,65,0,False,,,2020-08-01 04:39:15,2020
57,True,1,1,True,0,13,66,True,2020-08-01 03:58:36+00:00,active,66,0,False,,,2020-08-01 04:39:15,2020
58,True,2,16,True,0,9,67,True,2020-08-01 04:29:07+00:00,active,67,0,True,,,2020-08-01 04:39:15,2020
59,True,1,3,True,0,15,68,True,2020-08-01 04:33:02+00:00,active,68,0,True,,,2020-08-01 04:39:15,2020
60,True,0,5,True,0,14,69,True,2020-08-01 03:35:05+00:00,active,69,0,True,,,2020-08-01 04:39:15,2020
61,True,1,1,True,0,21,70,True,2020-08-01 03:52:53+00:00,active,70,0,False,,,2020-08-01 04:39:15,2020
62,True,0,4,True,0,19,71,True,2020-08-01 03:32:55+00:00,active,71,0,False,,,2020-08-01 04:39:15,2020
63,True,0,22,True,0,1,72,True,2020-08-01 03:30:31+00:00,active,72,0,False,,,2020-08-01 04:39:15,2020
64,True,0,8,True,0,7,73,True,2020-08-01 04:36:20+00:00,active,73,0,False,,,2020-08-01 04:39:15,2020
65,True,1,12,True,0,6,74,True,2020-08-01 04:08:47+00:00,active,74,0,True,,,2020-08-01 04:39:15,2020
66,True,0,15,True,0,0,75,True,2020-08-01 04:17:31+00:00,active,75,0,False,,,2020-08-01 04:39:15,2020
67,True,1,3,True,0,13,76,True,2020-08-01 04:37:24+00:00,active,76,0,False,,,2020-08-01 04:39:15,2020
68,True,1,7,True,0,7,77,True,2020-08-01 01:54:17+00:00,active,77,0,False,,,2020-08-01 04:39:15,2020
69,True,2,1,True,0,16,78,True,2020-08-01 03:30:18+00:00,active,78,0,False,,,2020-08-01 04:39:15,2020
70,True,0,4,True,0,15,79,True,2020-08-01 03:53:43+00:00,active,79,0,False,,,2020-08-01 04:39:15,2020
71,True,2,33,True,0,0,80,True,2020-08-01 03:00:45+00:00,active,80,0,False,,,2020-08-01 04:39:15,2020
72,True,1,17,True,0,1,81,True,2020-08-01 04:34:03+00:00,active,81,0,False,,,2020-08-01 04:39:15,2020
73,True,0,8,True,0,7,82,True,2020-08-01 03:48:14+00:00,active,82,0,False,,,2020-08-01 04:39:15,2020
74,True,0,14,True,0,1,84,True,2020-08-01 02:36:01+00:00,active,84,0,False,,,2020-08-01 04:39:15,2020
75,True,0,19,True,0,0,85,True,2020-08-01 00:16:04+00:00,active,85,0,False,,,2020-08-01 04:39:15,2020
76,True,0,13,True,0,6,86,True,2020-08-01 03:34:08+00:00,active,86,0,False,,,2020-08-01 04:39:15,2020
77,True,1,0,True,0,14,87,True,2020-08-01 04:16:25+00:00,active,87,0,False,,,2020-08-01 04:39:15,2020
78,True,0,0,True,0,19,89,True,2020-08-01 02:41:19+00:00,active,89,0,False,,,2020-08-01 04:39:15,2020
79,True,0,11,True,0,8,90,True,2020-08-01 04:37:27+00:00,active,90,0,False,,,2020-08-01 04:39:15,2020
80,True,0,14,True,0,5,91,True,2020-08-01 03:59:17+00:00,active,91,0,False,,,2020-08-01 04:39:15,2020
81,True,0,7,True,0,12,92,True,2020-07-31 23:47:39+00:00,active,92,0,False,,,2020-08-01 04:39:15,2020
82,True,3,0,True,0,12,93,True,2020-08-01 03:49:38+00:00,active,93,0,False,,,2020-08-01 04:39:15,2020
83,True,0,1,True,0,10,94,True,2020-08-01 03:09:16+00:00,active,94,0,False,,,2020-08-01 04:39:15,2020
84,True,0,13,True,0,2,95,True,2020-08-01 04:32:43+00:00,active,95,0,False,,,2020-08-01 04:39:15,2020
85,True,0,14,True,0,5,96,True,2020-08-01 04:39:08+00:00,active,96,0,False,,,2020-08-01 04:39:15,2020
86,True,1,15,True,0,3,97,True,2020-08-01 04:38:09+00:00,active,97,0,False,,,2020-08-01 04:39:15,2020
87,True,1,11,True,0,10,98,True,2020-08-01 04:17:46+00:00,active,98,0,False,,,2020-08-01 04:39:15,2020
88,True,1,7,True,0,7,99,True,2020-08-01 04:11:25+00:00,active,99,0,False,,,2020-08-01 04:39:15,2020
89,True,3,17,True,0,5,100,True,2020-08-01 04:30:16+00:00,active,100,0,True,,,2020-08-01 04:39:15,2020
90,True,0,9,True,0,6,101,True,2020-08-01 02:44:49+00:00,active,101,0,False,,,2020-08-01 04:39:15,2020
91,True,0,6,True,0,9,102,True,2020-08-01 04:26:06+00:00,active,102,0,False,,,2020-08-01 04:39:15,2020
92,True,1,10,True,0,4,103,True,2020-08-01 04:04:19+00:00,active,103,0,False,,,2020-08-01 04:39:15,2020
93,True,0,1,True,0,18,104,True,2020-08-01 04:06:44+00:00,active,104,0,False,,,2020-08-01 04:39:15,2020
94,True,0,0,True,0,19,105,True,2020-08-01 02:41:33+00:00,active,105,0,False,,,2020-08-01 04:39:15,2020
95,True,1,9,True,0,5,106,True,2020-08-01 00:37:19+00:00,active,106,0,False,,,2020-08-01 04:39:15,2020
96,True,0,19,True,0,0,107,True,2020-08-01 04:26:03+00:00,active,107,0,False,,,2020-08-01 04:39:15,2020
97,True,0,4,True,0,13,108,True,2020-08-01 02:46:18+00:00,active,108,0,False,,,2020-08-01 04:39:15,2020
98,True,2,7,True,0,26,109,True,2020-08-01 03:06:08+00:00,active,109,0,False,,,2020-08-01 04:39:15,2020
99,True,1,6,True,0,8,110,True,2020-08-01 04:11:41+00:00,active,110,0,False,,,2020-08-01 04:39:15,2020
100,True,0,15,True,0,0,111,True,2020-08-01 04:30:07+00:00,active,111,0,False,,,2020-08-01 04:39:15,2020
101,True,0,12,True,0,3,112,True,2020-08-01 04:37:33+00:00,active,112,0,False,,,2020-08-01 04:39:15,2020
102,True,1,0,True,0,14,113,True,2020-08-01 03:19:32+00:00,active,113,0,False,,,2020-08-01 04:39:15,2020
103,True,0,15,True,0,0,114,True,2020-08-01 02:18:23+00:00,active,114,0,False,,,2020-08-01 04:39:15,2020
104,True,1,6,True,0,12,115,True,2020-08-01 04:22:00+00:00,active,115,0,False,,,2020-08-01 04:39:15,2020
105,True,0,6,True,0,17,116,True,2020-08-01 03:13:19+00:00,active,116,0,False,,,2020-08-01 04:39:15,2020
106,True,1,13,True,0,5,117,True,2020-08-01 03:25:45+00:00,active,117,0,False,,,2020-08-01 04:39:15,2020
107,True,1,2,True,0,16,118,True,2020-08-01 03:09:32+00:00,active,118,0,False,,,2020-08-01 04:39:15,2020
108,True,1,0,True,0,14,119,True,2020-08-01 04:36:16+00:00,active,119,0,False,,,2020-08-01 04:39:15,2020
109,True,2,3,True,0,10,120,True,2020-08-01 03:20:59+00:00,active,120,0,False,,,2020-08-01 04:39:15,2020
110,True,0,2,True,0,15,121,True,2020-08-01 04:36:50+00:00,active,121,0,False,,,2020-08-01 04:39:15,2020
111,True,0,1,True,0,14,122,True,2020-08-01 01:54:32+00:00,active,122,0,False,,,2020-08-01 04:39:15,2020
112,True,0,10,True,0,5,124,True,2020-08-01 01:51:02+00:00,active,124,0,False,,,2020-08-01 04:39:15,2020
113,True,0,8,True,0,7,125,True,2020-08-01 03:24:11+00:00,active,125,0,False,,,2020-08-01 04:39:15,2020
114,True,0,4,True,0,11,126,True,2020-08-01 03:53:31+00:00,active,126,0,False,,,2020-08-01 04:39:15,2020
115,True,0,1,True,0,18,128,True,2020-08-01 03:47:33+00:00,active,128,0,False,,,2020-08-01 04:39:15,2020
116,True,0,8,True,0,11,129,True,2020-08-01 03:35:40+00:00,active,129,0,False,,,2020-08-01 04:39:15,2020
117,True,0,2,True,0,13,130,True,2020-08-01 01:36:43+00:00,active,130,0,False,,,2020-08-01 04:39:15,2020
118,True,4,6,True,0,8,131,True,2020-08-01 04:31:06+00:00,active,131,0,False,,,2020-08-01 04:39:15,2020
119,True,1,8,True,0,14,133,True,2020-08-01 04:07:48+00:00,active,133,0,False,,,2020-08-01 04:39:15,2020
120,True,0,14,True,0,3,135,True,2020-07-31 23:18:05+00:00,active,135,0,False,,,2020-08-01 04:39:15,2020
121,True,0,3,True,0,16,136,True,2020-08-01 03:59:27+00:00,active,136,0,False,,,2020-08-01 04:39:15,2020
122,True,0,12,True,0,3,137,True,2020-08-01 02:32:22+00:00,active,137,0,False,,,2020-08-01 04:39:15,2020
123,True,0,5,True,0,10,138,True,2020-08-01 03:43:22+00:00,active,138,0,False,,,2020-08-01 04:39:15,2020
124,True,0,2,True,0,17,139,True,2020-08-01 03:50:36+00:00,active,139,0,False,,,2020-08-01 04:39:15,2020
125,True,2,11,True,0,4,140,True,2020-08-01 04:33:52+00:00,active,140,0,False,,,2020-08-01 04:39:15,2020
