,last_reported,num_ebikes_available,num_bikes_disabled,legacy_id,is_installed,num_bikes_available,is_renting,eightd_has_available_keys,station_id,station_status,num_docks_available,num_docks_disabled,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
52,2020-08-11 22:15:33+00:00,0,0,60,True,16,True,False,60,active,3,0,True,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 73, 'off_dock_count': 16, 'off_dock_capacity': 40, 'dock_blocked_count': 0, 'region': 'BOS', 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'active': True}",2020-08-11 22:16:05,2020
53,2020-08-11 22:05:06+00:00,0,2,61,True,9,True,False,61,active,8,0,True,,,2020-08-11 22:16:05,2020
54,2020-08-11 22:03:42+00:00,0,0,63,True,1,True,False,63,active,14,0,True,,,2020-08-11 22:16:05,2020
55,2020-08-11 22:10:38+00:00,0,1,64,True,17,True,False,64,active,1,0,True,,,2020-08-11 22:16:05,2020
56,2020-08-11 21:46:26+00:00,0,1,65,True,3,True,False,65,active,19,0,True,,,2020-08-11 22:16:05,2020
57,2020-08-11 21:57:45+00:00,0,0,66,True,9,True,False,66,active,6,0,True,,,2020-08-11 22:16:05,2020
58,2020-08-11 22:06:53+00:00,0,1,67,True,6,True,True,67,active,20,0,True,,,2020-08-11 22:16:05,2020
59,2020-08-11 22:14:32+00:00,0,0,68,True,11,True,True,68,active,8,0,True,,,2020-08-11 22:16:05,2020
60,2020-08-11 21:52:48+00:00,0,1,69,True,15,True,True,69,active,3,0,True,,,2020-08-11 22:16:05,2020
61,2020-08-11 22:03:56+00:00,0,0,70,True,15,True,False,70,active,8,0,True,,,2020-08-11 22:16:05,2020
62,2020-08-11 22:14:40+00:00,0,0,71,True,17,True,False,71,active,6,0,True,,,2020-08-11 22:16:05,2020
63,2020-08-11 22:05:51+00:00,0,0,72,True,6,True,False,72,active,17,0,True,,,2020-08-11 22:16:05,2020
64,2020-08-11 22:15:11+00:00,0,0,73,True,6,True,False,73,active,9,0,True,,,2020-08-11 22:16:05,2020
65,2020-08-11 22:14:45+00:00,0,0,74,True,9,True,True,74,active,10,0,True,,,2020-08-11 22:16:05,2020
66,2020-08-11 22:08:45+00:00,0,0,75,True,4,True,False,75,active,11,0,True,,,2020-08-11 22:16:05,2020
67,2020-08-11 22:14:02+00:00,0,1,76,True,9,True,False,76,active,7,0,True,,,2020-08-11 22:16:05,2020
68,2020-08-11 22:15:17+00:00,0,0,77,True,7,True,False,77,active,8,0,True,,,2020-08-11 22:16:05,2020
69,2020-08-11 22:14:21+00:00,0,0,78,True,7,True,False,78,active,12,0,True,,,2020-08-11 22:16:05,2020
70,2020-08-11 22:13:05+00:00,0,2,79,True,10,True,False,79,active,7,0,True,,,2020-08-11 22:16:05,2020
71,2020-08-11 22:15:28+00:00,0,0,80,True,21,True,False,80,active,14,0,True,,,2020-08-11 22:16:05,2020
72,2020-08-11 22:13:48+00:00,0,3,81,True,12,True,False,81,active,4,0,True,,,2020-08-11 22:16:05,2020
73,2020-08-11 22:00:46+00:00,0,0,82,True,3,True,False,82,active,12,0,True,,,2020-08-11 22:16:05,2020
74,2020-08-11 22:08:51+00:00,0,0,84,True,11,True,False,84,active,4,0,True,,,2020-08-11 22:16:05,2020
75,2020-08-11 22:15:40+00:00,0,0,85,True,6,True,False,85,active,13,0,True,,,2020-08-11 22:16:05,2020
76,2020-08-11 22:15:46+00:00,0,0,86,True,12,True,False,86,active,7,0,True,,,2020-08-11 22:16:05,2020
77,2020-08-11 22:13:29+00:00,0,0,87,True,7,True,False,87,active,8,0,True,,,2020-08-11 22:16:05,2020
78,2020-08-11 20:48:40+00:00,0,0,89,True,2,True,False,89,active,17,0,True,,,2020-08-11 22:16:05,2020
79,2020-08-11 22:12:25+00:00,0,0,90,True,6,True,False,90,active,13,0,True,,,2020-08-11 22:16:05,2020
80,2020-08-11 22:10:41+00:00,0,2,91,True,4,True,False,91,active,13,0,True,,,2020-08-11 22:16:05,2020
81,2020-08-11 21:36:28+00:00,0,0,92,True,10,True,False,92,active,9,0,True,,,2020-08-11 22:16:05,2020
82,2020-08-11 21:58:41+00:00,0,1,93,True,11,True,False,93,active,3,0,True,,,2020-08-11 22:16:05,2020
83,2020-08-11 21:52:08+00:00,0,0,94,True,4,True,False,94,active,7,0,True,,,2020-08-11 22:16:05,2020
84,2020-08-11 21:55:47+00:00,0,0,95,True,2,True,False,95,active,13,0,True,,,2020-08-11 22:16:05,2020
85,2020-08-11 22:04:41+00:00,0,0,96,True,12,True,False,96,active,7,0,True,,,2020-08-11 22:16:05,2020
86,2020-08-11 22:11:57+00:00,0,0,97,True,14,True,False,97,active,5,0,True,,,2020-08-11 22:16:05,2020
87,2020-08-11 17:39:33+00:00,0,0,98,True,12,False,False,98,active,11,0,False,,,2020-08-11 22:16:05,2020
88,2020-08-11 21:57:02+00:00,0,0,99,True,4,True,False,99,active,11,0,True,,,2020-08-11 22:16:05,2020
89,2020-08-11 22:04:11+00:00,0,1,100,True,16,True,True,100,active,8,0,True,,,2020-08-11 22:16:05,2020
90,2020-08-11 21:43:44+00:00,0,0,101,True,6,True,False,101,active,9,0,True,,,2020-08-11 22:16:05,2020
91,2020-08-11 21:55:34+00:00,0,0,102,True,2,True,False,102,active,13,0,True,,,2020-08-11 22:16:05,2020
92,2020-08-11 22:14:31+00:00,0,0,103,True,10,True,False,103,active,5,0,True,,,2020-08-11 22:16:05,2020
93,2020-08-11 22:03:10+00:00,0,0,104,True,3,True,False,104,active,16,0,True,,,2020-08-11 22:16:05,2020
94,2020-08-11 22:15:38+00:00,0,1,105,True,7,True,False,105,active,11,0,True,,,2020-08-11 22:16:05,2020
95,2020-08-11 22:00:50+00:00,0,1,106,True,2,True,False,106,active,12,0,True,,,2020-08-11 22:16:05,2020
96,2020-08-11 22:14:46+00:00,0,0,107,True,0,True,False,107,active,19,0,True,,,2020-08-11 22:16:05,2020
97,2020-08-11 21:46:56+00:00,0,0,108,True,1,True,False,108,active,16,0,True,,,2020-08-11 22:16:05,2020
98,2020-08-11 21:57:57+00:00,0,0,109,True,9,True,False,109,active,26,0,True,,,2020-08-11 22:16:05,2020
99,2020-08-11 21:54:57+00:00,0,0,110,True,6,True,False,110,active,9,0,True,,,2020-08-11 22:16:05,2020
100,2020-08-11 21:33:34+00:00,0,0,111,True,8,True,False,111,active,7,0,True,,,2020-08-11 22:16:05,2020
101,2020-08-11 22:10:50+00:00,0,0,112,True,10,True,False,112,active,5,0,True,,,2020-08-11 22:16:05,2020
102,2020-08-11 22:08:53+00:00,0,0,113,True,8,True,False,113,active,7,0,True,,,2020-08-11 22:16:05,2020
103,2020-08-11 21:26:21+00:00,0,0,114,True,2,True,False,114,active,13,0,True,,,2020-08-11 22:16:05,2020
104,2020-08-11 22:11:05+00:00,0,1,115,True,16,True,False,115,active,2,0,True,,,2020-08-11 22:16:05,2020
105,2020-08-11 22:12:07+00:00,0,0,116,True,4,True,False,116,active,19,0,True,,,2020-08-11 22:16:05,2020
106,2020-08-11 22:08:40+00:00,0,0,117,True,15,True,False,117,active,4,0,True,,,2020-08-11 22:16:05,2020
107,2020-08-11 22:08:54+00:00,0,0,118,True,17,True,False,118,active,2,0,True,,,2020-08-11 22:16:05,2020
108,2020-08-11 22:11:56+00:00,0,0,119,True,5,True,False,119,active,10,0,True,,,2020-08-11 22:16:05,2020
109,2020-08-11 22:11:48+00:00,0,1,120,True,13,True,False,120,active,1,0,True,,,2020-08-11 22:16:05,2020
110,2020-08-11 22:11:12+00:00,0,0,121,True,3,True,False,121,active,14,0,True,,,2020-08-11 22:16:05,2020
111,2020-08-11 22:13:14+00:00,0,0,122,True,0,True,False,122,active,15,0,True,,,2020-08-11 22:16:05,2020
112,2020-08-11 21:14:26+00:00,0,0,124,True,9,True,False,124,active,6,0,True,,,2020-08-11 22:16:05,2020
113,2020-08-11 22:13:11+00:00,0,0,125,True,2,True,False,125,active,13,0,True,,,2020-08-11 22:16:05,2020
114,2020-08-11 20:28:34+00:00,0,0,126,True,4,True,False,126,active,11,0,True,,,2020-08-11 22:16:05,2020
115,2020-08-11 21:34:24+00:00,0,0,128,True,5,True,False,128,active,14,0,True,,,2020-08-11 22:16:05,2020
116,2020-08-11 22:13:55+00:00,0,0,129,True,11,True,False,129,active,8,0,True,,,2020-08-11 22:16:05,2020
117,2020-08-11 19:43:42+00:00,0,0,130,True,13,True,False,130,active,2,0,True,,,2020-08-11 22:16:05,2020
118,2020-08-11 22:06:07+00:00,0,0,131,True,18,True,False,131,active,0,0,True,,,2020-08-11 22:16:05,2020
119,2020-08-11 22:02:39+00:00,0,1,133,True,12,True,False,133,active,10,0,True,,,2020-08-11 22:16:05,2020
120,2020-08-11 21:21:32+00:00,0,0,135,True,3,True,False,135,active,14,0,True,,,2020-08-11 22:16:05,2020
121,2020-08-11 22:11:20+00:00,0,1,136,True,6,True,False,136,active,12,0,True,,,2020-08-11 22:16:05,2020
122,2020-08-11 21:50:53+00:00,0,0,137,True,7,True,False,137,active,8,0,True,,,2020-08-11 22:16:05,2020
123,2020-08-11 21:58:22+00:00,0,1,138,True,11,True,False,138,active,3,0,True,,,2020-08-11 22:16:05,2020
124,2020-08-11 22:13:55+00:00,0,0,139,True,6,True,False,139,active,13,0,True,,,2020-08-11 22:16:05,2020
125,2020-08-11 21:17:22+00:00,0,0,140,True,16,True,False,140,active,1,0,True,,,2020-08-11 22:16:05,2020
126,2020-08-11 22:09:07+00:00,0,0,141,True,7,True,False,141,active,8,0,True,,,2020-08-11 22:16:05,2020
127,2020-08-11 22:03:37+00:00,0,1,142,True,14,True,False,142,active,8,0,True,,,2020-08-11 22:16:05,2020
128,2020-08-11 22:00:03+00:00,0,0,143,True,16,True,False,143,active,7,0,True,,,2020-08-11 22:16:05,2020
129,2020-08-11 22:06:47+00:00,0,1,144,True,15,True,False,144,active,3,0,True,,,2020-08-11 22:16:05,2020
130,2020-08-11 22:08:30+00:00,0,0,145,True,13,True,False,145,active,6,0,True,,,2020-08-11 22:16:05,2020
131,2020-08-11 21:54:50+00:00,0,0,146,True,9,True,False,146,active,10,0,True,,,2020-08-11 22:16:05,2020
132,2020-08-11 22:06:48+00:00,0,0,149,True,14,True,True,149,active,4,0,True,,,2020-08-11 22:16:05,2020
133,2020-08-11 22:15:01+00:00,0,0,150,True,15,True,False,150,active,4,0,True,,,2020-08-11 22:16:05,2020
134,2020-08-11 22:09:46+00:00,0,0,151,True,11,True,False,151,active,8,0,True,,,2020-08-11 22:16:05,2020
135,2020-08-11 22:12:46+00:00,0,0,152,True,7,True,True,152,active,8,0,True,,,2020-08-11 22:16:05,2020
136,2020-08-11 21:57:11+00:00,0,0,156,True,4,True,False,156,active,11,0,True,,,2020-08-11 22:16:05,2020
137,2020-08-11 22:08:01+00:00,0,1,157,True,10,True,False,157,active,4,0,True,,,2020-08-11 22:16:05,2020
138,2020-08-11 21:48:53+00:00,0,1,159,True,0,True,False,159,active,14,0,True,,,2020-08-11 22:16:05,2020
139,2020-08-11 22:10:45+00:00,0,0,160,True,3,True,True,160,active,11,0,True,,,2020-08-11 22:16:05,2020
140,2020-08-11 22:01:36+00:00,0,1,161,True,7,True,True,161,active,15,0,True,,,2020-08-11 22:16:05,2020
141,2020-08-11 20:32:52+00:00,0,0,162,True,6,True,False,162,active,9,0,True,,,2020-08-11 22:16:05,2020
142,2020-08-11 21:45:45+00:00,0,0,163,True,6,True,True,163,active,13,0,True,,,2020-08-11 22:16:05,2020
143,2020-08-11 21:45:30+00:00,0,0,167,True,4,True,False,167,active,11,0,True,,,2020-08-11 22:16:05,2020
144,2020-08-11 22:15:29+00:00,0,0,169,True,13,True,False,169,active,6,0,True,,,2020-08-11 22:16:05,2020
145,2020-08-11 21:49:37+00:00,0,1,170,True,1,True,True,170,active,12,0,True,,,2020-08-11 22:16:05,2020
146,2020-08-11 20:49:58+00:00,0,0,171,True,7,True,True,171,active,16,0,True,,,2020-08-11 22:16:05,2020
147,2020-08-11 21:33:41+00:00,0,0,173,True,8,True,True,173,active,6,0,True,,,2020-08-11 22:16:05,2020
148,2020-08-11 22:14:50+00:00,0,1,174,True,9,True,False,174,active,5,0,True,,,2020-08-11 22:16:05,2020
149,2020-08-11 22:08:47+00:00,0,0,175,True,2,True,True,175,active,15,0,True,,,2020-08-11 22:16:05,2020
150,2020-08-11 22:09:30+00:00,0,0,176,True,14,True,False,176,active,1,0,True,,,2020-08-11 22:16:05,2020
151,2020-08-11 22:13:52+00:00,0,0,177,True,5,True,False,177,active,14,0,True,,,2020-08-11 22:16:05,2020
152,2020-08-11 22:10:15+00:00,0,0,178,True,0,True,False,178,active,19,0,True,,,2020-08-11 22:16:05,2020
153,2020-08-11 22:09:38+00:00,0,0,179,True,11,True,False,179,active,14,0,True,,,2020-08-11 22:16:05,2020
154,2020-08-11 21:58:07+00:00,0,1,180,True,15,True,False,180,active,3,0,True,,,2020-08-11 22:16:05,2020
155,2020-08-11 21:56:07+00:00,0,0,181,True,12,True,False,181,active,7,0,True,,,2020-08-11 22:16:05,2020
156,2020-08-11 19:30:12+00:00,0,0,182,True,8,True,True,182,active,11,0,True,,,2020-08-11 22:16:05,2020
157,2020-08-11 21:43:17+00:00,0,1,183,True,5,True,False,183,active,13,0,True,,,2020-08-11 22:16:05,2020
158,2020-08-11 21:59:00+00:00,0,1,184,True,10,True,False,184,active,8,0,True,,,2020-08-11 22:16:05,2020
159,2020-08-11 22:01:55+00:00,0,0,185,True,3,True,False,185,active,12,0,True,,,2020-08-11 22:16:05,2020
160,2020-08-11 22:09:44+00:00,0,0,186,True,7,True,True,186,active,8,0,True,,,2020-08-11 22:16:05,2020
161,2020-08-11 22:15:23+00:00,0,0,187,True,7,True,False,187,active,8,0,True,,,2020-08-11 22:16:05,2020
162,2020-08-11 21:54:36+00:00,0,0,188,True,11,True,False,188,active,4,0,True,,,2020-08-11 22:16:05,2020
163,2020-08-11 22:15:18+00:00,0,0,189,True,15,True,True,189,active,8,0,True,,,2020-08-11 22:16:05,2020
164,2020-08-11 22:06:23+00:00,0,1,190,True,20,True,True,190,active,16,0,True,,,2020-08-11 22:16:05,2020
165,2020-08-11 22:11:20+00:00,0,0,191,True,0,True,False,191,active,15,0,True,,,2020-08-11 22:16:05,2020
166,2020-08-11 22:13:13+00:00,0,0,192,True,6,True,False,192,active,13,0,True,,,2020-08-11 22:16:05,2020
167,2020-08-11 22:09:29+00:00,0,0,193,True,6,True,True,193,active,9,0,True,,,2020-08-11 22:16:05,2020
168,2020-08-11 19:31:57+00:00,0,1,194,True,1,True,False,194,active,17,0,True,,,2020-08-11 22:16:05,2020
169,2020-08-11 22:14:21+00:00,0,0,195,True,14,True,False,195,active,9,0,True,,,2020-08-11 22:16:05,2020
170,2020-08-11 14:12:17+00:00,0,0,196,True,0,True,True,196,active,10,0,True,,,2020-08-11 22:16:05,2020
171,2020-08-11 20:37:37+00:00,0,1,197,True,4,True,False,197,active,10,0,True,,,2020-08-11 22:16:05,2020
172,2020-08-11 19:36:37+00:00,0,0,199,True,1,True,False,199,active,14,0,True,,,2020-08-11 22:16:05,2020
173,2020-08-11 21:56:41+00:00,0,0,200,True,15,True,False,200,active,4,0,True,,,2020-08-11 22:16:05,2020
174,2020-08-11 12:15:01+00:00,0,0,201,True,0,True,False,201,active,15,0,True,,,2020-08-11 22:16:05,2020
175,2020-08-11 21:15:52+00:00,0,0,202,True,5,True,False,202,active,10,0,True,,,2020-08-11 22:16:05,2020
176,2020-08-11 17:21:12+00:00,0,0,203,True,2,True,False,203,active,13,0,True,,,2020-08-11 22:16:05,2020
177,2020-08-11 20:34:24+00:00,0,0,204,True,2,True,False,204,active,13,0,True,,,2020-08-11 22:16:05,2020
178,2020-08-11 21:54:57+00:00,0,0,205,True,5,True,False,205,active,10,0,True,,,2020-08-11 22:16:05,2020
179,2020-08-11 22:11:05+00:00,0,0,206,True,10,True,True,206,active,13,0,True,,,2020-08-11 22:16:05,2020
180,2020-08-11 22:08:57+00:00,0,0,208,True,3,True,True,208,active,12,0,True,,,2020-08-11 22:16:05,2020
181,2020-08-11 21:19:28+00:00,0,0,209,True,3,True,False,209,active,12,0,True,,,2020-08-11 22:16:05,2020
182,2020-08-11 20:57:01+00:00,0,0,210,True,3,True,False,210,active,12,0,True,,,2020-08-11 22:16:05,2020
183,2020-08-11 22:13:34+00:00,0,0,211,True,7,True,False,211,active,12,0,True,,,2020-08-11 22:16:05,2020
184,2020-08-11 20:46:06+00:00,0,2,212,True,23,True,False,212,active,8,0,True,,,2020-08-11 22:16:05,2020
185,2020-08-11 21:41:30+00:00,0,0,213,True,6,True,True,213,active,10,0,True,,,2020-08-11 22:16:05,2020
186,2020-08-11 21:07:08+00:00,0,0,214,True,1,True,False,214,active,14,0,True,,,2020-08-11 22:16:05,2020
187,2020-08-11 20:30:56+00:00,0,0,215,True,9,True,False,215,active,6,0,True,,,2020-08-11 22:16:05,2020
188,2020-08-11 20:56:55+00:00,0,1,216,True,18,True,False,216,active,0,0,True,,,2020-08-11 22:16:05,2020
189,2020-08-11 21:55:48+00:00,0,0,217,True,16,True,False,217,active,3,0,True,,,2020-08-11 22:16:05,2020
190,2020-08-11 22:06:47+00:00,0,0,218,True,2,True,False,218,active,13,0,True,,,2020-08-11 22:16:05,2020
191,2020-08-11 08:51:53+00:00,0,0,219,True,6,True,False,219,active,9,0,True,,,2020-08-11 22:16:05,2020
192,2020-08-11 22:09:14+00:00,0,0,221,True,12,True,False,221,active,7,0,True,,,2020-08-11 22:16:05,2020
193,2020-08-11 22:01:30+00:00,0,1,222,True,3,True,True,222,active,10,0,True,,,2020-08-11 22:16:05,2020
194,2020-08-11 20:00:43+00:00,0,0,224,True,11,True,False,224,active,6,0,True,,,2020-08-11 22:16:05,2020
195,2020-08-11 22:12:58+00:00,0,1,225,True,2,True,False,225,active,16,0,True,,,2020-08-11 22:16:05,2020
196,2020-08-11 21:55:30+00:00,0,0,226,True,4,True,False,226,active,11,0,True,,,2020-08-11 22:16:05,2020
197,2020-08-11 22:05:35+00:00,0,0,227,True,10,True,False,227,active,9,0,True,,,2020-08-11 22:16:05,2020
198,2020-08-11 22:01:31+00:00,0,0,228,True,7,True,False,228,active,12,0,True,,,2020-08-11 22:16:05,2020
199,2020-08-11 01:22:39+00:00,0,0,232,True,8,True,False,232,active,3,0,True,,,2020-08-11 22:16:05,2020
200,2020-08-11 22:07:24+00:00,0,0,233,True,9,True,False,233,active,6,0,True,,,2020-08-11 22:16:05,2020
201,2020-08-11 22:04:09+00:00,0,0,234,True,0,True,False,234,active,15,0,True,,,2020-08-11 22:16:05,2020
202,2020-08-11 18:58:03+00:00,0,0,235,True,3,True,False,235,active,12,0,True,,,2020-08-11 22:16:05,2020
203,2020-08-11 21:44:23+00:00,0,0,236,True,11,True,False,236,active,4,0,True,,,2020-08-11 22:16:05,2020
204,2020-08-11 22:10:15+00:00,0,0,239,True,0,True,False,239,active,15,0,True,,,2020-08-11 22:16:05,2020
205,2020-08-11 13:33:23+00:00,0,0,255,True,12,True,False,255,active,3,0,True,,,2020-08-11 22:16:05,2020
206,2020-08-11 21:51:07+00:00,0,0,258,True,5,True,False,258,active,10,0,True,,,2020-08-11 22:16:05,2020
207,2020-08-11 08:42:57+00:00,0,0,259,True,15,True,False,259,active,0,0,True,,,2020-08-11 22:16:05,2020
208,2020-08-11 22:14:47+00:00,0,1,260,True,14,True,False,260,active,0,0,True,,,2020-08-11 22:16:05,2020
209,2020-08-11 20:49:05+00:00,0,0,271,True,5,True,False,271,active,10,0,True,,,2020-08-11 22:16:05,2020
210,2020-08-11 21:57:50+00:00,0,1,272,True,6,True,False,272,active,12,0,True,,,2020-08-11 22:16:05,2020
211,2020-08-11 22:01:31+00:00,0,0,273,True,17,True,False,273,active,23,0,True,,,2020-08-11 22:16:05,2020
212,2020-08-11 21:29:45+00:00,0,0,279,True,17,True,False,279,active,2,0,True,,,2020-08-11 22:16:05,2020
213,2020-08-11 22:11:50+00:00,0,0,280,True,7,True,False,280,active,12,0,True,,,2020-08-11 22:16:05,2020
214,2020-08-11 22:11:27+00:00,0,2,282,True,5,True,False,282,active,8,0,True,,,2020-08-11 22:16:05,2020
215,2020-08-11 22:14:26+00:00,0,0,296,True,8,True,False,296,active,15,0,True,,,2020-08-11 22:16:05,2020
216,2020-08-11 22:14:21+00:00,0,0,318,True,9,True,False,318,active,10,0,True,,,2020-08-11 22:16:05,2020
217,2020-08-11 21:46:59+00:00,0,0,319,True,3,True,False,319,active,22,0,True,,,2020-08-11 22:16:05,2020
218,2020-08-11 22:00:10+00:00,0,1,327,True,9,True,False,327,active,5,0,True,,,2020-08-11 22:16:05,2020
219,2020-08-11 22:03:16+00:00,0,1,328,True,1,True,False,328,active,13,0,True,,,2020-08-11 22:16:05,2020
