,station_id,last_reported,num_bikes_available,num_docks_available,is_installed,legacy_id,station_status,num_docks_disabled,eightd_has_available_keys,num_ebikes_available,num_bikes_disabled,is_returning,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-15 21:44:51+00:00,6,9,True,3,active,0,False,0,0,True,True,,,2020-08-15 21:49:40,2020
1,4,2020-08-15 21:47:00+00:00,3,15,True,4,active,0,False,0,1,True,True,,,2020-08-15 21:49:40,2020
2,5,2020-08-15 21:46:39+00:00,1,13,True,5,active,0,False,0,1,True,True,,,2020-08-15 21:49:40,2020
3,6,2020-08-15 21:45:03+00:00,1,12,True,6,active,0,False,0,2,True,True,,,2020-08-15 21:49:40,2020
4,7,2020-08-15 21:46:39+00:00,6,9,True,7,active,0,False,0,0,True,True,,,2020-08-15 21:49:40,2020
5,8,2020-08-15 21:31:18+00:00,6,12,True,8,active,0,False,0,1,True,True,,,2020-08-15 21:49:40,2020
6,9,2020-08-15 21:48:44+00:00,5,8,True,9,active,0,False,0,2,True,True,,,2020-08-15 21:49:40,2020
7,10,2020-08-15 21:08:37+00:00,8,3,True,10,active,0,False,0,0,True,True,,,2020-08-15 21:49:40,2020
8,11,2020-08-15 21:40:46+00:00,10,5,True,11,active,0,False,0,0,True,True,,,2020-08-15 21:49:40,2020
9,12,2020-08-15 21:29:36+00:00,11,6,True,12,active,0,True,0,1,True,True,,,2020-08-15 21:49:40,2020
10,13,2020-08-15 21:47:45+00:00,7,12,True,13,active,0,False,0,0,True,True,,,2020-08-15 21:49:40,2020
11,14,2020-08-15 21:34:05+00:00,14,10,True,14,active,0,False,0,1,True,True,,,2020-08-15 21:49:40,2020
12,15,2020-08-15 21:44:53+00:00,4,11,True,15,active,0,False,0,0,True,True,,,2020-08-15 21:49:40,2020
13,16,2020-08-15 21:35:09+00:00,8,11,True,16,active,0,True,0,0,True,True,,,2020-08-15 21:49:40,2020
14,17,2020-08-15 21:49:21+00:00,2,13,True,17,active,0,False,0,0,True,True,,,2020-08-15 21:49:40,2020
15,19,2020-08-15 21:47:53+00:00,2,13,True,19,active,0,False,0,0,True,True,,,2020-08-15 21:49:40,2020
16,20,2020-08-15 21:39:18+00:00,2,21,True,20,active,0,True,0,0,True,True,,,2020-08-15 21:49:40,2020
17,21,2020-08-15 21:46:23+00:00,15,3,True,21,active,0,True,0,0,True,True,,,2020-08-15 21:49:40,2020
18,22,2020-08-15 21:30:26+00:00,27,20,True,22,active,0,True,0,0,True,True,,,2020-08-15 21:49:40,2020
19,23,2020-08-15 21:22:50+00:00,1,20,True,23,active,0,False,0,0,True,True,,,2020-08-15 21:49:40,2020
20,24,2020-08-15 21:39:16+00:00,6,13,True,24,active,0,False,0,0,True,True,,,2020-08-15 21:49:40,2020
21,25,2020-08-15 21:34:14+00:00,4,11,True,25,active,0,False,0,0,True,True,,,2020-08-15 21:49:40,2020
