,station_id,is_installed,num_docks_available,is_renting,is_returning,last_reported,num_bikes_available,num_docks_disabled,legacy_id,num_bikes_disabled,eightd_has_available_keys,station_status,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
227,336,True,12,True,True,2020-08-18 21:08:08+00:00,3,0,336,0,False,active,0,2020-08-19 01:01:45,2020
228,337,True,2,True,True,2020-08-18 21:44:03+00:00,13,0,337,0,False,active,0,2020-08-19 01:01:45,2020
229,338,True,9,True,True,2020-08-19 00:56:39+00:00,6,0,338,0,False,active,0,2020-08-19 01:01:45,2020
230,339,True,5,True,True,2020-08-19 01:01:24+00:00,10,0,339,0,False,active,0,2020-08-19 01:01:45,2020
231,340,True,1,True,True,2020-08-18 19:23:25+00:00,18,0,340,0,False,active,0,2020-08-19 01:01:45,2020
232,341,True,3,True,True,2020-08-19 00:17:17+00:00,12,0,341,0,True,active,0,2020-08-19 01:01:45,2020
233,342,True,0,True,True,2020-08-19 00:54:59+00:00,14,0,342,1,False,active,0,2020-08-19 01:01:45,2020
234,343,True,10,True,True,2020-08-18 21:51:30+00:00,4,0,343,1,False,active,0,2020-08-19 01:01:45,2020
235,344,True,6,True,True,2020-08-19 00:16:28+00:00,13,0,344,0,False,active,0,2020-08-19 01:01:45,2020
236,345,True,1,True,True,2020-08-19 01:00:38+00:00,17,0,345,1,False,active,0,2020-08-19 01:01:45,2020
237,346,True,11,True,True,2020-08-19 00:46:47+00:00,4,0,346,0,False,active,0,2020-08-19 01:01:45,2020
238,347,True,6,True,True,2020-08-18 22:04:27+00:00,9,0,347,0,False,active,0,2020-08-19 01:01:45,2020
239,348,True,14,True,True,2020-08-18 21:30:35+00:00,1,0,348,0,False,active,0,2020-08-19 01:01:45,2020
240,349,True,13,True,True,2020-08-19 00:15:46+00:00,4,0,349,0,False,active,0,2020-08-19 01:01:45,2020
241,350,True,5,True,True,2020-08-18 23:51:11+00:00,12,0,350,0,False,active,0,2020-08-19 01:01:45,2020
242,351,True,3,True,True,2020-08-19 00:34:08+00:00,12,0,351,0,False,active,0,2020-08-19 01:01:45,2020
243,352,True,9,True,True,2020-08-19 00:59:34+00:00,6,0,352,0,False,active,0,2020-08-19 01:01:45,2020
244,353,True,5,True,True,2020-08-19 00:06:01+00:00,10,0,353,0,True,active,0,2020-08-19 01:01:45,2020
245,354,True,14,True,True,2020-08-18 23:35:09+00:00,1,0,354,0,False,active,0,2020-08-19 01:01:45,2020
246,355,True,1,True,True,2020-08-19 00:01:42+00:00,16,0,355,0,False,active,0,2020-08-19 01:01:45,2020
247,356,True,23,True,True,2020-08-19 00:05:45+00:00,0,0,356,0,False,active,0,2020-08-19 01:01:45,2020
248,357,True,4,True,True,2020-08-19 00:06:29+00:00,11,0,357,0,False,active,0,2020-08-19 01:01:45,2020
249,358,True,2,True,True,2020-08-19 00:38:18+00:00,17,0,358,0,False,active,0,2020-08-19 01:01:45,2020
250,359,True,14,True,True,2020-08-19 00:58:04+00:00,1,0,359,0,False,active,0,2020-08-19 01:01:45,2020
251,360,True,7,True,True,2020-08-19 00:32:46+00:00,8,0,360,0,False,active,0,2020-08-19 01:01:45,2020
252,361,True,11,True,True,2020-08-18 23:27:46+00:00,8,0,361,0,False,active,0,2020-08-19 01:01:45,2020
253,362,True,12,True,True,2020-08-19 00:32:31+00:00,6,0,362,1,False,active,0,2020-08-19 01:01:45,2020
254,363,True,15,True,True,2020-08-19 00:33:38+00:00,4,0,363,0,False,active,0,2020-08-19 01:01:45,2020
255,364,True,7,True,True,2020-08-19 00:19:27+00:00,11,0,364,1,False,active,0,2020-08-19 01:01:45,2020
256,365,True,13,True,True,2020-08-19 01:00:32+00:00,6,0,365,0,False,active,0,2020-08-19 01:01:45,2020
257,366,True,7,True,True,2020-08-19 00:35:24+00:00,8,0,366,0,False,active,0,2020-08-19 01:01:45,2020
258,367,True,1,True,True,2020-08-19 00:34:37+00:00,18,0,367,0,False,active,0,2020-08-19 01:01:45,2020
259,368,True,15,True,True,2020-08-19 00:58:41+00:00,0,0,368,0,False,active,0,2020-08-19 01:01:45,2020
260,369,True,0,True,True,2020-08-19 00:46:46+00:00,15,0,369,0,False,active,0,2020-08-19 01:01:45,2020
261,370,True,17,True,True,2020-08-19 00:29:34+00:00,2,0,370,0,False,active,0,2020-08-19 01:01:45,2020
262,371,True,12,True,True,2020-08-19 00:55:37+00:00,7,0,371,0,False,active,0,2020-08-19 01:01:45,2020
263,372,True,13,True,True,2020-08-19 01:00:02+00:00,4,0,372,2,False,active,0,2020-08-19 01:01:45,2020
264,373,True,6,True,True,2020-08-18 22:53:16+00:00,9,0,373,0,False,active,0,2020-08-19 01:01:45,2020
265,374,True,16,True,True,2020-08-19 00:51:41+00:00,2,0,374,1,False,active,0,2020-08-19 01:01:45,2020
266,376,True,3,True,True,2020-08-19 00:49:38+00:00,12,0,376,0,False,active,0,2020-08-19 01:01:45,2020
267,377,True,14,True,True,2020-08-19 00:59:07+00:00,5,0,377,0,False,active,0,2020-08-19 01:01:45,2020
268,378,True,14,True,True,2020-08-19 00:19:58+00:00,5,0,378,0,False,active,0,2020-08-19 01:01:45,2020
269,379,True,4,True,True,2020-08-19 00:59:49+00:00,10,0,379,1,False,active,0,2020-08-19 01:01:45,2020
270,380,True,17,True,True,2020-08-19 01:01:12+00:00,0,0,380,1,False,active,0,2020-08-19 01:01:45,2020
271,381,True,4,True,True,2020-08-19 00:45:17+00:00,15,0,381,0,False,active,0,2020-08-19 01:01:45,2020
272,384,True,14,True,True,2020-08-19 00:47:08+00:00,5,0,384,0,True,active,0,2020-08-19 01:01:45,2020
273,385,True,14,True,True,2020-08-19 00:49:02+00:00,0,1,385,0,False,active,0,2020-08-19 01:01:45,2020
274,386,True,14,True,True,2020-08-19 00:59:16+00:00,5,0,386,0,False,active,0,2020-08-19 01:01:45,2020
275,387,True,3,True,True,2020-08-19 00:57:27+00:00,10,0,387,2,False,active,0,2020-08-19 01:01:45,2020
276,388,True,3,True,True,2020-08-18 23:01:40+00:00,8,0,388,0,False,active,0,2020-08-19 01:01:45,2020
277,389,True,11,True,True,2020-08-19 00:42:54+00:00,3,0,389,0,False,active,0,2020-08-19 01:01:45,2020
278,390,True,7,True,True,2020-08-18 15:43:58+00:00,8,0,390,0,False,active,0,2020-08-19 01:01:45,2020
279,391,True,1,True,True,2020-08-18 13:31:28+00:00,14,0,391,0,False,active,0,2020-08-19 01:01:45,2020
280,392,True,7,True,True,2020-08-18 23:56:12+00:00,8,0,392,0,False,active,0,2020-08-19 01:01:45,2020
281,393,True,7,True,True,2020-08-18 21:41:59+00:00,8,0,393,0,False,active,0,2020-08-19 01:01:45,2020
282,394,True,14,True,True,2020-08-18 22:40:56+00:00,0,0,394,0,False,active,0,2020-08-19 01:01:45,2020
283,395,True,4,True,True,2020-08-18 21:35:53+00:00,11,0,395,0,False,active,0,2020-08-19 01:01:45,2020
284,396,True,1,True,True,2020-08-18 22:56:36+00:00,14,0,396,0,False,active,0,2020-08-19 01:01:45,2020
285,397,True,8,True,True,2020-08-18 20:30:21+00:00,6,0,397,1,False,active,0,2020-08-19 01:01:45,2020
286,398,True,8,True,True,2020-08-19 00:14:28+00:00,11,0,398,0,False,active,0,2020-08-19 01:01:45,2020
287,399,True,12,True,True,2020-08-19 00:27:57+00:00,3,0,399,0,False,active,0,2020-08-19 01:01:45,2020
288,400,True,7,True,True,2020-08-19 00:36:35+00:00,20,0,400,0,False,active,0,2020-08-19 01:01:45,2020
289,401,True,3,True,True,2020-08-19 00:39:00+00:00,12,0,401,0,False,active,0,2020-08-19 01:01:45,2020
290,402,True,8,True,True,2020-08-19 00:53:41+00:00,7,0,402,0,False,active,0,2020-08-19 01:01:45,2020
291,403,True,5,True,True,2020-08-19 00:51:26+00:00,9,0,403,1,False,active,0,2020-08-19 01:01:45,2020
292,404,True,9,True,True,2020-08-19 00:58:28+00:00,7,0,404,0,False,active,0,2020-08-19 01:01:45,2020
293,405,True,4,True,True,2020-08-19 00:18:59+00:00,15,0,405,0,False,active,0,2020-08-19 01:01:45,2020
294,406,True,0,True,True,2020-08-18 23:22:58+00:00,19,0,406,0,False,active,0,2020-08-19 01:01:45,2020
295,407,True,16,True,True,2020-08-19 00:53:04+00:00,3,0,407,0,False,active,0,2020-08-19 01:01:45,2020
296,408,True,8,True,True,2020-08-19 00:58:38+00:00,6,0,408,1,False,active,0,2020-08-19 01:01:45,2020
297,409,True,7,True,True,2020-08-19 01:00:57+00:00,12,0,409,0,False,active,0,2020-08-19 01:01:45,2020
298,410,True,12,True,True,2020-08-19 00:45:49+00:00,7,0,410,0,False,active,0,2020-08-19 01:01:45,2020
299,411,True,12,True,True,2020-08-18 23:20:53+00:00,3,0,411,0,False,active,0,2020-08-19 01:01:45,2020
300,412,True,8,True,True,2020-08-19 00:55:00+00:00,11,0,412,0,False,active,0,2020-08-19 01:01:45,2020
301,413,True,9,True,True,2020-08-19 00:35:39+00:00,9,0,413,1,False,active,0,2020-08-19 01:01:45,2020
302,414,True,20,True,True,2020-08-18 22:19:59+00:00,3,0,414,0,False,active,0,2020-08-19 01:01:45,2020
303,415,True,17,True,True,2020-08-19 00:05:35+00:00,2,0,415,0,False,active,0,2020-08-19 01:01:45,2020
304,416,True,11,True,True,2020-08-19 00:57:42+00:00,1,0,416,3,False,active,0,2020-08-19 01:01:45,2020
305,417,True,6,True,True,2020-08-19 00:57:12+00:00,13,0,417,0,False,active,0,2020-08-19 01:01:45,2020
306,419,True,7,True,True,2020-08-19 00:46:04+00:00,8,0,419,0,False,active,0,2020-08-19 01:01:45,2020
307,420,False,0,False,False,1970-01-02 00:00:00+00:00,0,0,420,0,False,out_of_service,0,2020-08-19 01:01:45,1970
308,421,True,0,True,True,2020-08-17 16:27:03+00:00,19,0,421,0,False,active,0,2020-08-19 01:01:45,2020
309,422,True,9,True,True,2020-08-19 00:39:44+00:00,5,0,422,1,False,active,0,2020-08-19 01:01:45,2020
310,423,True,10,True,True,2020-08-18 23:30:52+00:00,9,0,423,0,False,active,0,2020-08-19 01:01:45,2020
311,424,True,17,True,True,2020-08-18 21:17:04+00:00,2,0,424,0,False,active,0,2020-08-19 01:01:45,2020
312,425,True,16,True,True,2020-08-18 22:46:58+00:00,0,0,425,0,False,active,0,2020-08-19 01:01:45,2020
313,426,True,26,True,True,2020-08-19 00:56:00+00:00,1,0,426,0,False,active,0,2020-08-19 01:01:45,2020
314,427,True,18,True,True,2020-08-18 14:14:07+00:00,1,0,427,0,False,active,0,2020-08-19 01:01:45,2020
315,428,True,12,True,True,2020-08-19 00:44:14+00:00,6,0,428,1,False,active,0,2020-08-19 01:01:45,2020
316,430,True,3,True,True,2020-08-18 22:24:09+00:00,16,0,430,0,False,active,0,2020-08-19 01:01:45,2020
317,431,True,14,True,True,2020-08-18 15:50:09+00:00,1,0,431,0,False,active,0,2020-08-19 01:01:45,2020
318,432,True,15,True,True,2020-08-19 00:27:01+00:00,4,0,432,0,False,active,0,2020-08-19 01:01:45,2020
319,433,True,18,True,True,2020-08-19 00:49:34+00:00,1,0,433,0,False,active,0,2020-08-19 01:01:45,2020
320,434,True,17,True,True,2020-08-19 00:42:49+00:00,2,0,434,0,False,active,0,2020-08-19 01:01:45,2020
321,435,True,6,True,True,2020-08-18 22:40:18+00:00,9,0,435,0,False,active,0,2020-08-19 01:01:45,2020
322,436,True,14,True,True,2020-08-19 00:06:35+00:00,1,0,436,0,False,active,0,2020-08-19 01:01:45,2020
323,437,True,17,True,True,2020-08-19 00:16:39+00:00,2,0,437,0,False,active,0,2020-08-19 01:01:45,2020
324,440,True,0,True,True,2020-08-19 00:24:28+00:00,17,0,440,0,False,active,0,2020-08-19 01:01:45,2020
325,441,True,7,True,True,2020-08-19 00:42:39+00:00,11,0,441,1,False,active,0,2020-08-19 01:01:45,2020
326,442,True,0,True,True,2020-08-18 21:01:08+00:00,15,0,442,0,False,active,0,2020-08-19 01:01:45,2020
327,443,True,15,True,True,2020-08-18 21:44:46+00:00,4,0,443,0,False,active,0,2020-08-19 01:01:45,2020
328,445,True,11,True,True,2020-08-19 01:00:32+00:00,8,0,445,0,False,active,0,2020-08-19 01:01:45,2020
329,446,True,11,True,True,2020-08-19 00:58:41+00:00,1,0,446,0,False,active,0,2020-08-19 01:01:45,2020
330,447,True,12,True,True,2020-08-19 00:58:46+00:00,7,0,447,0,False,active,0,2020-08-19 01:01:45,2020
331,448,True,4,True,True,2020-08-18 08:58:50+00:00,7,0,448,0,False,active,0,2020-08-19 01:01:45,2020
332,449,False,0,True,True,1970-01-02 00:00:00+00:00,0,0,449,0,False,out_of_service,0,2020-08-19 01:01:45,1970
333,450,True,6,True,True,2020-08-18 23:38:46+00:00,9,0,450,0,False,active,0,2020-08-19 01:01:45,2020
334,451,True,1,True,True,2020-08-19 00:37:09+00:00,14,0,451,0,False,active,0,2020-08-19 01:01:45,2020
335,452,True,0,True,True,2020-08-19 00:57:20+00:00,15,0,452,0,False,active,0,2020-08-19 01:01:45,2020
336,453,True,5,True,True,2020-08-19 00:34:10+00:00,10,0,453,0,False,active,0,2020-08-19 01:01:45,2020
337,454,True,14,True,True,2020-08-19 00:52:59+00:00,1,0,454,0,False,active,0,2020-08-19 01:01:45,2020
338,455,True,6,True,True,2020-08-18 23:21:16+00:00,6,0,455,0,False,active,0,2020-08-19 01:01:45,2020
339,456,True,16,True,True,2020-08-18 23:51:57+00:00,3,0,456,0,False,active,0,2020-08-19 01:01:45,2020
340,457,True,1,True,True,2020-08-18 19:45:10+00:00,10,0,457,0,False,active,0,2020-08-19 01:01:45,2020
341,458,True,3,True,True,2020-08-18 23:32:08+00:00,6,0,458,2,False,active,0,2020-08-19 01:01:45,2020
