,num_bikes_disabled,num_bikes_available,legacy_id,last_reported,is_returning,num_ebikes_available,is_renting,num_docks_available,station_status,station_id,is_installed,eightd_has_available_keys,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
218,0,7,327,2020-08-20 22:43:42+00:00,True,0,True,8,active,327,True,False,0,,,2020-08-20 22:52:45,2020
219,0,6,328,2020-08-20 22:52:10+00:00,True,0,True,9,active,328,True,False,0,,,2020-08-20 22:52:45,2020
220,1,5,329,2020-08-20 22:06:57+00:00,True,0,True,9,active,329,True,False,0,,,2020-08-20 22:52:45,2020
221,0,1,330,2020-08-20 22:45:41+00:00,True,0,True,14,active,330,True,False,0,,,2020-08-20 22:52:45,2020
222,0,0,331,2020-08-20 22:45:11+00:00,True,0,True,15,active,331,True,False,0,,,2020-08-20 22:52:45,2020
223,0,13,332,2020-08-20 22:52:00+00:00,True,0,True,2,active,332,True,False,0,,,2020-08-20 22:52:45,2020
224,0,17,333,2020-08-20 22:29:49+00:00,True,0,True,8,active,333,True,False,0,,,2020-08-20 22:52:45,2020
225,0,17,334,2020-08-20 22:35:06+00:00,True,0,True,2,active,334,True,False,0,,,2020-08-20 22:52:45,2020
226,0,0,335,2020-08-20 22:49:11+00:00,True,0,True,19,active,335,True,False,0,,,2020-08-20 22:52:45,2020
227,0,3,336,2020-08-20 21:34:57+00:00,True,0,True,12,active,336,True,False,0,,,2020-08-20 22:52:45,2020
228,0,15,337,2020-08-20 22:28:37+00:00,True,0,True,0,active,337,True,False,0,,,2020-08-20 22:52:45,2020
229,0,12,338,2020-08-20 22:51:20+00:00,True,0,True,3,active,338,True,False,0,,,2020-08-20 22:52:45,2020
230,0,15,339,2020-08-20 15:22:04+00:00,True,0,True,0,active,339,True,False,0,,,2020-08-20 22:52:45,2020
231,0,14,340,2020-08-20 08:51:25+00:00,True,0,True,5,active,340,True,False,0,,,2020-08-20 22:52:45,2020
232,0,12,341,2020-08-20 10:20:54+00:00,True,0,True,3,active,341,True,True,0,,,2020-08-20 22:52:45,2020
233,2,6,342,2020-08-20 22:46:04+00:00,True,0,True,7,active,342,True,False,0,,,2020-08-20 22:52:45,2020
234,0,3,343,2020-08-20 05:26:24+00:00,True,0,True,12,active,343,True,False,0,,,2020-08-20 22:52:45,2020
235,1,0,344,2020-08-20 22:31:11+00:00,True,0,True,18,active,344,True,False,0,,,2020-08-20 22:52:45,2020
236,0,8,345,2020-08-20 22:34:49+00:00,True,0,True,11,active,345,True,False,0,,,2020-08-20 22:52:45,2020
237,0,3,346,2020-08-20 22:17:14+00:00,True,0,True,12,active,346,True,False,0,,,2020-08-20 22:52:45,2020
238,0,10,347,2020-08-20 11:58:38+00:00,True,0,True,5,active,347,True,False,0,,,2020-08-20 22:52:45,2020
239,0,5,348,2020-08-20 21:25:37+00:00,True,0,True,10,active,348,True,False,0,,,2020-08-20 22:52:45,2020
240,0,6,349,2020-08-20 14:18:20+00:00,True,0,True,11,active,349,True,False,0,,,2020-08-20 22:52:45,2020
241,0,12,350,2020-08-20 20:26:19+00:00,True,0,True,5,active,350,True,False,0,,,2020-08-20 22:52:45,2020
242,0,13,351,2020-08-20 22:37:00+00:00,True,0,True,2,active,351,True,False,0,,,2020-08-20 22:52:45,2020
243,0,7,352,2020-08-20 22:52:01+00:00,True,0,True,8,active,352,True,False,0,,,2020-08-20 22:52:45,2020
244,0,7,353,2020-08-20 21:10:55+00:00,True,0,True,8,active,353,True,True,0,,,2020-08-20 22:52:45,2020
245,0,2,354,2020-08-20 22:23:13+00:00,True,0,True,13,active,354,True,False,0,,,2020-08-20 22:52:45,2020
246,0,14,355,2020-08-20 22:48:39+00:00,True,0,True,3,active,355,True,False,0,,,2020-08-20 22:52:45,2020
247,1,4,356,2020-08-20 22:51:33+00:00,True,0,True,18,active,356,True,False,0,,,2020-08-20 22:52:45,2020
248,0,11,357,2020-08-20 22:46:55+00:00,True,0,True,4,active,357,True,False,0,,,2020-08-20 22:52:45,2020
249,0,11,358,2020-08-20 22:28:48+00:00,True,0,True,8,active,358,True,False,0,,,2020-08-20 22:52:45,2020
250,0,1,359,2020-08-20 22:46:56+00:00,True,0,True,14,active,359,True,False,0,,,2020-08-20 22:52:45,2020
251,0,7,360,2020-08-20 22:41:49+00:00,True,0,True,8,active,360,True,False,0,,,2020-08-20 22:52:45,2020
252,1,14,361,2020-08-20 22:39:49+00:00,True,0,True,4,active,361,True,False,0,,,2020-08-20 22:52:45,2020
253,0,16,362,2020-08-20 22:42:36+00:00,True,0,True,3,active,362,True,False,0,,,2020-08-20 22:52:45,2020
254,0,19,363,2020-08-20 22:40:30+00:00,True,0,True,0,active,363,True,False,0,,,2020-08-20 22:52:45,2020
255,2,3,364,2020-08-20 22:49:39+00:00,True,0,True,14,active,364,True,False,0,,,2020-08-20 22:52:45,2020
256,0,13,365,2020-08-20 22:51:21+00:00,True,0,True,6,active,365,True,False,0,,,2020-08-20 22:52:45,2020
257,0,0,366,1970-01-02 00:00:00+00:00,True,0,True,0,out_of_service,366,False,False,0,,,2020-08-20 22:52:45,1970
258,0,14,367,2020-08-20 21:57:36+00:00,True,0,True,5,active,367,True,False,0,,,2020-08-20 22:52:45,2020
259,0,6,368,2020-08-20 21:52:18+00:00,True,0,True,9,active,368,True,False,0,,,2020-08-20 22:52:45,2020
260,0,11,369,2020-08-20 22:51:14+00:00,True,0,True,4,active,369,True,False,0,,,2020-08-20 22:52:45,2020
261,0,1,370,2020-08-20 22:51:04+00:00,True,0,True,18,active,370,True,False,0,,,2020-08-20 22:52:45,2020
262,0,2,371,2020-08-20 18:04:37+00:00,True,0,True,17,active,371,True,False,0,,,2020-08-20 22:52:45,2020
263,1,2,372,2020-08-20 22:45:21+00:00,True,0,True,16,active,372,True,False,0,,,2020-08-20 22:52:45,2020
264,0,7,373,2020-08-20 12:11:08+00:00,True,0,True,8,active,373,True,False,0,,,2020-08-20 22:52:45,2020
265,0,2,374,2020-08-20 22:45:04+00:00,True,0,True,17,active,374,True,False,0,,,2020-08-20 22:52:45,2020
266,0,4,376,2020-08-20 22:40:39+00:00,True,0,True,11,active,376,True,False,0,,,2020-08-20 22:52:45,2020
267,0,5,377,2020-08-20 22:43:04+00:00,True,0,True,14,active,377,True,False,0,,,2020-08-20 22:52:45,2020
268,0,6,378,2020-08-20 22:45:06+00:00,True,0,True,13,active,378,True,False,0,,,2020-08-20 22:52:45,2020
269,0,13,379,2020-08-20 22:46:36+00:00,True,0,True,2,active,379,True,False,0,,,2020-08-20 22:52:45,2020
270,0,4,380,2020-08-20 22:40:32+00:00,True,0,True,14,active,380,True,False,0,,,2020-08-20 22:52:45,2020
271,0,14,381,2020-08-20 22:50:26+00:00,True,0,True,5,active,381,True,False,0,,,2020-08-20 22:52:45,2020
272,0,14,384,2020-08-20 22:40:50+00:00,True,0,True,5,active,384,True,True,0,,,2020-08-20 22:52:45,2020
273,0,0,385,2020-08-20 21:55:56+00:00,True,0,True,14,active,385,True,False,1,,,2020-08-20 22:52:45,2020
274,0,5,386,2020-08-20 22:47:16+00:00,True,0,True,14,active,386,True,False,0,,,2020-08-20 22:52:45,2020
275,0,10,387,2020-08-20 22:51:00+00:00,True,0,True,5,active,387,True,False,0,,,2020-08-20 22:52:45,2020
276,0,8,388,2020-08-20 09:01:03+00:00,True,0,True,3,active,388,True,False,0,,,2020-08-20 22:52:45,2020
277,0,4,389,2020-08-20 22:46:54+00:00,True,0,True,10,active,389,True,False,0,,,2020-08-20 22:52:45,2020
278,0,10,390,2020-08-20 21:52:55+00:00,True,0,True,5,active,390,True,False,0,,,2020-08-20 22:52:45,2020
279,0,13,391,2020-08-20 20:02:27+00:00,True,0,True,2,active,391,True,False,0,,,2020-08-20 22:52:45,2020
280,0,6,392,2020-08-20 20:19:47+00:00,True,0,True,9,active,392,True,False,0,,,2020-08-20 22:52:45,2020
281,0,9,393,2020-08-20 21:49:24+00:00,True,0,True,6,active,393,True,False,0,,,2020-08-20 22:52:45,2020
282,0,0,394,2020-08-20 09:00:38+00:00,True,0,True,14,active,394,True,False,0,,,2020-08-20 22:52:45,2020
283,0,12,395,2020-08-20 21:36:00+00:00,True,0,True,3,active,395,True,False,0,,,2020-08-20 22:52:45,2020
284,0,13,396,2020-08-20 08:56:31+00:00,True,0,True,2,active,396,True,False,0,,,2020-08-20 22:52:45,2020
285,0,11,397,2020-08-20 20:38:13+00:00,True,0,True,4,active,397,True,False,0,,,2020-08-20 22:52:45,2020
286,0,14,398,2020-08-20 22:45:33+00:00,True,0,True,5,active,398,True,False,0,,,2020-08-20 22:52:45,2020
287,0,11,399,2020-08-20 22:17:37+00:00,True,0,True,4,active,399,True,False,0,,,2020-08-20 22:52:45,2020
288,0,20,400,2020-08-20 22:39:11+00:00,True,0,True,7,active,400,True,False,0,,,2020-08-20 22:52:45,2020
289,0,10,401,2020-08-20 22:41:15+00:00,True,0,True,5,active,401,True,False,0,,,2020-08-20 22:52:45,2020
290,0,2,402,2020-08-20 22:24:53+00:00,True,0,True,13,active,402,True,False,0,,,2020-08-20 22:52:45,2020
291,1,5,403,2020-08-20 22:46:53+00:00,True,0,True,9,active,403,True,False,0,,,2020-08-20 22:52:45,2020
292,0,5,404,2020-08-20 22:26:00+00:00,True,0,True,11,active,404,True,False,0,,,2020-08-20 22:52:45,2020
293,0,16,405,2020-08-20 21:57:20+00:00,True,0,True,3,active,405,True,False,0,,,2020-08-20 22:52:45,2020
294,0,16,406,2020-08-20 22:45:29+00:00,True,0,True,3,active,406,True,False,0,,,2020-08-20 22:52:45,2020
295,0,1,407,2020-08-20 22:44:44+00:00,True,0,True,18,active,407,True,False,0,,,2020-08-20 22:52:45,2020
296,0,10,408,2020-08-20 22:21:26+00:00,True,0,True,5,active,408,True,False,0,,,2020-08-20 22:52:45,2020
297,0,15,409,2020-08-20 22:43:14+00:00,True,0,True,4,active,409,True,False,0,,,2020-08-20 22:52:45,2020
298,0,4,410,2020-08-20 21:40:53+00:00,True,0,True,15,active,410,True,False,0,,,2020-08-20 22:52:45,2020
299,0,3,411,2020-08-20 17:29:01+00:00,True,0,True,12,active,411,True,False,0,,,2020-08-20 22:52:45,2020
300,0,11,412,2020-08-20 22:52:33+00:00,True,0,True,8,active,412,True,False,0,,,2020-08-20 22:52:45,2020
301,0,3,413,2020-08-20 22:52:14+00:00,True,0,True,16,active,413,True,False,0,,,2020-08-20 22:52:45,2020
302,0,3,414,2020-08-20 22:41:43+00:00,True,0,True,20,active,414,True,False,0,,,2020-08-20 22:52:45,2020
303,0,15,415,2020-08-20 22:48:27+00:00,True,0,True,4,active,415,True,False,0,,,2020-08-20 22:52:45,2020
304,0,1,416,2020-08-20 22:46:43+00:00,True,0,True,14,active,416,True,False,0,,,2020-08-20 22:52:45,2020
305,0,10,417,2020-08-20 22:50:54+00:00,True,0,True,9,active,417,True,False,0,,,2020-08-20 22:52:45,2020
306,0,8,419,2020-08-20 22:51:57+00:00,True,0,True,7,active,419,True,False,0,,,2020-08-20 22:52:45,2020
307,0,0,420,1970-01-02 00:00:00+00:00,False,0,False,0,out_of_service,420,False,False,0,,,2020-08-20 22:52:45,1970
308,0,7,421,2020-08-20 20:43:59+00:00,True,0,True,12,active,421,True,False,0,,,2020-08-20 22:52:45,2020
309,0,5,422,2020-08-20 22:32:50+00:00,True,0,True,10,active,422,True,False,0,,,2020-08-20 22:52:45,2020
310,0,12,423,2020-08-20 21:38:37+00:00,True,0,True,7,active,423,True,False,0,,,2020-08-20 22:52:45,2020
311,0,7,424,2020-08-20 22:09:25+00:00,True,0,True,12,active,424,True,False,0,,,2020-08-20 22:52:45,2020
312,0,2,425,2020-08-20 22:43:06+00:00,True,0,True,14,active,425,True,False,0,,,2020-08-20 22:52:45,2020
313,0,15,426,2020-08-20 22:33:18+00:00,True,0,True,12,active,426,True,False,0,,,2020-08-20 22:52:45,2020
314,0,0,427,2020-08-20 16:52:50+00:00,True,0,True,19,active,427,True,False,0,,,2020-08-20 22:52:45,2020
315,0,5,428,2020-08-20 22:30:29+00:00,True,0,True,14,active,428,True,False,0,,,2020-08-20 22:52:45,2020
316,0,16,430,2020-08-20 09:01:11+00:00,True,0,True,3,active,430,True,False,0,,,2020-08-20 22:52:45,2020
317,0,1,431,2020-08-20 17:16:57+00:00,True,0,True,14,active,431,True,False,0,,,2020-08-20 22:52:45,2020
318,0,5,432,2020-08-20 22:36:06+00:00,True,0,True,14,active,432,True,False,0,,,2020-08-20 22:52:45,2020
319,0,4,433,2020-08-20 08:54:48+00:00,True,0,True,15,active,433,True,False,0,,,2020-08-20 22:52:45,2020
320,0,0,434,2020-08-20 22:50:55+00:00,True,0,True,19,active,434,True,False,0,,,2020-08-20 22:52:45,2020
321,0,6,435,2020-08-20 22:52:35+00:00,True,0,True,9,active,435,True,False,0,,,2020-08-20 22:52:45,2020
322,0,6,436,2020-08-20 22:16:00+00:00,True,0,True,9,active,436,True,False,0,,,2020-08-20 22:52:45,2020
323,0,11,437,2020-08-20 22:52:04+00:00,True,0,True,8,active,437,True,False,0,,,2020-08-20 22:52:45,2020
324,0,9,440,2020-08-20 22:02:43+00:00,True,0,True,8,active,440,True,False,0,,,2020-08-20 22:52:45,2020
325,0,16,441,2020-08-20 22:39:30+00:00,True,0,True,3,active,441,True,False,0,,,2020-08-20 22:52:45,2020
326,0,15,442,2020-08-20 16:42:16+00:00,True,0,True,0,active,442,True,False,0,,,2020-08-20 22:52:45,2020
327,1,6,443,2020-08-20 22:43:09+00:00,True,0,True,12,active,443,True,False,0,,,2020-08-20 22:52:45,2020
328,0,8,445,2020-08-20 22:51:31+00:00,True,0,True,11,active,445,True,False,0,,,2020-08-20 22:52:45,2020
329,0,2,446,2020-08-20 22:36:40+00:00,True,0,True,10,active,446,True,False,0,,,2020-08-20 22:52:45,2020
330,0,6,447,2020-08-20 22:11:49+00:00,True,0,True,13,active,447,True,False,0,,,2020-08-20 22:52:45,2020
331,0,6,448,2020-08-20 19:37:36+00:00,True,0,True,5,active,448,True,False,0,,,2020-08-20 22:52:45,2020
332,0,0,449,1970-01-02 00:00:00+00:00,True,0,True,0,out_of_service,449,False,False,0,,,2020-08-20 22:52:45,1970
333,0,8,450,2020-08-20 22:51:15+00:00,True,0,True,7,active,450,True,False,0,,,2020-08-20 22:52:45,2020
334,0,8,451,2020-08-20 21:33:49+00:00,True,0,True,7,active,451,True,False,0,,,2020-08-20 22:52:45,2020
335,0,12,452,2020-08-20 22:50:23+00:00,True,0,True,3,active,452,True,False,0,,,2020-08-20 22:52:45,2020
336,0,11,453,2020-08-20 22:23:25+00:00,True,0,True,4,active,453,True,False,0,,,2020-08-20 22:52:45,2020
337,1,13,454,2020-08-20 22:51:10+00:00,True,0,True,1,active,454,True,False,0,,,2020-08-20 22:52:45,2020
338,0,8,455,2020-08-20 22:11:54+00:00,True,0,True,4,active,455,True,False,0,,,2020-08-20 22:52:45,2020
339,0,2,456,2020-08-20 22:50:28+00:00,True,0,True,17,active,456,True,False,0,,,2020-08-20 22:52:45,2020
340,0,11,457,2020-08-20 22:41:22+00:00,True,0,True,0,active,457,True,False,0,,,2020-08-20 22:52:45,2020
341,3,5,458,2020-08-20 21:36:33+00:00,True,0,True,3,active,458,True,False,0,,,2020-08-20 22:52:45,2020
342,0,3,459,2020-08-20 22:35:04+00:00,True,0,True,20,active,459,True,False,0,,,2020-08-20 22:52:45,2020
