,num_bikes_available,eightd_has_available_keys,is_installed,is_returning,station_id,legacy_id,num_bikes_disabled,station_status,last_reported,is_renting,num_docks_available,num_docks_disabled,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
0,0,False,True,True,3,3,0,active,2020-08-18 23:52:45+00:00,True,15,0,0,2020-08-19 00:10:45,2020
1,16,False,True,True,4,4,0,active,2020-08-19 00:05:57+00:00,True,3,0,0,2020-08-19 00:10:45,2020
2,1,False,True,True,5,5,3,active,2020-08-19 00:07:14+00:00,True,11,0,0,2020-08-19 00:10:45,2020
3,11,False,True,True,6,6,2,active,2020-08-19 00:01:07+00:00,True,2,0,0,2020-08-19 00:10:45,2020
4,7,False,True,True,7,7,1,active,2020-08-19 00:07:46+00:00,True,7,0,0,2020-08-19 00:10:45,2020
5,5,False,True,True,8,8,4,active,2020-08-19 00:01:19+00:00,True,10,0,0,2020-08-19 00:10:45,2020
6,0,False,True,True,9,9,1,active,2020-08-19 00:00:39+00:00,True,14,0,0,2020-08-19 00:10:45,2020
7,2,False,True,True,10,10,0,active,2020-08-19 00:09:19+00:00,True,9,0,0,2020-08-19 00:10:45,2020
8,0,False,True,True,11,11,0,active,2020-08-18 23:33:25+00:00,True,15,0,0,2020-08-19 00:10:45,2020
9,6,False,True,True,12,12,0,active,2020-08-18 23:59:49+00:00,True,12,0,0,2020-08-19 00:10:45,2020
10,0,False,True,True,13,13,1,active,2020-08-18 23:14:03+00:00,True,18,0,0,2020-08-19 00:10:45,2020
11,0,False,True,True,14,14,0,active,2020-08-18 23:38:27+00:00,True,25,0,0,2020-08-19 00:10:45,2020
12,13,False,True,True,15,15,1,active,2020-08-19 00:10:00+00:00,True,1,0,0,2020-08-19 00:10:45,2020
13,11,True,True,True,16,16,1,active,2020-08-18 23:39:30+00:00,True,7,0,0,2020-08-19 00:10:45,2020
14,4,False,True,True,17,17,1,active,2020-08-19 00:00:03+00:00,True,10,0,0,2020-08-19 00:10:45,2020
15,7,False,True,True,19,19,0,active,2020-08-18 23:45:49+00:00,True,8,0,0,2020-08-19 00:10:45,2020
16,12,True,True,True,20,20,0,active,2020-08-19 00:09:19+00:00,True,11,0,0,2020-08-19 00:10:45,2020
17,2,True,True,True,21,21,0,active,2020-08-18 23:53:15+00:00,True,16,0,0,2020-08-19 00:10:45,2020
18,9,True,True,True,22,22,1,active,2020-08-19 00:02:32+00:00,True,37,0,0,2020-08-19 00:10:45,2020
19,2,False,True,True,23,23,0,active,2020-08-18 23:41:48+00:00,True,19,0,0,2020-08-19 00:10:45,2020
20,17,False,True,True,24,24,1,active,2020-08-19 00:06:02+00:00,True,1,0,0,2020-08-19 00:10:45,2020
21,15,False,True,True,25,25,0,active,2020-08-18 23:54:16+00:00,True,0,0,0,2020-08-19 00:10:45,2020
22,10,False,True,True,26,26,0,active,2020-08-19 00:07:28+00:00,True,5,0,0,2020-08-19 00:10:45,2020
23,23,False,True,True,27,27,0,active,2020-08-19 00:01:20+00:00,True,0,0,0,2020-08-19 00:10:45,2020
24,4,False,True,True,29,29,1,active,2020-08-18 23:25:24+00:00,True,10,0,0,2020-08-19 00:10:45,2020
25,0,False,True,True,30,30,0,active,2020-08-18 23:48:29+00:00,True,15,0,0,2020-08-19 00:10:45,2020
26,2,True,True,True,31,31,0,active,2020-08-18 23:03:41+00:00,True,17,0,0,2020-08-19 00:10:45,2020
27,1,False,True,True,32,32,1,active,2020-08-19 00:10:23+00:00,True,13,0,0,2020-08-19 00:10:45,2020
28,25,False,True,True,33,33,1,active,2020-08-18 23:57:26+00:00,True,1,0,0,2020-08-19 00:10:45,2020
29,0,False,True,True,35,35,0,active,2020-08-18 23:23:20+00:00,True,23,0,0,2020-08-19 00:10:45,2020
30,20,True,True,True,36,36,0,active,2020-08-19 00:02:49+00:00,True,13,0,0,2020-08-19 00:10:45,2020
31,15,True,True,True,37,37,0,active,2020-08-18 22:28:52+00:00,True,0,0,0,2020-08-19 00:10:45,2020
32,2,False,True,True,39,39,0,active,2020-08-18 23:47:42+00:00,True,21,0,0,2020-08-19 00:10:45,2020
33,14,False,True,True,40,40,0,active,2020-08-18 23:51:46+00:00,True,5,0,0,2020-08-19 00:10:45,2020
34,16,True,True,True,41,41,1,active,2020-08-19 00:10:06+00:00,True,10,0,0,2020-08-19 00:10:45,2020
35,11,False,True,True,42,42,0,active,2020-08-19 00:02:23+00:00,True,12,0,0,2020-08-19 00:10:45,2020
36,4,True,True,True,43,43,0,active,2020-08-18 23:55:31+00:00,True,11,0,0,2020-08-19 00:10:45,2020
37,11,False,True,True,44,44,0,active,2020-08-19 00:03:07+00:00,True,12,0,0,2020-08-19 00:10:45,2020
38,7,False,True,True,46,46,0,active,2020-08-19 00:02:57+00:00,True,12,0,0,2020-08-19 00:10:45,2020
39,12,True,True,True,47,47,0,active,2020-08-19 00:07:53+00:00,True,7,0,0,2020-08-19 00:10:45,2020
40,4,False,True,True,48,48,0,active,2020-08-19 00:10:07+00:00,True,15,0,0,2020-08-19 00:10:45,2020
41,12,False,True,True,49,49,0,active,2020-08-19 00:02:10+00:00,True,6,0,0,2020-08-19 00:10:45,2020
42,11,True,True,True,50,50,1,active,2020-08-19 00:02:28+00:00,True,3,0,0,2020-08-19 00:10:45,2020
43,3,False,True,True,51,51,0,active,2020-08-19 00:09:59+00:00,True,12,0,0,2020-08-19 00:10:45,2020
44,6,True,True,True,52,52,3,active,2020-08-19 00:09:05+00:00,True,14,0,0,2020-08-19 00:10:45,2020
45,9,False,True,True,53,53,3,active,2020-08-19 00:00:01+00:00,True,7,0,0,2020-08-19 00:10:45,2020
46,12,False,True,True,54,54,0,active,2020-08-19 00:06:16+00:00,True,3,0,0,2020-08-19 00:10:45,2020
47,4,False,True,True,55,55,0,active,2020-08-18 23:54:28+00:00,True,11,0,0,2020-08-19 00:10:45,2020
48,7,False,True,True,56,56,1,active,2020-08-18 23:24:36+00:00,True,10,0,0,2020-08-19 00:10:45,2020
49,5,True,True,True,57,57,0,active,2020-08-18 23:51:41+00:00,True,9,0,0,2020-08-19 00:10:45,2020
50,8,True,True,True,58,58,2,active,2020-08-19 00:08:19+00:00,True,9,0,0,2020-08-19 00:10:45,2020
51,2,True,True,True,59,59,0,active,2020-08-18 23:26:06+00:00,True,17,0,0,2020-08-19 00:10:45,2020
52,10,False,True,True,60,60,2,active,2020-08-19 00:09:56+00:00,True,7,0,0,2020-08-19 00:10:45,2020
53,15,False,True,True,61,61,0,active,2020-08-19 00:08:18+00:00,True,4,0,0,2020-08-19 00:10:45,2020
54,14,False,True,True,63,63,0,active,2020-08-18 22:58:17+00:00,True,1,0,0,2020-08-19 00:10:45,2020
55,10,False,True,True,64,64,1,active,2020-08-19 00:05:11+00:00,True,8,0,0,2020-08-19 00:10:45,2020
56,0,False,True,True,65,65,0,active,2020-08-18 22:07:36+00:00,True,23,0,0,2020-08-19 00:10:45,2020
57,10,False,True,True,66,66,1,active,2020-08-19 00:02:04+00:00,True,4,0,0,2020-08-19 00:10:45,2020
58,1,True,True,True,67,67,0,active,2020-08-19 00:08:09+00:00,True,26,0,0,2020-08-19 00:10:45,2020
59,12,True,True,True,68,68,1,active,2020-08-19 00:09:19+00:00,True,6,0,0,2020-08-19 00:10:45,2020
60,16,True,True,True,69,69,0,active,2020-08-19 00:03:28+00:00,True,3,0,0,2020-08-19 00:10:45,2020
61,10,False,True,True,70,70,0,active,2020-08-19 00:00:39+00:00,True,13,0,0,2020-08-19 00:10:45,2020
62,18,False,True,True,71,71,0,active,2020-08-19 00:00:20+00:00,True,5,0,0,2020-08-19 00:10:45,2020
63,15,False,True,True,72,72,0,active,2020-08-19 00:05:33+00:00,True,8,0,0,2020-08-19 00:10:45,2020
64,12,False,True,True,73,73,3,active,2020-08-18 23:08:55+00:00,True,0,0,0,2020-08-19 00:10:45,2020
65,5,True,True,True,74,74,1,active,2020-08-19 00:09:57+00:00,True,13,0,0,2020-08-19 00:10:45,2020
66,6,False,True,True,75,75,1,active,2020-08-19 00:08:09+00:00,True,8,0,0,2020-08-19 00:10:45,2020
67,10,False,True,True,76,76,0,active,2020-08-19 00:05:42+00:00,True,7,0,0,2020-08-19 00:10:45,2020
68,7,False,True,True,77,77,0,active,2020-08-18 23:49:53+00:00,True,8,0,0,2020-08-19 00:10:45,2020
69,9,False,True,True,78,78,1,active,2020-08-19 00:08:31+00:00,True,9,0,0,2020-08-19 00:10:45,2020
70,15,False,True,True,79,79,2,active,2020-08-18 23:42:15+00:00,True,2,0,0,2020-08-19 00:10:45,2020
71,0,False,True,True,80,80,0,active,2020-08-18 23:59:19+00:00,True,35,0,0,2020-08-19 00:10:45,2020
72,16,False,True,True,81,81,1,active,2020-08-19 00:09:23+00:00,True,2,0,0,2020-08-19 00:10:45,2020
73,7,False,True,True,82,82,1,active,2020-08-19 00:04:49+00:00,True,7,0,0,2020-08-19 00:10:45,2020
74,6,False,True,True,84,84,1,active,2020-08-19 00:07:07+00:00,True,8,0,0,2020-08-19 00:10:45,2020
75,0,False,True,True,85,85,0,active,2020-08-18 23:41:53+00:00,True,19,0,0,2020-08-19 00:10:45,2020
76,1,False,True,True,86,86,0,active,2020-08-19 00:10:04+00:00,True,18,0,0,2020-08-19 00:10:45,2020
77,14,False,True,True,87,87,0,active,2020-08-19 00:09:34+00:00,True,1,0,0,2020-08-19 00:10:45,2020
78,6,False,True,True,89,89,1,active,2020-08-19 00:09:22+00:00,True,12,0,0,2020-08-19 00:10:45,2020
79,14,False,True,True,90,90,0,active,2020-08-19 00:08:46+00:00,True,5,0,0,2020-08-19 00:10:45,2020
80,0,False,True,True,91,91,1,active,2020-08-19 00:10:17+00:00,True,18,0,0,2020-08-19 00:10:45,2020
81,15,False,True,True,92,92,1,active,2020-08-18 23:43:39+00:00,True,3,0,0,2020-08-19 00:10:45,2020
82,9,False,True,True,93,93,2,active,2020-08-18 23:59:11+00:00,True,4,0,0,2020-08-19 00:10:45,2020
83,1,False,True,True,94,94,0,active,2020-08-19 00:06:31+00:00,True,10,0,0,2020-08-19 00:10:45,2020
84,2,False,True,True,95,95,3,active,2020-08-18 23:57:28+00:00,True,10,0,0,2020-08-19 00:10:45,2020
85,4,False,True,True,96,96,0,active,2020-08-19 00:02:35+00:00,True,15,0,0,2020-08-19 00:10:45,2020
86,6,False,True,True,97,97,2,active,2020-08-19 00:08:38+00:00,True,11,0,0,2020-08-19 00:10:45,2020
87,6,False,True,True,98,98,0,active,2020-08-18 23:59:00+00:00,True,17,0,0,2020-08-19 00:10:45,2020
88,8,False,True,True,99,99,2,active,2020-08-19 00:08:51+00:00,True,5,0,0,2020-08-19 00:10:45,2020
89,11,True,True,True,100,100,1,active,2020-08-19 00:09:51+00:00,True,13,0,0,2020-08-19 00:10:45,2020
90,7,False,True,True,101,101,0,active,2020-08-18 23:47:51+00:00,True,8,0,0,2020-08-19 00:10:45,2020
91,5,False,True,True,102,102,0,active,2020-08-19 00:07:03+00:00,True,10,0,0,2020-08-19 00:10:45,2020
92,10,False,True,True,103,103,0,active,2020-08-18 23:49:30+00:00,True,5,0,0,2020-08-19 00:10:45,2020
93,5,False,True,True,104,104,0,active,2020-08-19 00:03:47+00:00,True,14,0,0,2020-08-19 00:10:45,2020
94,8,False,True,True,105,105,0,active,2020-08-18 23:56:36+00:00,True,11,0,0,2020-08-19 00:10:45,2020
95,8,False,True,True,106,106,0,active,2020-08-18 20:26:10+00:00,True,7,0,0,2020-08-19 00:10:45,2020
96,0,False,True,True,107,107,2,active,2020-08-18 23:54:44+00:00,True,17,0,0,2020-08-19 00:10:45,2020
97,7,False,True,True,108,108,0,active,2020-08-18 23:33:25+00:00,True,10,0,0,2020-08-19 00:10:45,2020
98,2,False,True,True,109,109,2,active,2020-08-18 22:32:39+00:00,True,31,0,0,2020-08-19 00:10:45,2020
99,0,False,True,True,110,110,0,active,2020-08-18 23:43:49+00:00,True,15,0,0,2020-08-19 00:10:45,2020
100,2,False,True,True,111,111,0,active,2020-08-18 22:49:12+00:00,True,13,0,0,2020-08-19 00:10:45,2020
101,8,False,True,True,112,112,0,active,2020-08-18 23:58:32+00:00,True,7,0,0,2020-08-19 00:10:45,2020
102,2,False,True,True,113,113,1,active,2020-08-19 00:00:10+00:00,True,12,0,0,2020-08-19 00:10:45,2020
103,3,False,True,True,114,114,0,active,2020-08-18 23:58:23+00:00,True,12,0,0,2020-08-19 00:10:45,2020
104,16,False,True,True,115,115,0,active,2020-08-19 00:03:59+00:00,True,3,0,0,2020-08-19 00:10:45,2020
105,5,False,True,True,116,116,0,active,2020-08-19 00:10:09+00:00,True,18,0,0,2020-08-19 00:10:45,2020
106,4,False,True,True,117,117,1,active,2020-08-18 23:39:21+00:00,True,14,0,0,2020-08-19 00:10:45,2020
107,13,False,True,True,118,118,1,active,2020-08-18 23:31:39+00:00,True,5,0,0,2020-08-19 00:10:45,2020
108,4,False,True,True,119,119,1,active,2020-08-18 23:59:45+00:00,True,10,0,0,2020-08-19 00:10:45,2020
109,14,False,True,True,120,120,0,active,2020-08-18 23:57:37+00:00,True,1,0,0,2020-08-19 00:10:45,2020
110,2,False,True,True,121,121,2,active,2020-08-18 23:44:58+00:00,True,13,0,0,2020-08-19 00:10:45,2020
111,1,False,True,True,122,122,0,active,2020-08-19 00:07:29+00:00,True,14,0,0,2020-08-19 00:10:45,2020
112,1,False,True,True,124,124,0,active,2020-08-18 21:10:49+00:00,True,14,0,0,2020-08-19 00:10:45,2020
113,7,False,True,True,125,125,1,active,2020-08-19 00:06:33+00:00,True,6,1,0,2020-08-19 00:10:45,2020
114,11,False,True,True,126,126,1,active,2020-08-18 22:22:46+00:00,True,3,0,0,2020-08-19 00:10:45,2020
115,19,False,True,True,128,128,0,active,2020-08-18 22:48:31+00:00,True,0,0,0,2020-08-19 00:10:45,2020
116,15,False,True,True,129,129,0,active,2020-08-18 23:11:17+00:00,True,4,0,0,2020-08-19 00:10:45,2020
117,15,False,True,True,130,130,0,active,2020-08-18 23:40:12+00:00,True,0,0,0,2020-08-19 00:10:45,2020
118,10,False,True,True,131,131,0,active,2020-08-19 00:10:28+00:00,True,8,0,0,2020-08-19 00:10:45,2020
119,19,False,True,True,133,133,2,active,2020-08-18 23:32:09+00:00,True,2,0,0,2020-08-19 00:10:45,2020
120,3,False,True,True,135,135,0,active,2020-08-19 00:10:38+00:00,True,14,0,0,2020-08-19 00:10:45,2020
121,0,False,True,True,136,136,1,active,2020-08-18 23:02:05+00:00,True,18,0,0,2020-08-19 00:10:45,2020
122,11,False,True,True,137,137,0,active,2020-08-18 23:51:45+00:00,True,4,0,0,2020-08-19 00:10:45,2020
123,10,False,True,True,138,138,1,active,2020-08-19 00:09:47+00:00,True,4,0,0,2020-08-19 00:10:45,2020
124,7,False,True,True,139,139,0,active,2020-08-19 00:09:25+00:00,True,12,0,0,2020-08-19 00:10:45,2020
125,8,False,True,True,140,140,0,active,2020-08-19 00:07:15+00:00,True,9,0,0,2020-08-19 00:10:45,2020
126,5,False,True,True,141,141,0,active,2020-08-18 23:55:33+00:00,True,10,0,0,2020-08-19 00:10:45,2020
127,17,False,True,True,142,142,0,active,2020-08-19 00:01:00+00:00,True,6,0,0,2020-08-19 00:10:45,2020
128,4,False,True,True,143,143,1,active,2020-08-19 00:09:00+00:00,True,18,0,0,2020-08-19 00:10:45,2020
129,19,False,True,True,144,144,0,active,2020-08-19 00:08:04+00:00,True,0,0,0,2020-08-19 00:10:45,2020
130,13,False,True,True,145,145,1,active,2020-08-18 23:36:42+00:00,True,5,0,0,2020-08-19 00:10:45,2020
131,15,False,True,True,146,146,2,active,2020-08-19 00:08:22+00:00,True,2,0,0,2020-08-19 00:10:45,2020
