,is_installed,station_status,is_renting,eightd_has_available_keys,num_ebikes_available,num_bikes_available,valet,legacy_id,is_returning,num_docks_available,station_id,num_docks_disabled,last_reported,num_bikes_disabled,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,active,True,False,0,10,"{'dock_blocked_count': 0, 'active': True, 'off_dock_count': 0, 'off_dock_capacity': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'valet_revision': 3}",296,True,13,296,0,2020-08-02 08:39:08+00:00,0,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],2020-08-02 08:54:20,2020
1,True,active,True,True,0,4,,3,True,11,3,0,2020-08-02 08:48:24+00:00,0,,2020-08-02 08:54:20,2020
2,True,active,True,False,0,5,,4,True,14,4,0,2020-08-02 08:33:14+00:00,0,,2020-08-02 08:54:20,2020
3,True,active,True,False,0,13,,5,True,2,5,0,2020-08-02 08:49:34+00:00,0,,2020-08-02 08:54:20,2020
4,True,active,True,False,0,9,,6,True,6,6,0,2020-08-02 08:08:17+00:00,0,,2020-08-02 08:54:20,2020
5,True,active,True,False,0,0,,7,True,15,7,0,2020-08-02 07:19:55+00:00,0,,2020-08-02 08:54:20,2020
6,True,active,True,False,0,14,,8,True,2,8,0,2020-08-02 08:21:00+00:00,3,,2020-08-02 08:54:20,2020
7,True,active,True,False,0,15,,9,True,0,9,0,2020-08-02 08:13:06+00:00,0,,2020-08-02 08:54:20,2020
8,True,active,True,False,0,2,,10,True,8,10,0,2020-08-02 08:23:14+00:00,1,,2020-08-02 08:54:20,2020
9,True,active,True,False,0,0,,11,True,14,11,0,2020-08-02 05:45:34+00:00,1,,2020-08-02 08:54:20,2020
10,True,active,True,True,0,5,,12,True,13,12,0,2020-08-02 04:20:44+00:00,0,,2020-08-02 08:54:20,2020
11,True,active,True,False,0,15,,13,True,4,13,0,2020-08-02 07:20:15+00:00,0,,2020-08-02 08:54:20,2020
12,True,active,True,False,0,1,,14,True,23,14,0,2020-08-02 08:53:11+00:00,1,,2020-08-02 08:54:20,2020
13,True,active,True,False,0,8,,15,True,6,15,0,2020-08-02 05:01:59+00:00,1,,2020-08-02 08:54:20,2020
14,True,active,True,True,0,18,,16,True,0,16,0,2020-08-02 07:56:08+00:00,1,,2020-08-02 08:54:20,2020
15,True,active,True,False,0,7,,17,True,8,17,0,2020-08-02 08:33:47+00:00,0,,2020-08-02 08:54:20,2020
16,True,active,True,False,0,11,,19,True,3,19,0,2020-08-02 08:24:23+00:00,1,,2020-08-02 08:54:20,2020
17,True,active,True,True,0,3,,20,True,20,20,0,2020-08-02 06:47:49+00:00,0,,2020-08-02 08:54:20,2020
18,True,active,True,True,0,10,,21,True,8,21,0,2020-08-02 05:43:56+00:00,0,,2020-08-02 08:54:20,2020
19,True,active,True,True,0,2,,22,True,43,22,0,2020-08-02 08:48:26+00:00,2,,2020-08-02 08:54:20,2020
20,True,active,True,True,0,3,,23,True,18,23,0,2020-08-02 08:53:15+00:00,0,,2020-08-02 08:54:20,2020
21,True,active,True,False,0,1,,24,True,18,24,0,2020-08-02 08:49:45+00:00,0,,2020-08-02 08:54:20,2020
22,True,active,False,False,0,7,,25,False,6,25,0,2020-08-02 06:07:18+00:00,2,,2020-08-02 08:54:20,2020
23,True,active,True,False,0,6,,26,True,9,26,0,2020-08-02 08:03:36+00:00,0,,2020-08-02 08:54:20,2020
24,True,active,True,False,0,17,,27,True,4,27,0,2020-08-02 08:47:52+00:00,2,,2020-08-02 08:54:20,2020
25,True,active,True,False,0,7,,29,True,8,29,0,2020-08-02 08:39:32+00:00,0,,2020-08-02 08:54:20,2020
26,True,active,True,False,0,7,,30,True,5,30,0,2020-08-02 08:34:17+00:00,3,,2020-08-02 08:54:20,2020
27,True,active,True,True,0,16,,31,True,3,31,0,2020-08-02 07:25:17+00:00,0,,2020-08-02 08:54:20,2020
28,True,active,True,False,0,8,,32,True,4,32,0,2020-08-02 08:49:06+00:00,3,,2020-08-02 08:54:20,2020
29,True,active,True,False,0,15,,33,True,11,33,0,2020-08-02 07:48:12+00:00,1,,2020-08-02 08:54:20,2020
30,True,active,True,False,0,1,,35,True,22,35,0,2020-08-02 08:23:46+00:00,0,,2020-08-02 08:54:20,2020
31,True,active,True,True,0,5,,36,True,28,36,0,2020-08-02 06:16:08+00:00,0,,2020-08-02 08:54:20,2020
32,True,active,True,True,0,6,,37,True,9,37,0,2020-08-02 06:53:56+00:00,0,,2020-08-02 08:54:20,2020
33,True,active,True,False,0,20,,39,True,3,39,0,2020-08-02 08:33:21+00:00,0,,2020-08-02 08:54:20,2020
34,True,active,True,False,0,12,,40,True,7,40,0,2020-08-02 08:53:15+00:00,0,,2020-08-02 08:54:20,2020
35,True,active,True,True,0,14,,41,True,8,41,0,2020-08-02 08:49:17+00:00,5,,2020-08-02 08:54:20,2020
36,True,active,True,False,0,4,,42,True,19,42,0,2020-08-02 08:44:14+00:00,0,,2020-08-02 08:54:20,2020
