,legacy_id,station_id,eightd_has_available_keys,num_bikes_available,is_returning,last_reported,station_status,is_renting,is_installed,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,3,False,3,True,2020-07-31 23:26:31+00:00,active,True,True,0,12,0,0,,,2020-07-31 23:32:25,2020
1,4,4,False,12,True,2020-07-31 23:30:39+00:00,active,True,True,0,7,0,0,,,2020-07-31 23:32:25,2020
2,5,5,False,6,True,2020-07-31 23:25:13+00:00,active,True,True,0,9,0,0,,,2020-07-31 23:32:25,2020
3,6,6,False,3,True,2020-07-31 23:31:37+00:00,active,True,True,0,12,0,0,,,2020-07-31 23:32:25,2020
4,7,7,False,14,True,2020-07-31 23:28:45+00:00,active,True,True,0,1,0,0,,,2020-07-31 23:32:25,2020
5,8,8,False,2,True,2020-07-31 23:30:53+00:00,active,True,True,2,15,0,0,,,2020-07-31 23:32:25,2020
6,9,9,False,13,True,2020-07-31 22:50:41+00:00,active,True,True,0,2,0,0,,,2020-07-31 23:32:25,2020
7,10,10,False,9,True,2020-07-31 23:03:47+00:00,active,True,True,1,1,0,0,,,2020-07-31 23:32:25,2020
8,11,11,False,0,True,2020-07-31 23:32:04+00:00,active,True,True,1,14,0,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'active': True, 'off_dock_count': 20, 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 75}",2020-07-31 23:32:25,2020
9,12,12,True,1,True,2020-07-31 23:29:36+00:00,active,True,True,2,15,0,0,,,2020-07-31 23:32:25,2020
10,13,13,False,6,True,2020-07-31 23:27:33+00:00,active,True,True,0,13,0,0,,,2020-07-31 23:32:25,2020
11,14,14,False,0,True,2020-07-31 22:58:54+00:00,active,True,True,0,25,0,0,,,2020-07-31 23:32:25,2020
12,15,15,False,7,True,2020-07-31 23:29:22+00:00,active,True,True,2,6,0,0,,,2020-07-31 23:32:25,2020
13,16,16,True,12,True,2020-07-31 23:29:37+00:00,active,True,True,2,5,0,0,,,2020-07-31 23:32:25,2020
