,station_id,last_reported,num_bikes_available,num_docks_available,is_installed,legacy_id,station_status,num_docks_disabled,eightd_has_available_keys,num_ebikes_available,num_bikes_disabled,is_returning,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-15 20:07:00+00:00,3,12,True,3,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
1,4,2020-08-15 19:34:14+00:00,6,12,True,4,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
2,5,2020-08-15 20:05:34+00:00,1,13,True,5,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
3,6,2020-08-15 20:07:18+00:00,1,12,True,6,active,0,False,0,2,True,True,,,2020-08-15 20:07:35,2020
4,7,2020-08-15 19:59:21+00:00,4,10,True,7,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
5,8,2020-08-15 20:00:12+00:00,4,14,True,8,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
6,9,2020-08-15 20:05:53+00:00,13,1,True,9,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
7,10,2020-08-15 18:56:20+00:00,8,3,True,10,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
8,11,2020-08-15 20:00:04+00:00,11,3,True,11,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
9,12,2020-08-15 20:06:34+00:00,11,6,True,12,active,0,True,0,1,True,True,,,2020-08-15 20:07:35,2020
10,13,2020-08-15 20:02:32+00:00,10,9,True,13,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
11,14,2020-08-15 19:59:48+00:00,15,9,True,14,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
12,15,2020-08-15 18:45:00+00:00,6,8,True,15,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
13,16,2020-08-15 19:49:43+00:00,6,13,True,16,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
14,17,2020-08-15 19:34:07+00:00,0,14,True,17,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
15,19,2020-08-15 19:58:47+00:00,2,13,True,19,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
16,20,2020-08-15 20:06:23+00:00,11,12,True,20,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
17,21,2020-08-15 20:05:37+00:00,15,3,True,21,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
18,22,2020-08-15 19:37:57+00:00,27,20,True,22,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
19,23,2020-08-15 20:06:00+00:00,4,17,True,23,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
20,24,2020-08-15 20:04:29+00:00,11,7,True,24,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
21,25,2020-08-15 20:03:23+00:00,7,8,True,25,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
22,26,2020-08-15 20:01:07+00:00,7,8,True,26,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
23,27,2020-08-15 20:05:40+00:00,9,14,True,27,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
24,29,2020-08-15 19:34:54+00:00,4,10,True,29,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
25,30,2020-08-15 20:01:03+00:00,1,13,True,30,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
26,31,2020-08-15 19:51:44+00:00,8,11,True,31,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
27,32,2020-08-15 20:07:16+00:00,12,2,True,32,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
28,33,2020-08-15 19:57:35+00:00,19,8,True,33,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
29,35,2020-08-15 19:40:41+00:00,9,13,True,35,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
30,36,2020-08-15 19:55:03+00:00,21,10,True,36,active,0,True,0,2,True,True,,,2020-08-15 20:07:35,2020
31,37,2020-08-15 19:18:08+00:00,7,8,True,37,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
32,39,2020-08-15 19:42:56+00:00,11,12,True,39,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
33,40,2020-08-15 19:59:57+00:00,5,14,True,40,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
34,41,2020-08-15 19:58:45+00:00,15,12,True,41,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
35,42,2020-08-15 20:01:04+00:00,20,3,True,42,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
36,43,2020-08-15 19:10:03+00:00,1,14,True,43,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
37,44,2020-08-15 19:40:00+00:00,0,23,True,44,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
38,46,2020-08-15 20:07:02+00:00,2,14,True,46,active,0,False,0,3,True,True,,,2020-08-15 20:07:35,2020
39,47,2020-08-15 20:07:24+00:00,7,12,True,47,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
40,48,2020-08-15 20:07:09+00:00,3,16,True,48,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
41,49,2020-08-15 19:40:27+00:00,12,6,True,49,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
42,50,2020-08-15 19:47:15+00:00,4,11,True,50,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
43,51,2020-08-15 19:42:02+00:00,13,2,True,51,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
44,52,2020-08-15 20:00:03+00:00,18,4,True,52,active,0,True,0,1,True,True,,,2020-08-15 20:07:35,2020
45,53,2020-08-15 20:06:42+00:00,2,16,True,53,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
46,54,2020-08-15 20:05:41+00:00,3,10,True,54,active,0,False,0,2,True,True,,,2020-08-15 20:07:35,2020
47,55,2020-08-15 20:06:06+00:00,4,10,True,55,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
48,56,2020-08-15 19:50:46+00:00,15,3,True,56,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
49,57,2020-08-15 19:59:10+00:00,0,14,True,57,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
50,58,2020-08-15 20:04:57+00:00,5,12,True,58,active,0,True,0,2,True,True,,,2020-08-15 20:07:35,2020
51,59,2020-08-15 19:50:23+00:00,1,16,True,59,active,0,True,0,2,True,True,,,2020-08-15 20:07:35,2020
52,60,2020-08-15 20:07:12+00:00,0,18,True,60,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
53,61,2020-08-15 20:01:42+00:00,11,7,True,61,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
54,63,2020-08-15 19:49:14+00:00,9,6,True,63,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
55,64,2020-08-15 19:47:52+00:00,1,17,True,64,active,0,False,0,1,True,True,,,2020-08-15 20:07:35,2020
56,65,2020-08-15 19:41:05+00:00,0,23,True,65,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
57,66,2020-08-15 20:05:00+00:00,4,11,True,66,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
58,67,2020-08-15 20:02:20+00:00,0,27,True,67,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
59,68,2020-08-15 20:02:47+00:00,8,11,True,68,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
60,69,2020-08-15 20:03:50+00:00,0,19,True,69,active,0,True,0,0,True,True,,,2020-08-15 20:07:35,2020
61,70,2020-08-15 20:07:22+00:00,17,6,True,70,active,0,False,0,0,True,True,,,2020-08-15 20:07:35,2020
