,legacy_id,station_id,eightd_has_available_keys,num_bikes_available,is_returning,last_reported,station_status,is_renting,is_installed,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,3,False,0,True,2020-08-01 00:56:03+00:00,active,True,True,0,15,0,0,,,2020-08-01 01:14:30,2020
1,4,4,False,0,True,2020-08-01 00:44:04+00:00,active,True,True,0,19,0,0,,,2020-08-01 01:14:30,2020
2,5,5,False,4,True,2020-08-01 01:14:22+00:00,active,True,True,0,11,0,0,,,2020-08-01 01:14:30,2020
3,6,6,False,2,True,2020-08-01 00:56:59+00:00,active,True,True,0,13,0,0,,,2020-08-01 01:14:30,2020
4,7,7,False,10,True,2020-08-01 00:19:22+00:00,active,True,True,0,5,0,0,,,2020-08-01 01:14:30,2020
5,8,8,False,7,True,2020-08-01 01:00:59+00:00,active,True,True,2,10,0,0,,,2020-08-01 01:14:30,2020
6,9,9,False,13,True,2020-08-01 00:55:50+00:00,active,True,True,0,2,0,0,,,2020-08-01 01:14:30,2020
7,10,10,False,6,True,2020-08-01 00:50:02+00:00,active,True,True,1,4,0,0,,,2020-08-01 01:14:30,2020
8,11,11,False,0,True,2020-08-01 00:15:16+00:00,active,True,True,1,14,0,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'active': True, 'off_dock_count': 20, 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 75}",2020-08-01 01:14:30,2020
9,12,12,True,4,True,2020-08-01 00:54:36+00:00,active,True,True,2,12,0,0,,,2020-08-01 01:14:30,2020
10,13,13,False,5,True,2020-08-01 00:52:41+00:00,active,True,True,0,14,0,0,,,2020-08-01 01:14:30,2020
11,14,14,False,0,True,2020-08-01 01:01:29+00:00,active,True,True,0,25,0,0,,,2020-08-01 01:14:30,2020
12,15,15,False,9,True,2020-08-01 00:48:46+00:00,active,True,True,2,4,0,0,,,2020-08-01 01:14:30,2020
13,16,16,True,10,True,2020-08-01 00:50:54+00:00,active,True,True,2,7,0,0,,,2020-08-01 01:14:30,2020
14,17,17,False,9,True,2020-08-01 00:59:46+00:00,active,True,True,0,6,0,0,,,2020-08-01 01:14:30,2020
15,19,19,False,13,True,2020-08-01 01:03:41+00:00,active,True,True,0,2,0,0,,,2020-08-01 01:14:30,2020
16,20,20,True,3,True,2020-08-01 01:13:46+00:00,active,True,True,0,20,0,0,,,2020-08-01 01:14:30,2020
17,21,21,True,8,True,2020-08-01 01:08:42+00:00,active,True,True,0,10,0,0,,,2020-08-01 01:14:30,2020
18,22,22,True,27,True,2020-08-01 00:31:45+00:00,active,True,True,2,18,0,0,,,2020-08-01 01:14:30,2020
19,23,23,True,21,True,2020-08-01 00:55:18+00:00,active,True,True,0,0,0,0,,,2020-08-01 01:14:30,2020
20,24,24,False,15,True,2020-08-01 01:10:21+00:00,active,True,True,0,4,0,0,,,2020-08-01 01:14:30,2020
21,25,25,False,8,True,2020-08-01 00:58:00+00:00,active,True,True,1,6,0,0,,,2020-08-01 01:14:30,2020
22,26,26,False,12,True,2020-08-01 01:05:29+00:00,active,True,True,1,2,0,0,,,2020-08-01 01:14:30,2020
23,27,27,False,5,True,2020-08-01 01:06:03+00:00,active,True,True,2,16,0,0,,,2020-08-01 01:14:30,2020
24,29,29,False,8,True,2020-07-31 16:37:02+00:00,active,True,True,0,7,0,0,,,2020-08-01 01:14:30,2020
25,30,30,False,3,True,2020-08-01 01:01:41+00:00,active,True,True,1,11,0,0,,,2020-08-01 01:14:30,2020
26,31,31,True,19,True,2020-08-01 01:03:30+00:00,active,True,True,0,0,0,0,,,2020-08-01 01:14:30,2020
27,32,32,False,9,True,2020-08-01 01:12:11+00:00,active,True,True,3,3,0,0,,,2020-08-01 01:14:30,2020
28,33,33,False,25,True,2020-08-01 00:45:35+00:00,active,True,True,0,2,0,0,,,2020-08-01 01:14:30,2020
29,35,35,False,4,True,2020-08-01 00:33:43+00:00,active,True,True,3,16,0,0,,,2020-08-01 01:14:30,2020
30,36,36,True,0,True,2020-08-01 01:02:44+00:00,active,True,True,0,33,0,0,,,2020-08-01 01:14:30,2020
31,37,37,True,1,True,2020-08-01 01:03:27+00:00,active,True,True,0,14,0,0,,,2020-08-01 01:14:30,2020
32,39,39,False,3,True,2020-08-01 00:43:05+00:00,active,True,True,1,19,0,0,,,2020-08-01 01:14:30,2020
33,40,40,False,19,True,2020-08-01 01:10:15+00:00,active,True,True,0,0,0,0,,,2020-08-01 01:14:30,2020
34,41,41,True,14,True,2020-08-01 01:10:36+00:00,active,True,True,1,12,0,0,,,2020-08-01 01:14:30,2020
35,42,42,False,17,True,2020-08-01 01:08:51+00:00,active,True,True,0,6,0,0,,,2020-08-01 01:14:30,2020
36,43,43,True,13,True,2020-08-01 00:47:39+00:00,active,True,True,0,2,0,0,,,2020-08-01 01:14:30,2020
37,44,44,False,9,True,2020-08-01 01:08:21+00:00,active,True,True,0,14,0,0,,,2020-08-01 01:14:30,2020
38,46,46,False,15,True,2020-08-01 01:13:13+00:00,active,True,True,0,4,0,0,,,2020-08-01 01:14:30,2020
39,47,47,True,19,True,2020-08-01 00:26:20+00:00,active,True,True,0,0,0,0,,,2020-08-01 01:14:30,2020
40,48,48,False,5,True,2020-08-01 01:12:07+00:00,active,True,True,0,14,0,0,,,2020-08-01 01:14:30,2020
41,49,49,False,3,True,2020-08-01 01:09:08+00:00,active,True,True,0,15,0,0,,,2020-08-01 01:14:30,2020
42,50,50,True,6,True,2020-08-01 00:27:37+00:00,active,True,True,0,9,0,0,,,2020-08-01 01:14:30,2020
43,51,51,False,6,True,2020-08-01 01:13:48+00:00,active,True,True,2,7,0,0,,,2020-08-01 01:14:30,2020
44,52,52,True,13,True,2020-08-01 01:11:21+00:00,active,True,True,1,9,0,0,,,2020-08-01 01:14:30,2020
45,53,53,False,12,True,2020-08-01 01:11:46+00:00,active,True,True,1,6,0,0,,,2020-08-01 01:14:30,2020
46,54,54,False,2,True,2020-08-01 01:08:30+00:00,active,True,True,0,13,0,0,,,2020-08-01 01:14:30,2020
