,last_reported,is_returning,num_bikes_disabled,station_id,is_renting,num_docks_disabled,num_ebikes_available,is_installed,num_bikes_available,station_status,num_docks_available,eightd_has_available_keys,legacy_id,timestamp_of_data_read_request,year_station_last_reported
163,2020-08-05 04:13:21+00:00,True,1,189,True,0,0,True,0,active,22,False,189,2020-08-05 06:08:10,2020
164,2020-08-05 05:12:29+00:00,True,0,190,True,0,0,True,13,active,24,True,190,2020-08-05 06:08:10,2020
165,2020-08-05 04:49:52+00:00,True,0,191,True,0,0,True,4,active,11,False,191,2020-08-05 06:08:10,2020
166,2020-08-05 05:54:10+00:00,True,0,192,True,0,0,True,0,active,19,False,192,2020-08-05 06:08:10,2020
167,2020-08-05 01:56:15+00:00,True,1,193,True,0,0,True,9,active,5,True,193,2020-08-05 06:08:10,2020
168,2020-08-05 03:51:55+00:00,True,0,194,True,0,0,True,7,active,12,False,194,2020-08-05 06:08:10,2020
169,2020-08-05 03:40:28+00:00,True,0,195,True,0,0,True,16,active,7,False,195,2020-08-05 06:08:10,2020
170,2020-08-05 03:19:11+00:00,True,0,196,True,0,0,True,1,active,9,True,196,2020-08-05 06:08:10,2020
171,2020-08-05 00:04:23+00:00,True,0,197,True,0,0,True,1,active,14,False,197,2020-08-05 06:08:10,2020
172,2020-08-04 22:49:17+00:00,True,0,199,True,0,0,True,14,active,1,False,199,2020-08-05 06:08:10,2020
173,2020-08-05 04:41:56+00:00,True,1,200,True,0,0,True,16,active,2,False,200,2020-08-05 06:08:10,2020
174,2020-08-04 12:17:44+00:00,True,0,201,True,0,0,True,0,active,15,False,201,2020-08-05 06:08:10,2020
175,2020-08-04 18:10:32+00:00,True,1,202,True,0,0,True,0,active,14,False,202,2020-08-05 06:08:10,2020
176,2020-08-04 08:21:44+00:00,True,0,203,True,0,0,True,6,active,9,False,203,2020-08-05 06:08:10,2020
177,2020-08-04 22:48:50+00:00,True,1,204,True,0,0,True,2,active,12,False,204,2020-08-05 06:08:10,2020
178,2020-08-04 19:24:51+00:00,True,0,205,True,0,0,True,8,active,7,False,205,2020-08-05 06:08:10,2020
179,2020-08-05 03:36:18+00:00,True,0,206,True,0,0,True,8,active,15,False,206,2020-08-05 06:08:10,2020
180,2020-08-05 00:47:59+00:00,True,0,208,True,0,0,True,11,active,4,True,208,2020-08-05 06:08:10,2020
181,2020-08-04 23:49:19+00:00,True,0,209,True,0,0,True,8,active,7,False,209,2020-08-05 06:08:10,2020
182,2020-08-05 04:36:16+00:00,True,1,210,True,0,0,True,3,active,11,False,210,2020-08-05 06:08:10,2020
183,2020-08-05 01:17:09+00:00,True,0,211,True,0,0,True,17,active,2,False,211,2020-08-05 06:08:10,2020
184,2020-08-05 04:01:19+00:00,True,0,212,True,0,0,True,19,active,14,False,212,2020-08-05 06:08:10,2020
185,2020-08-05 00:54:10+00:00,True,0,213,True,0,0,True,7,active,9,True,213,2020-08-05 06:08:10,2020
186,2020-08-05 03:43:30+00:00,True,0,214,True,0,0,True,7,active,8,False,214,2020-08-05 06:08:10,2020
187,2020-08-05 05:21:34+00:00,True,0,215,True,0,0,True,13,active,2,False,215,2020-08-05 06:08:10,2020
188,2020-08-04 18:10:19+00:00,True,0,216,True,0,0,True,12,active,7,False,216,2020-08-05 06:08:10,2020
189,2020-08-05 00:16:43+00:00,True,1,217,True,0,0,True,17,active,1,False,217,2020-08-05 06:08:10,2020
190,2020-08-05 02:59:11+00:00,True,1,218,True,0,0,True,6,active,8,False,218,2020-08-05 06:08:10,2020
191,2020-08-05 03:58:44+00:00,True,0,219,True,0,0,True,10,active,5,False,219,2020-08-05 06:08:10,2020
192,2020-08-05 05:27:49+00:00,True,0,221,True,0,0,True,14,active,5,False,221,2020-08-05 06:08:10,2020
193,2020-08-05 02:52:44+00:00,True,0,222,True,0,0,True,7,active,7,True,222,2020-08-05 06:08:10,2020
194,2020-08-05 01:31:10+00:00,True,0,224,True,0,0,True,6,active,11,False,224,2020-08-05 06:08:10,2020
195,2020-08-05 04:53:40+00:00,True,0,225,True,0,0,True,10,active,9,False,225,2020-08-05 06:08:10,2020
196,2020-08-05 05:30:49+00:00,True,0,226,True,0,0,True,12,active,3,False,226,2020-08-05 06:08:10,2020
197,2020-08-05 04:45:07+00:00,True,0,227,True,0,0,True,4,active,15,False,227,2020-08-05 06:08:10,2020
198,2020-08-05 00:40:35+00:00,True,0,228,True,0,0,True,12,active,7,False,228,2020-08-05 06:08:10,2020
199,2020-08-05 01:12:26+00:00,True,0,232,True,0,0,True,1,active,10,False,232,2020-08-05 06:08:10,2020
200,2020-08-05 05:11:43+00:00,True,0,233,True,0,0,True,5,active,10,False,233,2020-08-05 06:08:10,2020
201,2020-08-04 23:50:55+00:00,True,0,234,True,0,0,True,4,active,11,False,234,2020-08-05 06:08:10,2020
202,2020-08-05 02:50:39+00:00,True,1,235,True,0,0,True,5,active,9,False,235,2020-08-05 06:08:10,2020
203,2020-08-05 00:14:33+00:00,True,0,236,True,0,0,True,10,active,5,False,236,2020-08-05 06:08:10,2020
204,2020-08-05 04:41:46+00:00,True,0,239,True,0,0,True,14,active,1,False,239,2020-08-05 06:08:10,2020
205,2020-08-04 22:15:33+00:00,True,0,255,True,0,0,True,12,active,3,False,255,2020-08-05 06:08:10,2020
206,2020-08-04 19:25:29+00:00,True,0,258,True,0,0,True,15,active,0,False,258,2020-08-05 06:08:10,2020
207,2020-08-04 09:01:37+00:00,True,0,259,True,0,0,True,0,active,15,False,259,2020-08-05 06:08:10,2020
208,2020-08-05 04:08:44+00:00,True,0,260,True,0,0,True,3,active,12,False,260,2020-08-05 06:08:10,2020
209,2020-08-05 04:27:34+00:00,True,0,271,True,0,0,True,5,active,10,False,271,2020-08-05 06:08:10,2020
210,2020-08-04 20:21:43+00:00,True,0,272,True,0,0,True,5,active,14,False,272,2020-08-05 06:08:10,2020
211,2020-08-05 04:05:10+00:00,True,1,273,True,0,0,True,24,active,15,False,273,2020-08-05 06:08:10,2020
