,num_ebikes_available,is_installed,num_docks_disabled,is_renting,last_reported,num_bikes_disabled,eightd_has_available_keys,station_status,num_bikes_available,legacy_id,num_docks_available,station_id,is_returning,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,True,0,True,2020-07-29 20:28:21+00:00,2,True,active,3,3,10,3,True,,,2020-07-29 20:47:55,2020
1,0,True,0,True,2020-07-29 20:43:15+00:00,0,False,active,13,4,6,4,True,,,2020-07-29 20:47:55,2020
2,0,True,0,True,2020-07-29 20:31:19+00:00,1,False,active,6,5,8,5,True,,,2020-07-29 20:47:55,2020
3,0,True,0,True,2020-07-29 20:34:58+00:00,0,False,active,13,6,2,6,True,,,2020-07-29 20:47:55,2020
4,0,True,0,True,2020-07-29 19:59:11+00:00,0,False,active,7,7,8,7,True,,,2020-07-29 20:47:55,2020
5,0,True,0,True,2020-07-29 20:36:47+00:00,1,False,active,5,8,13,8,True,,,2020-07-29 20:47:55,2020
6,0,True,0,True,2020-07-29 20:25:18+00:00,2,False,active,4,9,9,9,True,,,2020-07-29 20:47:55,2020
7,0,True,0,True,2020-07-29 20:27:21+00:00,1,False,active,3,10,7,10,True,,,2020-07-29 20:47:55,2020
8,0,True,0,True,2020-07-29 20:47:29+00:00,2,False,active,8,11,5,11,True,"{'dock_blocked_count': 0, 'off_dock_count': 40, 'active': True, 'region': 'BOS', 'valet_revision': 69, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-29 20:47:55,2020
9,0,True,0,True,2020-07-29 20:43:40+00:00,1,True,active,8,12,9,12,True,,,2020-07-29 20:47:55,2020
10,0,True,0,True,2020-07-29 20:46:48+00:00,0,False,active,6,13,13,13,True,,,2020-07-29 20:47:55,2020
11,0,True,0,True,2020-07-29 20:47:21+00:00,0,False,active,8,14,17,14,True,,,2020-07-29 20:47:55,2020
12,0,True,0,True,2020-07-29 20:47:09+00:00,0,False,active,7,15,8,15,True,,,2020-07-29 20:47:55,2020
13,0,True,0,True,2020-07-29 20:45:35+00:00,2,True,active,10,16,7,16,True,,,2020-07-29 20:47:55,2020
14,0,True,0,True,2020-07-29 20:45:47+00:00,0,False,active,12,17,3,17,True,,,2020-07-29 20:47:55,2020
15,0,True,0,True,2020-07-29 20:27:55+00:00,0,False,active,0,19,15,19,True,,,2020-07-29 20:47:55,2020
16,0,True,0,True,2020-07-29 20:43:11+00:00,1,False,active,6,20,16,20,True,,,2020-07-29 20:47:55,2020
17,0,True,0,True,2020-07-29 20:05:21+00:00,0,False,active,2,21,16,21,True,,,2020-07-29 20:47:55,2020
18,0,True,0,True,2020-07-29 20:47:38+00:00,1,True,active,15,22,31,22,True,,,2020-07-29 20:47:55,2020
19,0,True,0,True,2020-07-29 20:29:52+00:00,0,True,active,8,23,13,23,True,,,2020-07-29 20:47:55,2020
20,0,True,0,True,2020-07-29 20:30:32+00:00,1,False,active,7,24,11,24,True,,,2020-07-29 20:47:55,2020
21,0,True,0,True,2020-07-29 20:44:04+00:00,0,False,active,5,25,10,25,True,,,2020-07-29 20:47:55,2020
22,0,True,0,True,2020-07-29 20:38:48+00:00,0,False,active,15,26,0,26,True,,,2020-07-29 20:47:55,2020
23,0,True,0,True,2020-07-29 20:41:41+00:00,1,False,active,14,27,8,27,True,,,2020-07-29 20:47:55,2020
24,0,True,0,True,2020-07-29 18:15:44+00:00,0,False,active,12,29,3,29,True,,,2020-07-29 20:47:55,2020
25,0,True,0,True,2020-07-29 20:13:31+00:00,0,False,active,12,30,3,30,True,,,2020-07-29 20:47:55,2020
