,is_installed,station_status,last_reported,legacy_id,num_ebikes_available,num_bikes_disabled,is_returning,num_docks_disabled,num_docks_available,num_bikes_available,eightd_has_available_keys,station_id,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
307,False,out_of_service,1970-01-02 00:00:00+00:00,420,0,0,False,0,0,0,False,420,False,,,2020-08-13 13:27:55,1970
308,True,active,2020-08-13 12:35:10+00:00,421,0,0,True,0,5,14,False,421,True,,,2020-08-13 13:27:55,2020
309,True,active,2020-08-13 12:04:13+00:00,422,0,0,True,0,11,4,False,422,True,,,2020-08-13 13:27:55,2020
310,True,active,2020-08-13 13:23:03+00:00,423,0,0,True,0,16,3,False,423,True,,,2020-08-13 13:27:55,2020
311,True,active,2020-08-13 11:07:11+00:00,424,0,0,True,0,16,3,False,424,True,,,2020-08-13 13:27:55,2020
312,True,active,2020-08-13 12:58:26+00:00,425,0,0,True,0,9,0,False,425,True,,,2020-08-13 13:27:55,2020
313,True,active,2020-08-13 13:26:46+00:00,426,0,0,True,0,12,15,False,426,True,,,2020-08-13 13:27:55,2020
314,True,active,2020-08-13 11:52:59+00:00,427,0,0,True,0,8,5,False,427,True,,,2020-08-13 13:27:55,2020
315,True,active,2020-08-13 13:06:51+00:00,428,0,0,True,0,11,8,False,428,True,,,2020-08-13 13:27:55,2020
316,True,active,2020-08-13 04:03:59+00:00,430,0,0,True,0,4,15,False,430,True,,,2020-08-13 13:27:55,2020
317,True,active,2020-08-13 10:04:53+00:00,431,0,0,True,0,13,2,False,431,True,,,2020-08-13 13:27:55,2020
318,True,active,2020-08-13 03:24:42+00:00,432,0,0,True,0,11,8,False,432,True,,,2020-08-13 13:27:55,2020
319,True,active,2020-08-13 03:26:11+00:00,433,0,0,True,0,18,1,False,433,True,,,2020-08-13 13:27:55,2020
320,True,active,2020-08-13 03:24:35+00:00,434,0,0,True,0,19,0,False,434,True,,,2020-08-13 13:27:55,2020
321,True,active,2020-08-13 11:55:21+00:00,435,0,0,True,0,9,6,False,435,True,,,2020-08-13 13:27:55,2020
322,True,active,2020-08-13 13:13:04+00:00,436,0,0,True,0,8,7,False,436,True,,,2020-08-13 13:27:55,2020
323,True,active,2020-08-13 13:24:42+00:00,437,0,1,True,0,7,11,False,437,True,,,2020-08-13 13:27:55,2020
324,True,active,2020-08-13 11:37:45+00:00,440,0,0,True,0,5,12,False,440,True,,,2020-08-13 13:27:55,2020
325,True,active,2020-08-13 11:15:30+00:00,441,0,0,True,0,3,16,False,441,True,,,2020-08-13 13:27:55,2020
326,True,active,2020-08-13 13:26:16+00:00,442,0,1,True,0,3,11,False,442,True,,,2020-08-13 13:27:55,2020
327,True,active,2020-08-13 04:56:48+00:00,443,0,0,True,0,14,5,False,443,True,,,2020-08-13 13:27:55,2020
328,True,active,2020-08-13 12:14:52+00:00,445,0,0,True,0,8,11,False,445,True,,,2020-08-13 13:27:55,2020
329,True,active,2020-08-13 13:23:52+00:00,446,0,0,True,0,1,11,False,446,True,,,2020-08-13 13:27:55,2020
330,True,active,2020-08-13 12:54:52+00:00,447,0,0,True,0,11,8,False,447,True,,,2020-08-13 13:27:55,2020
331,True,active,2020-08-13 04:03:15+00:00,448,0,0,True,0,8,3,False,448,True,,,2020-08-13 13:27:55,2020
332,False,out_of_service,1970-01-02 00:00:00+00:00,449,0,0,True,0,0,0,False,449,True,,,2020-08-13 13:27:55,1970
333,True,active,2020-08-13 12:52:47+00:00,450,0,0,True,0,4,11,False,450,True,,,2020-08-13 13:27:55,2020
334,True,active,2020-08-13 13:22:45+00:00,451,0,1,True,0,9,5,False,451,True,,,2020-08-13 13:27:55,2020
335,True,active,2020-08-13 13:20:04+00:00,452,0,0,True,0,11,4,False,452,True,,,2020-08-13 13:27:55,2020
336,True,active,2020-08-13 12:48:58+00:00,453,0,1,True,0,12,2,False,453,True,,,2020-08-13 13:27:55,2020
337,True,active,2020-08-13 12:49:46+00:00,454,0,0,True,0,9,6,False,454,True,,,2020-08-13 13:27:55,2020
338,True,active,2020-08-12 23:31:24+00:00,455,0,1,False,0,11,0,False,455,False,,,2020-08-13 13:27:55,2020
339,True,active,2020-08-13 04:04:11+00:00,456,0,1,True,0,11,7,False,456,True,,,2020-08-13 13:27:55,2020
340,True,active,2020-08-13 07:15:13+00:00,457,0,0,True,0,8,3,False,457,True,,,2020-08-13 13:27:55,2020
341,True,active,2020-08-13 07:14:52+00:00,458,0,1,True,0,0,10,False,458,True,,,2020-08-13 13:27:55,2020
