,num_docks_available,num_docks_disabled,last_reported,num_ebikes_available,station_id,station_status,is_renting,num_bikes_disabled,is_installed,legacy_id,num_bikes_available,is_returning,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,13,0,2020-07-30 01:20:32+00:00,0,3,active,True,2,True,3,0,True,True,,,2020-07-30 01:23:40,2020
1,1,0,2020-07-30 01:07:04+00:00,0,4,active,True,1,True,4,17,True,False,,,2020-07-30 01:23:40,2020
2,5,0,2020-07-30 01:17:23+00:00,0,5,active,True,0,True,5,10,True,False,,,2020-07-30 01:23:40,2020
3,4,0,2020-07-30 01:18:39+00:00,0,6,active,True,0,True,6,11,True,False,,,2020-07-30 01:23:40,2020
4,9,0,2020-07-30 01:16:30+00:00,0,7,active,True,1,True,7,5,True,False,,,2020-07-30 01:23:40,2020
5,4,0,2020-07-30 01:22:19+00:00,0,8,active,True,3,True,8,12,True,False,,,2020-07-30 01:23:40,2020
6,10,0,2020-07-30 01:01:29+00:00,0,9,active,True,1,True,9,4,True,False,,,2020-07-30 01:23:40,2020
7,11,0,2020-07-30 00:54:27+00:00,0,10,active,True,0,True,10,0,True,False,,,2020-07-30 01:23:40,2020
8,14,0,2020-07-30 01:09:05+00:00,0,11,active,True,1,True,11,0,True,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 12, 'region': 'BOS', 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 69, 'dock_blocked_count': 0, 'off_dock_capacity': 50}",2020-07-30 01:23:40,2020
9,10,0,2020-07-30 01:22:14+00:00,0,12,active,True,1,True,12,7,True,True,,,2020-07-30 01:23:40,2020
10,19,0,2020-07-30 01:11:35+00:00,0,13,active,True,0,True,13,0,True,False,,,2020-07-30 01:23:40,2020
11,24,0,2020-07-30 01:21:01+00:00,0,14,active,True,0,True,14,1,True,False,,,2020-07-30 01:23:40,2020
12,3,0,2020-07-30 00:59:30+00:00,0,15,active,True,0,True,15,12,True,False,,,2020-07-30 01:23:40,2020
13,15,0,2020-07-30 01:06:31+00:00,0,16,active,True,2,True,16,2,True,True,,,2020-07-30 01:23:40,2020
14,3,0,2020-07-30 01:20:47+00:00,0,17,active,True,0,True,17,12,True,False,,,2020-07-30 01:23:40,2020
15,10,0,2020-07-30 00:41:16+00:00,0,19,active,True,0,True,19,5,True,False,,,2020-07-30 01:23:40,2020
16,11,0,2020-07-30 01:23:28+00:00,0,20,active,True,1,True,20,11,True,False,,,2020-07-30 01:23:40,2020
17,7,0,2020-07-30 01:05:19+00:00,0,21,active,True,0,True,21,11,True,False,,,2020-07-30 01:23:40,2020
18,29,0,2020-07-30 00:08:14+00:00,0,22,active,True,1,True,22,17,True,True,,,2020-07-30 01:23:40,2020
19,21,0,2020-07-30 00:43:30+00:00,0,23,active,True,0,True,23,0,True,True,,,2020-07-30 01:23:40,2020
20,3,0,2020-07-30 01:23:28+00:00,0,24,active,True,1,True,24,15,True,False,,,2020-07-30 01:23:40,2020
21,1,0,2020-07-30 00:33:57+00:00,0,25,active,True,0,True,25,14,True,False,,,2020-07-30 01:23:40,2020
22,10,0,2020-07-30 00:13:40+00:00,0,26,active,True,1,True,26,4,True,False,,,2020-07-30 01:23:40,2020
23,14,0,2020-07-30 01:11:01+00:00,0,27,active,True,2,True,27,7,True,False,,,2020-07-30 01:23:40,2020
24,8,0,2020-07-30 00:20:39+00:00,0,29,active,True,0,True,29,7,True,False,,,2020-07-30 01:23:40,2020
25,14,0,2020-07-30 01:15:55+00:00,0,30,active,True,0,True,30,1,True,False,,,2020-07-30 01:23:40,2020
26,9,0,2020-07-29 23:42:49+00:00,0,31,active,True,1,True,31,9,True,True,,,2020-07-30 01:23:40,2020
27,9,0,2020-07-30 01:20:25+00:00,0,32,active,True,1,True,32,5,True,False,,,2020-07-30 01:23:40,2020
28,10,0,2020-07-30 01:13:38+00:00,0,33,active,True,1,True,33,16,True,False,,,2020-07-30 01:23:40,2020
29,23,0,2020-07-30 01:10:58+00:00,0,35,active,True,0,True,35,0,True,False,,,2020-07-30 01:23:40,2020
30,15,0,2020-07-30 00:50:50+00:00,0,36,active,True,0,True,36,18,True,True,,,2020-07-30 01:23:40,2020
31,12,0,2020-07-29 23:52:20+00:00,0,37,active,True,0,True,37,3,True,True,,,2020-07-30 01:23:40,2020
32,6,0,2020-07-30 01:15:57+00:00,0,39,active,True,1,True,39,16,True,False,,,2020-07-30 01:23:40,2020
33,17,0,2020-07-30 01:09:55+00:00,0,40,active,True,0,True,40,2,True,False,,,2020-07-30 01:23:40,2020
34,13,0,2020-07-30 01:07:51+00:00,0,41,active,True,1,True,41,13,True,True,,,2020-07-30 01:23:40,2020
35,3,0,2020-07-30 01:21:23+00:00,0,42,active,True,1,True,42,19,True,False,,,2020-07-30 01:23:40,2020
36,12,0,2020-07-30 01:13:18+00:00,0,43,active,True,0,True,43,3,True,True,,,2020-07-30 01:23:40,2020
37,9,0,2020-07-30 00:12:08+00:00,0,44,active,True,1,True,44,13,True,False,,,2020-07-30 01:23:40,2020
38,7,0,2020-07-30 01:23:16+00:00,0,46,active,True,1,True,46,11,True,False,,,2020-07-30 01:23:40,2020
39,4,0,2020-07-30 01:21:47+00:00,0,47,active,True,0,True,47,15,True,True,,,2020-07-30 01:23:40,2020
40,19,0,2020-07-29 23:43:25+00:00,0,48,active,True,0,True,48,0,True,False,,,2020-07-30 01:23:40,2020
41,13,0,2020-07-30 01:22:15+00:00,0,49,active,True,0,True,49,5,True,False,,,2020-07-30 01:23:40,2020
42,9,0,2020-07-30 00:06:34+00:00,0,50,active,True,0,True,50,6,True,True,,,2020-07-30 01:23:40,2020
43,12,0,2020-07-30 01:21:31+00:00,0,51,active,True,2,True,51,1,True,False,,,2020-07-30 01:23:40,2020
44,15,0,2020-07-30 01:04:15+00:00,0,52,active,True,0,True,52,8,True,True,,,2020-07-30 01:23:40,2020
45,15,0,2020-07-30 01:17:08+00:00,0,53,active,True,0,True,53,4,True,False,,,2020-07-30 01:23:40,2020
46,15,0,2020-07-30 01:21:09+00:00,0,54,active,True,0,True,54,0,True,False,,,2020-07-30 01:23:40,2020
47,2,0,2020-07-30 00:56:18+00:00,0,55,active,True,1,True,55,12,True,False,,,2020-07-30 01:23:40,2020
48,8,0,2020-07-30 00:07:05+00:00,0,56,active,True,0,True,56,10,True,True,,,2020-07-30 01:23:40,2020
49,4,0,2020-07-30 01:11:53+00:00,0,57,active,True,0,True,57,10,True,True,,,2020-07-30 01:23:40,2020
50,3,0,2020-07-30 01:22:42+00:00,0,58,active,True,0,True,58,16,True,True,,,2020-07-30 01:23:40,2020
51,12,0,2020-07-30 01:18:18+00:00,0,59,active,True,0,True,59,7,True,True,,,2020-07-30 01:23:40,2020
52,9,0,2020-07-30 01:20:45+00:00,0,60,active,True,0,True,60,10,True,False,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 2, 'region': 'BOS', 'active': True, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 61, 'dock_blocked_count': 0, 'off_dock_capacity': 40}",2020-07-30 01:23:40,2020
53,14,0,2020-07-30 01:18:33+00:00,0,61,active,True,0,True,61,5,True,False,,,2020-07-30 01:23:40,2020
54,3,0,2020-07-29 23:16:15+00:00,0,63,active,True,0,True,63,12,True,False,,,2020-07-30 01:23:40,2020
55,3,0,2020-07-30 00:49:44+00:00,0,64,active,True,2,True,64,14,True,False,,,2020-07-30 01:23:40,2020
56,12,0,2020-07-30 00:35:56+00:00,0,65,active,True,1,True,65,10,True,False,,,2020-07-30 01:23:40,2020
57,0,0,2020-07-30 01:11:48+00:00,0,66,active,True,1,True,66,14,True,False,,,2020-07-30 01:23:40,2020
58,13,0,2020-07-30 01:23:28+00:00,0,67,active,True,0,True,67,14,True,True,,,2020-07-30 01:23:40,2020
59,18,0,2020-07-30 01:13:04+00:00,0,68,active,True,1,True,68,0,True,True,,,2020-07-30 01:23:40,2020
60,10,0,2020-07-30 01:10:33+00:00,0,69,active,True,1,True,69,8,True,True,,,2020-07-30 01:23:40,2020
61,21,0,2020-07-30 01:13:39+00:00,0,70,active,True,0,True,70,2,True,False,,,2020-07-30 01:23:40,2020
62,1,0,2020-07-30 01:04:40+00:00,0,71,active,True,0,True,71,22,True,False,,,2020-07-30 01:23:40,2020
63,21,0,2020-07-30 00:55:52+00:00,0,72,active,True,0,True,72,2,True,False,,,2020-07-30 01:23:40,2020
64,1,0,2020-07-30 01:17:04+00:00,0,73,active,True,1,True,73,13,True,False,,,2020-07-30 01:23:40,2020
65,7,0,2020-07-30 01:08:16+00:00,0,74,active,True,1,True,74,11,True,True,,,2020-07-30 01:23:40,2020
66,15,0,2020-07-29 22:38:51+00:00,0,75,active,True,0,True,75,0,True,False,,,2020-07-30 01:23:40,2020
67,13,0,2020-07-30 01:16:03+00:00,0,76,active,True,1,True,76,3,True,False,,,2020-07-30 01:23:40,2020
68,4,0,2020-07-30 01:23:21+00:00,0,77,active,True,0,True,77,11,True,False,,,2020-07-30 01:23:40,2020
69,0,0,2020-07-30 01:18:26+00:00,0,78,active,True,0,True,78,19,True,False,,,2020-07-30 01:23:40,2020
70,6,0,2020-07-30 01:22:13+00:00,0,79,active,True,1,True,79,12,True,False,,,2020-07-30 01:23:40,2020
71,22,0,2020-07-30 01:18:02+00:00,0,80,active,True,1,True,80,12,True,False,,,2020-07-30 01:23:40,2020
72,15,0,2020-07-30 01:16:53+00:00,0,81,active,True,1,True,81,3,True,False,,,2020-07-30 01:23:40,2020
73,15,0,2020-07-29 23:31:25+00:00,0,82,active,True,0,True,82,0,True,False,,,2020-07-30 01:23:40,2020
74,3,0,2020-07-30 01:07:33+00:00,0,84,active,True,1,True,84,11,True,False,,,2020-07-30 01:23:40,2020
75,18,0,2020-07-30 00:02:08+00:00,0,85,active,True,1,True,85,0,True,False,,,2020-07-30 01:23:40,2020
76,10,0,2020-07-30 01:23:02+00:00,0,86,active,True,1,True,86,8,True,False,,,2020-07-30 01:23:40,2020
77,14,0,2020-07-30 01:10:05+00:00,0,87,active,True,1,True,87,0,True,False,,,2020-07-30 01:23:40,2020
78,5,0,2020-07-30 00:19:46+00:00,0,89,active,True,0,True,89,14,True,False,,,2020-07-30 01:23:40,2020
79,10,0,2020-07-30 01:23:27+00:00,0,90,active,True,2,True,90,7,True,False,,,2020-07-30 01:23:40,2020
80,16,0,2020-07-30 00:54:32+00:00,0,91,active,True,2,True,91,1,True,False,,,2020-07-30 01:23:40,2020
81,9,0,2020-07-30 00:56:35+00:00,0,92,active,True,1,True,92,9,True,False,,,2020-07-30 01:23:40,2020
82,11,0,2020-07-30 01:20:07+00:00,0,93,active,True,2,True,93,2,True,False,,,2020-07-30 01:23:40,2020
83,5,0,2020-07-30 00:59:39+00:00,0,94,active,True,0,True,94,6,True,False,,,2020-07-30 01:23:40,2020
84,2,0,2020-07-30 01:21:20+00:00,0,95,active,True,1,True,95,12,True,False,,,2020-07-30 01:23:40,2020
85,12,0,2020-07-30 01:00:26+00:00,0,96,active,True,2,True,96,5,True,False,,,2020-07-30 01:23:40,2020
86,14,0,2020-07-30 01:05:17+00:00,0,97,active,True,1,True,97,4,True,False,,,2020-07-30 01:23:40,2020
87,13,0,2020-07-30 00:42:12+00:00,0,98,active,True,0,True,98,9,True,False,,,2020-07-30 01:23:40,2020
88,2,0,2020-07-30 01:20:35+00:00,0,99,active,True,0,True,99,13,True,False,,,2020-07-30 01:23:40,2020
89,7,0,2020-07-30 01:23:32+00:00,0,100,active,True,1,True,100,17,True,True,,,2020-07-30 01:23:40,2020
90,11,0,2020-07-30 01:22:41+00:00,0,101,active,True,0,True,101,4,True,False,,,2020-07-30 01:23:40,2020
91,11,0,2020-07-30 01:18:50+00:00,0,102,active,True,0,True,102,4,True,False,,,2020-07-30 01:23:40,2020
92,10,0,2020-07-30 00:54:00+00:00,0,103,active,True,1,True,103,4,True,False,,,2020-07-30 01:23:40,2020
93,4,0,2020-07-30 00:57:08+00:00,0,104,active,True,1,True,104,14,True,False,,,2020-07-30 01:23:40,2020
94,6,0,2020-07-30 01:21:30+00:00,0,105,active,True,0,True,105,13,True,False,,,2020-07-30 01:23:40,2020
95,4,0,2020-07-29 12:13:40+00:00,0,106,active,True,0,True,106,11,True,False,,,2020-07-30 01:23:40,2020
96,7,0,2020-07-30 01:19:30+00:00,0,107,active,True,1,True,107,11,True,False,,,2020-07-30 01:23:40,2020
