,is_installed,station_status,is_renting,eightd_has_available_keys,num_ebikes_available,num_bikes_available,valet,legacy_id,is_returning,num_docks_available,station_id,num_docks_disabled,last_reported,num_bikes_disabled,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,active,True,False,0,10,"{'dock_blocked_count': 0, 'active': True, 'off_dock_count': 0, 'off_dock_capacity': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'valet_revision': 3}",296,True,12,296,0,2020-08-03 00:36:12+00:00,1,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],2020-08-03 01:36:50,2020
1,True,active,True,True,0,6,,3,True,8,3,0,2020-08-02 23:51:58+00:00,1,,2020-08-03 01:36:50,2020
2,True,active,True,False,0,8,,4,True,11,4,0,2020-08-03 01:30:16+00:00,0,,2020-08-03 01:36:50,2020
3,True,active,True,False,0,2,,5,True,12,5,0,2020-08-03 01:32:18+00:00,1,,2020-08-03 01:36:50,2020
4,True,active,True,False,0,5,,6,True,10,6,0,2020-08-03 01:28:34+00:00,0,,2020-08-03 01:36:50,2020
5,True,active,True,False,0,12,,7,True,3,7,0,2020-08-03 01:17:43+00:00,0,,2020-08-03 01:36:50,2020
6,True,active,True,False,0,12,,8,True,4,8,0,2020-08-03 01:35:08+00:00,3,,2020-08-03 01:36:50,2020
7,True,active,True,False,0,5,,9,True,10,9,0,2020-08-03 01:21:01+00:00,0,,2020-08-03 01:36:50,2020
8,True,active,True,False,0,1,,10,True,8,10,0,2020-08-03 01:16:47+00:00,2,,2020-08-03 01:36:50,2020
9,True,active,True,False,0,1,,11,True,13,11,0,2020-08-03 01:12:52+00:00,1,,2020-08-03 01:36:50,2020
10,True,active,True,True,0,6,,12,True,11,12,0,2020-08-03 01:20:35+00:00,1,,2020-08-03 01:36:50,2020
11,True,active,True,False,0,11,,13,True,8,13,0,2020-08-03 01:09:47+00:00,0,,2020-08-03 01:36:50,2020
12,True,active,True,False,0,6,,14,True,18,14,0,2020-08-03 01:36:03+00:00,1,,2020-08-03 01:36:50,2020
13,True,active,True,False,0,8,,15,True,7,15,0,2020-08-03 00:31:54+00:00,0,,2020-08-03 01:36:50,2020
14,True,active,True,True,0,9,,16,True,10,16,0,2020-08-03 01:29:15+00:00,0,,2020-08-03 01:36:50,2020
15,True,active,True,False,0,10,,17,True,4,17,0,2020-08-03 01:24:47+00:00,1,,2020-08-03 01:36:50,2020
16,True,active,True,False,0,2,,19,True,13,19,0,2020-08-02 23:41:27+00:00,0,,2020-08-03 01:36:50,2020
17,True,active,True,True,0,13,,20,True,10,20,0,2020-08-03 00:30:48+00:00,0,,2020-08-03 01:36:50,2020
18,True,active,True,True,0,7,,21,True,11,21,0,2020-08-03 01:20:15+00:00,0,,2020-08-03 01:36:50,2020
19,True,active,True,True,0,10,,22,True,37,22,0,2020-08-03 01:30:08+00:00,0,,2020-08-03 01:36:50,2020
20,True,active,True,True,0,2,,23,True,19,23,0,2020-08-03 01:27:34+00:00,0,,2020-08-03 01:36:50,2020
21,True,active,True,False,0,13,,24,True,3,24,0,2020-08-03 01:31:23+00:00,3,,2020-08-03 01:36:50,2020
22,True,active,True,False,0,5,,25,True,8,25,0,2020-08-03 01:17:41+00:00,2,,2020-08-03 01:36:50,2020
23,True,active,True,False,0,0,,26,True,15,26,0,2020-08-03 01:19:12+00:00,0,,2020-08-03 01:36:50,2020
24,True,active,True,False,0,12,,27,True,10,27,0,2020-08-03 01:21:41+00:00,1,,2020-08-03 01:36:50,2020
25,True,active,True,False,0,6,,29,True,9,29,0,2020-08-02 20:54:08+00:00,0,,2020-08-03 01:36:50,2020
26,True,active,True,False,0,10,,30,True,1,30,0,2020-08-03 01:17:20+00:00,4,,2020-08-03 01:36:50,2020
27,True,active,True,True,0,0,,31,True,19,31,0,2020-08-02 22:34:48+00:00,0,,2020-08-03 01:36:50,2020
28,True,active,True,False,0,10,,32,True,2,32,0,2020-08-03 01:35:08+00:00,3,,2020-08-03 01:36:50,2020
29,True,active,True,False,0,2,,33,True,23,33,0,2020-08-03 01:27:34+00:00,2,,2020-08-03 01:36:50,2020
30,True,active,True,False,0,9,,35,True,14,35,0,2020-08-03 00:03:51+00:00,0,,2020-08-03 01:36:50,2020
31,True,active,True,True,0,16,,36,True,17,36,0,2020-08-02 23:53:20+00:00,0,,2020-08-03 01:36:50,2020
32,True,active,True,True,0,9,,37,True,6,37,0,2020-08-02 22:22:15+00:00,0,,2020-08-03 01:36:50,2020
33,True,active,True,False,0,5,,39,True,17,39,0,2020-08-03 01:21:35+00:00,1,,2020-08-03 01:36:50,2020
34,True,active,True,False,0,14,,40,True,2,40,0,2020-08-03 01:18:10+00:00,3,,2020-08-03 01:36:50,2020
35,True,active,True,True,0,15,,41,True,7,41,0,2020-08-03 01:32:48+00:00,5,,2020-08-03 01:36:50,2020
36,True,active,True,False,0,3,,42,True,18,42,0,2020-08-03 01:24:28+00:00,2,,2020-08-03 01:36:50,2020
37,True,active,True,True,0,5,,43,True,10,43,0,2020-08-03 01:00:11+00:00,0,,2020-08-03 01:36:50,2020
38,True,active,True,False,0,3,,44,True,19,44,0,2020-08-03 00:57:04+00:00,1,,2020-08-03 01:36:50,2020
39,True,active,True,False,0,8,,46,True,10,46,0,2020-08-03 01:28:20+00:00,1,,2020-08-03 01:36:50,2020
40,True,active,True,True,0,13,,47,True,6,47,0,2020-08-03 01:17:14+00:00,0,,2020-08-03 01:36:50,2020
41,True,active,True,False,0,3,,48,True,16,48,0,2020-08-03 01:28:42+00:00,0,,2020-08-03 01:36:50,2020
42,True,active,True,False,0,7,,49,True,11,49,0,2020-08-03 01:31:03+00:00,0,,2020-08-03 01:36:50,2020
43,True,active,True,True,0,3,,50,True,12,50,0,2020-08-03 00:43:01+00:00,0,,2020-08-03 01:36:50,2020
44,True,active,True,False,0,15,,51,True,0,51,0,2020-08-03 00:25:14+00:00,0,,2020-08-03 01:36:50,2020
45,True,active,True,True,0,3,,52,True,20,52,0,2020-08-03 01:24:28+00:00,0,,2020-08-03 01:36:50,2020
46,True,active,True,False,0,7,,53,True,11,53,0,2020-08-03 01:09:54+00:00,1,,2020-08-03 01:36:50,2020
47,True,active,True,False,0,4,,54,True,8,54,0,2020-08-03 00:21:36+00:00,3,,2020-08-03 01:36:50,2020
48,True,active,True,False,0,9,,55,True,6,55,0,2020-08-03 01:25:56+00:00,0,,2020-08-03 01:36:50,2020
49,True,active,True,True,0,15,,56,True,3,56,0,2020-08-03 01:30:00+00:00,0,,2020-08-03 01:36:50,2020
50,True,active,True,True,0,6,,57,True,8,57,0,2020-08-03 01:35:07+00:00,0,,2020-08-03 01:36:50,2020
51,True,active,True,True,0,4,,58,True,15,58,0,2020-08-03 00:24:59+00:00,0,,2020-08-03 01:36:50,2020
52,True,active,True,True,0,11,,59,True,8,59,0,2020-08-03 01:00:11+00:00,0,,2020-08-03 01:36:50,2020
53,True,active,True,False,0,6,,60,True,13,60,0,2020-08-03 01:27:41+00:00,0,,2020-08-03 01:36:50,2020
54,True,active,True,False,0,9,,61,True,10,61,0,2020-08-03 01:31:53+00:00,0,,2020-08-03 01:36:50,2020
55,True,active,True,False,0,1,,63,True,14,63,0,2020-08-03 00:49:30+00:00,0,,2020-08-03 01:36:50,2020
56,True,active,True,False,0,14,,64,True,5,64,0,2020-08-03 00:44:54+00:00,0,,2020-08-03 01:36:50,2020
57,True,active,True,False,0,12,,65,True,10,65,0,2020-08-03 00:16:43+00:00,1,,2020-08-03 01:36:50,2020
58,True,active,True,False,0,14,,66,True,0,66,0,2020-08-03 00:35:16+00:00,1,,2020-08-03 01:36:50,2020
59,True,active,True,False,0,4,,67,True,22,67,0,2020-08-03 01:34:36+00:00,1,,2020-08-03 01:36:50,2020
60,True,active,True,True,0,0,,68,True,19,68,0,2020-08-03 01:36:28+00:00,0,,2020-08-03 01:36:50,2020
61,True,active,True,True,0,5,,69,True,14,69,0,2020-08-03 01:09:14+00:00,0,,2020-08-03 01:36:50,2020
62,True,active,True,False,0,13,,70,True,10,70,0,2020-08-03 00:41:05+00:00,0,,2020-08-03 01:36:50,2020
63,True,active,True,False,0,14,,71,True,9,71,0,2020-08-03 01:27:36+00:00,0,,2020-08-03 01:36:50,2020
64,True,active,True,False,0,3,,72,True,20,72,0,2020-08-03 00:13:29+00:00,0,,2020-08-03 01:36:50,2020
