,station_id,last_reported,num_bikes_available,num_docks_available,is_installed,legacy_id,station_status,num_docks_disabled,eightd_has_available_keys,num_ebikes_available,num_bikes_disabled,is_returning,is_renting,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-15 01:14:42+00:00,4,11,True,3,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
1,4,2020-08-15 00:56:04+00:00,18,0,True,4,active,0,False,0,1,True,True,2020-08-15 01:23:50,2020
2,5,2020-08-15 01:17:18+00:00,6,9,True,5,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
3,6,2020-08-15 01:08:33+00:00,0,13,True,6,active,0,False,0,2,True,True,2020-08-15 01:23:50,2020
4,7,2020-08-15 00:53:25+00:00,14,1,True,7,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
5,8,2020-08-15 00:29:20+00:00,9,9,True,8,active,0,False,0,1,True,True,2020-08-15 01:23:50,2020
6,9,2020-08-15 00:42:57+00:00,8,7,True,9,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
7,10,2020-08-15 00:38:11+00:00,2,9,True,10,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
8,11,2020-08-15 01:22:50+00:00,1,14,True,11,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
9,12,2020-08-15 01:09:35+00:00,6,12,True,12,active,0,True,0,0,True,True,2020-08-15 01:23:50,2020
10,13,2020-08-14 23:56:12+00:00,0,17,True,13,active,0,False,0,2,True,True,2020-08-15 01:23:50,2020
11,14,2020-08-15 01:19:26+00:00,0,25,True,14,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
12,15,2020-08-15 01:01:23+00:00,5,7,True,15,active,0,False,0,3,True,True,2020-08-15 01:23:50,2020
13,16,2020-08-14 23:56:22+00:00,14,5,True,16,active,0,True,0,0,True,True,2020-08-15 01:23:50,2020
14,17,2020-08-15 00:22:39+00:00,2,12,True,17,active,0,False,0,1,True,True,2020-08-15 01:23:50,2020
15,19,2020-08-15 01:13:25+00:00,5,10,True,19,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
16,20,2020-08-15 01:19:54+00:00,13,10,True,20,active,0,True,0,0,True,True,2020-08-15 01:23:50,2020
17,21,2020-08-15 01:16:03+00:00,11,6,True,21,active,0,True,0,1,True,True,2020-08-15 01:23:50,2020
18,22,2020-08-15 00:53:22+00:00,26,20,True,22,active,0,True,0,1,True,True,2020-08-15 01:23:50,2020
19,23,2020-08-15 01:18:33+00:00,1,19,True,23,active,0,False,0,1,True,True,2020-08-15 01:23:50,2020
20,24,2020-08-15 00:35:11+00:00,17,0,True,24,active,0,False,0,2,True,True,2020-08-15 01:23:50,2020
21,25,2020-08-15 00:46:08+00:00,15,0,True,25,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
22,26,2020-08-15 01:16:11+00:00,11,2,True,26,active,0,False,0,2,True,True,2020-08-15 01:23:50,2020
23,27,2020-08-15 01:14:17+00:00,17,6,True,27,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
24,29,2020-08-14 22:43:47+00:00,0,15,True,29,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
25,30,2020-08-15 01:19:20+00:00,7,7,True,30,active,0,False,0,1,True,True,2020-08-15 01:23:50,2020
26,31,2020-08-15 00:30:03+00:00,18,0,True,31,active,0,True,0,1,True,True,2020-08-15 01:23:50,2020
27,32,2020-08-15 01:19:37+00:00,13,0,True,32,active,0,False,0,2,True,True,2020-08-15 01:23:50,2020
28,33,2020-08-15 01:14:43+00:00,15,12,True,33,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
29,35,2020-08-15 00:13:27+00:00,4,19,True,35,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
30,36,2020-08-15 01:14:50+00:00,10,22,True,36,active,0,True,0,1,True,True,2020-08-15 01:23:50,2020
31,37,2020-08-14 23:36:25+00:00,6,9,True,37,active,0,True,0,0,True,True,2020-08-15 01:23:50,2020
32,39,2020-08-15 01:21:45+00:00,20,2,True,39,active,0,False,0,1,True,True,2020-08-15 01:23:50,2020
33,40,2020-08-15 01:08:11+00:00,5,14,True,40,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
34,41,2020-08-15 01:22:03+00:00,19,8,True,41,active,0,True,0,0,True,True,2020-08-15 01:23:50,2020
35,42,2020-08-15 01:04:52+00:00,7,15,True,42,active,0,False,0,1,True,True,2020-08-15 01:23:50,2020
36,43,2020-08-15 00:45:36+00:00,0,15,True,43,active,0,True,0,0,True,True,2020-08-15 01:23:50,2020
37,44,2020-08-15 01:23:41+00:00,2,21,True,44,active,0,False,0,0,True,True,2020-08-15 01:23:50,2020
38,46,2020-08-15 01:20:58+00:00,16,0,True,46,active,0,False,0,3,True,True,2020-08-15 01:23:50,2020
