,is_returning,station_status,is_installed,eightd_has_available_keys,num_bikes_available,num_docks_available,last_reported,num_ebikes_available,station_id,is_renting,legacy_id,num_bikes_disabled,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
221,True,active,True,False,5,10,2020-08-20 16:11:15+00:00,0,330,True,330,0,0,,,2020-08-20 16:14:00,2020
222,True,active,True,False,6,9,2020-08-20 16:11:58+00:00,0,331,True,331,0,0,,,2020-08-20 16:14:00,2020
223,True,active,True,False,6,9,2020-08-20 15:52:45+00:00,0,332,True,332,0,0,,,2020-08-20 16:14:00,2020
224,True,active,True,False,21,4,2020-08-20 14:38:09+00:00,0,333,True,333,0,0,,,2020-08-20 16:14:00,2020
225,True,active,True,False,19,0,2020-08-20 14:54:08+00:00,0,334,True,334,0,0,,,2020-08-20 16:14:00,2020
226,True,active,True,False,4,15,2020-08-20 16:01:34+00:00,0,335,True,335,0,0,,,2020-08-20 16:14:00,2020
227,True,active,True,False,4,11,2020-08-20 13:51:42+00:00,0,336,True,336,0,0,,,2020-08-20 16:14:00,2020
228,True,active,True,False,13,2,2020-08-20 11:47:32+00:00,0,337,True,337,0,0,,,2020-08-20 16:14:00,2020
229,True,active,True,False,3,12,2020-08-20 16:08:06+00:00,0,338,True,338,0,0,,,2020-08-20 16:14:00,2020
230,True,active,True,False,15,0,2020-08-20 15:22:04+00:00,0,339,True,339,0,0,,,2020-08-20 16:14:00,2020
231,True,active,True,False,14,5,2020-08-20 08:51:25+00:00,0,340,True,340,0,0,,,2020-08-20 16:14:00,2020
232,True,active,True,True,12,3,2020-08-20 10:20:54+00:00,0,341,True,341,0,0,,,2020-08-20 16:14:00,2020
233,True,active,True,False,3,11,2020-08-20 15:58:22+00:00,0,342,True,342,1,0,,,2020-08-20 16:14:00,2020
234,True,active,True,False,3,12,2020-08-20 05:26:24+00:00,0,343,True,343,0,0,,,2020-08-20 16:14:00,2020
235,True,active,True,False,7,12,2020-08-20 15:35:09+00:00,0,344,True,344,0,0,,,2020-08-20 16:14:00,2020
236,True,active,True,False,3,16,2020-08-20 14:58:00+00:00,0,345,True,345,0,0,,,2020-08-20 16:14:00,2020
237,True,active,True,False,1,14,2020-08-20 15:55:15+00:00,0,346,True,346,0,0,,,2020-08-20 16:14:00,2020
238,True,active,True,False,10,5,2020-08-20 11:58:38+00:00,0,347,True,347,0,0,,,2020-08-20 16:14:00,2020
239,True,active,True,False,7,8,2020-08-20 15:45:23+00:00,0,348,True,348,0,0,,,2020-08-20 16:14:00,2020
240,True,active,True,False,6,11,2020-08-20 14:18:20+00:00,0,349,True,349,0,0,,,2020-08-20 16:14:00,2020
241,True,active,True,False,12,5,2020-08-20 15:36:09+00:00,0,350,True,350,0,0,,,2020-08-20 16:14:00,2020
242,True,active,True,False,11,4,2020-08-20 16:12:15+00:00,0,351,True,351,0,0,,,2020-08-20 16:14:00,2020
243,True,active,True,False,8,7,2020-08-20 15:42:15+00:00,0,352,True,352,0,0,,,2020-08-20 16:14:00,2020
244,True,active,True,True,7,8,2020-08-20 13:41:25+00:00,0,353,True,353,0,0,,,2020-08-20 16:14:00,2020
245,True,active,True,False,0,15,2020-08-20 16:06:02+00:00,0,354,True,354,0,0,,,2020-08-20 16:14:00,2020
246,True,active,True,False,16,1,2020-08-20 16:06:30+00:00,0,355,True,355,0,0,,,2020-08-20 16:14:00,2020
247,True,active,True,False,16,7,2020-08-20 16:03:34+00:00,0,356,True,356,0,0,,,2020-08-20 16:14:00,2020
248,True,active,True,False,6,9,2020-08-20 11:54:39+00:00,0,357,True,357,0,0,,,2020-08-20 16:14:00,2020
249,True,active,True,False,17,2,2020-08-20 15:14:56+00:00,0,358,True,358,0,0,,,2020-08-20 16:14:00,2020
250,True,active,True,False,8,7,2020-08-20 15:59:04+00:00,0,359,True,359,0,0,,,2020-08-20 16:14:00,2020
251,True,active,True,False,8,7,2020-08-20 15:34:27+00:00,0,360,True,360,0,0,,,2020-08-20 16:14:00,2020
252,True,active,True,False,11,8,2020-08-20 15:34:55+00:00,0,361,True,361,0,0,,,2020-08-20 16:14:00,2020
253,True,active,True,False,9,9,2020-08-20 15:37:55+00:00,0,362,True,362,1,0,,,2020-08-20 16:14:00,2020
254,True,active,True,False,18,1,2020-08-20 15:20:37+00:00,0,363,True,363,0,0,,,2020-08-20 16:14:00,2020
255,True,active,True,False,7,12,2020-08-20 15:58:09+00:00,0,364,True,364,0,0,,,2020-08-20 16:14:00,2020
256,True,active,True,False,17,2,2020-08-20 15:41:46+00:00,0,365,True,365,0,0,,,2020-08-20 16:14:00,2020
257,True,out_of_service,False,False,0,0,1970-01-02 00:00:00+00:00,0,366,True,366,0,0,,,2020-08-20 16:14:00,1970
258,True,active,True,False,18,1,2020-08-20 14:33:14+00:00,0,367,True,367,0,0,,,2020-08-20 16:14:00,2020
259,True,active,True,False,6,9,2020-08-20 13:53:36+00:00,0,368,True,368,0,0,,,2020-08-20 16:14:00,2020
260,True,active,True,False,1,14,2020-08-20 15:49:48+00:00,0,369,True,369,0,0,,,2020-08-20 16:14:00,2020
261,True,active,True,False,13,6,2020-08-20 15:34:13+00:00,0,370,True,370,0,0,,,2020-08-20 16:14:00,2020
262,True,active,True,False,3,16,2020-08-20 12:23:20+00:00,0,371,True,371,0,0,,,2020-08-20 16:14:00,2020
263,True,active,True,False,12,6,2020-08-20 15:51:18+00:00,0,372,True,372,1,0,,,2020-08-20 16:14:00,2020
264,True,active,True,False,7,8,2020-08-20 12:11:08+00:00,0,373,True,373,0,0,,,2020-08-20 16:14:00,2020
265,True,active,True,False,10,9,2020-08-20 16:11:41+00:00,0,374,True,374,0,0,,,2020-08-20 16:14:00,2020
266,True,active,True,False,10,5,2020-08-20 15:52:18+00:00,0,376,True,376,0,0,,,2020-08-20 16:14:00,2020
267,True,active,True,False,3,16,2020-08-20 15:52:04+00:00,0,377,True,377,0,0,,,2020-08-20 16:14:00,2020
268,True,active,True,False,6,13,2020-08-20 15:53:02+00:00,0,378,True,378,0,0,,,2020-08-20 16:14:00,2020
269,True,active,True,False,4,11,2020-08-20 16:09:06+00:00,0,379,True,379,0,0,,,2020-08-20 16:14:00,2020
270,True,active,True,False,14,3,2020-08-20 16:10:01+00:00,0,380,True,380,1,0,,,2020-08-20 16:14:00,2020
271,True,active,True,False,3,16,2020-08-20 16:11:46+00:00,0,381,True,381,0,0,,,2020-08-20 16:14:00,2020
272,True,active,True,True,10,9,2020-08-20 15:43:41+00:00,0,384,True,384,0,0,,,2020-08-20 16:14:00,2020
273,True,active,True,False,8,5,2020-08-20 16:10:47+00:00,0,385,True,385,1,1,,,2020-08-20 16:14:00,2020
274,True,active,True,False,5,14,2020-08-20 16:06:09+00:00,0,386,True,386,0,0,,,2020-08-20 16:14:00,2020
275,True,active,True,False,11,4,2020-08-20 00:08:41+00:00,0,387,True,387,0,0,,,2020-08-20 16:14:00,2020
276,True,active,True,False,8,3,2020-08-20 09:01:03+00:00,0,388,True,388,0,0,,,2020-08-20 16:14:00,2020
277,True,active,True,False,5,9,2020-08-20 08:55:40+00:00,0,389,True,389,0,0,,,2020-08-20 16:14:00,2020
278,True,active,True,False,9,6,2020-08-20 12:33:16+00:00,0,390,True,390,0,0,,,2020-08-20 16:14:00,2020
279,True,active,True,False,13,2,2020-08-20 15:03:53+00:00,0,391,True,391,0,0,,,2020-08-20 16:14:00,2020
280,True,active,True,False,6,9,2020-08-20 09:00:00+00:00,0,392,True,392,0,0,,,2020-08-20 16:14:00,2020
281,True,active,True,False,7,8,2020-08-20 10:44:54+00:00,0,393,True,393,0,0,,,2020-08-20 16:14:00,2020
282,True,active,True,False,0,14,2020-08-20 09:00:38+00:00,0,394,True,394,0,0,,,2020-08-20 16:14:00,2020
283,True,active,True,False,12,3,2020-08-20 15:04:33+00:00,0,395,True,395,0,0,,,2020-08-20 16:14:00,2020
284,True,active,True,False,13,2,2020-08-20 08:56:31+00:00,0,396,True,396,0,0,,,2020-08-20 16:14:00,2020
285,True,active,True,False,10,5,2020-08-20 10:44:00+00:00,0,397,True,397,0,0,,,2020-08-20 16:14:00,2020
286,True,active,True,False,15,4,2020-08-20 16:01:15+00:00,0,398,True,398,0,0,,,2020-08-20 16:14:00,2020
287,True,active,True,False,9,3,2020-08-20 16:03:32+00:00,0,399,True,399,3,0,,,2020-08-20 16:14:00,2020
288,True,active,True,False,15,12,2020-08-20 15:55:18+00:00,0,400,True,400,0,0,,,2020-08-20 16:14:00,2020
289,True,active,True,False,12,3,2020-08-20 15:21:02+00:00,0,401,True,401,0,0,,,2020-08-20 16:14:00,2020
290,True,active,True,False,4,11,2020-08-20 15:33:47+00:00,0,402,True,402,0,0,,,2020-08-20 16:14:00,2020
291,True,active,True,False,1,13,2020-08-20 15:01:50+00:00,0,403,True,403,1,0,,,2020-08-20 16:14:00,2020
292,True,active,True,False,3,13,2020-08-20 15:49:36+00:00,0,404,True,404,0,0,,,2020-08-20 16:14:00,2020
293,True,active,True,False,15,4,2020-08-20 15:48:15+00:00,0,405,True,405,0,0,,,2020-08-20 16:14:00,2020
294,True,active,True,False,14,5,2020-08-20 15:24:09+00:00,0,406,True,406,0,0,,,2020-08-20 16:14:00,2020
295,True,active,True,False,2,17,2020-08-20 15:49:36+00:00,0,407,True,407,0,0,,,2020-08-20 16:14:00,2020
296,True,active,True,False,10,5,2020-08-20 14:31:40+00:00,0,408,True,408,0,0,,,2020-08-20 16:14:00,2020
297,True,active,True,False,10,9,2020-08-20 16:08:37+00:00,0,409,True,409,0,0,,,2020-08-20 16:14:00,2020
298,True,active,True,False,4,15,2020-08-20 14:08:52+00:00,0,410,True,410,0,0,,,2020-08-20 16:14:00,2020
299,True,active,True,False,4,11,2020-08-20 15:37:22+00:00,0,411,True,411,0,0,,,2020-08-20 16:14:00,2020
300,True,active,True,False,1,18,2020-08-20 16:13:56+00:00,0,412,True,412,0,0,,,2020-08-20 16:14:00,2020
301,True,active,True,False,7,11,2020-08-20 16:05:58+00:00,0,413,True,413,1,0,,,2020-08-20 16:14:00,2020
302,True,active,True,False,4,19,2020-08-20 16:11:20+00:00,0,414,True,414,0,0,,,2020-08-20 16:14:00,2020
303,True,active,True,False,10,9,2020-08-20 16:03:13+00:00,0,415,True,415,0,0,,,2020-08-20 16:14:00,2020
304,True,active,True,False,5,9,2020-08-20 16:09:23+00:00,0,416,True,416,1,0,,,2020-08-20 16:14:00,2020
305,True,active,True,False,5,14,2020-08-20 15:42:52+00:00,0,417,True,417,0,0,,,2020-08-20 16:14:00,2020
306,True,active,True,False,9,6,2020-08-20 14:17:36+00:00,0,419,True,419,0,0,,,2020-08-20 16:14:00,2020
307,False,out_of_service,False,False,0,0,1970-01-02 00:00:00+00:00,0,420,False,420,0,0,,,2020-08-20 16:14:00,1970
308,True,active,True,False,7,12,2020-08-19 20:30:18+00:00,0,421,True,421,0,0,,,2020-08-20 16:14:00,2020
309,True,active,True,False,5,10,2020-08-20 05:44:37+00:00,0,422,True,422,0,0,,,2020-08-20 16:14:00,2020
310,True,active,True,False,10,9,2020-08-20 13:10:21+00:00,0,423,True,423,0,0,,,2020-08-20 16:14:00,2020
311,True,active,True,False,5,14,2020-08-20 11:39:31+00:00,0,424,True,424,0,0,,,2020-08-20 16:14:00,2020
312,True,active,True,False,1,15,2020-08-20 14:51:49+00:00,0,425,True,425,0,0,,,2020-08-20 16:14:00,2020
313,True,active,True,False,22,5,2020-08-20 15:54:03+00:00,0,426,True,426,0,0,,,2020-08-20 16:14:00,2020
314,True,active,True,False,2,17,2020-08-20 08:56:34+00:00,0,427,True,427,0,0,,,2020-08-20 16:14:00,2020
315,True,active,True,False,7,12,2020-08-20 15:17:59+00:00,0,428,True,428,0,0,,,2020-08-20 16:14:00,2020
316,True,active,True,False,16,3,2020-08-20 09:01:11+00:00,0,430,True,430,0,0,,,2020-08-20 16:14:00,2020
317,True,active,True,False,0,15,2020-08-20 08:55:13+00:00,0,431,True,431,0,0,,,2020-08-20 16:14:00,2020
318,True,active,True,False,4,15,2020-08-20 09:00:41+00:00,0,432,True,432,0,0,,,2020-08-20 16:14:00,2020
319,True,active,True,False,4,15,2020-08-20 08:54:48+00:00,0,433,True,433,0,0,,,2020-08-20 16:14:00,2020
320,True,active,True,False,2,17,2020-08-20 11:19:27+00:00,0,434,True,434,0,0,,,2020-08-20 16:14:00,2020
321,True,active,True,False,9,6,2020-08-20 09:01:17+00:00,0,435,True,435,0,0,,,2020-08-20 16:14:00,2020
322,True,active,True,False,5,10,2020-08-20 16:09:33+00:00,0,436,True,436,0,0,,,2020-08-20 16:14:00,2020
323,True,active,True,False,5,14,2020-08-20 16:13:04+00:00,0,437,True,437,0,0,,,2020-08-20 16:14:00,2020
324,True,active,True,False,14,3,2020-08-20 15:54:13+00:00,0,440,True,440,0,0,,,2020-08-20 16:14:00,2020
325,True,active,True,False,12,7,2020-08-20 10:55:36+00:00,0,441,True,441,0,0,,,2020-08-20 16:14:00,2020
326,True,active,True,False,14,1,2020-08-20 14:37:33+00:00,0,442,True,442,0,0,,,2020-08-20 16:14:00,2020
327,True,active,True,False,1,17,2020-08-20 13:26:29+00:00,0,443,True,443,1,0,,,2020-08-20 16:14:00,2020
328,True,active,True,False,8,10,2020-08-20 16:08:51+00:00,0,445,True,445,1,0,,,2020-08-20 16:14:00,2020
329,True,active,True,False,9,3,2020-08-20 15:30:11+00:00,0,446,True,446,0,0,,,2020-08-20 16:14:00,2020
330,True,active,True,False,6,13,2020-08-20 15:48:55+00:00,0,447,True,447,0,0,,,2020-08-20 16:14:00,2020
331,True,active,True,False,7,4,2020-08-20 08:55:55+00:00,0,448,True,448,0,0,,,2020-08-20 16:14:00,2020
332,True,out_of_service,False,False,0,0,1970-01-02 00:00:00+00:00,0,449,True,449,0,0,,,2020-08-20 16:14:00,1970
333,True,active,True,False,10,5,2020-08-20 16:02:27+00:00,0,450,True,450,0,0,,,2020-08-20 16:14:00,2020
334,True,active,True,False,4,11,2020-08-20 16:02:40+00:00,0,451,True,451,0,0,,,2020-08-20 16:14:00,2020
335,True,active,True,False,8,7,2020-08-20 16:13:21+00:00,0,452,True,452,0,0,,,2020-08-20 16:14:00,2020
336,True,active,True,False,9,6,2020-08-20 16:12:43+00:00,0,453,True,453,0,0,,,2020-08-20 16:14:00,2020
337,True,active,True,False,12,2,2020-08-20 15:26:08+00:00,0,454,True,454,1,0,,,2020-08-20 16:14:00,2020
338,True,active,True,False,8,4,2020-08-20 13:38:34+00:00,0,455,True,455,0,0,,,2020-08-20 16:14:00,2020
339,True,active,True,False,3,16,2020-08-20 16:10:31+00:00,0,456,True,456,0,0,,,2020-08-20 16:14:00,2020
340,True,active,True,False,10,1,2020-08-20 13:37:55+00:00,0,457,True,457,0,0,,,2020-08-20 16:14:00,2020
341,True,active,True,False,5,3,2020-08-20 13:29:38+00:00,0,458,True,458,3,0,,,2020-08-20 16:14:00,2020
342,True,active,True,False,3,20,2020-08-20 16:00:10+00:00,0,459,True,459,0,0,,,2020-08-20 16:14:00,2020
