,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,eightd_active_station_services,data_read_timestamp,year_station_last_reported
0,107,3,0,1,15,0,True,True,True,2020-03-11 21:47:44+00:00,False,[{'id': '6523db73-134d-4f62-af6f-78a8515cc83b'}],2020-03-11 21:48:42,2020
1,3,4,0,0,11,0,True,True,True,2020-03-11 21:42:39+00:00,True,,2020-03-11 21:48:42,2020
2,4,12,0,0,7,0,True,True,True,2020-03-11 21:47:25+00:00,False,,2020-03-11 21:48:42,2020
3,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 21:48:42,1970
4,6,3,0,1,11,0,True,True,True,2020-03-11 21:47:23+00:00,False,,2020-03-11 21:48:42,2020
5,7,10,0,0,5,0,True,True,True,2020-03-11 21:38:36+00:00,False,,2020-03-11 21:48:42,2020
6,8,2,0,1,16,0,True,True,True,2020-03-11 21:11:37+00:00,False,,2020-03-11 21:48:42,2020
7,9,8,0,1,6,0,True,True,True,2020-03-11 21:39:03+00:00,False,,2020-03-11 21:48:42,2020
8,10,5,0,0,6,0,True,True,True,2020-03-11 21:47:55+00:00,False,,2020-03-11 21:48:42,2020
9,11,4,0,0,11,0,True,True,True,2020-03-11 21:48:12+00:00,False,,2020-03-11 21:48:42,2020
10,12,9,0,3,6,0,True,True,True,2020-03-11 21:28:00+00:00,True,,2020-03-11 21:48:42,2020
11,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 21:48:42,1970
12,14,2,0,0,23,0,True,True,True,2020-03-11 21:48:08+00:00,False,,2020-03-11 21:48:42,2020
13,15,7,0,0,8,0,True,True,True,2020-03-11 21:41:15+00:00,False,,2020-03-11 21:48:42,2020
14,16,7,0,0,12,0,True,True,True,2020-03-11 21:47:26+00:00,True,,2020-03-11 21:48:42,2020
15,17,3,0,0,12,0,True,True,True,2020-03-11 21:25:28+00:00,False,,2020-03-11 21:48:42,2020
16,19,6,0,0,9,0,True,True,True,2020-03-11 21:46:42+00:00,False,,2020-03-11 21:48:42,2020
17,20,13,0,0,10,0,True,True,True,2020-03-11 21:38:36+00:00,True,,2020-03-11 21:48:42,2020
18,21,3,0,0,15,0,True,True,True,2020-03-11 21:45:27+00:00,True,,2020-03-11 21:48:42,2020
19,22,37,0,0,10,0,True,True,True,2020-03-11 21:48:03+00:00,True,,2020-03-11 21:48:42,2020
20,23,5,0,1,15,0,True,True,True,2020-03-11 21:47:28+00:00,True,,2020-03-11 21:48:42,2020
21,24,0,0,0,19,0,True,True,True,2020-03-11 21:43:03+00:00,False,,2020-03-11 21:48:42,2020
22,25,11,0,0,4,0,True,True,True,2020-03-11 21:48:15+00:00,False,,2020-03-11 21:48:42,2020
23,26,7,0,2,6,0,True,True,True,2020-03-11 21:46:49+00:00,False,,2020-03-11 21:48:42,2020
24,27,8,0,1,14,0,True,True,True,2020-03-11 21:30:19+00:00,False,,2020-03-11 21:48:42,2020
25,29,3,0,0,12,0,True,True,True,2020-03-11 21:29:43+00:00,False,,2020-03-11 21:48:42,2020
26,30,1,0,0,14,0,True,True,True,2020-03-11 21:35:12+00:00,False,,2020-03-11 21:48:42,2020
27,31,1,0,1,17,0,True,True,True,2020-03-11 21:46:30+00:00,False,,2020-03-11 21:48:42,2020
28,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 21:48:42,1970
29,33,4,0,1,22,0,True,True,True,2020-03-11 21:43:22+00:00,True,,2020-03-11 21:48:42,2020
30,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,,2020-03-11 21:48:42,2019
31,36,7,0,1,25,0,True,True,True,2020-03-11 21:44:13+00:00,True,,2020-03-11 21:48:42,2020
32,37,5,0,0,10,0,True,True,True,2020-03-11 21:32:55+00:00,True,,2020-03-11 21:48:42,2020
33,39,5,0,0,18,0,True,True,True,2020-03-11 21:48:33+00:00,False,,2020-03-11 21:48:42,2020
34,40,3,0,0,16,0,True,True,True,2020-03-11 21:42:43+00:00,False,,2020-03-11 21:48:42,2020
35,41,15,0,0,12,0,True,True,True,2020-03-11 21:46:28+00:00,True,,2020-03-11 21:48:42,2020
36,42,20,0,1,2,0,True,True,True,2020-03-11 21:47:01+00:00,False,,2020-03-11 21:48:42,2020
37,43,12,0,0,3,0,True,True,True,2020-03-11 21:43:51+00:00,False,,2020-03-11 21:48:42,2020
38,44,18,0,0,5,0,True,True,True,2020-03-11 21:48:03+00:00,False,,2020-03-11 21:48:42,2020
39,46,19,0,0,0,0,True,True,True,2020-03-11 21:47:21+00:00,False,,2020-03-11 21:48:42,2020
40,47,10,0,0,9,0,True,True,True,2020-03-11 21:43:23+00:00,True,,2020-03-11 21:48:42,2020
41,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,,2020-03-11 21:48:42,2020
42,49,7,0,0,11,0,True,True,True,2020-03-11 21:46:07+00:00,False,,2020-03-11 21:48:42,2020
43,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,,2020-03-11 21:48:42,1970
44,51,4,0,0,11,0,True,True,True,2020-03-11 21:19:02+00:00,False,,2020-03-11 21:48:42,2020
45,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,,2020-03-11 21:48:42,1970
46,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00,False,,2020-03-11 21:48:42,2020
47,54,8,0,0,7,0,True,True,True,2020-03-11 21:41:20+00:00,False,,2020-03-11 21:48:42,2020
48,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 21:48:42,1970
49,56,2,0,0,16,0,True,True,True,2020-03-11 20:21:24+00:00,False,,2020-03-11 21:48:42,2020
50,57,13,0,0,1,0,True,True,True,2020-03-11 21:42:08+00:00,True,,2020-03-11 21:48:42,2020
51,58,6,0,2,11,0,True,True,True,2020-03-11 21:48:37+00:00,True,,2020-03-11 21:48:42,2020
52,59,11,0,0,8,0,True,True,True,2020-03-11 21:22:27+00:00,True,,2020-03-11 21:48:42,2020
53,60,9,0,1,9,0,True,True,True,2020-03-11 21:48:29+00:00,False,,2020-03-11 21:48:42,2020
54,61,0,0,0,3,0,False,False,False,2020-03-04 20:12:26+00:00,False,,2020-03-11 21:48:42,2020
55,63,12,0,0,3,0,True,True,True,2020-03-11 19:43:58+00:00,False,,2020-03-11 21:48:42,2020
56,64,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 21:48:42,1970
57,65,6,0,1,16,0,True,True,True,2020-03-11 20:53:43+00:00,False,,2020-03-11 21:48:42,2020
58,66,11,0,0,4,0,True,True,True,2020-03-11 21:45:55+00:00,False,,2020-03-11 21:48:42,2020
59,67,3,0,1,23,0,True,True,True,2020-03-11 21:46:43+00:00,True,,2020-03-11 21:48:42,2020
60,68,18,0,1,0,0,True,True,True,2020-03-11 21:44:39+00:00,True,,2020-03-11 21:48:42,2020
61,69,15,0,0,4,0,True,True,True,2020-03-11 21:44:57+00:00,True,,2020-03-11 21:48:42,2020
62,70,13,0,0,10,0,True,True,True,2020-03-11 21:46:19+00:00,False,,2020-03-11 21:48:42,2020
63,71,6,0,0,17,0,True,True,True,2020-03-11 21:20:22+00:00,False,,2020-03-11 21:48:42,2020
64,72,14,0,0,9,0,True,True,True,2020-03-11 21:44:37+00:00,False,,2020-03-11 21:48:42,2020
65,73,11,0,1,3,0,True,True,True,2020-03-11 21:44:30+00:00,False,,2020-03-11 21:48:42,2020
66,74,3,0,2,14,0,True,True,True,2020-03-11 21:44:43+00:00,True,,2020-03-11 21:48:42,2020
67,75,7,0,0,8,0,True,True,True,2020-03-11 21:39:33+00:00,False,,2020-03-11 21:48:42,2020
68,76,6,0,0,11,0,True,True,True,2020-03-11 21:46:29+00:00,False,,2020-03-11 21:48:42,2020
69,77,1,0,0,14,0,True,True,True,2020-03-11 18:12:54+00:00,False,,2020-03-11 21:48:42,2020
70,78,11,0,0,8,0,True,True,True,2020-03-11 21:32:14+00:00,False,,2020-03-11 21:48:42,2020
71,79,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 21:48:42,1970
72,80,19,0,0,16,0,True,True,True,2020-03-11 21:48:17+00:00,False,,2020-03-11 21:48:42,2020
73,81,13,0,0,6,0,True,True,True,2020-03-11 21:47:19+00:00,False,,2020-03-11 21:48:42,2020
74,82,4,0,0,11,0,True,True,True,2020-03-11 21:44:50+00:00,False,,2020-03-11 21:48:42,2020
