,is_returning,num_docks_available,num_docks_disabled,num_bikes_disabled,num_bikes_available,last_reported,legacy_id,num_ebikes_available,is_renting,station_status,is_installed,station_id,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
224,True,2,0,0,23,2020-08-19 00:24:40+00:00,333,0,True,active,True,333,False,2020-08-19 00:41:25,2020
225,True,2,0,0,17,2020-08-19 00:22:58+00:00,334,0,True,active,True,334,False,2020-08-19 00:41:25,2020
226,True,19,0,0,0,2020-08-19 00:18:09+00:00,335,0,True,active,True,335,False,2020-08-19 00:41:25,2020
227,True,12,0,0,3,2020-08-18 21:08:08+00:00,336,0,True,active,True,336,False,2020-08-19 00:41:25,2020
228,True,2,0,0,13,2020-08-18 21:44:03+00:00,337,0,True,active,True,337,False,2020-08-19 00:41:25,2020
229,True,10,0,0,5,2020-08-19 00:41:12+00:00,338,0,True,active,True,338,False,2020-08-19 00:41:25,2020
230,True,6,0,0,9,2020-08-18 23:50:36+00:00,339,0,True,active,True,339,False,2020-08-19 00:41:25,2020
231,True,1,0,0,18,2020-08-18 19:23:25+00:00,340,0,True,active,True,340,False,2020-08-19 00:41:25,2020
232,True,3,0,0,12,2020-08-19 00:17:17+00:00,341,0,True,active,True,341,True,2020-08-19 00:41:25,2020
233,True,4,0,1,10,2020-08-19 00:40:29+00:00,342,0,True,active,True,342,False,2020-08-19 00:41:25,2020
234,True,10,0,1,4,2020-08-18 21:51:30+00:00,343,0,True,active,True,343,False,2020-08-19 00:41:25,2020
235,True,6,0,0,13,2020-08-19 00:16:28+00:00,344,0,True,active,True,344,False,2020-08-19 00:41:25,2020
236,True,2,0,1,16,2020-08-19 00:20:39+00:00,345,0,True,active,True,345,False,2020-08-19 00:41:25,2020
237,True,12,0,0,3,2020-08-19 00:12:09+00:00,346,0,True,active,True,346,False,2020-08-19 00:41:25,2020
238,True,6,0,0,9,2020-08-18 22:04:27+00:00,347,0,True,active,True,347,False,2020-08-19 00:41:25,2020
239,True,14,0,0,1,2020-08-18 21:30:35+00:00,348,0,True,active,True,348,False,2020-08-19 00:41:25,2020
240,True,13,0,0,4,2020-08-19 00:15:46+00:00,349,0,True,active,True,349,False,2020-08-19 00:41:25,2020
241,True,5,0,0,12,2020-08-18 23:51:11+00:00,350,0,True,active,True,350,False,2020-08-19 00:41:25,2020
242,True,3,0,0,12,2020-08-19 00:34:08+00:00,351,0,True,active,True,351,False,2020-08-19 00:41:25,2020
243,True,7,0,0,8,2020-08-19 00:40:14+00:00,352,0,True,active,True,352,False,2020-08-19 00:41:25,2020
244,True,5,0,0,10,2020-08-19 00:06:01+00:00,353,0,True,active,True,353,True,2020-08-19 00:41:25,2020
245,True,14,0,0,1,2020-08-18 23:35:09+00:00,354,0,True,active,True,354,False,2020-08-19 00:41:25,2020
246,True,1,0,0,16,2020-08-19 00:01:42+00:00,355,0,True,active,True,355,False,2020-08-19 00:41:25,2020
247,True,23,0,0,0,2020-08-19 00:05:45+00:00,356,0,True,active,True,356,False,2020-08-19 00:41:25,2020
248,True,4,0,0,11,2020-08-19 00:06:29+00:00,357,0,True,active,True,357,False,2020-08-19 00:41:25,2020
249,True,2,0,0,17,2020-08-19 00:38:18+00:00,358,0,True,active,True,358,False,2020-08-19 00:41:25,2020
250,True,11,0,0,4,2020-08-19 00:41:07+00:00,359,0,True,active,True,359,False,2020-08-19 00:41:25,2020
251,True,7,0,0,8,2020-08-19 00:32:46+00:00,360,0,True,active,True,360,False,2020-08-19 00:41:25,2020
252,True,11,0,0,8,2020-08-18 23:27:46+00:00,361,0,True,active,True,361,False,2020-08-19 00:41:25,2020
253,True,12,0,1,6,2020-08-19 00:32:31+00:00,362,0,True,active,True,362,False,2020-08-19 00:41:25,2020
254,True,15,0,0,4,2020-08-19 00:33:38+00:00,363,0,True,active,True,363,False,2020-08-19 00:41:25,2020
255,True,7,0,1,11,2020-08-19 00:19:27+00:00,364,0,True,active,True,364,False,2020-08-19 00:41:25,2020
256,True,15,0,0,4,2020-08-19 00:32:08+00:00,365,0,True,active,True,365,False,2020-08-19 00:41:25,2020
257,True,7,0,0,8,2020-08-19 00:35:24+00:00,366,0,True,active,True,366,False,2020-08-19 00:41:25,2020
258,True,1,0,0,18,2020-08-19 00:34:37+00:00,367,0,True,active,True,367,False,2020-08-19 00:41:25,2020
259,True,14,0,0,1,2020-08-18 22:57:04+00:00,368,0,True,active,True,368,False,2020-08-19 00:41:25,2020
260,True,0,0,0,15,2020-08-19 00:20:04+00:00,369,0,True,active,True,369,False,2020-08-19 00:41:25,2020
261,True,17,0,0,2,2020-08-19 00:29:34+00:00,370,0,True,active,True,370,False,2020-08-19 00:41:25,2020
262,True,13,0,0,6,2020-08-19 00:01:39+00:00,371,0,True,active,True,371,False,2020-08-19 00:41:25,2020
263,True,17,0,1,1,2020-08-18 23:59:17+00:00,372,0,True,active,True,372,False,2020-08-19 00:41:25,2020
264,True,6,0,0,9,2020-08-18 22:53:16+00:00,373,0,True,active,True,373,False,2020-08-19 00:41:25,2020
265,True,12,0,1,6,2020-08-19 00:40:17+00:00,374,0,True,active,True,374,False,2020-08-19 00:41:25,2020
266,True,4,0,0,11,2020-08-19 00:22:05+00:00,376,0,True,active,True,376,False,2020-08-19 00:41:25,2020
267,True,14,0,0,5,2020-08-18 23:44:35+00:00,377,0,True,active,True,377,False,2020-08-19 00:41:25,2020
268,True,14,0,0,5,2020-08-19 00:19:58+00:00,378,0,True,active,True,378,False,2020-08-19 00:41:25,2020
269,True,6,0,1,8,2020-08-19 00:10:41+00:00,379,0,True,active,True,379,False,2020-08-19 00:41:25,2020
270,True,15,0,1,2,2020-08-19 00:16:03+00:00,380,0,True,active,True,380,False,2020-08-19 00:41:25,2020
271,True,6,0,0,13,2020-08-19 00:36:50+00:00,381,0,True,active,True,381,False,2020-08-19 00:41:25,2020
272,True,15,0,0,4,2020-08-19 00:11:36+00:00,384,0,True,active,True,384,True,2020-08-19 00:41:25,2020
273,True,12,1,0,2,2020-08-19 00:13:34+00:00,385,0,True,active,True,385,False,2020-08-19 00:41:25,2020
274,True,15,0,0,4,2020-08-19 00:06:42+00:00,386,0,True,active,True,386,False,2020-08-19 00:41:25,2020
275,True,5,0,2,8,2020-08-19 00:12:42+00:00,387,0,True,active,True,387,False,2020-08-19 00:41:25,2020
276,True,3,0,0,8,2020-08-18 23:01:40+00:00,388,0,True,active,True,388,False,2020-08-19 00:41:25,2020
277,True,10,0,0,4,2020-08-19 00:39:00+00:00,389,0,True,active,True,389,False,2020-08-19 00:41:25,2020
278,True,7,0,0,8,2020-08-18 15:43:58+00:00,390,0,True,active,True,390,False,2020-08-19 00:41:25,2020
279,True,1,0,0,14,2020-08-18 13:31:28+00:00,391,0,True,active,True,391,False,2020-08-19 00:41:25,2020
280,True,7,0,0,8,2020-08-18 23:56:12+00:00,392,0,True,active,True,392,False,2020-08-19 00:41:25,2020
281,True,7,0,0,8,2020-08-18 21:41:59+00:00,393,0,True,active,True,393,False,2020-08-19 00:41:25,2020
282,True,14,0,0,0,2020-08-18 22:40:56+00:00,394,0,True,active,True,394,False,2020-08-19 00:41:25,2020
283,True,4,0,0,11,2020-08-18 21:35:53+00:00,395,0,True,active,True,395,False,2020-08-19 00:41:25,2020
284,True,1,0,0,14,2020-08-18 22:56:36+00:00,396,0,True,active,True,396,False,2020-08-19 00:41:25,2020
285,True,8,0,1,6,2020-08-18 20:30:21+00:00,397,0,True,active,True,397,False,2020-08-19 00:41:25,2020
286,True,8,0,0,11,2020-08-19 00:14:28+00:00,398,0,True,active,True,398,False,2020-08-19 00:41:25,2020
287,True,12,0,0,3,2020-08-19 00:27:57+00:00,399,0,True,active,True,399,False,2020-08-19 00:41:25,2020
288,True,7,0,0,20,2020-08-19 00:36:35+00:00,400,0,True,active,True,400,False,2020-08-19 00:41:25,2020
289,True,3,0,0,12,2020-08-19 00:39:00+00:00,401,0,True,active,True,401,False,2020-08-19 00:41:25,2020
290,True,8,0,0,7,2020-08-19 00:28:44+00:00,402,0,True,active,True,402,False,2020-08-19 00:41:25,2020
291,True,7,0,1,7,2020-08-19 00:38:55+00:00,403,0,True,active,True,403,False,2020-08-19 00:41:25,2020
292,True,7,0,0,9,2020-08-19 00:27:51+00:00,404,0,True,active,True,404,False,2020-08-19 00:41:25,2020
293,True,4,0,0,15,2020-08-19 00:18:59+00:00,405,0,True,active,True,405,False,2020-08-19 00:41:25,2020
294,True,0,0,0,19,2020-08-18 23:22:58+00:00,406,0,True,active,True,406,False,2020-08-19 00:41:25,2020
295,True,15,0,0,4,2020-08-18 23:19:02+00:00,407,0,True,active,True,407,False,2020-08-19 00:41:25,2020
296,True,9,0,1,5,2020-08-18 23:46:19+00:00,408,0,True,active,True,408,False,2020-08-19 00:41:25,2020
297,True,6,0,0,13,2020-08-19 00:37:58+00:00,409,0,True,active,True,409,False,2020-08-19 00:41:25,2020
298,True,13,0,0,6,2020-08-18 21:53:12+00:00,410,0,True,active,True,410,False,2020-08-19 00:41:25,2020
299,True,12,0,0,3,2020-08-18 23:20:53+00:00,411,0,True,active,True,411,False,2020-08-19 00:41:25,2020
300,True,9,0,0,10,2020-08-19 00:38:28+00:00,412,0,True,active,True,412,False,2020-08-19 00:41:25,2020
301,True,9,0,1,9,2020-08-19 00:35:39+00:00,413,0,True,active,True,413,False,2020-08-19 00:41:25,2020
302,True,20,0,0,3,2020-08-18 22:19:59+00:00,414,0,True,active,True,414,False,2020-08-19 00:41:25,2020
303,True,17,0,0,2,2020-08-19 00:05:35+00:00,415,0,True,active,True,415,False,2020-08-19 00:41:25,2020
304,True,10,0,3,2,2020-08-19 00:18:52+00:00,416,0,True,active,True,416,False,2020-08-19 00:41:25,2020
305,True,7,0,0,12,2020-08-19 00:33:05+00:00,417,0,True,active,True,417,False,2020-08-19 00:41:25,2020
306,True,8,0,0,7,2020-08-18 23:05:52+00:00,419,0,True,active,True,419,False,2020-08-19 00:41:25,2020
307,False,0,0,0,0,1970-01-02 00:00:00+00:00,420,0,False,out_of_service,False,420,False,2020-08-19 00:41:25,1970
308,True,0,0,0,19,2020-08-17 16:27:03+00:00,421,0,True,active,True,421,False,2020-08-19 00:41:25,2020
309,True,9,0,1,5,2020-08-19 00:39:44+00:00,422,0,True,active,True,422,False,2020-08-19 00:41:25,2020
310,True,10,0,0,9,2020-08-18 23:30:52+00:00,423,0,True,active,True,423,False,2020-08-19 00:41:25,2020
311,True,17,0,0,2,2020-08-18 21:17:04+00:00,424,0,True,active,True,424,False,2020-08-19 00:41:25,2020
312,True,16,0,0,0,2020-08-18 22:46:58+00:00,425,0,True,active,True,425,False,2020-08-19 00:41:25,2020
313,True,25,0,0,2,2020-08-19 00:01:37+00:00,426,0,True,active,True,426,False,2020-08-19 00:41:25,2020
314,True,18,0,0,1,2020-08-18 14:14:07+00:00,427,0,True,active,True,427,False,2020-08-19 00:41:25,2020
315,True,12,0,1,6,2020-08-18 23:54:27+00:00,428,0,True,active,True,428,False,2020-08-19 00:41:25,2020
316,True,3,0,0,16,2020-08-18 22:24:09+00:00,430,0,True,active,True,430,False,2020-08-19 00:41:25,2020
317,True,14,0,0,1,2020-08-18 15:50:09+00:00,431,0,True,active,True,431,False,2020-08-19 00:41:25,2020
318,True,15,0,0,4,2020-08-19 00:27:01+00:00,432,0,True,active,True,432,False,2020-08-19 00:41:25,2020
319,True,17,0,0,2,2020-08-19 00:38:45+00:00,433,0,True,active,True,433,False,2020-08-19 00:41:25,2020
320,True,18,0,0,1,2020-08-19 00:33:30+00:00,434,0,True,active,True,434,False,2020-08-19 00:41:25,2020
321,True,6,0,0,9,2020-08-18 22:40:18+00:00,435,0,True,active,True,435,False,2020-08-19 00:41:25,2020
322,True,14,0,0,1,2020-08-19 00:06:35+00:00,436,0,True,active,True,436,False,2020-08-19 00:41:25,2020
323,True,17,0,0,2,2020-08-19 00:16:39+00:00,437,0,True,active,True,437,False,2020-08-19 00:41:25,2020
324,True,0,0,0,17,2020-08-19 00:24:28+00:00,440,0,True,active,True,440,False,2020-08-19 00:41:25,2020
325,True,8,0,1,10,2020-08-18 23:09:12+00:00,441,0,True,active,True,441,False,2020-08-19 00:41:25,2020
326,True,0,0,0,15,2020-08-18 21:01:08+00:00,442,0,True,active,True,442,False,2020-08-19 00:41:25,2020
327,True,15,0,0,4,2020-08-18 21:44:46+00:00,443,0,True,active,True,443,False,2020-08-19 00:41:25,2020
328,True,16,0,0,3,2020-08-19 00:34:21+00:00,445,0,True,active,True,445,False,2020-08-19 00:41:25,2020
329,True,10,0,0,2,2020-08-19 00:40:53+00:00,446,0,True,active,True,446,False,2020-08-19 00:41:25,2020
330,True,15,0,0,4,2020-08-18 21:44:03+00:00,447,0,True,active,True,447,False,2020-08-19 00:41:25,2020
331,True,4,0,0,7,2020-08-18 08:58:50+00:00,448,0,True,active,True,448,False,2020-08-19 00:41:25,2020
332,True,0,0,0,0,1970-01-02 00:00:00+00:00,449,0,True,out_of_service,False,449,False,2020-08-19 00:41:25,1970
333,True,6,0,0,9,2020-08-18 23:38:46+00:00,450,0,True,active,True,450,False,2020-08-19 00:41:25,2020
334,True,1,0,0,14,2020-08-19 00:37:09+00:00,451,0,True,active,True,451,False,2020-08-19 00:41:25,2020
335,True,2,0,0,13,2020-08-19 00:32:40+00:00,452,0,True,active,True,452,False,2020-08-19 00:41:25,2020
336,True,5,0,0,10,2020-08-19 00:34:10+00:00,453,0,True,active,True,453,False,2020-08-19 00:41:25,2020
337,True,14,0,0,1,2020-08-18 23:58:56+00:00,454,0,True,active,True,454,False,2020-08-19 00:41:25,2020
338,True,6,0,0,6,2020-08-18 23:21:16+00:00,455,0,True,active,True,455,False,2020-08-19 00:41:25,2020
339,True,16,0,0,3,2020-08-18 23:51:57+00:00,456,0,True,active,True,456,False,2020-08-19 00:41:25,2020
340,True,1,0,0,10,2020-08-18 19:45:10+00:00,457,0,True,active,True,457,False,2020-08-19 00:41:25,2020
341,True,3,0,2,6,2020-08-18 23:32:08+00:00,458,0,True,active,True,458,False,2020-08-19 00:41:25,2020
