,station_status,num_bikes_available,station_id,num_docks_available,is_installed,is_returning,legacy_id,is_renting,last_reported,eightd_has_available_keys,num_ebikes_available,num_docks_disabled,num_bikes_disabled,timestamp_of_data_read_request,year_station_last_reported
229,active,4,338,11,True,True,338,True,2020-08-19 00:10:25+00:00,False,0,0,0,2020-08-19 00:31:05,2020
230,active,9,339,6,True,True,339,True,2020-08-18 23:50:36+00:00,False,0,0,0,2020-08-19 00:31:05,2020
231,active,18,340,1,True,True,340,True,2020-08-18 19:23:25+00:00,False,0,0,0,2020-08-19 00:31:05,2020
232,active,12,341,3,True,True,341,True,2020-08-19 00:17:17+00:00,True,0,0,0,2020-08-19 00:31:05,2020
233,active,14,342,0,True,True,342,True,2020-08-19 00:27:47+00:00,False,0,0,1,2020-08-19 00:31:05,2020
234,active,4,343,10,True,True,343,True,2020-08-18 21:51:30+00:00,False,0,0,1,2020-08-19 00:31:05,2020
235,active,13,344,6,True,True,344,True,2020-08-19 00:16:28+00:00,False,0,0,0,2020-08-19 00:31:05,2020
236,active,16,345,2,True,True,345,True,2020-08-19 00:20:39+00:00,False,0,0,1,2020-08-19 00:31:05,2020
237,active,3,346,12,True,True,346,True,2020-08-19 00:12:09+00:00,False,0,0,0,2020-08-19 00:31:05,2020
238,active,9,347,6,True,True,347,True,2020-08-18 22:04:27+00:00,False,0,0,0,2020-08-19 00:31:05,2020
239,active,1,348,14,True,True,348,True,2020-08-18 21:30:35+00:00,False,0,0,0,2020-08-19 00:31:05,2020
240,active,4,349,13,True,True,349,True,2020-08-19 00:15:46+00:00,False,0,0,0,2020-08-19 00:31:05,2020
241,active,12,350,5,True,True,350,True,2020-08-18 23:51:11+00:00,False,0,0,0,2020-08-19 00:31:05,2020
242,active,13,351,2,True,True,351,True,2020-08-18 23:44:20+00:00,False,0,0,0,2020-08-19 00:31:05,2020
243,active,7,352,8,True,True,352,True,2020-08-19 00:29:35+00:00,False,0,0,0,2020-08-19 00:31:05,2020
244,active,10,353,5,True,True,353,True,2020-08-19 00:06:01+00:00,True,0,0,0,2020-08-19 00:31:05,2020
245,active,1,354,14,True,True,354,True,2020-08-18 23:35:09+00:00,False,0,0,0,2020-08-19 00:31:05,2020
246,active,16,355,1,True,True,355,True,2020-08-19 00:01:42+00:00,False,0,0,0,2020-08-19 00:31:05,2020
247,active,0,356,23,True,True,356,True,2020-08-19 00:05:45+00:00,False,0,0,0,2020-08-19 00:31:05,2020
248,active,11,357,4,True,True,357,True,2020-08-19 00:06:29+00:00,False,0,0,0,2020-08-19 00:31:05,2020
249,active,16,358,3,True,True,358,True,2020-08-19 00:18:10+00:00,False,0,0,0,2020-08-19 00:31:05,2020
250,active,4,359,11,True,True,359,True,2020-08-19 00:27:40+00:00,False,0,0,0,2020-08-19 00:31:05,2020
251,active,7,360,8,True,True,360,True,2020-08-18 23:55:56+00:00,False,0,0,0,2020-08-19 00:31:05,2020
252,active,8,361,11,True,True,361,True,2020-08-18 23:27:46+00:00,False,0,0,0,2020-08-19 00:31:05,2020
253,active,5,362,13,True,True,362,True,2020-08-19 00:30:32+00:00,False,0,0,1,2020-08-19 00:31:05,2020
254,active,5,363,14,True,True,363,True,2020-08-19 00:27:34+00:00,False,0,0,0,2020-08-19 00:31:05,2020
255,active,11,364,7,True,True,364,True,2020-08-19 00:19:27+00:00,False,0,0,1,2020-08-19 00:31:05,2020
256,active,3,365,16,True,True,365,True,2020-08-19 00:28:22+00:00,False,0,0,0,2020-08-19 00:31:05,2020
257,active,7,366,8,True,True,366,True,2020-08-19 00:09:46+00:00,False,0,0,0,2020-08-19 00:31:05,2020
258,active,19,367,0,True,True,367,True,2020-08-18 23:42:55+00:00,False,0,0,0,2020-08-19 00:31:05,2020
259,active,1,368,14,True,True,368,True,2020-08-18 22:57:04+00:00,False,0,0,0,2020-08-19 00:31:05,2020
260,active,15,369,0,True,True,369,True,2020-08-19 00:20:04+00:00,False,0,0,0,2020-08-19 00:31:05,2020
261,active,2,370,17,True,True,370,True,2020-08-19 00:29:34+00:00,False,0,0,0,2020-08-19 00:31:05,2020
262,active,6,371,13,True,True,371,True,2020-08-19 00:01:39+00:00,False,0,0,0,2020-08-19 00:31:05,2020
263,active,1,372,17,True,True,372,True,2020-08-18 23:59:17+00:00,False,0,0,1,2020-08-19 00:31:05,2020
264,active,9,373,6,True,True,373,True,2020-08-18 22:53:16+00:00,False,0,0,0,2020-08-19 00:31:05,2020
265,active,7,374,11,True,True,374,True,2020-08-19 00:22:45+00:00,False,0,0,1,2020-08-19 00:31:05,2020
266,active,11,376,4,True,True,376,True,2020-08-19 00:22:05+00:00,False,0,0,0,2020-08-19 00:31:05,2020
267,active,5,377,14,True,True,377,True,2020-08-18 23:44:35+00:00,False,0,0,0,2020-08-19 00:31:05,2020
268,active,5,378,14,True,True,378,True,2020-08-19 00:19:58+00:00,False,0,0,0,2020-08-19 00:31:05,2020
269,active,8,379,6,True,True,379,True,2020-08-19 00:10:41+00:00,False,0,0,1,2020-08-19 00:31:05,2020
270,active,2,380,15,True,True,380,True,2020-08-19 00:16:03+00:00,False,0,0,1,2020-08-19 00:31:05,2020
271,active,10,381,9,True,True,381,True,2020-08-19 00:26:01+00:00,False,0,0,0,2020-08-19 00:31:05,2020
272,active,4,384,15,True,True,384,True,2020-08-19 00:11:36+00:00,True,0,0,0,2020-08-19 00:31:05,2020
273,active,2,385,12,True,True,385,True,2020-08-19 00:13:34+00:00,False,0,1,0,2020-08-19 00:31:05,2020
274,active,4,386,15,True,True,386,True,2020-08-19 00:06:42+00:00,False,0,0,0,2020-08-19 00:31:05,2020
275,active,8,387,5,True,True,387,True,2020-08-19 00:12:42+00:00,False,0,0,2,2020-08-19 00:31:05,2020
276,active,8,388,3,True,True,388,True,2020-08-18 23:01:40+00:00,False,0,0,0,2020-08-19 00:31:05,2020
277,active,5,389,9,True,True,389,True,2020-08-18 20:11:12+00:00,False,0,0,0,2020-08-19 00:31:05,2020
278,active,8,390,7,True,True,390,True,2020-08-18 15:43:58+00:00,False,0,0,0,2020-08-19 00:31:05,2020
279,active,14,391,1,True,True,391,True,2020-08-18 13:31:28+00:00,False,0,0,0,2020-08-19 00:31:05,2020
280,active,8,392,7,True,True,392,True,2020-08-18 23:56:12+00:00,False,0,0,0,2020-08-19 00:31:05,2020
281,active,8,393,7,True,True,393,True,2020-08-18 21:41:59+00:00,False,0,0,0,2020-08-19 00:31:05,2020
282,active,0,394,14,True,True,394,True,2020-08-18 22:40:56+00:00,False,0,0,0,2020-08-19 00:31:05,2020
283,active,11,395,4,True,True,395,True,2020-08-18 21:35:53+00:00,False,0,0,0,2020-08-19 00:31:05,2020
284,active,14,396,1,True,True,396,True,2020-08-18 22:56:36+00:00,False,0,0,0,2020-08-19 00:31:05,2020
285,active,6,397,8,True,True,397,True,2020-08-18 20:30:21+00:00,False,0,0,1,2020-08-19 00:31:05,2020
286,active,11,398,8,True,True,398,True,2020-08-19 00:14:28+00:00,False,0,0,0,2020-08-19 00:31:05,2020
287,active,3,399,12,True,True,399,True,2020-08-19 00:27:57+00:00,False,0,0,0,2020-08-19 00:31:05,2020
288,active,19,400,8,True,True,400,True,2020-08-18 21:22:32+00:00,False,0,0,0,2020-08-19 00:31:05,2020
289,active,13,401,2,True,True,401,True,2020-08-18 23:25:54+00:00,False,0,0,0,2020-08-19 00:31:05,2020
290,active,7,402,8,True,True,402,True,2020-08-19 00:28:44+00:00,False,0,0,0,2020-08-19 00:31:05,2020
291,active,6,403,8,True,True,403,True,2020-08-19 00:14:01+00:00,False,0,0,1,2020-08-19 00:31:05,2020
292,active,9,404,7,True,True,404,True,2020-08-19 00:27:51+00:00,False,0,0,0,2020-08-19 00:31:05,2020
293,active,15,405,4,True,True,405,True,2020-08-19 00:18:59+00:00,False,0,0,0,2020-08-19 00:31:05,2020
294,active,19,406,0,True,True,406,True,2020-08-18 23:22:58+00:00,False,0,0,0,2020-08-19 00:31:05,2020
295,active,4,407,15,True,True,407,True,2020-08-18 23:19:02+00:00,False,0,0,0,2020-08-19 00:31:05,2020
296,active,5,408,9,True,True,408,True,2020-08-18 23:46:19+00:00,False,0,0,1,2020-08-19 00:31:05,2020
297,active,11,409,8,True,True,409,True,2020-08-19 00:30:03+00:00,False,0,0,0,2020-08-19 00:31:05,2020
298,active,6,410,13,True,True,410,True,2020-08-18 21:53:12+00:00,False,0,0,0,2020-08-19 00:31:05,2020
299,active,3,411,12,True,True,411,True,2020-08-18 23:20:53+00:00,False,0,0,0,2020-08-19 00:31:05,2020
300,active,11,412,8,True,True,412,True,2020-08-19 00:23:42+00:00,False,0,0,0,2020-08-19 00:31:05,2020
301,active,7,413,11,True,True,413,True,2020-08-19 00:27:48+00:00,False,0,0,1,2020-08-19 00:31:05,2020
302,active,3,414,20,True,True,414,True,2020-08-18 22:19:59+00:00,False,0,0,0,2020-08-19 00:31:05,2020
303,active,2,415,17,True,True,415,True,2020-08-19 00:05:35+00:00,False,0,0,0,2020-08-19 00:31:05,2020
304,active,2,416,10,True,True,416,True,2020-08-19 00:18:52+00:00,False,0,0,3,2020-08-19 00:31:05,2020
305,active,11,417,8,True,True,417,True,2020-08-19 00:29:40+00:00,False,0,0,0,2020-08-19 00:31:05,2020
306,active,7,419,8,True,True,419,True,2020-08-18 23:05:52+00:00,False,0,0,0,2020-08-19 00:31:05,2020
307,out_of_service,0,420,0,False,False,420,False,1970-01-02 00:00:00+00:00,False,0,0,0,2020-08-19 00:31:05,1970
308,active,19,421,0,True,True,421,True,2020-08-17 16:27:03+00:00,False,0,0,0,2020-08-19 00:31:05,2020
309,active,6,422,8,True,True,422,True,2020-08-18 15:24:57+00:00,False,0,0,1,2020-08-19 00:31:05,2020
310,active,9,423,10,True,True,423,True,2020-08-18 23:30:52+00:00,False,0,0,0,2020-08-19 00:31:05,2020
311,active,2,424,17,True,True,424,True,2020-08-18 21:17:04+00:00,False,0,0,0,2020-08-19 00:31:05,2020
312,active,0,425,16,True,True,425,True,2020-08-18 22:46:58+00:00,False,0,0,0,2020-08-19 00:31:05,2020
313,active,2,426,25,True,True,426,True,2020-08-19 00:01:37+00:00,False,0,0,0,2020-08-19 00:31:05,2020
314,active,1,427,18,True,True,427,True,2020-08-18 14:14:07+00:00,False,0,0,0,2020-08-19 00:31:05,2020
315,active,6,428,12,True,True,428,True,2020-08-18 23:54:27+00:00,False,0,0,1,2020-08-19 00:31:05,2020
316,active,16,430,3,True,True,430,True,2020-08-18 22:24:09+00:00,False,0,0,0,2020-08-19 00:31:05,2020
317,active,1,431,14,True,True,431,True,2020-08-18 15:50:09+00:00,False,0,0,0,2020-08-19 00:31:05,2020
318,active,4,432,15,True,True,432,True,2020-08-19 00:27:01+00:00,False,0,0,0,2020-08-19 00:31:05,2020
319,active,3,433,16,True,True,433,True,2020-08-18 08:58:55+00:00,False,0,0,0,2020-08-19 00:31:05,2020
320,active,0,434,19,True,True,434,True,2020-08-18 20:28:47+00:00,False,0,0,0,2020-08-19 00:31:05,2020
321,active,9,435,6,True,True,435,True,2020-08-18 22:40:18+00:00,False,0,0,0,2020-08-19 00:31:05,2020
322,active,1,436,14,True,True,436,True,2020-08-19 00:06:35+00:00,False,0,0,0,2020-08-19 00:31:05,2020
323,active,2,437,17,True,True,437,True,2020-08-19 00:16:39+00:00,False,0,0,0,2020-08-19 00:31:05,2020
324,active,17,440,0,True,True,440,True,2020-08-19 00:24:28+00:00,False,0,0,0,2020-08-19 00:31:05,2020
325,active,10,441,8,True,True,441,True,2020-08-18 23:09:12+00:00,False,0,0,1,2020-08-19 00:31:05,2020
326,active,15,442,0,True,True,442,True,2020-08-18 21:01:08+00:00,False,0,0,0,2020-08-19 00:31:05,2020
327,active,4,443,15,True,True,443,True,2020-08-18 21:44:46+00:00,False,0,0,0,2020-08-19 00:31:05,2020
328,active,5,445,14,True,True,445,True,2020-08-19 00:09:55+00:00,False,0,0,0,2020-08-19 00:31:05,2020
329,active,1,446,11,True,True,446,True,2020-08-18 23:13:18+00:00,False,0,0,0,2020-08-19 00:31:05,2020
330,active,4,447,15,True,True,447,True,2020-08-18 21:44:03+00:00,False,0,0,0,2020-08-19 00:31:05,2020
331,active,7,448,4,True,True,448,True,2020-08-18 08:58:50+00:00,False,0,0,0,2020-08-19 00:31:05,2020
332,out_of_service,0,449,0,False,True,449,True,1970-01-02 00:00:00+00:00,False,0,0,0,2020-08-19 00:31:05,1970
333,active,9,450,6,True,True,450,True,2020-08-18 23:38:46+00:00,False,0,0,0,2020-08-19 00:31:05,2020
334,active,12,451,3,True,True,451,True,2020-08-19 00:30:58+00:00,False,0,0,0,2020-08-19 00:31:05,2020
335,active,12,452,3,True,True,452,True,2020-08-19 00:17:08+00:00,False,0,0,0,2020-08-19 00:31:05,2020
336,active,9,453,6,True,True,453,True,2020-08-19 00:17:13+00:00,False,0,0,0,2020-08-19 00:31:05,2020
337,active,1,454,14,True,True,454,True,2020-08-18 23:58:56+00:00,False,0,0,0,2020-08-19 00:31:05,2020
338,active,6,455,6,True,True,455,True,2020-08-18 23:21:16+00:00,False,0,0,0,2020-08-19 00:31:05,2020
339,active,3,456,16,True,True,456,True,2020-08-18 23:51:57+00:00,False,0,0,0,2020-08-19 00:31:05,2020
340,active,10,457,1,True,True,457,True,2020-08-18 19:45:10+00:00,False,0,0,0,2020-08-19 00:31:05,2020
341,active,6,458,3,True,True,458,True,2020-08-18 23:32:08+00:00,False,0,0,2,2020-08-19 00:31:05,2020
