,station_status,num_docks_available,num_bikes_available,last_reported,num_docks_disabled,legacy_id,num_bikes_disabled,is_installed,is_returning,num_ebikes_available,eightd_has_available_keys,is_renting,station_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
159,active,9,5,2020-07-30 13:26:52+00:00,0,185,1,True,True,0,False,True,185,,,2020-07-30 13:51:15,2020
160,active,12,2,2020-07-30 13:39:46+00:00,0,186,1,True,True,0,True,True,186,,,2020-07-30 13:51:15,2020
161,active,5,10,2020-07-30 13:48:05+00:00,0,187,0,True,True,0,False,True,187,,,2020-07-30 13:51:15,2020
162,active,4,11,2020-07-30 13:37:01+00:00,0,188,0,True,True,0,False,True,188,,,2020-07-30 13:51:15,2020
163,active,9,14,2020-07-30 13:46:58+00:00,0,189,0,True,True,0,True,True,189,,,2020-07-30 13:51:15,2020
164,active,15,20,2020-07-30 13:44:37+00:00,0,190,2,True,True,0,False,True,190,,,2020-07-30 13:51:15,2020
165,active,15,0,2020-07-30 10:09:11+00:00,0,191,0,True,True,0,False,True,191,,,2020-07-30 13:51:15,2020
166,active,3,16,2020-07-30 13:02:12+00:00,0,192,0,True,True,0,False,True,192,,,2020-07-30 13:51:15,2020
167,active,6,9,2020-07-30 13:13:44+00:00,0,193,0,True,True,0,True,True,193,,,2020-07-30 13:51:15,2020
168,active,5,14,2020-07-30 10:31:40+00:00,0,194,0,True,True,0,False,True,194,,,2020-07-30 13:51:15,2020
169,active,6,16,2020-07-30 13:27:41+00:00,0,195,1,True,True,0,False,True,195,,,2020-07-30 13:51:15,2020
170,active,8,2,2020-07-30 13:36:36+00:00,0,196,0,True,True,0,True,True,196,,,2020-07-30 13:51:15,2020
171,active,14,1,2020-07-30 12:56:15+00:00,0,197,0,True,True,0,False,True,197,,,2020-07-30 13:51:15,2020
172,active,8,7,2020-07-30 09:42:31+00:00,0,199,0,True,True,0,False,True,199,,,2020-07-30 13:51:15,2020
173,active,9,10,2020-07-30 13:46:21+00:00,0,200,0,True,True,0,False,True,200,,,2020-07-30 13:51:15,2020
174,active,15,0,2020-07-30 08:10:11+00:00,0,201,0,True,True,0,False,True,201,,,2020-07-30 13:51:15,2020
175,active,10,4,2020-07-29 23:36:32+00:00,0,202,1,True,True,0,False,True,202,,,2020-07-30 13:51:15,2020
176,active,9,6,2020-07-30 11:51:49+00:00,0,203,0,True,True,0,False,True,203,,,2020-07-30 13:51:15,2020
177,active,14,1,2020-07-30 08:25:15+00:00,0,204,0,True,True,0,False,True,204,,,2020-07-30 13:51:15,2020
178,active,10,4,2020-07-30 08:26:04+00:00,0,205,1,True,True,0,False,True,205,,,2020-07-30 13:51:15,2020
179,active,14,9,2020-07-30 13:40:15+00:00,0,206,0,True,True,0,False,True,206,,,2020-07-30 13:51:15,2020
180,active,0,15,2020-07-30 08:56:36+00:00,0,208,0,True,True,0,True,True,208,,,2020-07-30 13:51:15,2020
181,active,2,12,2020-07-30 08:20:08+00:00,0,209,1,True,True,0,False,True,209,,,2020-07-30 13:51:15,2020
182,active,14,1,2020-07-30 13:13:26+00:00,0,210,0,True,True,0,False,True,210,,,2020-07-30 13:51:15,2020
183,active,3,15,2020-07-30 10:21:47+00:00,0,211,1,True,True,0,False,True,211,,,2020-07-30 13:51:15,2020
184,active,24,9,2020-07-30 13:43:36+00:00,0,212,0,True,True,0,False,True,212,,,2020-07-30 13:51:15,2020
185,active,8,8,2020-07-30 10:09:37+00:00,0,213,0,True,True,0,True,True,213,,,2020-07-30 13:51:15,2020
186,active,3,12,2020-07-30 11:30:52+00:00,0,214,0,True,True,0,False,True,214,,,2020-07-30 13:51:15,2020
187,active,4,11,2020-07-30 10:36:08+00:00,0,215,0,True,True,0,False,True,215,,,2020-07-30 13:51:15,2020
188,active,1,17,2020-07-30 08:25:30+00:00,0,216,1,True,True,0,False,True,216,,,2020-07-30 13:51:15,2020
189,active,15,4,2020-07-30 12:43:22+00:00,0,217,0,True,True,0,False,True,217,,,2020-07-30 13:51:15,2020
190,active,10,5,2020-07-30 13:31:01+00:00,0,218,0,True,True,0,False,True,218,,,2020-07-30 13:51:15,2020
191,active,6,9,2020-07-30 08:41:13+00:00,0,219,0,True,True,0,False,True,219,,,2020-07-30 13:51:15,2020
192,active,17,2,2020-07-30 13:17:54+00:00,0,221,0,True,True,0,False,True,221,,,2020-07-30 13:51:15,2020
193,active,13,1,2020-07-30 13:36:08+00:00,0,222,0,True,True,0,True,True,222,,,2020-07-30 13:51:15,2020
194,active,9,8,2020-07-30 11:52:05+00:00,0,224,0,True,True,0,False,True,224,,,2020-07-30 13:51:15,2020
195,active,8,11,2020-07-30 13:36:55+00:00,0,225,0,True,True,0,False,True,225,,,2020-07-30 13:51:15,2020
196,active,15,0,2020-07-30 13:03:21+00:00,0,226,0,True,True,0,False,True,226,,,2020-07-30 13:51:15,2020
197,active,6,12,2020-07-30 12:49:18+00:00,0,227,1,True,True,0,False,True,227,,,2020-07-30 13:51:15,2020
198,active,9,10,2020-07-30 13:37:25+00:00,0,228,0,True,True,0,False,True,228,,,2020-07-30 13:51:15,2020
199,active,7,4,2020-07-30 08:11:52+00:00,0,232,0,True,True,0,False,True,232,,,2020-07-30 13:51:15,2020
200,active,9,4,2020-07-30 12:36:36+00:00,0,233,2,True,True,0,False,True,233,,,2020-07-30 13:51:15,2020
201,active,11,4,2020-07-30 13:41:51+00:00,0,234,0,True,True,0,False,True,234,,,2020-07-30 13:51:15,2020
202,active,7,8,2020-07-30 13:36:49+00:00,0,235,0,True,True,0,False,True,235,,,2020-07-30 13:51:15,2020
203,active,3,12,2020-07-30 13:33:15+00:00,0,236,0,True,True,0,False,True,236,,,2020-07-30 13:51:15,2020
204,active,9,6,2020-07-30 13:21:15+00:00,0,239,0,True,True,0,False,True,239,,,2020-07-30 13:51:15,2020
205,active,2,13,2020-07-30 01:59:20+00:00,0,255,0,True,True,0,False,True,255,,,2020-07-30 13:51:15,2020
206,active,4,11,2020-07-30 13:23:46+00:00,0,258,0,True,True,0,False,True,258,,,2020-07-30 13:51:15,2020
207,active,14,1,2020-07-29 22:31:42+00:00,0,259,0,True,True,0,False,True,259,,,2020-07-30 13:51:15,2020
208,active,9,5,2020-07-30 13:40:58+00:00,0,260,1,True,True,0,False,True,260,,,2020-07-30 13:51:15,2020
209,active,12,3,2020-07-30 13:00:51+00:00,0,271,0,True,True,0,False,True,271,,,2020-07-30 13:51:15,2020
210,active,12,5,2020-07-30 12:13:57+00:00,0,272,2,True,True,0,False,True,272,,,2020-07-30 13:51:15,2020
211,active,11,29,2020-07-30 13:23:47+00:00,0,273,0,True,True,0,False,True,273,,,2020-07-30 13:51:15,2020
212,active,9,10,2020-07-30 13:47:44+00:00,0,279,0,True,True,0,False,True,279,,,2020-07-30 13:51:15,2020
213,active,15,4,2020-07-30 13:25:07+00:00,0,280,0,True,True,0,False,True,280,,,2020-07-30 13:51:15,2020
214,active,4,10,2020-07-30 13:50:53+00:00,0,282,1,True,True,0,False,True,282,,,2020-07-30 13:51:15,2020
215,active,12,11,2020-07-30 13:47:22+00:00,0,296,0,True,True,0,False,True,296,,,2020-07-30 13:51:15,2020
216,active,7,12,2020-07-30 13:50:24+00:00,0,318,0,True,True,0,False,True,318,,,2020-07-30 13:51:15,2020
217,active,15,10,2020-07-30 12:55:58+00:00,0,319,0,True,True,0,False,True,319,,,2020-07-30 13:51:15,2020
218,active,1,14,2020-07-30 13:29:27+00:00,0,327,0,True,True,0,False,True,327,,,2020-07-30 13:51:15,2020
219,active,13,2,2020-07-30 13:50:24+00:00,0,328,0,True,True,0,False,True,328,,,2020-07-30 13:51:15,2020
220,active,4,11,2020-07-30 13:17:57+00:00,0,329,0,True,True,0,False,True,329,,,2020-07-30 13:51:15,2020
221,active,12,3,2020-07-30 13:50:43+00:00,0,330,0,True,True,0,False,True,330,,,2020-07-30 13:51:15,2020
222,active,1,13,2020-07-30 13:05:19+00:00,0,331,1,True,True,0,False,True,331,,,2020-07-30 13:51:15,2020
223,active,15,0,2020-07-30 13:37:58+00:00,0,332,0,True,True,0,False,True,332,,,2020-07-30 13:51:15,2020
224,active,3,22,2020-07-30 12:19:27+00:00,0,333,0,True,True,0,False,True,333,,,2020-07-30 13:51:15,2020
225,active,5,14,2020-07-30 12:41:33+00:00,0,334,0,True,True,0,False,True,334,,,2020-07-30 13:51:15,2020
226,active,9,10,2020-07-30 13:47:51+00:00,0,335,0,True,True,0,False,True,335,,,2020-07-30 13:51:15,2020
227,active,3,12,2020-07-30 13:42:26+00:00,0,336,0,True,True,0,False,True,336,,,2020-07-30 13:51:15,2020
228,active,1,13,2020-07-30 13:00:57+00:00,0,337,1,True,True,0,False,True,337,,,2020-07-30 13:51:15,2020
229,active,14,1,2020-07-30 11:42:21+00:00,0,338,0,True,True,0,False,True,338,,,2020-07-30 13:51:15,2020
230,active,1,14,2020-07-30 12:05:25+00:00,0,339,0,True,True,0,False,True,339,,,2020-07-30 13:51:15,2020
231,active,6,12,2020-07-30 13:15:09+00:00,0,340,1,True,True,0,False,True,340,,,2020-07-30 13:51:15,2020
232,active,6,9,2020-07-30 12:03:50+00:00,0,341,0,True,True,0,True,True,341,,,2020-07-30 13:51:15,2020
233,active,15,0,2020-07-30 13:29:55+00:00,0,342,0,True,True,0,False,True,342,,,2020-07-30 13:51:15,2020
234,active,10,4,2020-07-29 22:58:46+00:00,0,343,1,True,True,0,False,True,343,,,2020-07-30 13:51:15,2020
235,active,18,1,2020-07-30 13:31:49+00:00,0,344,0,True,True,0,False,True,344,,,2020-07-30 13:51:15,2020
236,active,18,1,2020-07-30 12:47:15+00:00,0,345,0,True,True,0,False,True,345,,,2020-07-30 13:51:15,2020
237,active,12,3,2020-07-30 12:49:38+00:00,0,346,0,True,True,0,False,True,346,,,2020-07-30 13:51:15,2020
238,active,11,4,2020-07-30 02:21:03+00:00,0,347,0,True,True,0,False,True,347,,,2020-07-30 13:51:15,2020
239,active,5,8,2020-07-30 00:22:12+00:00,0,348,2,True,True,0,False,True,348,,,2020-07-30 13:51:15,2020
240,active,8,9,2020-07-30 12:18:00+00:00,0,349,0,True,True,0,True,True,349,,,2020-07-30 13:51:15,2020
241,active,16,1,2020-07-30 12:54:11+00:00,0,350,0,True,True,0,False,True,350,,,2020-07-30 13:51:15,2020
242,active,5,10,2020-07-30 08:56:42+00:00,0,351,0,True,True,0,False,True,351,,,2020-07-30 13:51:15,2020
243,active,12,3,2020-07-30 12:25:11+00:00,0,352,0,True,True,0,False,True,352,,,2020-07-30 13:51:15,2020
244,active,3,12,2020-07-29 23:34:02+00:00,0,353,0,True,True,0,True,True,353,,,2020-07-30 13:51:15,2020
