,num_docks_available,is_returning,num_bikes_disabled,num_bikes_available,last_reported,legacy_id,num_docks_disabled,eightd_has_available_keys,station_status,num_ebikes_available,is_installed,station_id,is_renting,timestamp_of_data_read_request,year_station_last_reported
0,14,True,0,1,2020-08-11 01:27:15+00:00,3,0,False,active,0,True,3,True,2020-08-11 02:33:10,2020
1,11,True,0,8,2020-08-11 02:14:17+00:00,4,0,False,active,0,True,4,True,2020-08-11 02:33:10,2020
2,9,True,0,6,2020-08-11 02:23:13+00:00,5,0,False,active,0,True,5,True,2020-08-11 02:33:10,2020
3,6,True,2,7,2020-08-11 02:19:41+00:00,6,0,False,active,0,True,6,True,2020-08-11 02:33:10,2020
4,2,True,0,13,2020-08-11 02:07:46+00:00,7,0,False,active,0,True,7,True,2020-08-11 02:33:10,2020
5,0,True,2,17,2020-08-11 01:41:34+00:00,8,0,False,active,0,True,8,True,2020-08-11 02:33:10,2020
6,1,True,0,14,2020-08-11 00:50:01+00:00,9,0,False,active,0,True,9,True,2020-08-11 02:33:10,2020
7,8,True,0,3,2020-08-11 01:54:35+00:00,10,0,False,active,0,True,10,True,2020-08-11 02:33:10,2020
8,14,True,0,1,2020-08-11 02:18:09+00:00,11,0,False,active,0,True,11,True,2020-08-11 02:33:10,2020
9,9,True,1,8,2020-08-11 02:26:03+00:00,12,0,True,active,0,True,12,True,2020-08-11 02:33:10,2020
10,18,True,0,1,2020-08-11 01:59:41+00:00,13,0,False,active,0,True,13,True,2020-08-11 02:33:10,2020
11,23,True,0,2,2020-08-11 02:32:13+00:00,14,0,False,active,0,True,14,True,2020-08-11 02:33:10,2020
12,0,True,0,15,2020-08-10 23:44:01+00:00,15,0,False,active,0,True,15,True,2020-08-11 02:33:10,2020
13,13,True,0,6,2020-08-11 02:09:05+00:00,16,0,True,active,0,True,16,True,2020-08-11 02:33:10,2020
14,8,True,1,6,2020-08-11 01:59:29+00:00,17,0,False,active,0,True,17,True,2020-08-11 02:33:10,2020
15,6,True,0,9,2020-08-11 01:39:14+00:00,19,0,False,active,0,True,19,True,2020-08-11 02:33:10,2020
16,16,True,2,5,2020-08-11 01:52:31+00:00,20,0,True,active,0,True,20,True,2020-08-11 02:33:10,2020
17,10,True,0,8,2020-08-11 02:24:50+00:00,21,0,True,active,0,True,21,True,2020-08-11 02:33:10,2020
18,36,True,2,9,2020-08-11 01:09:22+00:00,22,0,True,active,0,True,22,True,2020-08-11 02:33:10,2020
19,20,True,1,0,2020-08-11 00:51:13+00:00,23,0,False,active,0,True,23,True,2020-08-11 02:33:10,2020
20,17,True,1,1,2020-08-11 01:23:14+00:00,24,0,False,active,0,True,24,True,2020-08-11 02:33:10,2020
21,4,True,2,9,2020-08-11 02:22:18+00:00,25,0,False,active,0,True,25,True,2020-08-11 02:33:10,2020
22,6,True,1,8,2020-08-11 02:13:05+00:00,26,0,False,active,0,True,26,True,2020-08-11 02:33:10,2020
23,1,True,1,21,2020-08-11 02:32:37+00:00,27,0,False,active,0,True,27,True,2020-08-11 02:33:10,2020
24,8,True,1,6,2020-08-11 01:42:05+00:00,29,0,False,active,0,True,29,True,2020-08-11 02:33:10,2020
25,13,True,0,2,2020-08-11 02:18:34+00:00,30,0,False,active,0,True,30,True,2020-08-11 02:33:10,2020
26,16,True,1,2,2020-08-11 00:23:37+00:00,31,0,True,active,0,True,31,True,2020-08-11 02:33:10,2020
27,14,True,0,1,2020-08-11 02:31:07+00:00,32,0,False,active,0,True,32,True,2020-08-11 02:33:10,2020
28,22,True,0,5,2020-08-11 02:29:49+00:00,33,0,False,active,0,True,33,True,2020-08-11 02:33:10,2020
29,20,True,0,3,2020-08-11 01:59:50+00:00,35,0,False,active,0,True,35,True,2020-08-11 02:33:10,2020
30,27,True,0,6,2020-08-11 01:48:49+00:00,36,0,True,active,0,True,36,True,2020-08-11 02:33:10,2020
31,7,True,0,8,2020-08-10 23:35:32+00:00,37,0,True,active,0,True,37,True,2020-08-11 02:33:10,2020
32,19,True,0,4,2020-08-11 02:31:06+00:00,39,0,False,active,0,True,39,True,2020-08-11 02:33:10,2020
33,9,True,0,10,2020-08-11 02:27:15+00:00,40,0,False,active,0,True,40,True,2020-08-11 02:33:10,2020
34,12,True,2,13,2020-08-11 02:24:29+00:00,41,0,True,active,0,True,41,True,2020-08-11 02:33:10,2020
