,num_bikes_available,legacy_id,station_status,num_ebikes_available,station_id,is_installed,num_bikes_disabled,last_reported,is_renting,eightd_active_station_services,num_docks_disabled,is_returning,valet,num_docks_available,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,16,296,active,0,296,True,0,2020-08-01 18:54:04+00:00,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,True,"{'region': 'BOS', 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'active': True, 'valet_revision': 3, 'off_dock_count': 35, 'off_dock_capacity': 0, 'dock_blocked_count': 0}",7,False,2020-08-01 18:56:40,2020
1,2,3,active,0,3,True,0,2020-08-01 18:50:51+00:00,True,,0,True,,13,True,2020-08-01 18:56:40,2020
2,2,4,active,0,4,True,0,2020-08-01 18:55:56+00:00,True,,0,True,,17,False,2020-08-01 18:56:40,2020
3,2,5,active,0,5,True,0,2020-08-01 18:54:00+00:00,True,,0,True,,13,False,2020-08-01 18:56:40,2020
4,1,6,active,0,6,True,0,2020-08-01 18:42:27+00:00,True,,0,True,,14,False,2020-08-01 18:56:40,2020
5,9,7,active,0,7,True,0,2020-08-01 18:51:26+00:00,True,,0,True,,6,False,2020-08-01 18:56:40,2020
6,3,8,active,0,8,True,2,2020-08-01 18:48:09+00:00,True,,0,True,,14,False,2020-08-01 18:56:40,2020
7,5,9,active,0,9,True,0,2020-08-01 18:30:34+00:00,True,,0,True,,10,False,2020-08-01 18:56:40,2020
8,3,10,active,0,10,True,1,2020-08-01 18:51:52+00:00,True,,0,True,,7,False,2020-08-01 18:56:40,2020
9,9,11,active,0,11,True,2,2020-08-01 18:55:17+00:00,True,,0,True,,4,False,2020-08-01 18:56:40,2020
10,0,12,active,0,12,True,2,2020-08-01 18:18:40+00:00,True,,0,True,,16,True,2020-08-01 18:56:40,2020
11,16,13,active,0,13,True,0,2020-08-01 18:40:21+00:00,True,,0,True,,3,False,2020-08-01 18:56:40,2020
12,17,14,active,0,14,True,0,2020-08-01 18:53:15+00:00,True,,0,True,,8,False,2020-08-01 18:56:40,2020
13,4,15,active,0,15,True,1,2020-08-01 18:48:00+00:00,True,,0,True,,10,False,2020-08-01 18:56:40,2020
14,18,16,active,0,16,True,1,2020-08-01 18:49:39+00:00,True,,0,True,,0,True,2020-08-01 18:56:40,2020
15,0,17,active,0,17,True,0,2020-08-01 18:13:39+00:00,True,,0,True,,15,False,2020-08-01 18:56:40,2020
16,0,19,active,0,19,True,0,2020-08-01 18:40:14+00:00,True,,0,True,,15,False,2020-08-01 18:56:40,2020
17,10,20,active,0,20,True,0,2020-08-01 18:56:01+00:00,True,,0,True,,13,True,2020-08-01 18:56:40,2020
18,5,21,active,0,21,True,0,2020-08-01 18:47:32+00:00,True,,0,True,,13,True,2020-08-01 18:56:40,2020
