,legacy_id,num_docks_available,station_id,last_reported,is_renting,station_status,eightd_has_available_keys,num_bikes_disabled,num_ebikes_available,is_returning,num_docks_disabled,num_bikes_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,13,3,2020-08-07 05:10:57+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-07 07:56:30,2020
1,4,2,4,2020-08-07 07:07:42+00:00,True,active,False,0,0,True,0,17,True,,,2020-08-07 07:56:30,2020
2,5,0,5,2020-08-07 06:41:50+00:00,True,active,False,2,0,True,0,13,True,,,2020-08-07 07:56:30,2020
3,6,3,6,2020-08-07 07:52:04+00:00,True,active,False,1,0,True,0,11,True,,,2020-08-07 07:56:30,2020
4,7,12,7,2020-08-07 05:06:34+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-07 07:56:30,2020
5,8,6,8,2020-08-07 05:45:03+00:00,True,active,False,1,0,True,0,12,True,,,2020-08-07 07:56:30,2020
6,9,0,9,2020-08-07 06:54:19+00:00,True,active,False,1,0,True,0,14,True,,,2020-08-07 07:56:30,2020
7,10,11,10,2020-08-07 04:27:36+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-07 07:56:30,2020
8,11,14,11,2020-08-07 01:43:03+00:00,True,active,False,1,0,True,0,0,True,,,2020-08-07 07:56:30,2020
9,12,14,12,2020-08-07 07:29:05+00:00,True,active,True,0,0,True,0,4,True,,,2020-08-07 07:56:30,2020
10,13,19,13,2020-08-07 01:27:59+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-07 07:56:30,2020
11,14,25,14,2020-08-07 06:03:10+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-07 07:56:30,2020
12,15,1,15,2020-08-07 07:52:31+00:00,True,active,False,0,0,True,0,14,True,,,2020-08-07 07:56:30,2020
13,16,9,16,2020-08-07 06:58:37+00:00,True,active,True,0,0,True,0,10,True,,,2020-08-07 07:56:30,2020
14,17,10,17,2020-08-07 05:35:11+00:00,True,active,False,1,0,True,0,4,True,,,2020-08-07 07:56:30,2020
15,19,6,19,2020-08-07 04:47:22+00:00,True,active,False,0,0,True,0,9,True,,,2020-08-07 07:56:30,2020
16,20,22,20,2020-08-07 06:15:29+00:00,True,active,True,0,0,True,0,1,True,,,2020-08-07 07:56:30,2020
17,21,1,21,2020-08-07 05:04:37+00:00,True,active,True,0,0,True,0,17,True,,,2020-08-07 07:56:30,2020
18,22,34,22,2020-08-07 05:12:24+00:00,True,active,True,1,0,True,0,12,True,,,2020-08-07 07:56:30,2020
19,23,8,23,2020-08-07 03:39:03+00:00,True,active,True,0,0,True,0,13,True,,,2020-08-07 07:56:30,2020
20,24,17,24,2020-08-07 05:43:27+00:00,True,active,False,2,0,True,0,0,True,,,2020-08-07 07:56:30,2020
21,25,3,25,2020-08-07 05:49:35+00:00,True,active,False,1,0,True,0,11,True,,,2020-08-07 07:56:30,2020
