,is_installed,is_renting,is_returning,num_ebikes_available,num_bikes_available,num_bikes_disabled,station_id,station_status,num_docks_available,legacy_id,eightd_has_available_keys,last_reported,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,True,True,0,6,0,3,active,9,3,True,2020-07-29 12:56:59+00:00,0,,,2020-07-29 13:38:50,2020
1,True,True,True,0,6,1,4,active,12,4,False,2020-07-29 13:38:22+00:00,0,,,2020-07-29 13:38:50,2020
2,True,True,True,0,7,0,5,active,8,5,False,2020-07-29 13:17:05+00:00,0,,,2020-07-29 13:38:50,2020
3,True,True,True,0,10,0,6,active,5,6,False,2020-07-29 13:38:18+00:00,0,,,2020-07-29 13:38:50,2020
4,True,True,True,0,1,0,7,active,14,7,False,2020-07-29 13:32:50+00:00,0,,,2020-07-29 13:38:50,2020
5,True,True,True,0,11,2,8,active,6,8,False,2020-07-29 12:39:39+00:00,0,,,2020-07-29 13:38:50,2020
6,True,True,True,0,3,1,9,active,11,9,False,2020-07-29 12:49:10+00:00,0,,,2020-07-29 13:38:50,2020
7,True,True,True,0,9,1,10,active,1,10,False,2020-07-29 13:19:46+00:00,0,,,2020-07-29 13:38:50,2020
8,True,True,True,0,7,1,11,active,7,11,False,2020-07-29 13:32:08+00:00,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 43, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'valet_revision': 69}",2020-07-29 13:38:50,2020
9,True,True,True,0,2,0,12,active,16,12,True,2020-07-29 13:32:08+00:00,0,,,2020-07-29 13:38:50,2020
10,True,True,True,0,11,0,13,active,8,13,False,2020-07-29 13:33:17+00:00,0,,,2020-07-29 13:38:50,2020
11,True,True,True,0,14,0,14,active,11,14,False,2020-07-29 13:35:48+00:00,0,,,2020-07-29 13:38:50,2020
12,True,True,True,0,8,0,15,active,7,15,False,2020-07-29 13:25:23+00:00,0,,,2020-07-29 13:38:50,2020
13,True,True,True,0,13,1,16,active,5,16,True,2020-07-29 13:29:12+00:00,0,,,2020-07-29 13:38:50,2020
14,True,True,True,0,13,0,17,active,2,17,False,2020-07-29 13:20:45+00:00,0,,,2020-07-29 13:38:50,2020
15,True,True,True,0,8,0,19,active,7,19,False,2020-07-29 13:29:41+00:00,0,,,2020-07-29 13:38:50,2020
16,True,True,True,0,19,1,20,active,3,20,True,2020-07-29 13:35:57+00:00,0,,,2020-07-29 13:38:50,2020
17,True,True,True,0,6,0,21,active,12,21,True,2020-07-29 13:31:42+00:00,0,,,2020-07-29 13:38:50,2020
18,True,True,True,0,9,0,22,active,38,22,False,2020-07-29 13:20:26+00:00,0,,,2020-07-29 13:38:50,2020
19,True,True,True,0,16,0,23,active,5,23,True,2020-07-29 13:38:31+00:00,0,,,2020-07-29 13:38:50,2020
20,True,True,True,0,5,1,24,active,13,24,False,2020-07-29 12:58:11+00:00,0,,,2020-07-29 13:38:50,2020
21,True,True,True,0,15,0,25,active,0,25,False,2020-07-29 13:10:55+00:00,0,,,2020-07-29 13:38:50,2020
22,True,True,True,0,8,1,26,active,6,26,False,2020-07-29 13:09:47+00:00,0,,,2020-07-29 13:38:50,2020
23,True,True,True,0,9,0,27,active,14,27,False,2020-07-29 13:17:25+00:00,0,,,2020-07-29 13:38:50,2020
24,True,True,True,0,12,0,29,active,3,29,False,2020-07-29 13:23:58+00:00,0,,,2020-07-29 13:38:50,2020
25,True,True,True,0,14,0,30,active,1,30,False,2020-07-29 13:32:19+00:00,0,,,2020-07-29 13:38:50,2020
26,True,True,True,0,7,1,31,active,11,31,True,2020-07-29 12:57:51+00:00,0,,,2020-07-29 13:38:50,2020
