,station_id,last_reported,num_bikes_available,num_docks_available,is_installed,legacy_id,station_status,num_docks_disabled,eightd_has_available_keys,num_ebikes_available,num_bikes_disabled,is_returning,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-14 22:49:29+00:00,10,5,True,3,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
1,4,2020-08-14 22:50:18+00:00,12,7,True,4,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
2,5,2020-08-14 22:36:18+00:00,8,7,True,5,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
3,6,2020-08-14 22:46:17+00:00,1,11,True,6,active,0,False,0,3,True,True,,,2020-08-14 22:50:30,2020
4,7,2020-08-14 22:46:26+00:00,1,14,True,7,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
5,8,2020-08-14 22:45:41+00:00,5,13,True,8,active,0,False,0,1,True,True,,,2020-08-14 22:50:30,2020
6,9,2020-08-14 22:49:20+00:00,3,11,True,9,active,0,False,0,1,True,True,,,2020-08-14 22:50:30,2020
7,10,2020-08-14 22:50:04+00:00,1,10,True,10,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
8,11,2020-08-14 22:48:01+00:00,2,13,True,11,active,0,False,0,0,True,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'active': True, 'valet_revision': 89, 'dock_blocked_count': 0, 'region': 'BOS', 'off_dock_count': 2}",2020-08-14 22:50:30,2020
9,12,2020-08-14 22:39:45+00:00,12,6,True,12,active,0,True,0,0,True,True,,,2020-08-14 22:50:30,2020
10,13,2020-08-14 22:42:20+00:00,6,11,True,13,active,0,False,0,2,True,True,,,2020-08-14 22:50:30,2020
11,14,2020-08-14 22:44:14+00:00,0,25,True,14,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
12,15,2020-08-14 21:59:44+00:00,11,2,True,15,active,0,False,0,2,True,True,,,2020-08-14 22:50:30,2020
13,16,2020-08-14 22:38:12+00:00,13,6,True,16,active,0,True,0,0,True,True,,,2020-08-14 22:50:30,2020
14,17,2020-08-14 22:46:17+00:00,0,13,True,17,active,0,False,0,2,True,True,,,2020-08-14 22:50:30,2020
15,19,2020-08-14 22:50:07+00:00,1,14,True,19,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
16,20,2020-08-14 22:46:46+00:00,15,8,True,20,active,0,True,0,0,True,True,,,2020-08-14 22:50:30,2020
17,21,2020-08-14 22:41:16+00:00,14,3,True,21,active,0,True,0,1,True,True,,,2020-08-14 22:50:30,2020
18,22,2020-08-14 22:45:53+00:00,26,20,True,22,active,0,True,0,1,True,True,,,2020-08-14 22:50:30,2020
19,23,2020-08-14 22:47:02+00:00,0,20,True,23,active,0,False,0,1,True,True,,,2020-08-14 22:50:30,2020
20,24,2020-08-14 22:50:05+00:00,11,7,True,24,active,0,False,0,1,True,True,,,2020-08-14 22:50:30,2020
21,25,2020-08-14 22:47:45+00:00,10,5,True,25,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
22,26,2020-08-14 22:45:57+00:00,5,9,True,26,active,0,False,0,1,True,True,,,2020-08-14 22:50:30,2020
23,27,2020-08-14 22:49:39+00:00,12,11,True,27,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
24,29,2020-08-14 22:43:47+00:00,0,15,True,29,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
25,30,2020-08-14 22:48:54+00:00,3,12,True,30,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
26,31,2020-08-14 22:33:12+00:00,12,7,True,31,active,0,True,0,0,True,True,,,2020-08-14 22:50:30,2020
27,32,2020-08-14 22:49:09+00:00,15,0,True,32,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
28,33,2020-08-14 22:45:19+00:00,3,24,True,33,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
29,35,2020-08-14 22:43:41+00:00,4,19,True,35,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
30,36,2020-08-14 22:33:53+00:00,12,20,True,36,active,0,True,0,1,True,True,,,2020-08-14 22:50:30,2020
31,37,2020-08-14 22:35:18+00:00,10,5,True,37,active,0,True,0,0,True,True,,,2020-08-14 22:50:30,2020
32,39,2020-08-14 22:48:48+00:00,18,5,True,39,active,0,False,0,0,True,True,,,2020-08-14 22:50:30,2020
33,40,2020-08-14 22:49:39+00:00,2,16,True,40,active,0,False,0,1,True,True,,,2020-08-14 22:50:30,2020
34,41,2020-08-14 22:46:42+00:00,9,18,True,41,active,0,True,0,0,True,True,,,2020-08-14 22:50:30,2020
