,is_renting,last_reported,station_status,is_installed,station_id,num_bikes_disabled,num_docks_available,eightd_has_available_keys,legacy_id,is_returning,num_docks_disabled,num_bikes_available,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
229,True,2020-08-05 00:06:12+00:00,active,True,338,0,5,False,338,True,0,10,0,2020-08-05 00:21:10,2020
230,True,2020-08-04 23:46:55+00:00,active,True,339,0,7,False,339,True,0,8,0,2020-08-05 00:21:10,2020
231,True,2020-08-04 17:02:48+00:00,active,True,340,0,3,False,340,True,0,16,0,2020-08-05 00:21:10,2020
232,True,2020-08-05 00:14:54+00:00,active,True,341,0,9,True,341,True,0,6,0,2020-08-05 00:21:10,2020
233,True,2020-08-05 00:09:16+00:00,active,True,342,0,5,False,342,True,0,10,0,2020-08-05 00:21:10,2020
234,True,2020-08-04 19:00:47+00:00,active,True,343,0,9,False,343,True,0,6,0,2020-08-05 00:21:10,2020
235,True,2020-08-04 23:45:26+00:00,active,True,344,0,17,False,344,True,0,2,0,2020-08-05 00:21:10,2020
236,True,2020-08-04 21:52:16+00:00,active,True,345,1,6,False,345,True,0,12,0,2020-08-05 00:21:10,2020
237,True,2020-08-05 00:17:36+00:00,active,True,346,0,13,False,346,True,0,2,0,2020-08-05 00:21:10,2020
238,True,2020-08-04 18:55:15+00:00,active,True,347,0,10,False,347,True,0,5,0,2020-08-05 00:21:10,2020
239,True,2020-08-04 23:35:49+00:00,active,True,348,0,3,False,348,True,0,12,0,2020-08-05 00:21:10,2020
240,True,2020-08-04 01:02:05+00:00,active,True,349,0,7,True,349,True,0,10,0,2020-08-05 00:21:10,2020
241,True,2020-08-04 22:20:29+00:00,active,True,350,0,12,False,350,True,0,5,0,2020-08-05 00:21:10,2020
242,True,2020-08-05 00:06:13+00:00,active,True,351,1,5,False,351,True,0,9,0,2020-08-05 00:21:10,2020
243,True,2020-08-05 00:16:38+00:00,active,True,352,0,7,False,352,True,0,8,0,2020-08-05 00:21:10,2020
244,True,2020-08-04 18:26:56+00:00,active,True,353,0,7,True,353,True,0,8,0,2020-08-05 00:21:10,2020
245,True,2020-08-04 23:49:00+00:00,active,True,354,0,6,False,354,True,0,9,0,2020-08-05 00:21:10,2020
246,True,2020-08-04 21:38:51+00:00,active,True,355,0,5,False,355,True,0,12,0,2020-08-05 00:21:10,2020
247,True,2020-08-04 23:31:06+00:00,active,True,356,0,13,False,356,True,0,10,0,2020-08-05 00:21:10,2020
248,True,2020-08-04 23:41:51+00:00,active,True,357,0,7,False,357,True,0,8,0,2020-08-05 00:21:10,2020
249,True,2020-08-04 23:09:40+00:00,active,True,358,0,4,False,358,True,0,15,0,2020-08-05 00:21:10,2020
250,True,2020-08-05 00:11:36+00:00,active,True,359,0,13,False,359,True,0,2,0,2020-08-05 00:21:10,2020
251,True,2020-08-04 23:05:41+00:00,active,True,360,0,13,False,360,True,0,2,0,2020-08-05 00:21:10,2020
252,True,2020-08-04 23:49:30+00:00,active,True,361,0,11,False,361,True,0,8,0,2020-08-05 00:21:10,2020
253,True,2020-08-05 00:18:09+00:00,active,True,362,0,2,False,362,True,0,17,0,2020-08-05 00:21:10,2020
254,True,2020-08-05 00:10:58+00:00,active,True,363,0,3,False,363,True,0,16,0,2020-08-05 00:21:10,2020
255,True,2020-08-05 00:05:05+00:00,active,True,364,0,14,False,364,True,0,5,0,2020-08-05 00:21:10,2020
256,True,2020-08-05 00:00:58+00:00,active,True,365,1,17,False,365,True,0,1,0,2020-08-05 00:21:10,2020
257,True,2020-08-04 23:34:28+00:00,active,True,366,0,15,False,366,True,0,0,0,2020-08-05 00:21:10,2020
258,True,2020-08-04 22:36:38+00:00,active,True,367,0,9,False,367,True,0,10,0,2020-08-05 00:21:10,2020
259,True,2020-08-04 23:12:21+00:00,active,True,368,1,13,False,368,True,0,1,0,2020-08-05 00:21:10,2020
260,True,2020-08-04 23:47:24+00:00,active,True,369,0,0,False,369,True,0,15,0,2020-08-05 00:21:10,2020
261,True,2020-08-04 23:41:09+00:00,active,True,370,0,10,False,370,True,0,9,0,2020-08-05 00:21:10,2020
262,True,2020-08-04 16:52:53+00:00,active,True,371,0,6,False,371,True,0,13,0,2020-08-05 00:21:10,2020
263,True,2020-08-05 00:17:45+00:00,active,True,372,0,12,False,372,True,0,7,0,2020-08-05 00:21:10,2020
264,True,2020-08-04 23:53:01+00:00,active,True,373,0,4,False,373,True,0,11,0,2020-08-05 00:21:10,2020
265,True,2020-08-04 23:15:13+00:00,active,True,374,0,12,False,374,True,0,7,0,2020-08-05 00:21:10,2020
266,True,2020-08-05 00:01:14+00:00,active,True,376,0,14,False,376,True,0,1,0,2020-08-05 00:21:10,2020
267,True,2020-08-05 00:13:18+00:00,active,True,377,0,15,False,377,True,0,4,0,2020-08-05 00:21:10,2020
268,True,2020-08-04 23:13:09+00:00,active,True,378,0,10,False,378,True,0,9,0,2020-08-05 00:21:10,2020
269,True,2020-08-05 00:03:20+00:00,active,True,379,0,3,False,379,True,0,12,0,2020-08-05 00:21:10,2020
270,True,2020-08-04 23:59:12+00:00,active,True,380,0,9,False,380,True,0,9,0,2020-08-05 00:21:10,2020
271,True,2020-08-05 00:07:34+00:00,active,True,381,0,10,False,381,True,0,9,0,2020-08-05 00:21:10,2020
272,True,2020-08-04 23:27:33+00:00,active,True,384,0,15,True,384,True,0,4,0,2020-08-05 00:21:10,2020
273,True,2020-08-04 23:24:01+00:00,active,True,385,1,13,False,385,True,1,0,0,2020-08-05 00:21:10,2020
274,True,2020-08-05 00:17:15+00:00,active,True,386,0,11,False,386,True,0,8,0,2020-08-05 00:21:10,2020
275,True,2020-08-04 21:21:01+00:00,active,True,387,0,6,False,387,True,0,9,0,2020-08-05 00:21:10,2020
276,True,2020-08-04 23:27:59+00:00,active,True,388,0,8,False,388,True,0,3,0,2020-08-05 00:21:10,2020
277,True,2020-08-04 23:38:22+00:00,active,True,389,0,3,False,389,True,0,11,0,2020-08-05 00:21:10,2020
278,True,2020-08-04 23:50:16+00:00,active,True,390,0,1,False,390,True,0,14,0,2020-08-05 00:21:10,2020
279,True,2020-08-05 00:14:12+00:00,active,True,391,0,0,False,391,True,0,15,0,2020-08-05 00:21:10,2020
280,True,2020-08-04 22:20:08+00:00,active,True,392,0,6,False,392,True,0,9,0,2020-08-05 00:21:10,2020
281,True,2020-08-04 23:26:57+00:00,active,True,393,0,10,False,393,True,0,5,0,2020-08-05 00:21:10,2020
282,True,2020-08-04 18:37:46+00:00,active,True,394,0,13,False,394,True,0,1,0,2020-08-05 00:21:10,2020
283,True,2020-08-04 22:15:17+00:00,active,True,395,0,5,False,395,True,0,10,0,2020-08-05 00:21:10,2020
284,True,2020-08-04 08:56:09+00:00,active,True,396,0,3,False,396,True,0,12,0,2020-08-05 00:21:10,2020
285,True,2020-08-04 23:51:34+00:00,active,True,397,0,10,False,397,True,0,5,0,2020-08-05 00:21:10,2020
286,True,2020-08-04 22:23:04+00:00,active,True,398,0,14,False,398,True,0,5,0,2020-08-05 00:21:10,2020
287,True,2020-08-04 23:57:15+00:00,active,True,399,0,2,False,399,True,0,13,0,2020-08-05 00:21:10,2020
288,True,2020-08-04 22:11:32+00:00,active,True,400,1,20,False,400,True,0,6,0,2020-08-05 00:21:10,2020
289,True,2020-08-04 21:52:01+00:00,active,True,401,0,4,False,401,True,0,11,0,2020-08-05 00:21:10,2020
290,True,2020-08-04 23:55:45+00:00,active,True,402,0,13,False,402,True,0,2,0,2020-08-05 00:21:10,2020
291,True,2020-08-04 23:52:16+00:00,active,True,403,0,1,False,403,True,0,14,0,2020-08-05 00:21:10,2020
292,True,2020-08-04 22:46:39+00:00,active,True,404,1,8,False,404,True,0,7,0,2020-08-05 00:21:10,2020
293,True,2020-08-05 00:14:24+00:00,active,True,405,0,4,False,405,True,0,15,0,2020-08-05 00:21:10,2020
294,True,2020-08-04 22:48:12+00:00,active,True,406,0,3,False,406,True,0,12,0,2020-08-05 00:21:10,2020
295,True,2020-08-04 23:38:32+00:00,active,True,407,0,14,False,407,True,0,5,0,2020-08-05 00:21:10,2020
296,True,2020-08-04 23:41:41+00:00,active,True,408,0,8,False,408,True,0,7,0,2020-08-05 00:21:10,2020
297,True,2020-08-05 00:00:13+00:00,active,True,409,0,6,False,409,True,0,13,0,2020-08-05 00:21:10,2020
298,True,2020-08-04 19:17:28+00:00,active,True,410,0,4,False,410,True,0,15,0,2020-08-05 00:21:10,2020
299,True,2020-08-04 20:40:31+00:00,active,True,411,0,2,False,411,True,0,13,0,2020-08-05 00:21:10,2020
300,True,2020-08-04 23:33:33+00:00,active,True,412,1,9,False,412,True,0,9,0,2020-08-05 00:21:10,2020
301,True,2020-08-05 00:03:09+00:00,active,True,413,0,1,False,413,True,0,18,0,2020-08-05 00:21:10,2020
302,True,2020-08-05 00:03:55+00:00,active,True,414,0,23,False,414,True,0,0,0,2020-08-05 00:21:10,2020
303,True,2020-08-05 00:01:25+00:00,active,True,415,1,7,False,415,True,0,11,0,2020-08-05 00:21:10,2020
304,True,2020-08-05 00:11:22+00:00,active,True,416,0,10,False,416,True,0,5,0,2020-08-05 00:21:10,2020
305,True,2020-08-05 00:12:42+00:00,active,True,417,0,5,False,417,True,0,14,0,2020-08-05 00:21:10,2020
306,True,2020-08-04 23:30:08+00:00,active,True,419,0,7,False,419,True,0,8,0,2020-08-05 00:21:10,2020
307,False,1970-01-02 00:00:00+00:00,out_of_service,False,420,0,0,False,420,False,0,0,0,2020-08-05 00:21:10,1970
308,True,2020-08-04 12:11:15+00:00,active,True,421,1,6,False,421,True,0,12,0,2020-08-05 00:21:10,2020
309,True,2020-08-04 20:30:09+00:00,active,True,422,0,1,False,422,True,0,14,0,2020-08-05 00:21:10,2020
310,True,2020-08-04 20:20:51+00:00,active,True,423,0,10,False,423,True,0,9,0,2020-08-05 00:21:10,2020
311,True,2020-08-04 23:06:23+00:00,active,True,424,0,13,False,424,True,0,6,0,2020-08-05 00:21:10,2020
312,True,2020-08-04 10:32:00+00:00,active,True,425,0,16,False,425,True,0,0,0,2020-08-05 00:21:10,2020
313,True,2020-08-05 00:17:20+00:00,active,True,426,0,20,False,426,True,0,7,0,2020-08-05 00:21:10,2020
314,True,2020-08-04 17:25:29+00:00,active,True,427,0,17,False,427,True,0,2,0,2020-08-05 00:21:10,2020
315,True,2020-08-04 22:14:11+00:00,active,True,428,0,6,False,428,True,0,13,0,2020-08-05 00:21:10,2020
316,True,2020-08-04 14:55:40+00:00,active,True,430,0,2,False,430,True,0,17,0,2020-08-05 00:21:10,2020
317,True,2020-08-04 16:08:38+00:00,active,True,431,0,14,False,431,True,0,1,0,2020-08-05 00:21:10,2020
318,True,2020-08-04 22:51:58+00:00,active,True,432,0,11,False,432,True,0,8,0,2020-08-05 00:21:10,2020
319,True,2020-08-04 15:16:13+00:00,active,True,433,0,19,False,433,True,0,0,0,2020-08-05 00:21:10,2020
320,True,2020-08-04 22:01:08+00:00,active,True,434,0,16,False,434,True,0,3,0,2020-08-05 00:21:10,2020
321,True,2020-08-04 18:39:43+00:00,active,True,435,0,0,False,435,True,0,15,0,2020-08-05 00:21:10,2020
322,True,2020-08-04 23:29:37+00:00,active,True,436,2,12,False,436,True,0,1,0,2020-08-05 00:21:10,2020
323,True,2020-08-05 00:15:33+00:00,active,True,437,0,2,False,437,True,0,17,0,2020-08-05 00:21:10,2020
324,True,2020-08-05 00:20:40+00:00,active,True,440,0,3,False,440,True,0,14,0,2020-08-05 00:21:10,2020
325,True,2020-08-04 21:28:00+00:00,active,True,441,1,2,False,441,True,0,16,0,2020-08-05 00:21:10,2020
326,True,2020-08-04 21:57:09+00:00,active,True,442,0,8,False,442,True,0,7,0,2020-08-05 00:21:10,2020
327,True,2020-08-04 22:52:32+00:00,active,True,443,0,16,False,443,True,0,3,0,2020-08-05 00:21:10,2020
328,True,2020-08-04 23:30:23+00:00,active,True,445,0,6,False,445,True,0,13,0,2020-08-05 00:21:10,2020
329,True,2020-08-04 23:59:15+00:00,active,True,446,0,8,False,446,True,0,4,0,2020-08-05 00:21:10,2020
330,True,2020-08-04 23:27:04+00:00,active,True,447,0,15,False,447,True,0,4,0,2020-08-05 00:21:10,2020
331,True,2020-08-04 19:23:50+00:00,active,True,448,0,9,False,448,True,0,2,0,2020-08-05 00:21:10,2020
332,True,1970-01-02 00:00:00+00:00,out_of_service,False,449,0,0,False,449,True,0,0,0,2020-08-05 00:21:10,1970
333,True,2020-08-04 21:29:32+00:00,active,True,450,0,12,False,450,True,0,3,0,2020-08-05 00:21:10,2020
334,True,2020-08-04 22:56:48+00:00,active,True,451,0,4,False,451,True,0,11,0,2020-08-05 00:21:10,2020
335,True,2020-08-04 23:02:18+00:00,active,True,452,1,4,False,452,True,0,10,0,2020-08-05 00:21:10,2020
336,True,2020-08-04 23:57:40+00:00,active,True,453,0,11,False,453,True,0,4,0,2020-08-05 00:21:10,2020
337,True,2020-08-04 23:46:36+00:00,active,True,454,0,5,False,454,True,0,10,0,2020-08-05 00:21:10,2020
338,True,2020-08-04 23:38:21+00:00,active,True,455,0,2,False,455,True,0,10,0,2020-08-05 00:21:10,2020
