,legacy_id,num_docks_available,is_installed,last_reported,station_id,num_bikes_disabled,num_docks_disabled,is_renting,is_returning,eightd_has_available_keys,num_bikes_available,station_status,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
133,150,19,True,2020-08-06 02:19:04+00:00,150,0,0,True,True,False,0,active,0,,,2020-08-06 05:31:55,2020
134,151,13,True,2020-08-06 04:00:16+00:00,151,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
135,152,3,True,2020-08-06 01:32:46+00:00,152,0,0,True,True,True,12,active,0,,,2020-08-06 05:31:55,2020
136,156,8,True,2020-08-05 23:18:36+00:00,156,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
137,157,12,True,2020-08-06 05:00:59+00:00,157,1,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
138,159,3,True,2020-08-06 05:08:27+00:00,159,3,0,True,True,False,9,active,0,,,2020-08-06 05:31:55,2020
139,160,9,True,2020-08-06 04:19:22+00:00,160,0,0,True,True,True,5,active,0,,,2020-08-06 05:31:55,2020
140,161,1,True,2020-08-06 05:01:44+00:00,161,0,0,True,True,True,22,active,0,,,2020-08-06 05:31:55,2020
141,162,6,True,2020-08-06 02:32:22+00:00,162,0,0,True,True,False,9,active,0,,,2020-08-06 05:31:55,2020
142,163,11,True,2020-08-06 03:50:36+00:00,163,0,0,True,True,True,8,active,0,,,2020-08-06 05:31:55,2020
143,167,10,True,2020-08-06 04:56:13+00:00,167,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
144,169,5,True,2020-08-06 01:33:06+00:00,169,1,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
145,170,14,True,2020-08-05 18:31:26+00:00,170,0,0,True,True,True,0,active,0,,,2020-08-06 05:31:55,2020
146,171,15,True,2020-08-05 22:21:58+00:00,171,0,0,True,True,True,8,active,0,,,2020-08-06 05:31:55,2020
147,173,7,True,2020-08-06 01:50:53+00:00,173,0,0,True,True,True,7,active,0,,,2020-08-06 05:31:55,2020
148,174,11,True,2020-08-06 02:08:31+00:00,174,2,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
149,175,14,True,2020-08-06 04:36:53+00:00,175,0,0,True,True,True,3,active,0,,,2020-08-06 05:31:55,2020
150,176,2,True,2020-08-06 02:06:46+00:00,176,0,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
151,177,14,True,2020-08-06 04:36:30+00:00,177,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
152,178,12,True,2020-08-06 05:00:35+00:00,178,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
153,179,18,True,2020-08-06 04:58:56+00:00,179,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
154,180,9,True,2020-08-06 03:39:50+00:00,180,0,0,True,True,False,10,active,0,,,2020-08-06 05:31:55,2020
155,181,0,True,2020-08-06 03:17:39+00:00,181,0,0,True,True,False,19,active,0,,,2020-08-06 05:31:55,2020
156,182,15,True,2020-08-06 00:45:33+00:00,182,0,0,True,True,True,4,active,0,,,2020-08-06 05:31:55,2020
157,183,12,True,2020-08-06 02:51:50+00:00,183,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
158,184,12,True,2020-08-06 04:23:36+00:00,184,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
159,185,9,True,2020-08-06 03:33:26+00:00,185,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
160,186,10,True,2020-08-06 03:08:29+00:00,186,0,0,True,True,True,5,active,0,,,2020-08-06 05:31:55,2020
161,187,0,True,2020-08-06 02:09:13+00:00,187,0,0,True,True,False,15,active,0,,,2020-08-06 05:31:55,2020
162,188,3,True,2020-08-06 02:35:04+00:00,188,0,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
163,189,21,True,2020-08-06 04:17:08+00:00,189,2,0,True,True,True,0,active,0,,,2020-08-06 05:31:55,2020
164,190,27,True,2020-08-06 04:10:46+00:00,190,1,0,True,True,True,9,active,0,,,2020-08-06 05:31:55,2020
165,191,13,True,2020-08-06 01:05:34+00:00,191,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
166,192,12,True,2020-08-06 03:22:07+00:00,192,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
167,193,13,True,2020-08-06 02:53:15+00:00,193,1,0,True,True,True,1,active,0,,,2020-08-06 05:31:55,2020
168,194,13,True,2020-08-06 02:54:22+00:00,194,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
169,195,9,True,2020-08-06 02:54:18+00:00,195,1,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
170,196,8,True,2020-08-06 01:15:01+00:00,196,0,0,True,True,True,2,active,0,,,2020-08-06 05:31:55,2020
171,197,13,True,2020-08-06 04:36:22+00:00,197,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
172,199,10,True,2020-08-05 22:16:32+00:00,199,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
173,200,4,True,2020-08-06 05:14:52+00:00,200,1,0,True,True,False,14,active,0,,,2020-08-06 05:31:55,2020
174,201,10,True,2020-08-05 16:42:59+00:00,201,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
175,202,7,True,2020-08-06 01:49:29+00:00,202,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
176,203,10,True,2020-08-05 23:08:39+00:00,203,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
177,204,6,True,2020-08-06 02:39:41+00:00,204,1,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
178,205,7,True,2020-08-06 01:22:06+00:00,205,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
179,206,23,True,2020-08-06 01:50:08+00:00,206,0,0,True,True,False,0,active,0,,,2020-08-06 05:31:55,2020
180,208,3,True,2020-08-06 05:28:20+00:00,208,0,0,True,True,True,12,active,0,,,2020-08-06 05:31:55,2020
181,209,10,True,2020-08-05 21:16:59+00:00,209,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
182,210,14,True,2020-08-06 00:24:36+00:00,210,0,0,True,True,False,1,active,0,,,2020-08-06 05:31:55,2020
183,211,7,True,2020-08-06 02:44:04+00:00,211,0,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
184,212,14,True,2020-08-06 03:07:33+00:00,212,0,0,True,True,False,19,active,0,,,2020-08-06 05:31:55,2020
185,213,8,True,2020-08-06 01:36:20+00:00,213,0,0,True,True,True,8,active,0,,,2020-08-06 05:31:55,2020
186,214,0,True,2020-08-06 02:54:24+00:00,214,0,0,True,True,False,15,active,0,,,2020-08-06 05:31:55,2020
187,215,6,True,2020-08-06 04:05:48+00:00,215,1,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
188,216,4,True,2020-08-06 02:16:25+00:00,216,0,0,True,True,False,15,active,0,,,2020-08-06 05:31:55,2020
189,217,0,True,2020-08-06 00:55:36+00:00,217,0,0,True,True,False,19,active,0,,,2020-08-06 05:31:55,2020
190,218,9,True,2020-08-06 03:05:11+00:00,218,1,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
191,219,2,True,2020-08-06 01:34:26+00:00,219,0,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
192,221,5,True,2020-08-06 04:37:23+00:00,221,3,0,True,True,False,11,active,0,,,2020-08-06 05:31:55,2020
193,222,11,True,2020-08-06 04:35:51+00:00,222,0,0,True,True,True,3,active,0,,,2020-08-06 05:31:55,2020
194,224,10,True,2020-08-06 04:33:49+00:00,224,1,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
195,225,10,True,2020-08-06 04:39:36+00:00,225,0,0,True,True,False,9,active,0,,,2020-08-06 05:31:55,2020
196,226,1,True,2020-08-06 04:39:44+00:00,226,1,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
197,227,17,True,2020-08-06 02:38:55+00:00,227,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
198,228,17,True,2020-08-06 04:58:23+00:00,228,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
199,232,9,True,2020-08-06 04:47:13+00:00,232,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
200,233,4,True,2020-08-06 04:12:25+00:00,233,0,0,True,True,False,11,active,0,,,2020-08-06 05:31:55,2020
201,234,13,True,2020-08-06 02:00:21+00:00,234,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
202,235,10,True,2020-08-06 00:31:59+00:00,235,1,0,True,True,False,4,active,0,,,2020-08-06 05:31:55,2020
203,236,6,True,2020-08-06 02:14:18+00:00,236,0,0,True,True,False,9,active,0,,,2020-08-06 05:31:55,2020
204,239,0,True,2020-08-06 04:36:14+00:00,239,0,0,True,True,False,15,active,0,,,2020-08-06 05:31:55,2020
205,255,3,True,2020-08-05 21:50:23+00:00,255,0,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
206,258,7,True,2020-08-05 22:06:52+00:00,258,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
207,259,15,True,2020-08-04 09:01:37+00:00,259,0,0,True,True,False,0,active,0,,,2020-08-06 05:31:55,2020
208,260,8,True,2020-08-06 03:59:17+00:00,260,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
209,271,8,True,2020-08-06 04:30:49+00:00,271,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
210,272,13,True,2020-08-05 19:11:19+00:00,272,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
211,273,17,True,2020-08-06 04:04:15+00:00,273,1,0,True,True,False,22,active,0,,,2020-08-06 05:31:55,2020
212,279,11,True,2020-08-06 03:59:16+00:00,279,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
213,280,13,True,2020-08-06 03:47:24+00:00,280,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
