,legacy_id,num_docks_available,is_installed,last_reported,station_id,num_bikes_disabled,num_docks_disabled,is_renting,is_returning,eightd_has_available_keys,num_bikes_available,station_status,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
214,282,0,True,2020-08-06 02:25:26+00:00,282,1,0,True,True,False,14,active,0,,,2020-08-06 05:31:55,2020
215,296,7,True,2020-08-06 03:53:54+00:00,296,0,0,True,True,False,16,active,0,,,2020-08-06 05:31:55,2020
216,318,18,True,2020-08-06 05:21:13+00:00,318,0,0,True,True,False,1,active,0,,,2020-08-06 05:31:55,2020
217,319,8,True,2020-08-06 02:50:50+00:00,319,0,0,True,True,False,17,active,0,,,2020-08-06 05:31:55,2020
218,327,9,True,2020-08-06 02:37:38+00:00,327,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
219,328,10,True,2020-08-06 04:32:47+00:00,328,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
220,329,8,True,2020-08-06 02:27:05+00:00,329,1,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
221,330,11,True,2020-08-06 02:02:51+00:00,330,0,0,True,True,False,4,active,0,,,2020-08-06 05:31:55,2020
222,331,8,True,2020-08-06 04:18:03+00:00,331,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
223,332,5,True,2020-08-06 05:14:59+00:00,332,0,0,True,True,False,10,active,0,,,2020-08-06 05:31:55,2020
224,333,5,True,2020-08-06 01:30:29+00:00,333,0,0,True,True,False,20,active,0,,,2020-08-06 05:31:55,2020
225,334,13,True,2020-08-06 04:15:49+00:00,334,1,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
226,335,7,True,2020-08-06 04:48:02+00:00,335,0,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
227,336,4,True,2020-08-06 00:59:10+00:00,336,0,0,True,True,False,11,active,0,,,2020-08-06 05:31:55,2020
228,337,3,True,2020-08-06 01:01:30+00:00,337,0,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
229,338,2,True,2020-08-06 03:34:25+00:00,338,0,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
230,339,2,True,2020-08-05 23:20:03+00:00,339,0,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
231,340,2,True,2020-08-05 21:17:33+00:00,340,0,0,True,True,False,17,active,0,,,2020-08-06 05:31:55,2020
232,341,10,True,2020-08-06 01:58:09+00:00,341,0,0,True,True,True,5,active,0,,,2020-08-06 05:31:55,2020
233,342,4,True,2020-08-06 05:21:12+00:00,342,0,0,True,True,False,11,active,0,,,2020-08-06 05:31:55,2020
234,343,9,True,2020-08-04 19:00:47+00:00,343,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
235,344,15,True,2020-08-06 05:16:42+00:00,344,0,0,True,True,False,4,active,0,,,2020-08-06 05:31:55,2020
236,345,6,True,2020-08-06 03:27:05+00:00,345,0,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
237,346,14,True,2020-08-06 03:12:11+00:00,346,0,0,True,True,False,1,active,0,,,2020-08-06 05:31:55,2020
238,347,4,True,2020-08-06 01:21:33+00:00,347,0,0,True,True,False,11,active,0,,,2020-08-06 05:31:55,2020
239,348,6,True,2020-08-06 05:31:14+00:00,348,2,4,True,True,False,3,active,0,,,2020-08-06 05:31:55,2020
240,349,11,True,2020-08-05 23:36:51+00:00,349,0,0,True,True,True,6,active,0,,,2020-08-06 05:31:55,2020
241,350,13,True,2020-08-05 20:30:06+00:00,350,0,0,True,True,False,4,active,0,,,2020-08-06 05:31:55,2020
242,351,7,True,2020-08-06 04:41:20+00:00,351,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
243,352,7,True,2020-08-06 01:50:37+00:00,352,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
244,353,7,True,2020-08-05 23:35:59+00:00,353,0,0,True,True,True,8,active,0,,,2020-08-06 05:31:55,2020
245,354,11,True,2020-08-06 04:43:45+00:00,354,1,0,True,True,False,3,active,0,,,2020-08-06 05:31:55,2020
246,355,10,True,2020-08-06 05:10:19+00:00,355,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
247,356,16,True,2020-08-06 03:04:15+00:00,356,1,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
248,357,1,True,2020-08-06 03:22:25+00:00,357,0,0,True,True,False,14,active,0,,,2020-08-06 05:31:55,2020
249,358,5,True,2020-08-06 04:05:22+00:00,358,0,0,True,True,False,14,active,0,,,2020-08-06 05:31:55,2020
250,359,10,True,2020-08-06 05:31:16+00:00,359,1,0,True,True,False,4,active,0,,,2020-08-06 05:31:55,2020
251,360,10,True,2020-08-06 03:10:54+00:00,360,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
252,361,6,True,2020-08-06 04:42:18+00:00,361,0,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
253,362,0,True,2020-08-06 04:32:29+00:00,362,0,0,True,True,False,19,active,0,,,2020-08-06 05:31:55,2020
254,363,7,True,2020-08-06 04:38:58+00:00,363,0,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
255,364,11,True,2020-08-06 05:18:07+00:00,364,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
256,365,11,True,2020-08-06 04:52:03+00:00,365,1,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
257,366,13,True,2020-08-06 02:50:29+00:00,366,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
258,367,1,True,2020-08-06 01:32:26+00:00,367,0,0,True,True,False,18,active,0,,,2020-08-06 05:31:55,2020
259,368,10,True,2020-08-06 02:51:33+00:00,368,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
260,369,7,True,2020-08-06 03:33:26+00:00,369,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
261,370,3,True,2020-08-06 02:29:15+00:00,370,1,0,True,True,False,15,active,0,,,2020-08-06 05:31:55,2020
262,371,3,True,2020-08-06 00:06:43+00:00,371,0,0,True,True,False,16,active,0,,,2020-08-06 05:31:55,2020
263,372,8,True,2020-08-06 04:35:51+00:00,372,0,0,True,True,False,11,active,0,,,2020-08-06 05:31:55,2020
264,373,8,True,2020-08-06 01:13:31+00:00,373,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
265,374,14,True,2020-08-06 04:54:51+00:00,374,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
266,376,9,True,2020-08-06 04:21:49+00:00,376,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
267,377,3,True,2020-08-06 03:53:31+00:00,377,1,0,True,True,False,15,active,0,,,2020-08-06 05:31:55,2020
268,378,7,True,2020-08-06 04:00:30+00:00,378,0,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
269,379,2,True,2020-08-06 05:16:12+00:00,379,1,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
270,380,17,True,2020-08-06 05:14:56+00:00,380,1,0,True,True,False,0,active,0,,,2020-08-06 05:31:55,2020
271,381,0,True,2020-08-06 03:44:06+00:00,381,0,0,True,True,False,19,active,0,,,2020-08-06 05:31:55,2020
272,384,12,True,2020-08-06 04:42:40+00:00,384,0,0,True,True,True,7,active,0,,,2020-08-06 05:31:55,2020
273,385,6,True,2020-08-06 04:08:59+00:00,385,1,1,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
274,386,11,True,2020-08-06 02:40:00+00:00,386,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
275,387,2,True,2020-08-06 02:47:14+00:00,387,0,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
276,388,9,True,2020-08-05 17:30:50+00:00,388,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
277,389,1,True,2020-08-06 01:39:37+00:00,389,0,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
278,390,1,True,2020-08-06 04:08:37+00:00,390,0,0,True,True,False,14,active,0,,,2020-08-06 05:31:55,2020
279,391,2,True,2020-08-05 21:18:33+00:00,391,0,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
280,392,7,True,2020-08-06 02:19:15+00:00,392,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
281,393,9,True,2020-08-05 23:17:13+00:00,393,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
282,394,14,True,2020-08-05 18:09:16+00:00,394,0,0,True,True,False,0,active,0,,,2020-08-06 05:31:55,2020
283,395,6,True,2020-08-06 02:33:04+00:00,395,0,0,True,True,False,9,active,0,,,2020-08-06 05:31:55,2020
284,396,3,True,2020-08-04 08:56:09+00:00,396,0,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
285,397,8,True,2020-08-06 01:51:35+00:00,397,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
286,398,15,True,2020-08-06 02:13:39+00:00,398,0,0,True,True,False,4,active,0,,,2020-08-06 05:31:55,2020
287,399,3,True,2020-08-06 00:25:09+00:00,399,0,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
288,400,24,True,2020-08-06 04:13:49+00:00,400,0,0,True,True,False,3,active,0,,,2020-08-06 05:31:55,2020
289,401,3,True,2020-08-06 02:11:53+00:00,401,0,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
290,402,2,True,2020-08-06 03:35:47+00:00,402,1,0,True,True,False,12,active,0,,,2020-08-06 05:31:55,2020
291,403,2,True,2020-08-06 04:48:59+00:00,403,0,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
292,404,6,True,2020-08-06 05:18:06+00:00,404,0,0,True,True,False,10,active,0,,,2020-08-06 05:31:55,2020
293,405,1,True,2020-08-06 02:17:20+00:00,405,0,0,True,True,False,18,active,0,,,2020-08-06 05:31:55,2020
294,406,5,True,2020-08-06 02:51:04+00:00,406,0,0,True,True,False,10,active,0,,,2020-08-06 05:31:55,2020
295,407,11,True,2020-08-06 00:48:43+00:00,407,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
296,408,0,True,2020-08-06 01:42:22+00:00,408,0,0,True,True,False,15,active,0,,,2020-08-06 05:31:55,2020
297,409,8,True,2020-08-06 04:25:37+00:00,409,0,0,True,True,False,11,active,0,,,2020-08-06 05:31:55,2020
298,410,5,True,2020-08-06 04:36:57+00:00,410,0,0,True,True,False,14,active,0,,,2020-08-06 05:31:55,2020
299,411,0,True,2020-08-06 00:03:15+00:00,411,1,0,True,True,False,14,active,0,,,2020-08-06 05:31:55,2020
300,412,9,True,2020-08-06 02:44:17+00:00,412,0,0,True,True,False,10,active,0,,,2020-08-06 05:31:55,2020
301,413,4,True,2020-08-06 02:53:55+00:00,413,0,0,True,True,False,15,active,0,,,2020-08-06 05:31:55,2020
302,414,22,True,2020-08-05 23:49:14+00:00,414,0,0,True,True,False,1,active,0,,,2020-08-06 05:31:55,2020
303,415,12,True,2020-08-06 03:21:33+00:00,415,0,0,True,True,False,7,active,0,,,2020-08-06 05:31:55,2020
304,416,10,True,2020-08-06 04:54:53+00:00,416,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
305,417,1,True,2020-08-06 04:15:42+00:00,417,0,0,True,True,False,18,active,0,,,2020-08-06 05:31:55,2020
306,419,13,True,2020-08-06 04:51:01+00:00,419,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
307,420,0,False,1970-01-02 00:00:00+00:00,420,0,0,False,False,False,0,out_of_service,0,,,2020-08-06 05:31:55,1970
308,421,6,True,2020-08-05 16:11:59+00:00,421,0,0,True,True,False,13,active,0,,,2020-08-06 05:31:55,2020
309,422,9,True,2020-08-05 23:13:50+00:00,422,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
310,423,10,True,2020-08-06 00:10:02+00:00,423,0,0,True,True,False,9,active,0,,,2020-08-06 05:31:55,2020
311,424,13,True,2020-08-06 01:55:05+00:00,424,1,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
312,425,8,True,2020-08-06 04:00:05+00:00,425,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
313,426,22,True,2020-08-06 02:08:50+00:00,426,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
314,427,17,True,2020-08-06 02:15:11+00:00,427,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
315,428,13,True,2020-08-06 01:17:37+00:00,428,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
316,430,2,True,2020-08-05 15:04:25+00:00,430,0,0,True,True,False,17,active,0,,,2020-08-06 05:31:55,2020
317,431,14,True,2020-08-05 23:55:01+00:00,431,0,0,True,True,False,1,active,0,,,2020-08-06 05:31:55,2020
318,432,11,True,2020-08-06 03:44:45+00:00,432,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
319,433,15,True,2020-08-05 21:57:07+00:00,433,0,0,True,True,False,4,active,0,,,2020-08-06 05:31:55,2020
320,434,17,True,2020-08-05 22:45:12+00:00,434,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
321,435,7,True,2020-08-06 03:11:11+00:00,435,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
322,436,10,True,2020-08-06 03:12:27+00:00,436,2,0,True,True,False,3,active,0,,,2020-08-06 05:31:55,2020
323,437,14,True,2020-08-06 04:39:48+00:00,437,1,0,True,True,False,4,active,0,,,2020-08-06 05:31:55,2020
324,440,15,True,2020-08-06 05:31:42+00:00,440,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
325,441,9,True,2020-08-06 03:58:29+00:00,441,0,0,True,True,False,10,active,0,,,2020-08-06 05:31:55,2020
326,442,9,True,2020-08-05 22:38:05+00:00,442,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
327,443,17,True,2020-08-06 04:30:49+00:00,443,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
328,445,10,True,2020-08-06 05:16:23+00:00,445,0,0,True,True,False,9,active,0,,,2020-08-06 05:31:55,2020
329,446,6,True,2020-08-06 03:45:41+00:00,446,0,0,True,True,False,6,active,0,,,2020-08-06 05:31:55,2020
330,447,19,True,2020-08-05 20:06:54+00:00,447,0,0,True,True,False,0,active,0,,,2020-08-06 05:31:55,2020
331,448,10,True,2020-08-06 01:43:46+00:00,448,0,0,True,True,False,1,active,0,,,2020-08-06 05:31:55,2020
332,449,0,False,1970-01-02 00:00:00+00:00,449,0,0,True,True,False,0,out_of_service,0,,,2020-08-06 05:31:55,1970
333,450,13,True,2020-08-06 02:27:11+00:00,450,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
334,451,7,True,2020-08-06 04:23:29+00:00,451,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
335,452,7,True,2020-08-06 02:45:34+00:00,452,0,0,True,True,False,8,active,0,,,2020-08-06 05:31:55,2020
336,453,13,True,2020-08-06 03:37:26+00:00,453,0,0,True,True,False,2,active,0,,,2020-08-06 05:31:55,2020
337,454,5,True,2020-08-06 03:03:51+00:00,454,0,0,True,True,False,10,active,0,,,2020-08-06 05:31:55,2020
338,455,1,True,2020-08-06 03:29:24+00:00,455,0,0,True,True,False,11,active,0,,,2020-08-06 05:31:55,2020
339,456,10,True,2020-08-06 00:25:32+00:00,456,0,0,True,True,False,9,active,0,,,2020-08-06 05:31:55,2020
340,457,6,True,2020-08-05 22:03:13+00:00,457,0,0,True,True,False,5,active,0,,,2020-08-06 05:31:55,2020
341,458,8,True,2020-08-05 23:34:50+00:00,458,0,0,True,True,False,3,active,0,,,2020-08-06 05:31:55,2020
