,is_installed,num_docks_disabled,num_ebikes_available,eightd_has_available_keys,legacy_id,num_docks_available,num_bikes_available,station_id,num_bikes_disabled,last_reported,station_status,is_renting,is_returning,timestamp_of_data_read_request,year_station_last_reported
0,True,0,0,False,3,11,4,3,0,2020-08-09 20:16:48+00:00,active,True,True,2020-08-09 20:45:40,2020
1,True,0,0,False,4,16,3,4,0,2020-08-09 20:23:50+00:00,active,True,True,2020-08-09 20:45:40,2020
2,True,0,0,False,5,4,10,5,1,2020-08-09 20:37:43+00:00,active,True,True,2020-08-09 20:45:40,2020
3,True,0,0,False,6,4,9,6,2,2020-08-09 20:44:57+00:00,active,True,True,2020-08-09 20:45:40,2020
4,True,0,0,False,7,15,0,7,0,2020-08-09 16:30:25+00:00,active,True,True,2020-08-09 20:45:40,2020
5,True,0,0,False,8,8,9,8,2,2020-08-09 20:40:45+00:00,active,True,True,2020-08-09 20:45:40,2020
6,True,0,0,False,9,12,1,9,2,2020-08-09 20:40:39+00:00,active,True,True,2020-08-09 20:45:40,2020
7,True,0,0,False,10,7,3,10,1,2020-08-09 20:39:27+00:00,active,True,True,2020-08-09 20:45:40,2020
8,True,0,0,False,11,3,11,11,1,2020-08-09 20:45:28+00:00,active,True,True,2020-08-09 20:45:40,2020
9,True,0,0,True,12,5,13,12,0,2020-08-09 20:03:36+00:00,active,True,True,2020-08-09 20:45:40,2020
10,True,0,0,False,13,9,10,13,0,2020-08-09 20:08:42+00:00,active,True,True,2020-08-09 20:45:40,2020
11,True,0,0,False,14,3,20,14,2,2020-08-09 20:27:07+00:00,active,True,True,2020-08-09 20:45:40,2020
12,True,0,0,False,15,4,11,15,0,2020-08-09 20:10:23+00:00,active,True,True,2020-08-09 20:45:40,2020
13,True,0,0,True,16,19,0,16,0,2020-08-09 20:24:10+00:00,active,True,True,2020-08-09 20:45:40,2020
14,True,0,0,False,17,11,4,17,0,2020-08-09 20:36:03+00:00,active,True,True,2020-08-09 20:45:40,2020
15,True,0,0,False,19,13,2,19,0,2020-08-09 20:25:41+00:00,active,True,True,2020-08-09 20:45:40,2020
16,True,0,0,True,20,22,0,20,1,2020-08-09 20:40:20+00:00,active,True,True,2020-08-09 20:45:40,2020
17,True,0,0,True,21,6,12,21,0,2020-08-09 20:38:49+00:00,active,True,True,2020-08-09 20:45:40,2020
18,True,0,0,True,22,33,14,22,0,2020-08-09 19:36:33+00:00,active,True,True,2020-08-09 20:45:40,2020
19,True,0,0,False,23,16,5,23,0,2020-08-09 20:32:43+00:00,active,True,True,2020-08-09 20:45:40,2020
20,True,0,0,False,24,17,2,24,0,2020-08-09 20:35:50+00:00,active,True,True,2020-08-09 20:45:40,2020
21,True,0,0,False,25,11,3,25,1,2020-08-09 20:33:06+00:00,active,True,True,2020-08-09 20:45:40,2020
22,True,0,0,False,26,3,11,26,1,2020-08-09 20:18:18+00:00,active,True,True,2020-08-09 20:45:40,2020
23,True,0,0,False,27,19,4,27,0,2020-08-09 20:43:32+00:00,active,True,True,2020-08-09 20:45:40,2020
24,True,0,0,False,29,7,7,29,1,2020-08-09 20:39:41+00:00,active,True,True,2020-08-09 20:45:40,2020
25,True,0,0,False,30,15,0,30,0,2020-08-09 20:44:43+00:00,active,True,True,2020-08-09 20:45:40,2020
26,True,0,0,True,31,14,5,31,0,2020-08-09 19:12:12+00:00,active,True,True,2020-08-09 20:45:40,2020
27,True,0,0,False,32,11,2,32,2,2020-08-09 20:44:35+00:00,active,True,True,2020-08-09 20:45:40,2020
28,True,0,0,False,33,13,13,33,1,2020-08-09 20:42:53+00:00,active,True,True,2020-08-09 20:45:40,2020
29,True,0,0,False,35,10,13,35,0,2020-08-09 20:34:03+00:00,active,True,True,2020-08-09 20:45:40,2020
30,True,0,0,True,36,21,12,36,0,2020-08-09 20:40:00+00:00,active,True,True,2020-08-09 20:45:40,2020
31,True,0,0,True,37,11,4,37,0,2020-08-09 19:51:05+00:00,active,True,True,2020-08-09 20:45:40,2020
32,True,0,0,False,39,16,6,39,1,2020-08-09 20:44:59+00:00,active,True,True,2020-08-09 20:45:40,2020
33,True,0,0,False,40,9,8,40,2,2020-08-09 20:39:24+00:00,active,True,True,2020-08-09 20:45:40,2020
34,True,0,0,True,41,22,4,41,1,2020-08-09 20:42:58+00:00,active,True,True,2020-08-09 20:45:40,2020
35,True,0,0,False,42,5,17,42,1,2020-08-09 20:43:14+00:00,active,True,True,2020-08-09 20:45:40,2020
36,True,0,0,True,43,9,5,43,1,2020-08-09 20:02:54+00:00,active,True,True,2020-08-09 20:45:40,2020
37,True,0,0,False,44,14,8,44,1,2020-08-09 20:41:22+00:00,active,True,True,2020-08-09 20:45:40,2020
38,True,0,0,False,46,7,11,46,1,2020-08-09 20:38:30+00:00,active,True,True,2020-08-09 20:45:40,2020
39,True,0,0,True,47,12,6,47,1,2020-08-09 20:41:19+00:00,active,True,True,2020-08-09 20:45:40,2020
40,True,0,0,False,48,19,0,48,0,2020-08-09 20:36:39+00:00,active,True,True,2020-08-09 20:45:40,2020
41,True,0,0,False,49,4,14,49,0,2020-08-09 20:38:19+00:00,active,True,True,2020-08-09 20:45:40,2020
42,True,0,0,True,50,4,11,50,0,2020-08-09 20:44:36+00:00,active,True,True,2020-08-09 20:45:40,2020
43,True,0,0,False,51,9,6,51,0,2020-08-09 20:33:46+00:00,active,True,True,2020-08-09 20:45:40,2020
44,True,0,0,True,52,14,8,52,1,2020-08-09 20:42:07+00:00,active,True,True,2020-08-09 20:45:40,2020
45,True,0,0,False,53,6,12,53,1,2020-08-09 20:44:35+00:00,active,True,True,2020-08-09 20:45:40,2020
46,True,0,0,False,54,5,10,54,0,2020-08-09 20:19:54+00:00,active,True,True,2020-08-09 20:45:40,2020
47,True,0,0,False,55,0,14,55,1,2020-08-09 20:21:30+00:00,active,True,True,2020-08-09 20:45:40,2020
48,True,0,0,True,56,16,2,56,0,2020-08-09 20:44:45+00:00,active,True,True,2020-08-09 20:45:40,2020
49,True,0,0,True,57,0,14,57,0,2020-08-09 20:16:21+00:00,active,True,True,2020-08-09 20:45:40,2020
50,True,0,0,True,58,6,10,58,3,2020-08-09 20:44:56+00:00,active,True,True,2020-08-09 20:45:40,2020
51,True,0,0,True,59,18,1,59,0,2020-08-09 20:41:12+00:00,active,True,True,2020-08-09 20:45:40,2020
52,True,0,0,False,60,6,11,60,2,2020-08-09 20:44:53+00:00,active,True,True,2020-08-09 20:45:40,2020
53,True,0,0,False,61,2,15,61,2,2020-08-09 20:35:49+00:00,active,True,True,2020-08-09 20:45:40,2020
54,True,0,0,False,63,7,6,63,2,2020-08-09 19:34:56+00:00,active,True,True,2020-08-09 20:45:40,2020
55,True,0,0,False,64,19,0,64,0,2020-08-09 20:41:32+00:00,active,True,True,2020-08-09 20:45:40,2020
56,True,0,0,False,65,22,1,65,0,2020-08-09 20:43:00+00:00,active,True,True,2020-08-09 20:45:40,2020
57,True,0,0,False,66,15,0,66,0,2020-08-09 20:35:08+00:00,active,True,True,2020-08-09 20:45:40,2020
58,True,0,0,True,67,16,9,67,2,2020-08-09 20:29:29+00:00,active,True,True,2020-08-09 20:45:40,2020
59,True,0,0,True,68,6,12,68,1,2020-08-09 20:41:12+00:00,active,True,True,2020-08-09 20:45:40,2020
60,True,0,0,True,69,18,1,69,0,2020-08-09 20:43:27+00:00,active,True,True,2020-08-09 20:45:40,2020
61,True,0,0,False,70,6,16,70,1,2020-08-09 20:41:58+00:00,active,True,True,2020-08-09 20:45:40,2020
62,True,0,0,False,71,3,20,71,0,2020-08-09 20:40:56+00:00,active,True,True,2020-08-09 20:45:40,2020
63,True,0,0,False,72,20,3,72,0,2020-08-09 20:39:05+00:00,active,True,True,2020-08-09 20:45:40,2020
64,True,0,0,False,73,9,6,73,0,2020-08-09 20:44:53+00:00,active,True,True,2020-08-09 20:45:40,2020
65,True,0,0,True,74,2,16,74,1,2020-08-09 20:41:22+00:00,active,True,True,2020-08-09 20:45:40,2020
66,True,0,0,False,75,7,7,75,1,2020-08-09 20:21:26+00:00,active,True,True,2020-08-09 20:45:40,2020
67,True,0,0,False,76,14,3,76,0,2020-08-09 20:44:35+00:00,active,True,True,2020-08-09 20:45:40,2020
