,num_bikes_available,num_docks_disabled,legacy_id,last_reported,eightd_has_available_keys,station_id,num_docks_available,is_returning,is_installed,station_status,num_ebikes_available,is_renting,num_bikes_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
59,18,0,68,2020-08-18 17:29:28+00:00,True,68,1,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
60,6,0,69,2020-08-18 16:58:21+00:00,True,69,13,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
61,13,0,70,2020-08-18 17:30:30+00:00,False,70,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
62,9,0,71,2020-08-18 17:27:28+00:00,False,71,14,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
63,14,0,72,2020-08-18 17:41:55+00:00,False,72,8,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
64,4,0,73,2020-08-18 17:24:01+00:00,False,73,9,True,True,active,0,True,2,,,2020-08-18 17:42:15,2020
65,17,0,74,2020-08-18 17:28:56+00:00,True,74,1,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
66,6,0,75,2020-08-18 17:41:33+00:00,False,75,8,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
67,3,0,76,2020-08-18 17:33:43+00:00,False,76,14,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
68,4,0,77,2020-08-18 16:39:43+00:00,False,77,11,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
69,11,0,78,2020-08-18 16:55:01+00:00,False,78,7,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
70,9,0,79,2020-08-18 17:20:57+00:00,False,79,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
71,30,0,80,2020-08-18 17:42:03+00:00,False,80,5,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
72,5,0,81,2020-08-18 17:38:18+00:00,False,81,12,True,True,active,0,True,2,,,2020-08-18 17:42:15,2020
73,2,0,82,2020-08-18 17:21:34+00:00,False,82,12,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
74,13,0,84,2020-08-18 17:37:25+00:00,False,84,1,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
75,15,0,85,2020-08-18 17:36:50+00:00,False,85,3,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
76,3,0,86,2020-08-18 17:29:03+00:00,False,86,16,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
77,6,0,87,2020-08-18 17:31:51+00:00,False,87,9,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
78,8,0,89,2020-08-18 17:10:38+00:00,False,89,11,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
79,5,0,90,2020-08-18 17:08:30+00:00,False,90,14,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
80,17,0,91,2020-08-18 17:28:28+00:00,False,91,1,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
81,16,0,92,2020-08-18 16:50:17+00:00,False,92,2,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
82,8,0,93,2020-08-18 15:51:22+00:00,False,93,5,True,True,active,0,True,2,,,2020-08-18 17:42:15,2020
83,6,0,94,2020-08-18 17:22:38+00:00,False,94,5,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
84,6,0,95,2020-08-18 17:35:25+00:00,False,95,7,True,True,active,0,True,2,,,2020-08-18 17:42:15,2020
85,12,0,96,2020-08-18 17:29:52+00:00,False,96,7,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
86,0,0,97,2020-08-18 17:41:08+00:00,False,97,18,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
87,2,0,98,2020-08-18 17:28:38+00:00,False,98,21,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
88,14,0,99,2020-08-18 17:40:44+00:00,False,99,0,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
89,13,0,100,2020-08-18 17:34:30+00:00,True,100,12,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
90,5,0,101,2020-08-18 12:46:30+00:00,False,101,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
91,3,0,102,2020-08-18 16:14:06+00:00,False,102,12,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
92,8,0,103,2020-08-18 17:35:12+00:00,False,103,7,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
93,6,0,104,2020-08-18 17:20:45+00:00,False,104,13,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
94,4,0,105,2020-08-18 17:34:42+00:00,False,105,15,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
95,5,0,106,2020-08-18 17:12:35+00:00,False,106,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
96,4,0,107,2020-08-18 17:34:11+00:00,False,107,13,True,True,active,0,True,2,,,2020-08-18 17:42:15,2020
97,10,0,108,2020-08-18 17:34:30+00:00,False,108,7,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
98,7,0,109,2020-08-18 16:01:57+00:00,False,109,27,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
99,6,0,110,2020-08-18 17:32:37+00:00,False,110,9,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
100,1,0,111,2020-08-18 15:18:08+00:00,False,111,14,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
101,10,0,112,2020-08-18 17:03:16+00:00,False,112,5,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
102,5,0,113,2020-08-18 16:34:38+00:00,False,113,9,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
103,2,0,114,2020-08-18 16:37:27+00:00,False,114,13,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
104,15,0,115,2020-08-18 17:34:06+00:00,False,115,4,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
105,6,0,116,2020-08-18 17:29:44+00:00,False,116,17,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
106,7,0,117,2020-08-18 16:58:39+00:00,False,117,12,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
107,13,0,118,2020-08-18 17:21:14+00:00,False,118,5,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
108,9,0,119,2020-08-18 17:24:30+00:00,False,119,6,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
109,6,0,120,2020-08-18 17:40:30+00:00,False,120,9,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
110,7,0,121,2020-08-18 17:15:36+00:00,False,121,9,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
111,7,0,122,2020-08-18 16:55:36+00:00,False,122,8,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
112,3,0,124,2020-08-18 17:24:34+00:00,False,124,12,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
113,4,1,125,2020-08-18 17:29:30+00:00,False,125,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
114,11,0,126,2020-08-18 16:00:28+00:00,False,126,3,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
115,15,0,128,2020-08-18 16:52:06+00:00,False,128,4,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
116,19,0,129,2020-08-18 16:36:46+00:00,False,129,0,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
117,11,0,130,2020-08-18 16:42:44+00:00,False,130,4,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
118,1,0,131,2020-08-18 17:13:59+00:00,False,131,17,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
119,13,0,133,2020-08-18 15:34:04+00:00,False,133,8,True,True,active,0,True,2,,,2020-08-18 17:42:15,2020
120,5,0,135,2020-08-18 16:44:57+00:00,False,135,12,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
121,5,0,136,2020-08-18 16:10:34+00:00,False,136,13,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
122,8,0,137,2020-08-18 17:06:55+00:00,False,137,7,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
123,6,0,138,2020-08-18 17:31:16+00:00,False,138,7,True,True,active,0,True,2,,,2020-08-18 17:42:15,2020
124,2,0,139,2020-08-18 17:41:45+00:00,False,139,17,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
125,8,0,140,2020-08-18 17:41:17+00:00,False,140,9,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
126,1,0,141,2020-08-18 17:09:00+00:00,False,141,14,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
127,17,0,142,2020-08-18 17:02:03+00:00,False,142,6,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
128,3,0,143,2020-08-18 17:22:05+00:00,False,143,20,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
129,16,0,144,2020-08-18 17:23:53+00:00,False,144,3,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
130,15,0,145,2020-08-18 12:24:56+00:00,False,145,3,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
131,7,0,146,2020-08-18 17:39:45+00:00,False,146,9,True,True,active,0,True,3,,,2020-08-18 17:42:15,2020
132,8,0,149,2020-08-18 17:32:34+00:00,True,149,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
133,6,0,150,2020-08-18 17:36:29+00:00,False,150,12,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
134,9,0,151,2020-08-18 17:17:24+00:00,False,151,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
135,8,0,152,2020-08-18 17:35:55+00:00,True,152,7,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
136,0,0,156,2020-08-18 16:06:51+00:00,False,156,15,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
137,5,0,157,2020-08-18 17:13:30+00:00,False,157,6,True,True,active,0,True,4,,,2020-08-18 17:42:15,2020
138,2,0,159,2020-08-18 17:33:15+00:00,False,159,13,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
139,7,0,160,2020-08-18 17:25:57+00:00,True,160,7,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
140,16,0,161,2020-08-18 17:33:38+00:00,True,161,6,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
141,5,0,162,2020-08-18 17:07:53+00:00,False,162,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
142,4,0,163,2020-08-18 17:25:20+00:00,True,163,15,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
143,7,0,167,2020-08-18 16:05:31+00:00,False,167,8,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
144,4,0,169,2020-08-18 17:32:04+00:00,False,169,15,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
145,4,0,170,2020-08-18 15:32:54+00:00,True,170,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
146,0,0,171,2020-08-18 12:07:00+00:00,True,171,23,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
147,8,0,173,2020-08-18 13:43:45+00:00,True,173,6,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
148,3,0,174,2020-08-18 16:40:49+00:00,False,174,12,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
149,7,0,175,2020-08-18 17:14:21+00:00,True,175,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
150,7,0,176,2020-08-18 17:40:54+00:00,False,176,8,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
151,10,0,177,2020-08-18 17:20:20+00:00,False,177,9,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
152,4,0,178,2020-08-18 17:33:54+00:00,False,178,15,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
153,19,0,179,2020-08-18 17:38:00+00:00,False,179,6,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
154,16,0,180,2020-08-18 14:22:20+00:00,False,180,3,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
155,9,0,181,2020-08-18 17:39:51+00:00,False,181,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
156,9,0,182,2020-08-18 17:11:15+00:00,True,182,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
157,15,0,183,2020-08-18 14:33:39+00:00,False,183,4,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
158,15,0,184,2020-08-18 17:12:01+00:00,False,184,4,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
159,4,0,185,2020-08-18 17:21:01+00:00,False,185,10,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
160,2,0,186,2020-08-18 16:21:46+00:00,True,186,13,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
161,11,0,187,2020-08-18 17:37:44+00:00,False,187,4,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
162,12,0,188,2020-08-18 13:00:28+00:00,False,188,3,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
163,17,0,189,2020-08-18 17:24:37+00:00,True,189,5,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
164,17,0,190,2020-08-18 17:31:08+00:00,False,190,19,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
165,2,0,191,2020-08-18 13:28:06+00:00,False,191,13,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
166,13,0,192,2020-08-18 17:04:15+00:00,False,192,6,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
167,6,0,193,2020-08-18 16:56:38+00:00,True,193,9,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
168,1,0,194,2020-08-18 17:21:46+00:00,False,194,15,True,True,active,0,True,3,,,2020-08-18 17:42:15,2020
169,2,0,195,2020-08-18 16:59:25+00:00,False,195,21,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
170,1,0,196,2020-08-18 17:21:47+00:00,False,196,9,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
171,5,0,197,2020-08-18 17:26:25+00:00,False,197,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
172,7,0,199,2020-08-18 15:32:08+00:00,False,199,8,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
173,14,0,200,2020-08-18 17:18:39+00:00,False,200,5,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
174,6,0,201,2020-08-18 15:21:00+00:00,False,201,9,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
175,5,0,202,2020-08-18 17:13:13+00:00,False,202,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
176,8,0,203,2020-08-18 08:39:35+00:00,False,203,7,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
177,4,0,204,2020-08-18 12:08:51+00:00,False,204,11,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
178,4,0,205,2020-08-18 17:34:04+00:00,False,205,11,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
179,18,0,206,2020-08-18 17:15:02+00:00,True,206,4,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
180,10,0,208,2020-08-18 17:35:12+00:00,True,208,5,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
181,13,0,209,2020-08-18 16:12:40+00:00,False,209,1,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
182,2,0,210,2020-08-18 08:47:55+00:00,False,210,12,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
183,1,0,211,2020-08-18 17:02:41+00:00,False,211,18,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
184,2,0,212,2020-08-18 17:34:00+00:00,False,212,31,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
185,4,0,213,2020-08-18 16:40:26+00:00,True,213,12,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
186,12,0,214,2020-08-18 17:30:34+00:00,False,214,3,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
187,10,0,215,2020-08-18 17:35:44+00:00,False,215,3,True,True,active,0,True,2,,,2020-08-18 17:42:15,2020
188,19,0,216,2020-08-18 08:04:08+00:00,False,216,0,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
189,8,0,217,2020-08-18 16:06:21+00:00,False,217,11,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
190,5,0,218,2020-08-18 17:02:03+00:00,False,218,8,True,True,active,0,True,2,,,2020-08-18 17:42:15,2020
191,4,0,219,2020-08-18 16:36:32+00:00,False,219,11,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
192,2,0,221,2020-08-18 17:31:24+00:00,False,221,16,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
193,2,0,222,2020-08-18 17:30:42+00:00,True,222,12,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
194,14,0,224,2020-08-18 17:21:41+00:00,False,224,2,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
195,10,0,225,2020-08-18 17:29:16+00:00,False,225,8,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
196,1,0,226,2020-08-18 15:43:02+00:00,False,226,13,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
197,3,0,227,2020-08-18 17:10:22+00:00,False,227,12,True,True,active,0,True,4,,,2020-08-18 17:42:15,2020
198,4,0,228,2020-08-18 17:00:31+00:00,False,228,15,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
199,3,0,232,2020-08-18 08:48:59+00:00,False,232,8,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
200,8,0,233,2020-08-18 17:37:45+00:00,False,233,6,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
201,2,0,234,2020-08-18 16:28:29+00:00,False,234,13,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
202,7,0,235,2020-08-18 17:12:25+00:00,False,235,8,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
203,6,0,236,2020-08-18 17:06:07+00:00,False,236,9,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
204,10,0,239,2020-08-18 16:19:54+00:00,False,239,5,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
205,7,0,255,2020-08-18 17:41:23+00:00,False,255,8,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
206,8,0,258,2020-08-18 11:20:18+00:00,False,258,7,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
207,10,0,259,2020-08-18 17:28:18+00:00,False,259,5,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
208,5,0,260,2020-08-18 10:37:49+00:00,False,260,10,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
209,10,0,271,2020-08-18 16:30:20+00:00,False,271,4,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
210,10,0,272,2020-08-18 16:44:29+00:00,False,272,9,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
211,21,0,273,2020-08-18 17:23:48+00:00,False,273,19,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
212,16,0,279,2020-08-18 15:50:18+00:00,False,279,3,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
213,4,0,280,2020-08-18 15:41:25+00:00,False,280,15,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
214,7,0,282,2020-08-18 17:33:05+00:00,False,282,8,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
215,11,0,296,2020-08-18 17:35:18+00:00,False,296,11,True,True,active,0,True,1,,,2020-08-18 17:42:15,2020
216,15,0,318,2020-08-18 17:24:27+00:00,False,318,4,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
217,5,0,319,2020-08-18 17:12:49+00:00,False,319,20,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
218,4,0,327,2020-08-18 16:45:55+00:00,False,327,11,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
219,9,0,328,2020-08-18 16:57:47+00:00,False,328,6,True,True,active,0,True,0,,,2020-08-18 17:42:15,2020
