,legacy_id,station_id,eightd_has_available_keys,num_bikes_available,is_returning,last_reported,station_status,is_renting,is_installed,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,3,False,5,True,2020-08-01 00:10:52+00:00,active,True,True,0,10,0,0,,,2020-08-01 00:13:15,2020
1,4,4,False,7,True,2020-08-01 00:10:24+00:00,active,True,True,0,12,0,0,,,2020-08-01 00:13:15,2020
2,5,5,False,4,True,2020-08-01 00:02:53+00:00,active,True,True,0,11,0,0,,,2020-08-01 00:13:15,2020
3,6,6,False,1,True,2020-08-01 00:08:04+00:00,active,True,True,0,14,0,0,,,2020-08-01 00:13:15,2020
4,7,7,False,14,True,2020-08-01 00:11:51+00:00,active,True,True,0,1,0,0,,,2020-08-01 00:13:15,2020
5,8,8,False,3,True,2020-08-01 00:13:01+00:00,active,True,True,2,14,0,0,,,2020-08-01 00:13:15,2020
6,9,9,False,10,True,2020-07-31 23:58:07+00:00,active,True,True,0,5,0,0,,,2020-08-01 00:13:15,2020
7,10,10,False,7,True,2020-08-01 00:04:15+00:00,active,True,True,1,3,0,0,,,2020-08-01 00:13:15,2020
8,11,11,False,0,True,2020-08-01 00:09:57+00:00,active,True,True,1,14,0,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'active': True, 'off_dock_count': 20, 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 75}",2020-08-01 00:13:15,2020
9,12,12,True,0,True,2020-08-01 00:05:51+00:00,active,True,True,2,16,0,0,,,2020-08-01 00:13:15,2020
10,13,13,False,3,True,2020-07-31 23:52:38+00:00,active,True,True,0,16,0,0,,,2020-08-01 00:13:15,2020
11,14,14,False,0,True,2020-07-31 22:58:54+00:00,active,True,True,0,25,0,0,,,2020-08-01 00:13:15,2020
12,15,15,False,5,True,2020-07-31 23:39:08+00:00,active,True,True,2,8,0,0,,,2020-08-01 00:13:15,2020
13,16,16,True,12,True,2020-08-01 00:08:54+00:00,active,True,True,2,5,0,0,,,2020-08-01 00:13:15,2020
14,17,17,False,10,True,2020-08-01 00:06:47+00:00,active,True,True,0,5,0,0,,,2020-08-01 00:13:15,2020
15,19,19,False,6,True,2020-07-31 23:44:36+00:00,active,True,True,0,9,0,0,,,2020-08-01 00:13:15,2020
16,20,20,True,22,True,2020-08-01 00:11:15+00:00,active,True,True,0,1,0,0,,,2020-08-01 00:13:15,2020
17,21,21,True,6,True,2020-07-31 23:55:30+00:00,active,True,True,0,12,0,0,,,2020-08-01 00:13:15,2020
18,22,22,True,26,True,2020-08-01 00:00:56+00:00,active,True,True,2,19,0,0,,,2020-08-01 00:13:15,2020
19,23,23,True,21,True,2020-08-01 00:01:14+00:00,active,True,True,0,0,0,0,,,2020-08-01 00:13:15,2020
20,24,24,False,10,True,2020-08-01 00:04:16+00:00,active,True,True,0,9,0,0,,,2020-08-01 00:13:15,2020
21,25,25,False,7,True,2020-08-01 00:11:42+00:00,active,True,True,1,7,0,0,,,2020-08-01 00:13:15,2020
22,26,26,False,10,True,2020-08-01 00:06:30+00:00,active,True,True,1,4,0,0,,,2020-08-01 00:13:15,2020
23,27,27,False,7,True,2020-08-01 00:10:03+00:00,active,True,True,2,14,0,0,,,2020-08-01 00:13:15,2020
24,29,29,False,8,True,2020-07-31 16:37:02+00:00,active,True,True,0,7,0,0,,,2020-08-01 00:13:15,2020
25,30,30,False,0,True,2020-08-01 00:09:30+00:00,active,True,True,1,14,0,0,,,2020-08-01 00:13:15,2020
26,31,31,True,19,True,2020-07-31 23:57:42+00:00,active,True,True,0,0,0,0,,,2020-08-01 00:13:15,2020
27,32,32,False,12,True,2020-08-01 00:10:29+00:00,active,True,True,3,0,0,0,,,2020-08-01 00:13:15,2020
28,33,33,False,21,True,2020-08-01 00:09:33+00:00,active,True,True,0,6,0,0,,,2020-08-01 00:13:15,2020
29,35,35,False,8,True,2020-08-01 00:09:37+00:00,active,True,True,1,14,0,0,,,2020-08-01 00:13:15,2020
30,36,36,True,4,True,2020-08-01 00:06:07+00:00,active,True,True,0,29,0,0,,,2020-08-01 00:13:15,2020
31,37,37,True,0,True,2020-07-31 22:32:08+00:00,active,True,True,0,15,0,0,,,2020-08-01 00:13:15,2020
32,39,39,False,5,True,2020-08-01 00:12:22+00:00,active,True,True,0,18,0,0,,,2020-08-01 00:13:15,2020
33,40,40,False,11,True,2020-08-01 00:11:35+00:00,active,True,True,0,8,0,0,,,2020-08-01 00:13:15,2020
34,41,41,True,20,True,2020-08-01 00:12:39+00:00,active,True,True,1,6,0,0,,,2020-08-01 00:13:15,2020
35,42,42,False,20,True,2020-08-01 00:12:39+00:00,active,True,True,0,3,0,0,,,2020-08-01 00:13:15,2020
36,43,43,True,10,True,2020-08-01 00:11:43+00:00,active,True,True,0,5,0,0,,,2020-08-01 00:13:15,2020
37,44,44,False,4,True,2020-07-31 23:50:12+00:00,active,True,True,0,19,0,0,,,2020-08-01 00:13:15,2020
38,46,46,False,9,True,2020-08-01 00:10:53+00:00,active,True,True,0,10,0,0,,,2020-08-01 00:13:15,2020
39,47,47,True,19,True,2020-08-01 00:09:59+00:00,active,True,True,0,0,0,0,,,2020-08-01 00:13:15,2020
40,48,48,False,8,True,2020-07-31 23:14:02+00:00,active,True,True,0,11,0,0,,,2020-08-01 00:13:15,2020
41,49,49,False,1,True,2020-08-01 00:11:07+00:00,active,True,True,0,17,0,0,,,2020-08-01 00:13:15,2020
42,50,50,True,7,True,2020-08-01 00:03:09+00:00,active,True,True,0,8,0,0,,,2020-08-01 00:13:15,2020
43,51,51,False,4,True,2020-07-31 23:33:46+00:00,active,True,True,2,9,0,0,,,2020-08-01 00:13:15,2020
44,52,52,True,12,True,2020-07-31 23:55:20+00:00,active,True,True,1,10,0,0,,,2020-08-01 00:13:15,2020
45,53,53,False,5,True,2020-08-01 00:12:42+00:00,active,True,True,1,13,0,0,,,2020-08-01 00:13:15,2020
46,54,54,False,6,True,2020-08-01 00:13:03+00:00,active,True,True,1,8,0,0,,,2020-08-01 00:13:15,2020
47,55,55,False,9,True,2020-07-31 23:53:37+00:00,active,True,True,0,6,0,0,,,2020-08-01 00:13:15,2020
48,56,56,True,8,True,2020-07-31 23:54:23+00:00,active,True,True,0,10,0,0,,,2020-08-01 00:13:15,2020
49,57,57,True,3,True,2020-08-01 00:10:27+00:00,active,True,True,0,11,0,0,,,2020-08-01 00:13:15,2020
50,58,58,True,18,True,2020-08-01 00:12:07+00:00,active,True,True,0,1,0,0,,,2020-08-01 00:13:15,2020
51,59,59,False,6,True,2020-08-01 00:13:04+00:00,active,True,True,0,13,0,0,,,2020-08-01 00:13:15,2020
52,60,60,False,5,True,2020-08-01 00:12:39+00:00,active,True,True,2,12,0,0,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'active': True, 'off_dock_count': 2, 'dock_blocked_count': 0, 'off_dock_capacity': 40, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 63}",2020-08-01 00:13:15,2020
53,61,61,False,15,True,2020-08-01 00:11:29+00:00,active,True,True,0,4,0,0,,,2020-08-01 00:13:15,2020
54,63,63,False,1,True,2020-07-31 23:36:54+00:00,active,True,True,0,14,0,0,,,2020-08-01 00:13:15,2020
55,64,64,False,18,True,2020-07-31 23:51:57+00:00,active,True,True,1,0,0,0,,,2020-08-01 00:13:15,2020
56,65,65,False,13,True,2020-07-31 23:34:41+00:00,active,True,True,0,10,0,0,,,2020-08-01 00:13:15,2020
57,66,66,False,2,True,2020-07-31 23:48:25+00:00,active,True,True,1,12,0,0,,,2020-08-01 00:13:15,2020
58,67,67,True,2,True,2020-08-01 00:06:02+00:00,active,True,True,3,22,0,0,,,2020-08-01 00:13:15,2020
59,68,68,True,3,True,2020-08-01 00:12:35+00:00,active,True,True,0,16,0,0,,,2020-08-01 00:13:15,2020
60,69,69,True,8,True,2020-08-01 00:01:33+00:00,active,True,True,0,11,0,0,,,2020-08-01 00:13:15,2020
61,70,70,False,18,True,2020-07-31 23:43:05+00:00,active,True,True,2,3,0,0,,,2020-08-01 00:13:15,2020
62,71,71,False,21,True,2020-08-01 00:01:14+00:00,active,True,True,0,2,0,0,,,2020-08-01 00:13:15,2020
63,72,72,False,2,True,2020-07-31 23:52:25+00:00,active,True,True,0,21,0,0,,,2020-08-01 00:13:15,2020
64,73,73,False,14,True,2020-08-01 00:08:46+00:00,active,True,True,0,1,0,0,,,2020-08-01 00:13:15,2020
65,74,74,True,16,True,2020-08-01 00:06:18+00:00,active,True,True,1,2,0,0,,,2020-08-01 00:13:15,2020
66,75,75,False,5,True,2020-08-01 00:10:25+00:00,active,True,True,1,9,0,0,,,2020-08-01 00:13:15,2020
67,76,76,False,15,True,2020-08-01 00:02:18+00:00,active,True,True,1,1,0,0,,,2020-08-01 00:13:15,2020
68,77,77,False,9,True,2020-08-01 00:12:24+00:00,active,True,True,0,6,0,0,,,2020-08-01 00:13:15,2020
69,78,78,False,18,True,2020-07-31 23:48:17+00:00,active,True,True,1,0,0,0,,,2020-08-01 00:13:15,2020
70,79,79,False,10,True,2020-07-31 23:55:52+00:00,active,True,True,0,9,0,0,,,2020-08-01 00:13:15,2020
71,80,80,False,0,True,2020-08-01 00:06:00+00:00,active,True,True,2,33,0,0,,,2020-08-01 00:13:15,2020
72,81,81,False,2,True,2020-08-01 00:05:03+00:00,active,True,True,0,17,0,0,,,2020-08-01 00:13:15,2020
73,82,82,False,6,True,2020-07-31 23:34:40+00:00,active,True,True,0,9,0,0,,,2020-08-01 00:13:15,2020
74,84,84,False,1,True,2020-07-31 23:48:25+00:00,active,True,True,0,14,0,0,,,2020-08-01 00:13:15,2020
75,85,85,False,1,True,2020-08-01 00:05:14+00:00,active,True,True,0,18,0,0,,,2020-08-01 00:13:15,2020
76,86,86,False,1,True,2020-08-01 00:12:02+00:00,active,True,True,0,18,0,0,,,2020-08-01 00:13:15,2020
77,87,87,False,12,True,2020-07-31 23:44:14+00:00,active,True,True,1,2,0,0,,,2020-08-01 00:13:15,2020
78,89,89,False,18,True,2020-07-31 23:51:38+00:00,active,True,True,0,1,0,0,,,2020-08-01 00:13:15,2020
79,90,90,False,3,True,2020-08-01 00:12:19+00:00,active,True,True,0,16,0,0,,,2020-08-01 00:13:15,2020
80,91,91,False,1,True,2020-08-01 00:06:25+00:00,active,True,True,0,18,0,0,,,2020-08-01 00:13:15,2020
81,92,92,False,12,True,2020-07-31 23:47:39+00:00,active,True,True,0,7,0,0,,,2020-08-01 00:13:15,2020
82,93,93,False,7,True,2020-07-31 23:54:10+00:00,active,True,True,3,5,0,0,,,2020-08-01 00:13:15,2020
83,94,94,False,9,True,2020-07-31 23:55:01+00:00,active,True,True,0,2,0,0,,,2020-08-01 00:13:15,2020
84,95,95,False,2,True,2020-08-01 00:12:19+00:00,active,True,True,0,13,0,0,,,2020-08-01 00:13:15,2020
85,96,96,False,9,True,2020-07-31 23:48:17+00:00,active,True,True,0,10,0,0,,,2020-08-01 00:13:15,2020
86,97,97,False,8,True,2020-08-01 00:13:02+00:00,active,True,True,0,11,0,0,,,2020-08-01 00:13:15,2020
87,98,98,False,1,True,2020-07-31 23:25:59+00:00,active,True,True,1,20,0,0,,,2020-08-01 00:13:15,2020
88,99,99,False,3,True,2020-08-01 00:02:43+00:00,active,True,True,1,11,0,0,,,2020-08-01 00:13:15,2020
89,100,100,True,8,True,2020-08-01 00:13:13+00:00,active,True,True,1,16,0,0,,,2020-08-01 00:13:15,2020
90,101,101,False,3,True,2020-07-31 23:13:38+00:00,active,True,True,0,12,0,0,,,2020-08-01 00:13:15,2020
91,102,102,False,9,True,2020-08-01 00:02:49+00:00,active,True,True,0,6,0,0,,,2020-08-01 00:13:15,2020
92,103,103,False,3,True,2020-07-31 23:48:28+00:00,active,True,True,1,11,0,0,,,2020-08-01 00:13:15,2020
93,104,104,False,19,True,2020-07-31 23:56:56+00:00,active,True,True,0,0,0,0,,,2020-08-01 00:13:15,2020
94,105,105,False,18,True,2020-08-01 00:04:53+00:00,active,True,True,0,1,0,0,,,2020-08-01 00:13:15,2020
95,106,106,False,3,True,2020-07-31 22:45:41+00:00,active,True,True,1,11,0,0,,,2020-08-01 00:13:15,2020
96,107,107,False,2,True,2020-08-01 00:07:22+00:00,active,True,True,0,17,0,0,,,2020-08-01 00:13:15,2020
97,108,108,False,10,True,2020-08-01 00:11:35+00:00,active,True,True,0,7,0,0,,,2020-08-01 00:13:15,2020
98,109,109,False,25,True,2020-08-01 00:13:02+00:00,active,True,True,2,8,0,0,,,2020-08-01 00:13:15,2020
99,110,110,False,8,True,2020-07-31 23:53:03+00:00,active,True,True,2,5,0,0,,,2020-08-01 00:13:15,2020
100,111,111,False,1,True,2020-07-31 23:04:28+00:00,active,True,True,0,14,0,0,,,2020-08-01 00:13:15,2020
