,station_id,legacy_id,station_status,last_reported,num_docks_available,is_returning,num_bikes_disabled,num_bikes_available,num_ebikes_available,eightd_has_available_keys,num_docks_disabled,is_renting,is_installed,timestamp_of_data_read_request,year_station_last_reported
227,336,336,active,2020-08-18 21:08:08+00:00,12,True,0,3,0,False,0,True,True,2020-08-18 23:50:20,2020
228,337,337,active,2020-08-18 21:44:03+00:00,2,True,0,13,0,False,0,True,True,2020-08-18 23:50:20,2020
229,338,338,active,2020-08-18 23:06:38+00:00,8,True,0,7,0,False,0,True,True,2020-08-18 23:50:20,2020
230,339,339,active,2020-08-18 22:28:06+00:00,7,True,0,8,0,False,0,True,True,2020-08-18 23:50:20,2020
231,340,340,active,2020-08-18 19:23:25+00:00,1,True,0,18,0,False,0,True,True,2020-08-18 23:50:20,2020
232,341,341,active,2020-08-18 22:53:28+00:00,4,True,0,11,0,True,0,True,True,2020-08-18 23:50:20,2020
233,342,342,active,2020-08-18 23:50:13+00:00,7,True,1,7,0,False,0,True,True,2020-08-18 23:50:20,2020
234,343,343,active,2020-08-18 21:51:30+00:00,10,True,1,4,0,False,0,True,True,2020-08-18 23:50:20,2020
235,344,344,active,2020-08-18 23:45:17+00:00,6,True,0,13,0,False,0,True,True,2020-08-18 23:50:20,2020
236,345,345,active,2020-08-18 23:21:52+00:00,4,True,1,14,0,False,0,True,True,2020-08-18 23:50:20,2020
237,346,346,active,2020-08-18 23:03:25+00:00,11,True,0,4,0,False,0,True,True,2020-08-18 23:50:20,2020
238,347,347,active,2020-08-18 22:04:27+00:00,6,True,0,9,0,False,0,True,True,2020-08-18 23:50:20,2020
239,348,348,active,2020-08-18 21:30:35+00:00,14,True,0,1,0,False,0,True,True,2020-08-18 23:50:20,2020
240,349,349,active,2020-08-18 08:32:49+00:00,12,True,0,5,0,False,0,True,True,2020-08-18 23:50:20,2020
241,350,350,active,2020-08-18 21:31:55+00:00,4,True,0,13,0,False,0,True,True,2020-08-18 23:50:20,2020
242,351,351,active,2020-08-18 23:44:20+00:00,2,True,0,13,0,False,0,True,True,2020-08-18 23:50:20,2020
243,352,352,active,2020-08-18 23:26:07+00:00,10,True,0,5,0,False,0,True,True,2020-08-18 23:50:20,2020
244,353,353,active,2020-08-18 08:34:23+00:00,6,True,0,9,0,True,0,True,True,2020-08-18 23:50:20,2020
245,354,354,active,2020-08-18 23:35:09+00:00,14,True,0,1,0,False,0,True,True,2020-08-18 23:50:20,2020
246,355,355,active,2020-08-18 23:08:04+00:00,2,True,0,15,0,False,0,True,True,2020-08-18 23:50:20,2020
247,356,356,active,2020-08-18 23:43:02+00:00,17,True,0,6,0,False,0,True,True,2020-08-18 23:50:20,2020
248,357,357,active,2020-08-18 23:50:12+00:00,5,True,0,10,0,False,0,True,True,2020-08-18 23:50:20,2020
249,358,358,active,2020-08-18 23:12:47+00:00,4,True,0,15,0,False,0,True,True,2020-08-18 23:50:20,2020
250,359,359,active,2020-08-18 23:46:22+00:00,14,True,0,1,0,False,0,True,True,2020-08-18 23:50:20,2020
251,360,360,active,2020-08-18 23:24:50+00:00,7,True,0,8,0,False,0,True,True,2020-08-18 23:50:20,2020
252,361,361,active,2020-08-18 23:27:46+00:00,11,True,0,8,0,False,0,True,True,2020-08-18 23:50:20,2020
253,362,362,active,2020-08-18 23:45:14+00:00,9,True,1,9,0,False,0,True,True,2020-08-18 23:50:20,2020
254,363,363,active,2020-08-18 23:48:36+00:00,13,True,0,6,0,False,0,True,True,2020-08-18 23:50:20,2020
255,364,364,active,2020-08-18 23:22:00+00:00,8,True,1,10,0,False,0,True,True,2020-08-18 23:50:20,2020
256,365,365,active,2020-08-18 22:37:59+00:00,19,True,0,0,0,False,0,True,True,2020-08-18 23:50:20,2020
257,366,366,active,2020-08-18 23:46:11+00:00,9,True,0,6,0,False,0,True,True,2020-08-18 23:50:20,2020
258,367,367,active,2020-08-18 23:42:55+00:00,0,True,0,19,0,False,0,True,True,2020-08-18 23:50:20,2020
259,368,368,active,2020-08-18 22:57:04+00:00,14,True,0,1,0,False,0,True,True,2020-08-18 23:50:20,2020
260,369,369,active,2020-08-18 23:40:06+00:00,0,True,0,15,0,False,0,True,True,2020-08-18 23:50:20,2020
261,370,370,active,2020-08-18 23:47:29+00:00,12,True,0,7,0,False,0,True,True,2020-08-18 23:50:20,2020
262,371,371,active,2020-08-18 23:13:51+00:00,14,True,0,5,0,False,0,True,True,2020-08-18 23:50:20,2020
263,372,372,active,2020-08-18 23:44:00+00:00,16,True,1,2,0,False,0,True,True,2020-08-18 23:50:20,2020
264,373,373,active,2020-08-18 22:53:16+00:00,6,True,0,9,0,False,0,True,True,2020-08-18 23:50:20,2020
265,374,374,active,2020-08-18 23:35:49+00:00,14,True,1,4,0,False,0,True,True,2020-08-18 23:50:20,2020
266,376,376,active,2020-08-18 23:25:41+00:00,6,True,0,9,0,False,0,True,True,2020-08-18 23:50:20,2020
267,377,377,active,2020-08-18 23:44:35+00:00,14,True,0,5,0,False,0,True,True,2020-08-18 23:50:20,2020
268,378,378,active,2020-08-18 23:47:37+00:00,16,True,0,3,0,False,0,True,True,2020-08-18 23:50:20,2020
269,379,379,active,2020-08-18 23:40:03+00:00,8,True,1,6,0,False,0,True,True,2020-08-18 23:50:20,2020
270,380,380,active,2020-08-18 23:47:37+00:00,15,True,1,2,0,False,0,True,True,2020-08-18 23:50:20,2020
271,381,381,active,2020-08-18 23:22:10+00:00,11,True,0,8,0,False,0,True,True,2020-08-18 23:50:20,2020
272,384,384,active,2020-08-18 23:33:31+00:00,14,True,0,5,0,True,0,True,True,2020-08-18 23:50:20,2020
273,385,385,active,2020-08-18 22:14:01+00:00,14,True,0,0,0,False,1,True,True,2020-08-18 23:50:20,2020
274,386,386,active,2020-08-18 23:42:19+00:00,16,True,0,3,0,False,0,True,True,2020-08-18 23:50:20,2020
275,387,387,active,2020-08-18 23:48:59+00:00,6,True,2,7,0,False,0,True,True,2020-08-18 23:50:20,2020
276,388,388,active,2020-08-18 23:01:40+00:00,3,True,0,8,0,False,0,True,True,2020-08-18 23:50:20,2020
277,389,389,active,2020-08-18 20:11:12+00:00,9,True,0,5,0,False,0,True,True,2020-08-18 23:50:20,2020
278,390,390,active,2020-08-18 15:43:58+00:00,7,True,0,8,0,False,0,True,True,2020-08-18 23:50:20,2020
279,391,391,active,2020-08-18 13:31:28+00:00,1,True,0,14,0,False,0,True,True,2020-08-18 23:50:20,2020
280,392,392,active,2020-08-18 23:08:06+00:00,10,True,0,5,0,False,0,True,True,2020-08-18 23:50:20,2020
281,393,393,active,2020-08-18 21:41:59+00:00,7,True,0,8,0,False,0,True,True,2020-08-18 23:50:20,2020
282,394,394,active,2020-08-18 22:40:56+00:00,14,True,0,0,0,False,0,True,True,2020-08-18 23:50:20,2020
283,395,395,active,2020-08-18 21:35:53+00:00,4,True,0,11,0,False,0,True,True,2020-08-18 23:50:20,2020
284,396,396,active,2020-08-18 22:56:36+00:00,1,True,0,14,0,False,0,True,True,2020-08-18 23:50:20,2020
285,397,397,active,2020-08-18 20:30:21+00:00,8,True,1,6,0,False,0,True,True,2020-08-18 23:50:20,2020
286,398,398,active,2020-08-18 23:44:36+00:00,9,True,0,10,0,False,0,True,True,2020-08-18 23:50:20,2020
287,399,399,active,2020-08-18 23:29:26+00:00,11,True,0,4,0,False,0,True,True,2020-08-18 23:50:20,2020
288,400,400,active,2020-08-18 21:22:32+00:00,8,True,0,19,0,False,0,True,True,2020-08-18 23:50:20,2020
289,401,401,active,2020-08-18 23:25:54+00:00,2,True,0,13,0,False,0,True,True,2020-08-18 23:50:20,2020
290,402,402,active,2020-08-18 22:45:12+00:00,7,True,0,8,0,False,0,True,True,2020-08-18 23:50:20,2020
291,403,403,active,2020-08-18 23:44:56+00:00,8,True,1,6,0,False,0,True,True,2020-08-18 23:50:20,2020
292,404,404,active,2020-08-18 23:46:47+00:00,11,True,0,5,0,False,0,True,True,2020-08-18 23:50:20,2020
293,405,405,active,2020-08-18 22:22:47+00:00,6,True,0,13,0,False,0,True,True,2020-08-18 23:50:20,2020
294,406,406,active,2020-08-18 23:22:58+00:00,0,True,0,19,0,False,0,True,True,2020-08-18 23:50:20,2020
295,407,407,active,2020-08-18 23:19:02+00:00,15,True,0,4,0,False,0,True,True,2020-08-18 23:50:20,2020
296,408,408,active,2020-08-18 23:46:19+00:00,9,True,1,5,0,False,0,True,True,2020-08-18 23:50:20,2020
297,409,409,active,2020-08-18 23:35:10+00:00,7,True,0,12,0,False,0,True,True,2020-08-18 23:50:20,2020
298,410,410,active,2020-08-18 21:53:12+00:00,13,True,0,6,0,False,0,True,True,2020-08-18 23:50:20,2020
299,411,411,active,2020-08-18 23:20:53+00:00,12,True,0,3,0,False,0,True,True,2020-08-18 23:50:20,2020
300,412,412,active,2020-08-18 23:30:10+00:00,6,True,0,13,0,False,0,True,True,2020-08-18 23:50:20,2020
301,413,413,active,2020-08-18 23:49:07+00:00,13,True,1,5,0,False,0,True,True,2020-08-18 23:50:20,2020
302,414,414,active,2020-08-18 22:19:59+00:00,20,True,0,3,0,False,0,True,True,2020-08-18 23:50:20,2020
303,415,415,active,2020-08-18 23:43:52+00:00,16,True,0,3,0,False,0,True,True,2020-08-18 23:50:20,2020
304,416,416,active,2020-08-18 23:45:38+00:00,11,True,3,1,0,False,0,True,True,2020-08-18 23:50:20,2020
305,417,417,active,2020-08-18 23:48:44+00:00,9,True,0,10,0,False,0,True,True,2020-08-18 23:50:20,2020
306,419,419,active,2020-08-18 23:05:52+00:00,8,True,0,7,0,False,0,True,True,2020-08-18 23:50:20,2020
307,420,420,out_of_service,1970-01-02 00:00:00+00:00,0,False,0,0,0,False,0,False,False,2020-08-18 23:50:20,1970
308,421,421,active,2020-08-17 16:27:03+00:00,0,True,0,19,0,False,0,True,True,2020-08-18 23:50:20,2020
309,422,422,active,2020-08-18 15:24:57+00:00,8,True,1,6,0,False,0,True,True,2020-08-18 23:50:20,2020
310,423,423,active,2020-08-18 23:30:52+00:00,10,True,0,9,0,False,0,True,True,2020-08-18 23:50:20,2020
311,424,424,active,2020-08-18 21:17:04+00:00,17,True,0,2,0,False,0,True,True,2020-08-18 23:50:20,2020
312,425,425,active,2020-08-18 22:46:58+00:00,16,True,0,0,0,False,0,True,True,2020-08-18 23:50:20,2020
313,426,426,active,2020-08-18 23:49:34+00:00,23,True,0,4,0,False,0,True,True,2020-08-18 23:50:20,2020
314,427,427,active,2020-08-18 14:14:07+00:00,18,True,0,1,0,False,0,True,True,2020-08-18 23:50:20,2020
315,428,428,active,2020-08-18 23:28:45+00:00,11,True,1,7,0,False,0,True,True,2020-08-18 23:50:20,2020
316,430,430,active,2020-08-18 22:24:09+00:00,3,True,0,16,0,False,0,True,True,2020-08-18 23:50:20,2020
317,431,431,active,2020-08-18 15:50:09+00:00,14,True,0,1,0,False,0,True,True,2020-08-18 23:50:20,2020
318,432,432,active,2020-08-18 22:49:55+00:00,14,True,0,5,0,False,0,True,True,2020-08-18 23:50:20,2020
319,433,433,active,2020-08-18 08:58:55+00:00,16,True,0,3,0,False,0,True,True,2020-08-18 23:50:20,2020
320,434,434,active,2020-08-18 20:28:47+00:00,19,True,0,0,0,False,0,True,True,2020-08-18 23:50:20,2020
321,435,435,active,2020-08-18 22:40:18+00:00,6,True,0,9,0,False,0,True,True,2020-08-18 23:50:20,2020
322,436,436,active,2020-08-18 20:42:59+00:00,15,True,0,0,0,False,0,True,True,2020-08-18 23:50:20,2020
323,437,437,active,2020-08-18 23:25:33+00:00,15,True,0,4,0,False,0,True,True,2020-08-18 23:50:20,2020
324,440,440,active,2020-08-18 23:14:22+00:00,0,True,0,17,0,False,0,True,True,2020-08-18 23:50:20,2020
325,441,441,active,2020-08-18 23:09:12+00:00,8,True,1,10,0,False,0,True,True,2020-08-18 23:50:20,2020
326,442,442,active,2020-08-18 21:01:08+00:00,0,True,0,15,0,False,0,True,True,2020-08-18 23:50:20,2020
327,443,443,active,2020-08-18 21:44:46+00:00,15,True,0,4,0,False,0,True,True,2020-08-18 23:50:20,2020
328,445,445,active,2020-08-18 23:50:11+00:00,15,True,0,4,0,False,0,True,True,2020-08-18 23:50:20,2020
329,446,446,active,2020-08-18 23:13:18+00:00,11,True,0,1,0,False,0,True,True,2020-08-18 23:50:20,2020
330,447,447,active,2020-08-18 21:44:03+00:00,15,True,0,4,0,False,0,True,True,2020-08-18 23:50:20,2020
331,448,448,active,2020-08-18 08:58:50+00:00,4,True,0,7,0,False,0,True,True,2020-08-18 23:50:20,2020
332,449,449,out_of_service,1970-01-02 00:00:00+00:00,0,True,0,0,0,False,0,True,False,2020-08-18 23:50:20,1970
333,450,450,active,2020-08-18 23:38:46+00:00,6,True,0,9,0,False,0,True,True,2020-08-18 23:50:20,2020
334,451,451,active,2020-08-18 23:39:58+00:00,5,True,0,10,0,False,0,True,True,2020-08-18 23:50:20,2020
335,452,452,active,2020-08-18 23:49:34+00:00,7,True,0,8,0,False,0,True,True,2020-08-18 23:50:20,2020
336,453,453,active,2020-08-18 23:34:09+00:00,4,True,0,11,0,False,0,True,True,2020-08-18 23:50:20,2020
337,454,454,active,2020-08-18 23:42:09+00:00,14,True,0,1,0,False,0,True,True,2020-08-18 23:50:20,2020
338,455,455,active,2020-08-18 23:21:16+00:00,6,True,0,6,0,False,0,True,True,2020-08-18 23:50:20,2020
339,456,456,active,2020-08-18 23:38:58+00:00,17,True,0,2,0,False,0,True,True,2020-08-18 23:50:20,2020
340,457,457,active,2020-08-18 19:45:10+00:00,1,True,0,10,0,False,0,True,True,2020-08-18 23:50:20,2020
341,458,458,active,2020-08-18 23:32:08+00:00,3,True,2,6,0,False,0,True,True,2020-08-18 23:50:20,2020
