,is_renting,num_bikes_available,eightd_has_available_keys,station_status,num_bikes_disabled,last_reported,legacy_id,is_returning,num_ebikes_available,num_docks_disabled,num_docks_available,station_id,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,6,True,active,0,2020-07-26 18:51:24+00:00,3,True,0,0,9,3,True,,,2020-07-26 19:15:50,2020
1,True,8,False,active,0,2020-07-26 19:03:47+00:00,4,True,0,0,11,4,True,,,2020-07-26 19:15:50,2020
2,True,3,False,active,0,2020-07-26 19:14:19+00:00,5,True,0,0,12,5,True,,,2020-07-26 19:15:50,2020
3,True,4,False,active,1,2020-07-26 19:10:21+00:00,6,True,0,0,10,6,True,,,2020-07-26 19:15:50,2020
4,True,4,False,active,0,2020-07-26 19:12:44+00:00,7,True,0,0,11,7,True,,,2020-07-26 19:15:50,2020
5,True,4,False,active,1,2020-07-26 19:01:30+00:00,8,True,0,0,14,8,True,,,2020-07-26 19:15:50,2020
6,True,10,False,active,1,2020-07-26 18:50:14+00:00,9,True,0,0,4,9,True,,,2020-07-26 19:15:50,2020
7,True,4,False,active,1,2020-07-26 19:14:59+00:00,10,True,0,0,6,10,True,,,2020-07-26 19:15:50,2020
8,True,15,False,active,0,2020-07-26 18:38:42+00:00,11,True,0,0,0,11,True,"{'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 69, 'off_dock_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-26 19:15:50,2020
9,True,3,True,active,0,2020-07-26 19:13:45+00:00,12,True,0,0,15,12,True,,,2020-07-26 19:15:50,2020
10,True,8,False,active,2,2020-07-26 18:58:40+00:00,13,True,0,0,9,13,True,,,2020-07-26 19:15:50,2020
11,True,18,False,active,1,2020-07-26 18:48:15+00:00,14,True,0,0,6,14,True,,,2020-07-26 19:15:50,2020
12,True,8,False,active,0,2020-07-26 18:16:29+00:00,15,True,0,0,7,15,True,,,2020-07-26 19:15:50,2020
13,True,9,True,active,1,2020-07-26 19:08:40+00:00,16,True,0,0,9,16,True,,,2020-07-26 19:15:50,2020
14,True,10,False,active,1,2020-07-26 19:14:23+00:00,17,True,0,0,4,17,True,,,2020-07-26 19:15:50,2020
15,True,3,False,active,0,2020-07-26 18:52:46+00:00,19,True,0,0,12,19,True,,,2020-07-26 19:15:50,2020
16,True,13,True,active,1,2020-07-26 19:13:46+00:00,20,True,0,0,9,20,True,,,2020-07-26 19:15:50,2020
17,True,6,True,active,0,2020-07-26 19:15:47+00:00,21,True,0,0,12,21,True,,,2020-07-26 19:15:50,2020
18,True,4,True,active,1,2020-07-26 19:11:18+00:00,22,True,0,0,42,22,True,,,2020-07-26 19:15:50,2020
19,True,4,False,active,0,2020-07-26 19:15:28+00:00,23,True,0,0,17,23,True,,,2020-07-26 19:15:50,2020
20,True,6,False,active,0,2020-07-26 19:15:35+00:00,24,True,0,0,13,24,True,,,2020-07-26 19:15:50,2020
21,True,12,False,active,0,2020-07-26 18:57:39+00:00,25,True,0,0,3,25,True,,,2020-07-26 19:15:50,2020
22,True,13,False,active,0,2020-07-26 18:43:39+00:00,26,True,0,0,2,26,True,,,2020-07-26 19:15:50,2020
23,True,8,False,active,2,2020-07-26 19:10:37+00:00,27,True,0,0,13,27,True,,,2020-07-26 19:15:50,2020
