,station_id,last_reported,num_docks_disabled,station_status,num_bikes_disabled,is_installed,num_ebikes_available,is_renting,is_returning,num_docks_available,legacy_id,eightd_has_available_keys,num_bikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-06 19:01:17+00:00,0,active,0,True,0,True,True,4,3,False,11,,,2020-08-06 19:19:20,2020
1,4,2020-08-06 19:01:52+00:00,0,active,1,True,0,True,True,6,4,False,12,,,2020-08-06 19:19:20,2020
2,5,2020-08-06 19:16:04+00:00,0,active,1,True,0,True,True,11,5,False,3,,,2020-08-06 19:19:20,2020
3,6,2020-08-06 19:14:40+00:00,0,active,2,True,0,True,True,7,6,False,6,,,2020-08-06 19:19:20,2020
4,7,2020-08-06 18:27:05+00:00,0,active,0,True,0,True,True,8,7,False,7,,,2020-08-06 19:19:20,2020
5,8,2020-08-06 18:55:43+00:00,0,active,0,True,0,True,True,16,8,False,3,,,2020-08-06 19:19:20,2020
6,9,2020-08-06 19:08:20+00:00,0,active,0,True,0,True,True,4,9,False,11,,,2020-08-06 19:19:20,2020
7,10,2020-08-06 19:07:23+00:00,0,active,0,True,0,True,True,4,10,False,7,,,2020-08-06 19:19:20,2020
8,11,2020-08-06 19:19:14+00:00,0,active,2,True,0,True,True,4,11,False,9,"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 79, 'off_dock_capacity': 50, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 48}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-06 19:19:20,2020
9,12,2020-08-06 19:15:06+00:00,0,active,0,True,0,True,True,0,12,True,18,,,2020-08-06 19:19:20,2020
10,13,2020-08-06 19:12:30+00:00,0,active,0,True,0,True,True,5,13,False,14,,,2020-08-06 19:19:20,2020
11,14,2020-08-06 19:16:27+00:00,0,active,2,True,0,True,True,4,14,False,19,,,2020-08-06 19:19:20,2020
12,15,2020-08-06 19:07:57+00:00,0,active,1,True,0,True,True,9,15,False,5,,,2020-08-06 19:19:20,2020
13,16,2020-08-06 19:16:56+00:00,0,active,0,True,0,True,True,12,16,True,7,,,2020-08-06 19:19:20,2020
14,17,2020-08-06 19:01:27+00:00,0,active,0,True,0,True,True,11,17,False,4,,,2020-08-06 19:19:20,2020
15,19,2020-08-06 18:25:48+00:00,0,active,0,True,0,True,True,15,19,False,0,,,2020-08-06 19:19:20,2020
16,20,2020-08-06 18:51:59+00:00,0,active,0,True,0,True,True,21,20,True,2,,,2020-08-06 19:19:20,2020
17,21,2020-08-06 18:34:46+00:00,0,active,0,True,0,True,True,14,21,True,4,,,2020-08-06 19:19:20,2020
18,22,2020-08-06 19:13:48+00:00,0,active,0,True,0,True,True,45,22,True,2,,,2020-08-06 19:19:20,2020
19,23,2020-08-06 19:15:27+00:00,0,active,0,True,0,True,True,3,23,True,18,,,2020-08-06 19:19:20,2020
20,24,2020-08-06 18:59:32+00:00,0,active,0,True,0,True,True,5,24,False,14,,,2020-08-06 19:19:20,2020
21,25,2020-08-06 18:05:25+00:00,0,active,1,True,0,True,True,14,25,False,0,,,2020-08-06 19:19:20,2020
22,26,2020-08-06 19:18:00+00:00,0,active,1,True,0,True,True,9,26,False,5,,,2020-08-06 19:19:20,2020
23,27,2020-08-06 19:16:08+00:00,0,active,1,True,0,True,True,12,27,False,10,,,2020-08-06 19:19:20,2020
24,29,2020-08-06 19:09:06+00:00,0,active,1,True,0,True,True,6,29,False,8,,,2020-08-06 19:19:20,2020
25,30,2020-08-06 19:13:08+00:00,0,active,0,True,0,True,True,14,30,False,1,,,2020-08-06 19:19:20,2020
26,31,2020-08-06 16:07:22+00:00,0,active,0,True,0,True,True,19,31,True,0,,,2020-08-06 19:19:20,2020
27,32,2020-08-06 19:15:52+00:00,0,active,0,True,0,True,True,9,32,False,6,,,2020-08-06 19:19:20,2020
28,33,2020-08-06 18:49:41+00:00,0,active,0,True,0,True,True,13,33,False,14,,,2020-08-06 19:19:20,2020
