,station_id,num_docks_available,eightd_has_available_keys,num_ebikes_available,is_renting,num_bikes_disabled,is_installed,station_status,last_reported,num_bikes_available,legacy_id,is_returning,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,4,False,0,True,0,True,active,2020-08-06 19:01:17+00:00,11,3,True,0,,,2020-08-06 19:09:00,2020
1,4,6,False,0,True,1,True,active,2020-08-06 19:01:52+00:00,12,4,True,0,,,2020-08-06 19:09:00,2020
2,5,11,False,0,True,1,True,active,2020-08-06 19:08:00+00:00,3,5,True,0,,,2020-08-06 19:09:00,2020
3,6,6,False,0,True,2,True,active,2020-08-06 19:04:44+00:00,7,6,True,0,,,2020-08-06 19:09:00,2020
4,7,8,False,0,True,0,True,active,2020-08-06 18:27:05+00:00,7,7,True,0,,,2020-08-06 19:09:00,2020
5,8,16,False,0,True,0,True,active,2020-08-06 18:55:43+00:00,3,8,True,0,,,2020-08-06 19:09:00,2020
6,9,4,False,0,True,0,True,active,2020-08-06 19:08:20+00:00,11,9,True,0,,,2020-08-06 19:09:00,2020
7,10,4,False,0,True,0,True,active,2020-08-06 19:07:23+00:00,7,10,True,0,,,2020-08-06 19:09:00,2020
8,11,0,False,0,True,2,True,active,2020-08-06 19:08:55+00:00,13,11,True,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 79, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'region': 'BOS', 'active': True, 'off_dock_count': 48, 'dock_blocked_count': 0}",2020-08-06 19:09:00,2020
9,12,1,True,0,True,0,True,active,2020-08-06 19:08:13+00:00,17,12,True,0,,,2020-08-06 19:09:00,2020
10,13,4,False,0,True,0,True,active,2020-08-06 18:57:12+00:00,15,13,True,0,,,2020-08-06 19:09:00,2020
11,14,4,False,0,True,2,True,active,2020-08-06 19:08:29+00:00,19,14,True,0,,,2020-08-06 19:09:00,2020
12,15,9,False,0,True,1,True,active,2020-08-06 19:07:57+00:00,5,15,True,0,,,2020-08-06 19:09:00,2020
