,is_installed,eightd_has_available_keys,is_renting,station_status,legacy_id,is_returning,num_bikes_disabled,num_docks_available,num_docks_disabled,num_bikes_available,station_id,num_ebikes_available,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,True,True,active,3,True,0,12,0,3,3,0,2020-07-31 11:51:39+00:00,,,2020-07-31 12:39:00,2020
1,True,False,True,active,4,True,0,5,0,14,4,0,2020-07-31 12:21:49+00:00,,,2020-07-31 12:39:00,2020
2,True,False,True,active,5,True,0,7,0,8,5,0,2020-07-31 12:31:42+00:00,,,2020-07-31 12:39:00,2020
3,True,False,True,active,6,True,0,8,0,7,6,0,2020-07-31 12:35:55+00:00,,,2020-07-31 12:39:00,2020
4,True,False,True,active,7,True,1,2,0,12,7,0,2020-07-31 11:59:50+00:00,,,2020-07-31 12:39:00,2020
5,True,False,True,active,8,True,2,6,0,11,8,0,2020-07-31 12:29:44+00:00,,,2020-07-31 12:39:00,2020
6,True,False,True,active,9,True,0,3,0,12,9,0,2020-07-31 12:24:10+00:00,,,2020-07-31 12:39:00,2020
7,True,False,True,active,10,True,0,3,0,8,10,0,2020-07-31 12:26:49+00:00,,,2020-07-31 12:39:00,2020
8,True,False,True,active,11,True,0,11,0,4,11,0,2020-07-31 12:37:44+00:00,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'valet_revision': 75, 'off_dock_capacity': 50, 'off_dock_count': 50, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS'}",2020-07-31 12:39:00,2020
9,True,True,True,active,12,True,2,16,0,0,12,0,2020-07-31 12:16:01+00:00,,,2020-07-31 12:39:00,2020
10,True,False,True,active,13,True,0,0,0,19,13,0,2020-07-31 12:38:22+00:00,,,2020-07-31 12:39:00,2020
11,True,False,True,active,14,True,0,17,0,8,14,0,2020-07-31 12:35:49+00:00,,,2020-07-31 12:39:00,2020
12,True,False,True,active,15,True,3,3,0,9,15,0,2020-07-31 12:34:45+00:00,,,2020-07-31 12:39:00,2020
13,True,True,True,active,16,True,1,18,0,0,16,0,2020-07-31 12:30:27+00:00,,,2020-07-31 12:39:00,2020
14,True,False,True,active,17,True,0,6,0,9,17,0,2020-07-31 12:25:08+00:00,,,2020-07-31 12:39:00,2020
15,True,False,True,active,19,True,0,7,0,8,19,0,2020-07-31 12:37:11+00:00,,,2020-07-31 12:39:00,2020
16,True,True,True,active,20,True,0,13,0,10,20,0,2020-07-31 12:35:08+00:00,,,2020-07-31 12:39:00,2020
17,True,True,True,active,21,True,0,9,0,9,21,0,2020-07-31 12:38:24+00:00,,,2020-07-31 12:39:00,2020
18,True,True,True,active,22,True,1,38,0,8,22,0,2020-07-31 12:36:18+00:00,,,2020-07-31 12:39:00,2020
19,True,True,True,active,23,True,0,15,0,6,23,0,2020-07-31 12:34:16+00:00,,,2020-07-31 12:39:00,2020
20,True,False,True,active,24,True,0,12,0,7,24,0,2020-07-31 12:35:24+00:00,,,2020-07-31 12:39:00,2020
21,True,False,True,active,25,True,1,8,0,6,25,0,2020-07-31 12:38:18+00:00,,,2020-07-31 12:39:00,2020
22,True,False,True,active,26,True,3,12,0,0,26,0,2020-07-31 12:35:11+00:00,,,2020-07-31 12:39:00,2020
23,True,False,True,active,27,True,2,10,0,11,27,0,2020-07-31 12:37:38+00:00,,,2020-07-31 12:39:00,2020
24,True,False,True,active,29,True,0,9,0,6,29,0,2020-07-31 08:32:25+00:00,,,2020-07-31 12:39:00,2020
25,True,False,True,active,30,True,0,0,0,15,30,0,2020-07-31 12:06:13+00:00,,,2020-07-31 12:39:00,2020
26,True,True,True,active,31,True,1,0,0,18,31,0,2020-07-31 12:19:19+00:00,,,2020-07-31 12:39:00,2020
27,True,False,True,active,32,True,2,9,0,4,32,0,2020-07-31 12:22:05+00:00,,,2020-07-31 12:39:00,2020
28,True,False,True,active,33,True,0,7,0,20,33,0,2020-07-31 12:35:44+00:00,,,2020-07-31 12:39:00,2020
29,True,False,True,active,35,True,0,11,0,12,35,0,2020-07-31 12:36:01+00:00,,,2020-07-31 12:39:00,2020
30,True,True,True,active,36,True,0,29,0,4,36,0,2020-07-31 12:38:45+00:00,,,2020-07-31 12:39:00,2020
31,True,True,True,active,37,True,0,14,0,1,37,0,2020-07-31 08:51:14+00:00,,,2020-07-31 12:39:00,2020
32,True,False,True,active,39,True,2,8,0,13,39,0,2020-07-31 12:30:01+00:00,,,2020-07-31 12:39:00,2020
33,True,False,True,active,40,True,0,9,0,10,40,0,2020-07-31 12:36:02+00:00,,,2020-07-31 12:39:00,2020
34,True,True,True,active,41,True,1,7,0,19,41,0,2020-07-31 12:33:04+00:00,,,2020-07-31 12:39:00,2020
35,True,False,True,active,42,True,1,10,0,12,42,0,2020-07-31 12:38:15+00:00,,,2020-07-31 12:39:00,2020
36,True,True,True,active,43,True,0,7,0,8,43,0,2020-07-31 12:20:05+00:00,,,2020-07-31 12:39:00,2020
37,True,False,True,active,44,True,0,2,0,21,44,0,2020-07-31 12:30:55+00:00,,,2020-07-31 12:39:00,2020
38,True,False,True,active,46,True,0,11,0,8,46,0,2020-07-31 12:33:35+00:00,,,2020-07-31 12:39:00,2020
39,True,True,True,active,47,True,0,19,0,0,47,0,2020-07-31 12:37:38+00:00,,,2020-07-31 12:39:00,2020
40,True,False,True,active,48,True,0,11,0,8,48,0,2020-07-31 12:30:00+00:00,,,2020-07-31 12:39:00,2020
41,True,False,True,active,49,True,0,13,0,5,49,0,2020-07-31 12:36:21+00:00,,,2020-07-31 12:39:00,2020
42,True,True,True,active,50,True,0,9,0,6,50,0,2020-07-31 12:24:33+00:00,,,2020-07-31 12:39:00,2020
43,True,False,True,active,51,True,1,11,0,3,51,0,2020-07-31 12:30:04+00:00,,,2020-07-31 12:39:00,2020
44,True,True,True,active,52,True,1,21,0,1,52,0,2020-07-31 12:29:49+00:00,,,2020-07-31 12:39:00,2020
45,True,False,True,active,53,True,0,19,0,0,53,0,2020-07-31 12:19:06+00:00,,,2020-07-31 12:39:00,2020
46,True,False,True,active,54,True,0,15,0,0,54,0,2020-07-31 11:42:41+00:00,,,2020-07-31 12:39:00,2020
47,True,False,False,active,55,False,0,4,0,11,55,0,2020-07-31 06:56:01+00:00,,,2020-07-31 12:39:00,2020
48,True,True,True,active,56,True,0,9,0,9,56,0,2020-07-31 10:09:02+00:00,,,2020-07-31 12:39:00,2020
49,True,True,True,active,57,True,0,9,0,5,57,0,2020-07-31 12:38:00+00:00,,,2020-07-31 12:39:00,2020
50,True,True,True,active,58,True,0,13,0,6,58,0,2020-07-31 12:24:30+00:00,,,2020-07-31 12:39:00,2020
51,True,True,True,active,59,True,0,6,0,13,59,0,2020-07-31 12:16:29+00:00,,,2020-07-31 12:39:00,2020
52,True,False,True,active,60,True,0,13,0,6,60,0,2020-07-31 12:38:23+00:00,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'valet_revision': 63, 'off_dock_capacity': 40, 'off_dock_count': 6, 'active': True, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS'}",2020-07-31 12:39:00,2020
53,True,False,True,active,61,True,0,16,0,3,61,0,2020-07-31 12:38:18+00:00,,,2020-07-31 12:39:00,2020
54,True,False,True,active,63,True,0,6,0,9,63,0,2020-07-31 11:35:43+00:00,,,2020-07-31 12:39:00,2020
55,True,False,True,active,64,True,1,7,0,11,64,0,2020-07-31 12:31:15+00:00,,,2020-07-31 12:39:00,2020
56,True,False,True,active,65,True,0,18,0,5,65,0,2020-07-31 12:02:56+00:00,,,2020-07-31 12:39:00,2020
57,True,False,True,active,66,True,0,10,0,5,66,0,2020-07-31 12:25:03+00:00,,,2020-07-31 12:39:00,2020
58,True,True,True,active,67,True,1,22,0,4,67,0,2020-07-31 12:20:48+00:00,,,2020-07-31 12:39:00,2020
59,True,True,True,active,68,True,1,6,0,12,68,0,2020-07-31 12:33:59+00:00,,,2020-07-31 12:39:00,2020
60,True,True,True,active,69,True,1,14,0,4,69,0,2020-07-31 12:25:53+00:00,,,2020-07-31 12:39:00,2020
61,True,False,True,active,70,True,0,7,0,16,70,0,2020-07-31 12:28:10+00:00,,,2020-07-31 12:39:00,2020
62,True,False,True,active,71,True,0,5,0,18,71,0,2020-07-31 12:30:03+00:00,,,2020-07-31 12:39:00,2020
63,True,False,True,active,72,True,0,22,0,1,72,0,2020-07-31 12:28:44+00:00,,,2020-07-31 12:39:00,2020
64,True,False,True,active,73,True,0,5,0,10,73,0,2020-07-31 12:01:20+00:00,,,2020-07-31 12:39:00,2020
65,True,True,True,active,74,True,0,15,0,4,74,0,2020-07-31 12:36:11+00:00,,,2020-07-31 12:39:00,2020
66,True,False,True,active,75,True,0,9,0,6,75,0,2020-07-31 12:38:32+00:00,,,2020-07-31 12:39:00,2020
67,True,False,True,active,76,True,0,5,0,12,76,0,2020-07-31 12:38:41+00:00,,,2020-07-31 12:39:00,2020
68,True,False,True,active,77,True,0,13,0,2,77,0,2020-07-31 12:18:25+00:00,,,2020-07-31 12:39:00,2020
69,True,False,True,active,78,True,1,7,0,11,78,0,2020-07-31 12:25:30+00:00,,,2020-07-31 12:39:00,2020
70,True,False,True,active,79,True,0,17,0,2,79,0,2020-07-31 12:23:31+00:00,,,2020-07-31 12:39:00,2020
71,True,False,True,active,80,True,0,28,0,7,80,0,2020-07-31 12:37:36+00:00,,,2020-07-31 12:39:00,2020
72,True,False,True,active,81,True,0,11,0,8,81,0,2020-07-31 11:58:30+00:00,,,2020-07-31 12:39:00,2020
73,True,False,True,active,82,True,0,9,0,6,82,0,2020-07-31 12:33:43+00:00,,,2020-07-31 12:39:00,2020
74,True,False,True,active,84,True,0,11,0,4,84,0,2020-07-31 08:42:03+00:00,,,2020-07-31 12:39:00,2020
75,True,False,True,active,85,True,0,9,0,10,85,0,2020-07-31 12:35:30+00:00,,,2020-07-31 12:39:00,2020
76,True,False,True,active,86,True,0,8,0,11,86,0,2020-07-31 12:25:13+00:00,,,2020-07-31 12:39:00,2020
77,True,False,True,active,87,True,1,5,0,9,87,0,2020-07-31 12:36:14+00:00,,,2020-07-31 12:39:00,2020
78,True,False,True,active,89,True,0,6,0,13,89,0,2020-07-31 12:35:31+00:00,,,2020-07-31 12:39:00,2020
79,True,False,True,active,90,True,0,12,0,7,90,0,2020-07-31 12:38:45+00:00,,,2020-07-31 12:39:00,2020
80,True,False,True,active,91,True,1,16,0,2,91,0,2020-07-31 12:33:47+00:00,,,2020-07-31 12:39:00,2020
81,True,False,True,active,92,True,1,6,0,12,92,0,2020-07-31 12:14:52+00:00,,,2020-07-31 12:39:00,2020
82,True,False,True,active,93,True,2,3,0,10,93,0,2020-07-31 12:37:19+00:00,,,2020-07-31 12:39:00,2020
83,True,False,True,active,94,True,0,4,0,7,94,0,2020-07-31 11:11:48+00:00,,,2020-07-31 12:39:00,2020
84,True,False,True,active,95,True,1,1,0,13,95,0,2020-07-31 12:17:56+00:00,,,2020-07-31 12:39:00,2020
85,True,False,True,active,96,True,0,9,0,10,96,0,2020-07-31 12:38:15+00:00,,,2020-07-31 12:39:00,2020
86,True,False,True,active,97,True,0,9,0,10,97,0,2020-07-31 12:08:06+00:00,,,2020-07-31 12:39:00,2020
87,True,False,True,active,98,True,0,14,0,8,98,0,2020-07-31 12:36:00+00:00,,,2020-07-31 12:39:00,2020
88,True,False,True,active,99,True,1,3,0,11,99,0,2020-07-31 11:19:54+00:00,,,2020-07-31 12:39:00,2020
89,True,True,True,active,100,True,1,10,0,14,100,0,2020-07-31 12:34:51+00:00,,,2020-07-31 12:39:00,2020
90,True,False,True,active,101,True,0,13,0,2,101,0,2020-07-31 10:51:08+00:00,,,2020-07-31 12:39:00,2020
91,True,False,True,active,102,True,0,8,0,7,102,0,2020-07-31 11:14:41+00:00,,,2020-07-31 12:39:00,2020
92,True,False,True,active,103,True,1,10,0,4,103,0,2020-07-31 12:20:30+00:00,,,2020-07-31 12:39:00,2020
93,True,False,True,active,104,True,0,3,0,16,104,0,2020-07-31 12:33:51+00:00,,,2020-07-31 12:39:00,2020
94,True,False,True,active,105,True,0,13,0,6,105,0,2020-07-31 12:28:39+00:00,,,2020-07-31 12:39:00,2020
95,True,False,True,active,106,True,0,8,0,7,106,0,2020-07-31 12:28:21+00:00,,,2020-07-31 12:39:00,2020
96,True,False,True,active,107,True,0,5,0,14,107,0,2020-07-31 12:37:41+00:00,,,2020-07-31 12:39:00,2020
97,True,False,True,active,108,True,0,6,0,11,108,0,2020-07-31 08:06:29+00:00,,,2020-07-31 12:39:00,2020
98,True,False,True,active,109,True,2,8,0,25,109,0,2020-07-31 00:13:00+00:00,,,2020-07-31 12:39:00,2020
99,True,False,True,active,110,True,1,5,0,9,110,0,2020-07-31 12:36:00+00:00,,,2020-07-31 12:39:00,2020
100,True,False,True,active,111,True,0,14,0,1,111,0,2020-07-31 12:35:48+00:00,,,2020-07-31 12:39:00,2020
101,True,False,True,active,112,True,0,11,0,4,112,0,2020-07-31 11:43:35+00:00,,,2020-07-31 12:39:00,2020
102,True,False,True,active,113,True,0,10,0,5,113,0,2020-07-31 12:32:35+00:00,,,2020-07-31 12:39:00,2020
103,True,False,True,active,114,True,0,9,0,6,114,0,2020-07-31 04:15:25+00:00,,,2020-07-31 12:39:00,2020
104,True,False,True,active,115,True,1,14,0,4,115,0,2020-07-31 12:20:35+00:00,,,2020-07-31 12:39:00,2020
105,True,False,True,active,116,True,0,8,0,15,116,0,2020-07-31 12:38:47+00:00,,,2020-07-31 12:39:00,2020
106,True,False,True,active,117,True,2,3,0,14,117,0,2020-07-31 11:51:35+00:00,,,2020-07-31 12:39:00,2020
107,True,False,True,active,118,True,1,13,0,5,118,0,2020-07-31 11:44:57+00:00,,,2020-07-31 12:39:00,2020
108,True,False,True,active,119,True,0,10,0,5,119,0,2020-07-31 12:34:22+00:00,,,2020-07-31 12:39:00,2020
109,True,False,True,active,120,True,2,13,0,0,120,0,2020-07-31 12:36:39+00:00,,,2020-07-31 12:39:00,2020
110,True,False,True,active,121,True,0,8,0,9,121,0,2020-07-31 12:38:49+00:00,,,2020-07-31 12:39:00,2020
