,num_docks_available,is_installed,eightd_has_available_keys,is_returning,num_ebikes_available,num_docks_disabled,last_reported,station_status,legacy_id,is_renting,num_bikes_available,num_bikes_disabled,station_id,timestamp_of_data_read_request,year_station_last_reported
231,4,True,False,True,0,0,2020-08-21 08:56:34+00:00,active,340,True,15,0,340,2020-08-22 04:16:55,2020
232,1,True,True,True,0,0,2020-08-22 01:31:25+00:00,active,341,True,14,0,341,2020-08-22 04:16:55,2020
233,0,True,False,True,0,0,2020-08-22 04:05:43+00:00,active,342,True,14,1,342,2020-08-22 04:16:55,2020
234,12,True,False,True,0,0,2020-08-21 08:51:37+00:00,active,343,True,3,0,343,2020-08-22 04:16:55,2020
235,16,True,False,True,0,0,2020-08-22 03:16:28+00:00,active,344,True,3,0,344,2020-08-22 04:16:55,2020
236,8,True,False,True,0,0,2020-08-22 02:52:31+00:00,active,345,True,10,1,345,2020-08-22 04:16:55,2020
237,14,True,False,True,0,0,2020-08-22 03:45:57+00:00,active,346,True,1,0,346,2020-08-22 04:16:55,2020
238,1,True,False,True,0,0,2020-08-21 18:50:00+00:00,active,347,True,14,0,347,2020-08-22 04:16:55,2020
239,8,True,False,True,0,0,2020-08-22 02:01:45+00:00,active,348,True,7,0,348,2020-08-22 04:16:55,2020
240,12,True,False,True,0,0,2020-08-22 00:40:33+00:00,active,349,True,5,0,349,2020-08-22 04:16:55,2020
241,5,True,False,True,0,0,2020-08-22 00:24:03+00:00,active,350,True,12,0,350,2020-08-22 04:16:55,2020
242,0,True,False,True,0,0,2020-08-22 03:53:17+00:00,active,351,True,15,0,351,2020-08-22 04:16:55,2020
243,2,True,False,True,0,0,2020-08-22 04:07:09+00:00,active,352,True,13,0,352,2020-08-22 04:16:55,2020
244,7,True,True,True,0,0,2020-08-21 13:30:07+00:00,active,353,True,8,0,353,2020-08-22 04:16:55,2020
245,11,True,False,True,0,0,2020-08-22 03:51:40+00:00,active,354,True,4,0,354,2020-08-22 04:16:55,2020
246,2,True,False,True,0,0,2020-08-22 03:17:22+00:00,active,355,True,15,0,355,2020-08-22 04:16:55,2020
247,8,True,False,True,0,0,2020-08-22 03:56:15+00:00,active,356,True,15,0,356,2020-08-22 04:16:55,2020
248,2,True,False,True,0,0,2020-08-22 01:58:18+00:00,active,357,True,13,0,357,2020-08-22 04:16:55,2020
249,2,True,False,True,0,0,2020-08-22 03:46:24+00:00,active,358,True,17,0,358,2020-08-22 04:16:55,2020
250,12,True,False,True,0,0,2020-08-22 04:13:40+00:00,active,359,True,3,0,359,2020-08-22 04:16:55,2020
251,13,True,False,True,0,0,2020-08-22 02:30:30+00:00,active,360,True,2,0,360,2020-08-22 04:16:55,2020
252,16,True,False,True,0,0,2020-08-22 04:05:41+00:00,active,361,True,3,0,361,2020-08-22 04:16:55,2020
253,13,True,False,True,0,0,2020-08-22 02:38:49+00:00,active,362,True,6,0,362,2020-08-22 04:16:55,2020
254,4,True,False,True,0,0,2020-08-22 03:28:28+00:00,active,363,True,15,0,363,2020-08-22 04:16:55,2020
255,2,True,False,True,0,0,2020-08-22 03:53:22+00:00,active,364,True,16,1,364,2020-08-22 04:16:55,2020
256,13,True,False,True,0,0,2020-08-22 03:20:08+00:00,active,365,True,6,0,365,2020-08-22 04:16:55,2020
257,0,False,False,True,0,0,1970-01-02 00:00:00+00:00,out_of_service,366,True,0,0,366,2020-08-22 04:16:55,1970
258,2,True,False,True,0,0,2020-08-22 01:03:01+00:00,active,367,True,16,1,367,2020-08-22 04:16:55,2020
259,12,True,False,True,0,0,2020-08-22 02:57:27+00:00,active,368,True,3,0,368,2020-08-22 04:16:55,2020
260,7,True,False,True,0,0,2020-08-22 03:23:44+00:00,active,369,True,8,0,369,2020-08-22 04:16:55,2020
261,17,True,False,True,0,0,2020-08-22 04:13:01+00:00,active,370,True,2,0,370,2020-08-22 04:16:55,2020
262,11,True,False,True,0,0,2020-08-22 00:49:24+00:00,active,371,True,8,0,371,2020-08-22 04:16:55,2020
263,15,True,False,True,0,0,2020-08-22 04:14:17+00:00,active,372,True,3,1,372,2020-08-22 04:16:55,2020
264,6,True,False,True,0,0,2020-08-22 00:09:58+00:00,active,373,True,9,0,373,2020-08-22 04:16:55,2020
265,6,True,False,True,0,0,2020-08-22 04:02:21+00:00,active,374,True,13,0,374,2020-08-22 04:16:55,2020
266,2,True,True,True,0,0,2020-08-22 03:17:29+00:00,active,376,True,12,1,376,2020-08-22 04:16:55,2020
267,9,True,False,True,0,0,2020-08-22 03:51:04+00:00,active,377,True,10,0,377,2020-08-22 04:16:55,2020
268,13,True,False,True,0,0,2020-08-22 03:06:13+00:00,active,378,True,6,0,378,2020-08-22 04:16:55,2020
269,4,True,False,True,0,0,2020-08-22 03:57:49+00:00,active,379,True,11,0,379,2020-08-22 04:16:55,2020
270,18,True,False,True,0,0,2020-08-22 01:17:40+00:00,active,380,True,0,0,380,2020-08-22 04:16:55,2020
271,3,True,False,True,0,0,2020-08-22 03:56:07+00:00,active,381,True,15,1,381,2020-08-22 04:16:55,2020
272,6,True,True,True,0,0,2020-08-22 00:38:51+00:00,active,384,True,13,0,384,2020-08-22 04:16:55,2020
273,12,True,False,True,0,1,2020-08-22 03:25:36+00:00,active,385,True,2,0,385,2020-08-22 04:16:55,2020
274,4,True,False,True,0,0,2020-08-22 03:57:10+00:00,active,386,True,15,0,386,2020-08-22 04:16:55,2020
275,6,True,False,True,0,0,2020-08-22 01:59:14+00:00,active,387,True,9,0,387,2020-08-22 04:16:55,2020
276,1,True,False,True,0,0,2020-08-21 22:02:33+00:00,active,388,True,10,0,388,2020-08-22 04:16:55,2020
277,6,True,False,True,0,0,2020-08-22 03:29:35+00:00,active,389,True,8,0,389,2020-08-22 04:16:55,2020
278,6,True,False,True,0,0,2020-08-21 17:53:00+00:00,active,390,True,9,0,390,2020-08-22 04:16:55,2020
279,4,True,False,True,0,0,2020-08-21 22:51:56+00:00,active,391,True,11,0,391,2020-08-22 04:16:55,2020
280,11,True,False,True,0,0,2020-08-21 21:41:34+00:00,active,392,True,4,0,392,2020-08-22 04:16:55,2020
281,6,True,False,True,0,0,2020-08-21 22:13:33+00:00,active,393,True,9,0,393,2020-08-22 04:16:55,2020
282,14,True,False,True,0,0,2020-08-20 09:00:38+00:00,active,394,True,0,0,394,2020-08-22 04:16:55,2020
283,2,True,False,True,0,0,2020-08-22 00:59:22+00:00,active,395,True,13,0,395,2020-08-22 04:16:55,2020
284,2,True,False,True,0,0,2020-08-21 16:20:39+00:00,active,396,True,13,0,396,2020-08-22 04:16:55,2020
285,5,True,False,True,0,0,2020-08-21 14:41:02+00:00,active,397,True,10,0,397,2020-08-22 04:16:55,2020
286,16,True,False,True,0,0,2020-08-22 01:59:04+00:00,active,398,True,3,0,398,2020-08-22 04:16:55,2020
287,5,True,False,True,0,0,2020-08-22 04:01:18+00:00,active,399,True,10,0,399,2020-08-22 04:16:55,2020
288,7,True,False,True,0,0,2020-08-22 04:13:08+00:00,active,400,True,20,0,400,2020-08-22 04:16:55,2020
289,4,True,False,True,0,0,2020-08-22 02:54:05+00:00,active,401,True,11,0,401,2020-08-22 04:16:55,2020
290,9,True,False,True,0,0,2020-08-22 03:58:10+00:00,active,402,True,6,0,402,2020-08-22 04:16:55,2020
291,4,True,False,True,0,0,2020-08-22 04:16:18+00:00,active,403,True,10,1,403,2020-08-22 04:16:55,2020
292,14,True,False,True,0,0,2020-08-22 04:09:05+00:00,active,404,True,2,0,404,2020-08-22 04:16:55,2020
293,1,True,False,True,0,0,2020-08-21 23:11:37+00:00,active,405,True,18,0,405,2020-08-22 04:16:55,2020
294,10,True,False,True,0,0,2020-08-22 02:34:11+00:00,active,406,True,9,0,406,2020-08-22 04:16:55,2020
295,18,True,False,True,0,0,2020-08-21 23:49:56+00:00,active,407,True,1,0,407,2020-08-22 04:16:55,2020
296,5,True,False,True,0,0,2020-08-22 02:26:53+00:00,active,408,True,10,0,408,2020-08-22 04:16:55,2020
297,3,True,False,True,0,0,2020-08-22 04:01:41+00:00,active,409,True,16,0,409,2020-08-22 04:16:55,2020
298,10,True,False,True,0,0,2020-08-22 00:49:22+00:00,active,410,True,9,0,410,2020-08-22 04:16:55,2020
299,11,True,False,True,0,0,2020-08-22 00:12:03+00:00,active,411,True,4,0,411,2020-08-22 04:16:55,2020
300,0,True,False,True,0,0,2020-08-22 03:39:39+00:00,active,412,True,19,0,412,2020-08-22 04:16:55,2020
301,3,True,False,True,0,0,2020-08-22 02:58:57+00:00,active,413,True,15,1,413,2020-08-22 04:16:55,2020
302,19,True,False,True,0,0,2020-08-21 22:20:59+00:00,active,414,True,4,0,414,2020-08-22 04:16:55,2020
303,7,True,False,True,0,0,2020-08-22 03:21:36+00:00,active,415,True,12,0,415,2020-08-22 04:16:55,2020
304,0,True,False,True,0,0,2020-08-22 03:53:54+00:00,active,416,True,14,1,416,2020-08-22 04:16:55,2020
305,5,True,False,True,0,0,2020-08-22 04:09:54+00:00,active,417,True,14,0,417,2020-08-22 04:16:55,2020
306,0,True,False,True,0,0,2020-08-22 02:46:20+00:00,active,419,True,15,0,419,2020-08-22 04:16:55,2020
307,0,False,False,False,0,0,1970-01-02 00:00:00+00:00,out_of_service,420,False,0,0,420,2020-08-22 04:16:55,1970
308,11,True,False,True,0,0,2020-08-21 20:02:09+00:00,active,421,True,8,0,421,2020-08-22 04:16:55,2020
309,10,True,False,True,0,0,2020-08-21 08:57:39+00:00,active,422,True,5,0,422,2020-08-22 04:16:55,2020
310,9,True,False,True,0,0,2020-08-21 22:57:05+00:00,active,423,True,10,0,423,2020-08-22 04:16:55,2020
311,11,True,False,True,0,0,2020-08-22 01:01:51+00:00,active,424,True,8,0,424,2020-08-22 04:16:55,2020
312,16,True,False,True,0,0,2020-08-21 22:36:22+00:00,active,425,True,0,0,425,2020-08-22 04:16:55,2020
313,10,True,False,True,0,0,2020-08-22 03:55:15+00:00,active,426,True,17,0,426,2020-08-22 04:16:55,2020
314,18,True,False,True,0,0,2020-08-22 00:13:48+00:00,active,427,True,1,0,427,2020-08-22 04:16:55,2020
315,16,True,False,True,0,0,2020-08-22 01:38:44+00:00,active,428,True,3,0,428,2020-08-22 04:16:55,2020
316,4,True,False,True,0,0,2020-08-20 23:16:43+00:00,active,430,True,15,0,430,2020-08-22 04:16:55,2020
317,13,True,False,True,0,0,2020-08-22 02:12:16+00:00,active,431,True,2,0,431,2020-08-22 04:16:55,2020
318,11,True,False,True,0,0,2020-08-22 00:31:25+00:00,active,432,True,8,0,432,2020-08-22 04:16:55,2020
319,14,True,False,True,0,0,2020-08-22 00:40:57+00:00,active,433,True,5,0,433,2020-08-22 04:16:55,2020
320,17,True,False,True,0,0,2020-08-22 01:09:46+00:00,active,434,True,2,0,434,2020-08-22 04:16:55,2020
321,6,True,False,True,0,0,2020-08-22 02:36:58+00:00,active,435,True,9,0,435,2020-08-22 04:16:55,2020
322,7,True,False,True,0,0,2020-08-22 03:33:05+00:00,active,436,True,8,0,436,2020-08-22 04:16:55,2020
323,14,True,False,True,0,0,2020-08-22 04:05:04+00:00,active,437,True,5,0,437,2020-08-22 04:16:55,2020
324,9,True,False,True,0,0,2020-08-22 01:03:32+00:00,active,440,True,8,0,440,2020-08-22 04:16:55,2020
325,2,True,False,True,0,0,2020-08-22 01:51:43+00:00,active,441,True,17,0,441,2020-08-22 04:16:55,2020
326,1,True,False,True,0,0,2020-08-21 22:49:06+00:00,active,442,True,14,0,442,2020-08-22 04:16:55,2020
327,16,True,False,True,0,0,2020-08-22 00:59:04+00:00,active,443,True,3,0,443,2020-08-22 04:16:55,2020
328,0,True,False,True,0,0,2020-08-22 01:57:35+00:00,active,445,True,19,0,445,2020-08-22 04:16:55,2020
329,11,True,False,True,0,0,2020-08-22 03:22:38+00:00,active,446,True,1,0,446,2020-08-22 04:16:55,2020
330,19,True,False,True,0,0,2020-08-21 23:40:27+00:00,active,447,True,0,0,447,2020-08-22 04:16:55,2020
331,6,True,False,True,0,0,2020-08-21 07:50:58+00:00,active,448,True,5,0,448,2020-08-22 04:16:55,2020
332,0,False,False,True,0,0,1970-01-02 00:00:00+00:00,out_of_service,449,True,0,0,449,2020-08-22 04:16:55,1970
333,11,True,False,True,0,0,2020-08-22 03:35:14+00:00,active,450,True,4,0,450,2020-08-22 04:16:55,2020
334,13,True,False,True,0,0,2020-08-22 03:57:33+00:00,active,451,True,2,0,451,2020-08-22 04:16:55,2020
335,5,True,False,True,0,0,2020-08-22 03:53:47+00:00,active,452,True,10,0,452,2020-08-22 04:16:55,2020
336,2,True,False,True,0,0,2020-08-22 03:59:25+00:00,active,453,True,11,2,453,2020-08-22 04:16:55,2020
337,13,True,False,True,0,0,2020-08-22 02:27:30+00:00,active,454,True,2,0,454,2020-08-22 04:16:55,2020
338,3,True,False,True,0,0,2020-08-22 01:35:31+00:00,active,455,True,9,0,455,2020-08-22 04:16:55,2020
339,17,True,False,True,0,0,2020-08-22 01:21:29+00:00,active,456,True,2,0,456,2020-08-22 04:16:55,2020
340,1,True,False,True,0,0,2020-08-22 02:43:48+00:00,active,457,True,10,0,457,2020-08-22 04:16:55,2020
341,4,True,False,True,0,0,2020-08-22 03:48:39+00:00,active,458,True,7,0,458,2020-08-22 04:16:55,2020
342,7,True,False,True,0,0,2020-08-22 04:12:16+00:00,active,459,True,15,1,459,2020-08-22 04:16:55,2020
