,num_docks_available,is_installed,eightd_has_available_keys,is_returning,num_ebikes_available,num_docks_disabled,last_reported,station_status,legacy_id,is_renting,num_bikes_available,num_bikes_disabled,station_id,timestamp_of_data_read_request,year_station_last_reported
74,5,True,False,True,0,0,2020-08-22 04:04:21+00:00,active,84,True,10,0,84,2020-08-22 04:16:55,2020
75,16,True,False,True,0,0,2020-08-22 02:08:44+00:00,active,85,True,3,0,85,2020-08-22 04:16:55,2020
76,1,True,False,True,0,0,2020-08-22 01:30:01+00:00,active,86,True,18,0,86,2020-08-22 04:16:55,2020
77,8,True,False,True,0,0,2020-08-22 03:46:31+00:00,active,87,True,6,1,87,2020-08-22 04:16:55,2020
78,13,True,False,True,0,0,2020-08-22 03:12:29+00:00,active,89,True,6,0,89,2020-08-22 04:16:55,2020
79,10,True,False,True,0,0,2020-08-22 03:48:23+00:00,active,90,True,8,1,90,2020-08-22 04:16:55,2020
80,14,True,False,True,0,0,2020-08-22 04:02:59+00:00,active,91,True,4,1,91,2020-08-22 04:16:55,2020
81,11,True,False,True,0,0,2020-08-21 21:04:11+00:00,active,92,True,7,1,92,2020-08-22 04:16:55,2020
82,8,True,False,True,0,0,2020-08-22 03:16:02+00:00,active,93,True,7,0,93,2020-08-22 04:16:55,2020
83,1,True,False,True,0,0,2020-08-22 02:38:59+00:00,active,94,True,10,0,94,2020-08-22 04:16:55,2020
84,1,True,False,True,0,0,2020-08-22 03:56:55+00:00,active,95,True,14,0,95,2020-08-22 04:16:55,2020
85,13,True,False,True,0,0,2020-08-22 02:40:26+00:00,active,96,True,5,1,96,2020-08-22 04:16:55,2020
86,16,True,False,True,0,0,2020-08-22 04:00:50+00:00,active,97,True,2,1,97,2020-08-22 04:16:55,2020
87,15,True,False,True,0,0,2020-08-22 03:42:04+00:00,active,98,True,7,1,98,2020-08-22 04:16:55,2020
88,0,True,False,True,0,0,2020-08-22 01:35:34+00:00,active,99,True,15,0,99,2020-08-22 04:16:55,2020
89,19,True,True,True,0,0,2020-08-22 04:10:00+00:00,active,100,True,5,1,100,2020-08-22 04:16:55,2020
90,11,True,False,True,0,0,2020-08-22 01:12:29+00:00,active,101,True,4,0,101,2020-08-22 04:16:55,2020
91,10,True,False,True,0,0,2020-08-22 03:55:10+00:00,active,102,True,5,0,102,2020-08-22 04:16:55,2020
92,0,True,False,True,0,0,2020-08-22 03:56:38+00:00,active,103,True,15,0,103,2020-08-22 04:16:55,2020
93,12,True,False,True,0,0,2020-08-22 02:52:41+00:00,active,104,True,7,0,104,2020-08-22 04:16:55,2020
94,13,True,False,True,0,0,2020-08-22 04:08:32+00:00,active,105,True,6,0,105,2020-08-22 04:16:55,2020
95,14,True,False,True,0,0,2020-08-21 23:30:26+00:00,active,106,True,1,0,106,2020-08-22 04:16:55,2020
96,19,True,False,True,0,0,2020-08-22 02:18:49+00:00,active,107,True,0,0,107,2020-08-22 04:16:55,2020
97,12,True,False,True,0,0,2020-08-22 03:52:35+00:00,active,108,True,5,0,108,2020-08-22 04:16:55,2020
98,33,True,False,True,0,0,2020-08-22 00:11:18+00:00,active,109,True,2,0,109,2020-08-22 04:16:55,2020
99,12,True,False,True,0,0,2020-08-22 03:34:53+00:00,active,110,True,3,0,110,2020-08-22 04:16:55,2020
100,8,True,False,True,0,0,2020-08-21 23:08:55+00:00,active,111,True,7,0,111,2020-08-22 04:16:55,2020
101,6,True,False,True,0,0,2020-08-22 02:40:19+00:00,active,112,True,9,0,112,2020-08-22 04:16:55,2020
102,7,True,False,True,0,0,2020-08-22 03:36:58+00:00,active,113,True,8,0,113,2020-08-22 04:16:55,2020
103,9,True,False,True,0,0,2020-08-22 00:42:02+00:00,active,114,True,6,0,114,2020-08-22 04:16:55,2020
104,11,True,False,True,0,0,2020-08-22 04:10:34+00:00,active,115,True,8,0,115,2020-08-22 04:16:55,2020
105,4,True,False,True,0,0,2020-08-22 02:55:32+00:00,active,116,True,19,0,116,2020-08-22 04:16:55,2020
106,6,True,False,True,0,0,2020-08-22 02:02:44+00:00,active,117,True,13,0,117,2020-08-22 04:16:55,2020
107,1,True,False,True,0,0,2020-08-22 03:47:12+00:00,active,118,True,17,1,118,2020-08-22 04:16:55,2020
108,4,True,False,True,0,0,2020-08-22 03:24:49+00:00,active,119,True,11,0,119,2020-08-22 04:16:55,2020
109,14,True,False,True,0,0,2020-08-22 03:57:20+00:00,active,120,True,0,1,120,2020-08-22 04:16:55,2020
110,8,True,False,True,0,0,2020-08-22 03:53:51+00:00,active,121,True,9,0,121,2020-08-22 04:16:55,2020
111,4,True,False,True,0,0,2020-08-22 04:08:14+00:00,active,122,True,11,0,122,2020-08-22 04:16:55,2020
112,14,True,False,True,0,0,2020-08-22 02:12:23+00:00,active,124,True,1,0,124,2020-08-22 04:16:55,2020
113,4,True,False,True,0,0,2020-08-22 03:24:52+00:00,active,125,True,9,2,125,2020-08-22 04:16:55,2020
114,1,True,False,True,0,0,2020-08-22 03:34:47+00:00,active,126,True,13,1,126,2020-08-22 04:16:55,2020
115,15,True,False,True,0,0,2020-08-22 02:23:05+00:00,active,128,True,4,0,128,2020-08-22 04:16:55,2020
116,7,True,False,True,0,0,2020-08-22 03:16:32+00:00,active,129,True,12,0,129,2020-08-22 04:16:55,2020
117,7,True,False,True,0,0,2020-08-22 01:46:49+00:00,active,130,True,8,0,130,2020-08-22 04:16:55,2020
118,0,True,False,True,0,0,2020-08-22 01:29:15+00:00,active,131,True,18,0,131,2020-08-22 04:16:55,2020
119,10,True,False,True,0,0,2020-08-22 03:57:48+00:00,active,133,True,12,1,133,2020-08-22 04:16:55,2020
120,17,True,False,True,0,0,2020-08-21 22:43:50+00:00,active,135,True,0,0,135,2020-08-22 04:16:55,2020
121,19,True,False,True,0,0,2020-08-21 22:23:29+00:00,active,136,True,0,0,136,2020-08-22 04:16:55,2020
122,7,True,False,True,0,0,2020-08-22 02:53:02+00:00,active,137,True,8,0,137,2020-08-22 04:16:55,2020
123,6,True,False,True,0,0,2020-08-22 02:00:40+00:00,active,138,True,8,1,138,2020-08-22 04:16:55,2020
124,13,True,False,True,0,0,2020-08-22 03:55:23+00:00,active,139,True,6,0,139,2020-08-22 04:16:55,2020
125,0,True,False,True,0,0,2020-08-22 02:15:00+00:00,active,140,True,17,0,140,2020-08-22 04:16:55,2020
126,3,True,False,True,0,0,2020-08-22 04:06:44+00:00,active,141,True,12,0,141,2020-08-22 04:16:55,2020
127,8,True,False,True,0,0,2020-08-22 01:31:49+00:00,active,142,True,15,0,142,2020-08-22 04:16:55,2020
128,13,True,False,True,0,0,2020-08-22 03:16:11+00:00,active,143,True,8,2,143,2020-08-22 04:16:55,2020
129,9,True,False,True,0,0,2020-08-22 02:04:26+00:00,active,144,True,10,0,144,2020-08-22 04:16:55,2020
130,1,True,False,True,0,0,2020-08-21 23:45:01+00:00,active,145,True,18,0,145,2020-08-22 04:16:55,2020
131,8,True,False,True,0,0,2020-08-22 03:37:09+00:00,active,146,True,11,0,146,2020-08-22 04:16:55,2020
132,8,True,True,True,0,0,2020-08-22 03:59:39+00:00,active,149,True,9,1,149,2020-08-22 04:16:55,2020
133,9,True,False,True,0,0,2020-08-22 02:44:44+00:00,active,150,True,9,1,150,2020-08-22 04:16:55,2020
134,7,True,False,True,0,0,2020-08-22 03:25:46+00:00,active,151,True,12,0,151,2020-08-22 04:16:55,2020
135,9,True,True,True,0,0,2020-08-22 03:43:13+00:00,active,152,True,5,1,152,2020-08-22 04:16:55,2020
136,11,True,False,True,0,0,2020-08-22 03:23:10+00:00,active,156,True,4,0,156,2020-08-22 04:16:55,2020
137,14,True,False,True,0,0,2020-08-22 04:08:48+00:00,active,157,True,1,0,157,2020-08-22 04:16:55,2020
138,11,True,False,True,0,0,2020-08-22 02:40:10+00:00,active,159,True,3,1,159,2020-08-22 04:16:55,2020
139,6,True,True,True,0,0,2020-08-22 04:08:50+00:00,active,160,True,8,0,160,2020-08-22 04:16:55,2020
140,0,True,True,True,0,0,2020-08-22 03:38:04+00:00,active,161,True,23,0,161,2020-08-22 04:16:55,2020
141,10,True,False,True,0,0,2020-08-21 20:15:52+00:00,active,162,True,5,0,162,2020-08-22 04:16:55,2020
142,11,True,True,True,0,0,2020-08-22 03:08:09+00:00,active,163,True,7,1,163,2020-08-22 04:16:55,2020
143,1,True,False,True,0,0,2020-08-22 04:01:11+00:00,active,167,True,13,1,167,2020-08-22 04:16:55,2020
144,10,True,False,True,0,0,2020-08-22 02:54:19+00:00,active,169,True,9,0,169,2020-08-22 04:16:55,2020
145,8,True,True,True,0,0,2020-08-21 23:05:17+00:00,active,170,True,6,0,170,2020-08-22 04:16:55,2020
146,11,True,True,True,0,0,2020-08-22 00:26:01+00:00,active,171,True,12,0,171,2020-08-22 04:16:55,2020
147,0,True,True,True,0,0,2020-08-22 03:14:25+00:00,active,173,True,13,1,173,2020-08-22 04:16:55,2020
148,6,True,False,True,0,0,2020-08-22 03:57:12+00:00,active,174,True,9,0,174,2020-08-22 04:16:55,2020
149,13,True,True,True,0,0,2020-08-22 04:09:37+00:00,active,175,True,4,0,175,2020-08-22 04:16:55,2020
150,0,True,False,True,0,0,2020-08-22 04:07:50+00:00,active,176,True,14,1,176,2020-08-22 04:16:55,2020
151,14,True,False,True,0,0,2020-08-22 03:01:17+00:00,active,177,True,5,0,177,2020-08-22 04:16:55,2020
152,13,True,False,True,0,0,2020-08-22 04:02:24+00:00,active,178,True,6,0,178,2020-08-22 04:16:55,2020
153,21,True,False,True,0,0,2020-08-22 04:07:55+00:00,active,179,True,4,0,179,2020-08-22 04:16:55,2020
154,8,True,False,True,0,0,2020-08-22 01:01:08+00:00,active,180,True,11,0,180,2020-08-22 04:16:55,2020
155,12,True,False,True,0,0,2020-08-22 02:25:17+00:00,active,181,True,7,0,181,2020-08-22 04:16:55,2020
156,13,True,True,True,0,0,2020-08-22 04:02:40+00:00,active,182,True,6,0,182,2020-08-22 04:16:55,2020
157,15,True,False,True,0,0,2020-08-22 01:58:56+00:00,active,183,True,4,0,183,2020-08-22 04:16:55,2020
158,16,True,False,True,0,0,2020-08-22 00:56:11+00:00,active,184,True,3,0,184,2020-08-22 04:16:55,2020
159,9,True,False,True,0,0,2020-08-22 04:13:20+00:00,active,185,True,6,0,185,2020-08-22 04:16:55,2020
160,2,True,True,True,0,0,2020-08-22 04:05:45+00:00,active,186,True,13,0,186,2020-08-22 04:16:55,2020
161,12,True,False,True,0,0,2020-08-22 00:37:03+00:00,active,187,True,2,1,187,2020-08-22 04:16:55,2020
162,1,True,False,True,0,0,2020-08-22 02:45:15+00:00,active,188,True,14,0,188,2020-08-22 04:16:55,2020
163,22,True,True,True,0,0,2020-08-22 02:34:32+00:00,active,189,True,1,0,189,2020-08-22 04:16:55,2020
164,22,True,True,True,0,0,2020-08-22 04:13:32+00:00,active,190,True,14,1,190,2020-08-22 04:16:55,2020
165,15,True,False,True,0,0,2020-08-22 02:35:19+00:00,active,191,True,0,0,191,2020-08-22 04:16:55,2020
166,17,True,False,True,0,0,2020-08-22 03:12:28+00:00,active,192,True,2,0,192,2020-08-22 04:16:55,2020
167,8,True,True,True,0,0,2020-08-22 04:02:24+00:00,active,193,True,7,0,193,2020-08-22 04:16:55,2020
168,15,True,False,True,0,0,2020-08-22 02:09:02+00:00,active,194,True,4,0,194,2020-08-22 04:16:55,2020
169,8,True,False,True,0,0,2020-08-22 03:57:28+00:00,active,195,True,15,0,195,2020-08-22 04:16:55,2020
170,3,True,False,True,0,0,2020-08-22 01:43:10+00:00,active,196,True,7,0,196,2020-08-22 04:16:55,2020
171,1,True,False,True,0,0,2020-08-22 01:48:34+00:00,active,197,True,14,0,197,2020-08-22 04:16:55,2020
172,4,True,False,True,0,0,2020-08-21 23:38:51+00:00,active,199,True,11,0,199,2020-08-22 04:16:55,2020
173,2,True,False,True,0,0,2020-08-22 02:51:17+00:00,active,200,True,17,0,200,2020-08-22 04:16:55,2020
174,13,True,False,True,0,0,2020-08-21 22:44:20+00:00,active,201,True,2,0,201,2020-08-22 04:16:55,2020
175,12,True,False,True,0,0,2020-08-22 01:55:14+00:00,active,202,True,3,0,202,2020-08-22 04:16:55,2020
176,9,True,False,True,0,0,2020-08-21 12:45:21+00:00,active,203,True,6,0,203,2020-08-22 04:16:55,2020
177,14,True,False,True,0,0,2020-08-22 01:15:54+00:00,active,204,True,1,0,204,2020-08-22 04:16:55,2020
178,11,True,False,True,0,0,2020-08-22 02:28:27+00:00,active,205,True,4,0,205,2020-08-22 04:16:55,2020
179,14,True,False,True,0,0,2020-08-22 03:24:01+00:00,active,206,True,9,0,206,2020-08-22 04:16:55,2020
180,0,True,True,True,0,0,2020-08-22 01:20:02+00:00,active,208,True,15,0,208,2020-08-22 04:16:55,2020
181,10,True,False,True,0,0,2020-08-22 03:11:30+00:00,active,209,True,4,1,209,2020-08-22 04:16:55,2020
182,15,True,False,True,0,0,2020-08-22 02:50:53+00:00,active,210,True,0,0,210,2020-08-22 04:16:55,2020
183,6,True,False,True,0,0,2020-08-22 01:28:09+00:00,active,211,True,13,0,211,2020-08-22 04:16:55,2020
184,29,True,False,True,0,0,2020-08-22 02:47:07+00:00,active,212,True,2,2,212,2020-08-22 04:16:55,2020
185,11,True,True,True,0,0,2020-08-22 02:07:25+00:00,active,213,True,5,0,213,2020-08-22 04:16:55,2020
186,8,True,False,True,0,0,2020-08-22 03:05:47+00:00,active,214,True,7,0,214,2020-08-22 04:16:55,2020
187,9,True,False,True,0,0,2020-08-22 01:02:30+00:00,active,215,True,5,1,215,2020-08-22 04:16:55,2020
188,6,True,False,True,0,0,2020-08-21 23:55:44+00:00,active,216,True,13,0,216,2020-08-22 04:16:55,2020
189,12,True,False,True,0,0,2020-08-22 03:23:47+00:00,active,217,True,6,1,217,2020-08-22 04:16:55,2020
190,5,True,False,True,0,0,2020-08-22 03:47:42+00:00,active,218,True,10,0,218,2020-08-22 04:16:55,2020
191,8,True,False,True,0,0,2020-08-22 01:44:25+00:00,active,219,True,7,0,219,2020-08-22 04:16:55,2020
192,18,True,False,True,0,0,2020-08-22 04:09:00+00:00,active,221,True,1,0,221,2020-08-22 04:16:55,2020
193,7,True,True,True,0,0,2020-08-22 04:11:59+00:00,active,222,True,6,1,222,2020-08-22 04:16:55,2020
194,10,True,False,True,0,0,2020-08-22 00:44:29+00:00,active,224,True,6,1,224,2020-08-22 04:16:55,2020
195,3,True,False,True,0,0,2020-08-22 03:57:59+00:00,active,225,True,15,1,225,2020-08-22 04:16:55,2020
196,6,True,False,True,0,0,2020-08-22 04:16:39+00:00,active,226,True,8,1,226,2020-08-22 04:16:55,2020
197,8,True,False,True,0,0,2020-08-22 03:17:35+00:00,active,227,True,9,2,227,2020-08-22 04:16:55,2020
198,9,True,False,True,0,0,2020-08-22 01:45:34+00:00,active,228,True,10,0,228,2020-08-22 04:16:55,2020
199,10,True,False,True,0,0,2020-08-21 21:57:05+00:00,active,232,True,1,0,232,2020-08-22 04:16:55,2020
200,13,True,False,True,0,0,2020-08-22 03:59:18+00:00,active,233,True,2,0,233,2020-08-22 04:16:55,2020
201,13,True,False,True,0,0,2020-08-22 02:07:58+00:00,active,234,True,2,0,234,2020-08-22 04:16:55,2020
202,7,True,False,True,0,0,2020-08-22 01:06:27+00:00,active,235,True,8,0,235,2020-08-22 04:16:55,2020
203,1,True,False,True,0,0,2020-08-22 03:05:46+00:00,active,236,True,14,0,236,2020-08-22 04:16:55,2020
204,10,True,False,True,0,0,2020-08-22 02:30:49+00:00,active,239,True,5,0,239,2020-08-22 04:16:55,2020
205,10,True,False,True,0,0,2020-08-21 18:57:17+00:00,active,255,True,5,0,255,2020-08-22 04:16:55,2020
206,1,True,False,True,0,0,2020-08-22 00:58:28+00:00,active,258,True,14,0,258,2020-08-22 04:16:55,2020
207,5,True,False,True,0,0,2020-08-22 03:46:02+00:00,active,259,True,10,0,259,2020-08-22 04:16:55,2020
208,10,True,False,True,0,0,2020-08-22 03:59:17+00:00,active,260,True,5,0,260,2020-08-22 04:16:55,2020
209,11,True,False,True,0,0,2020-08-22 02:57:23+00:00,active,271,True,4,0,271,2020-08-22 04:16:55,2020
210,13,True,False,True,0,0,2020-08-22 01:57:37+00:00,active,272,True,6,0,272,2020-08-22 04:16:55,2020
211,16,True,False,True,0,0,2020-08-22 02:37:46+00:00,active,273,True,24,0,273,2020-08-22 04:16:55,2020
212,3,True,False,True,0,0,2020-08-22 02:55:13+00:00,active,279,True,16,0,279,2020-08-22 04:16:55,2020
213,5,True,False,True,0,0,2020-08-21 23:18:55+00:00,active,280,True,14,0,280,2020-08-22 04:16:55,2020
214,0,True,False,True,0,0,2020-08-22 02:14:47+00:00,active,282,True,14,1,282,2020-08-22 04:16:55,2020
215,15,True,False,True,0,0,2020-08-22 03:23:25+00:00,active,296,True,7,1,296,2020-08-22 04:16:55,2020
216,16,True,False,True,0,0,2020-08-22 03:28:27+00:00,active,318,True,3,0,318,2020-08-22 04:16:55,2020
217,24,True,False,True,0,0,2020-08-22 01:45:53+00:00,active,319,True,1,0,319,2020-08-22 04:16:55,2020
218,11,True,False,True,0,0,2020-08-22 01:04:44+00:00,active,327,True,3,1,327,2020-08-22 04:16:55,2020
219,3,True,False,True,0,0,2020-08-22 03:56:12+00:00,active,328,True,12,0,328,2020-08-22 04:16:55,2020
220,6,True,False,True,0,0,2020-08-22 02:36:18+00:00,active,329,True,9,0,329,2020-08-22 04:16:55,2020
221,13,True,False,True,0,0,2020-08-22 02:56:15+00:00,active,330,True,2,0,330,2020-08-22 04:16:55,2020
222,1,True,False,True,0,0,2020-08-22 04:15:28+00:00,active,331,True,14,0,331,2020-08-22 04:16:55,2020
223,6,True,False,True,0,0,2020-08-22 04:14:46+00:00,active,332,True,9,0,332,2020-08-22 04:16:55,2020
224,0,True,False,True,0,0,2020-08-22 03:50:43+00:00,active,333,True,25,0,333,2020-08-22 04:16:55,2020
225,3,True,False,True,0,0,2020-08-22 02:56:36+00:00,active,334,True,16,0,334,2020-08-22 04:16:55,2020
226,12,True,False,True,0,0,2020-08-22 03:41:48+00:00,active,335,True,7,0,335,2020-08-22 04:16:55,2020
227,11,True,False,True,0,0,2020-08-21 21:26:12+00:00,active,336,True,4,0,336,2020-08-22 04:16:55,2020
228,0,True,False,True,0,0,2020-08-22 00:22:27+00:00,active,337,True,15,0,337,2020-08-22 04:16:55,2020
229,9,True,False,True,0,0,2020-08-22 04:09:22+00:00,active,338,True,6,0,338,2020-08-22 04:16:55,2020
230,1,True,False,True,0,0,2020-08-22 03:22:45+00:00,active,339,True,14,0,339,2020-08-22 04:16:55,2020
