,eightd_has_available_keys,station_status,num_bikes_available,is_installed,is_returning,station_id,is_renting,num_docks_available,last_reported,num_bikes_disabled,num_ebikes_available,legacy_id,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,active,0,True,True,3,True,15,2020-07-26 04:01:42+00:00,0,0,3,0,,,2020-07-26 04:11:50,2020
1,False,active,19,True,True,4,True,0,2020-07-26 04:09:56+00:00,0,0,4,0,,,2020-07-26 04:11:50,2020
2,False,active,14,True,True,5,True,1,2020-07-26 04:10:10+00:00,0,0,5,0,,,2020-07-26 04:11:50,2020
3,False,active,2,True,True,6,True,11,2020-07-26 03:59:02+00:00,2,0,6,0,,,2020-07-26 04:11:50,2020
4,False,active,0,True,True,7,True,14,2020-07-26 02:30:25+00:00,1,0,7,0,,,2020-07-26 04:11:50,2020
5,False,active,15,True,True,8,True,4,2020-07-26 03:41:00+00:00,0,0,8,0,,,2020-07-26 04:11:50,2020
6,False,active,10,True,True,9,True,4,2020-07-26 04:01:34+00:00,1,0,9,0,,,2020-07-26 04:11:50,2020
7,False,active,3,True,True,10,True,8,2020-07-26 03:51:16+00:00,0,0,10,0,,,2020-07-26 04:11:50,2020
8,False,active,1,True,True,11,True,14,2020-07-26 03:58:33+00:00,0,0,11,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'off_dock_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'valet_revision': 69, 'active': True}",2020-07-26 04:11:50,2020
9,True,active,5,True,True,12,True,13,2020-07-26 04:09:41+00:00,0,0,12,0,,,2020-07-26 04:11:50,2020
10,False,active,4,True,True,13,True,14,2020-07-26 03:40:15+00:00,1,0,13,0,,,2020-07-26 04:11:50,2020
11,False,active,0,True,True,14,True,24,2020-07-26 04:03:36+00:00,1,0,14,0,,,2020-07-26 04:11:50,2020
12,False,active,10,True,True,15,True,5,2020-07-26 02:33:16+00:00,0,0,15,0,,,2020-07-26 04:11:50,2020
13,True,active,15,True,True,16,True,3,2020-07-26 03:52:50+00:00,1,0,16,0,,,2020-07-26 04:11:50,2020
