,num_bikes_available,num_ebikes_available,num_docks_available,num_docks_disabled,is_renting,eightd_has_available_keys,legacy_id,is_returning,station_status,last_reported,num_bikes_disabled,station_id,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,3,0,12,0,True,True,3,True,active,2020-07-31 03:38:11+00:00,0,3,True,,,2020-07-31 04:39:35,2020
1,17,0,2,0,True,False,4,True,active,2020-07-31 04:08:06+00:00,0,4,True,,,2020-07-31 04:39:35,2020
2,14,0,1,0,True,False,5,True,active,2020-07-31 04:17:38+00:00,0,5,True,,,2020-07-31 04:39:35,2020
3,0,0,15,0,True,False,6,True,active,2020-07-31 03:54:54+00:00,0,6,True,,,2020-07-31 04:39:35,2020
4,8,0,6,0,True,False,7,True,active,2020-07-31 03:48:21+00:00,1,7,True,,,2020-07-31 04:39:35,2020
5,17,0,0,0,True,False,8,True,active,2020-07-31 03:12:50+00:00,2,8,True,,,2020-07-31 04:39:35,2020
6,11,0,4,0,True,False,9,True,active,2020-07-31 04:28:00+00:00,0,9,True,,,2020-07-31 04:39:35,2020
7,7,0,4,0,True,False,10,True,active,2020-07-31 03:37:34+00:00,0,10,True,,,2020-07-31 04:39:35,2020
8,0,0,15,0,True,False,11,True,active,2020-07-31 03:05:30+00:00,0,11,True,,,2020-07-31 04:39:35,2020
9,1,0,16,0,True,True,12,True,active,2020-07-31 04:03:11+00:00,1,12,True,,,2020-07-31 04:39:35,2020
10,3,0,16,0,True,False,13,True,active,2020-07-31 02:14:35+00:00,0,13,True,,,2020-07-31 04:39:35,2020
11,0,0,25,0,True,False,14,True,active,2020-07-31 03:08:40+00:00,0,14,True,,,2020-07-31 04:39:35,2020
12,11,0,2,0,True,False,15,True,active,2020-07-31 04:26:56+00:00,2,15,True,,,2020-07-31 04:39:35,2020
13,3,0,15,0,True,True,16,True,active,2020-07-31 03:44:30+00:00,1,16,True,,,2020-07-31 04:39:35,2020
14,9,0,6,0,True,False,17,True,active,2020-07-31 04:18:04+00:00,0,17,True,,,2020-07-31 04:39:35,2020
15,10,0,5,0,True,False,19,True,active,2020-07-31 03:01:50+00:00,0,19,True,,,2020-07-31 04:39:35,2020
16,9,0,14,0,True,True,20,True,active,2020-07-31 04:12:44+00:00,0,20,True,,,2020-07-31 04:39:35,2020
17,8,0,10,0,True,True,21,True,active,2020-07-31 02:49:32+00:00,0,21,True,,,2020-07-31 04:39:35,2020
18,6,0,41,0,True,True,22,True,active,2020-07-31 03:56:39+00:00,0,22,True,,,2020-07-31 04:39:35,2020
19,5,0,16,0,True,True,23,True,active,2020-07-31 03:23:27+00:00,0,23,True,,,2020-07-31 04:39:35,2020
20,8,0,11,0,True,False,24,True,active,2020-07-31 03:43:20+00:00,0,24,True,,,2020-07-31 04:39:35,2020
21,13,0,1,0,True,False,25,True,active,2020-07-31 03:45:47+00:00,1,25,True,,,2020-07-31 04:39:35,2020
22,5,0,8,0,True,False,26,True,active,2020-07-31 03:46:04+00:00,2,26,True,,,2020-07-31 04:39:35,2020
23,19,0,2,0,True,False,27,True,active,2020-07-31 03:38:15+00:00,2,27,True,,,2020-07-31 04:39:35,2020
24,6,0,9,0,True,False,29,True,active,2020-07-31 00:21:00+00:00,0,29,True,,,2020-07-31 04:39:35,2020
25,3,0,12,0,True,False,30,True,active,2020-07-31 04:18:07+00:00,0,30,True,,,2020-07-31 04:39:35,2020
26,18,0,0,0,True,True,31,True,active,2020-07-31 02:30:28+00:00,1,31,True,,,2020-07-31 04:39:35,2020
