,num_docks_available,num_ebikes_available,station_id,num_docks_disabled,station_status,legacy_id,num_bikes_disabled,eightd_has_available_keys,is_installed,num_bikes_available,is_renting,is_returning,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,6,0,3,0,active,3,0,True,True,9,True,True,2020-07-31 19:26:18+00:00,,,2020-07-31 19:37:35,2020
1,14,0,4,0,active,4,0,False,True,5,True,True,2020-07-31 19:30:30+00:00,,,2020-07-31 19:37:35,2020
2,5,0,5,0,active,5,0,False,True,10,True,True,2020-07-31 19:33:50+00:00,,,2020-07-31 19:37:35,2020
3,12,0,6,0,active,6,0,False,True,3,True,True,2020-07-31 19:17:43+00:00,,,2020-07-31 19:37:35,2020
4,2,0,7,0,active,7,1,False,True,12,True,True,2020-07-31 19:32:48+00:00,,,2020-07-31 19:37:35,2020
5,14,0,8,0,active,8,2,False,True,3,True,True,2020-07-31 19:36:28+00:00,,,2020-07-31 19:37:35,2020
6,2,0,9,0,active,9,0,False,True,13,True,True,2020-07-31 19:25:49+00:00,,,2020-07-31 19:37:35,2020
7,0,0,10,0,active,10,0,False,True,11,True,True,2020-07-31 18:57:16+00:00,,,2020-07-31 19:37:35,2020
8,6,0,11,0,active,11,1,False,True,8,True,True,2020-07-31 19:33:23+00:00,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 75, 'active': True, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 67, 'dock_blocked_count': 0, 'region': 'BOS'}",2020-07-31 19:37:35,2020
9,15,0,12,0,active,12,2,True,True,1,True,True,2020-07-31 19:35:04+00:00,,,2020-07-31 19:37:35,2020
10,14,0,13,0,active,13,0,False,True,5,True,True,2020-07-31 19:31:01+00:00,,,2020-07-31 19:37:35,2020
11,1,0,14,0,active,14,1,False,True,23,True,True,2020-07-31 19:29:58+00:00,,,2020-07-31 19:37:35,2020
12,8,0,15,0,active,15,1,False,True,6,True,True,2020-07-31 19:09:08+00:00,,,2020-07-31 19:37:35,2020
13,13,0,16,0,active,16,2,True,True,4,True,True,2020-07-31 19:33:45+00:00,,,2020-07-31 19:37:35,2020
14,1,0,17,0,active,17,0,False,True,14,True,True,2020-07-31 19:34:30+00:00,,,2020-07-31 19:37:35,2020
15,15,0,19,0,active,19,0,False,True,0,True,True,2020-07-31 19:34:24+00:00,,,2020-07-31 19:37:35,2020
16,10,0,20,0,active,20,0,True,True,13,True,True,2020-07-31 19:32:37+00:00,,,2020-07-31 19:37:35,2020
17,15,0,21,0,active,21,0,True,True,3,True,True,2020-07-31 18:59:54+00:00,,,2020-07-31 19:37:35,2020
18,38,0,22,0,active,22,1,True,True,8,True,True,2020-07-31 19:36:12+00:00,,,2020-07-31 19:37:35,2020
19,1,0,23,0,active,23,0,True,True,20,True,True,2020-07-31 19:31:44+00:00,,,2020-07-31 19:37:35,2020
20,5,0,24,0,active,24,0,False,True,14,True,True,2020-07-31 19:31:26+00:00,,,2020-07-31 19:37:35,2020
21,8,0,25,0,active,25,2,False,True,5,True,True,2020-07-31 19:29:30+00:00,,,2020-07-31 19:37:35,2020
22,5,0,26,0,active,26,4,False,True,6,True,True,2020-07-31 19:33:01+00:00,,,2020-07-31 19:37:35,2020
23,16,0,27,0,active,27,2,False,True,5,True,True,2020-07-31 19:35:22+00:00,,,2020-07-31 19:37:35,2020
24,7,0,29,0,active,29,0,False,True,8,True,True,2020-07-31 16:37:02+00:00,,,2020-07-31 19:37:35,2020
25,6,0,30,0,active,30,1,False,True,8,True,True,2020-07-31 19:19:59+00:00,,,2020-07-31 19:37:35,2020
26,0,0,31,0,active,31,0,True,True,19,True,True,2020-07-31 19:19:38+00:00,,,2020-07-31 19:37:35,2020
27,6,0,32,0,active,32,2,False,True,7,True,True,2020-07-31 19:37:22+00:00,,,2020-07-31 19:37:35,2020
28,5,0,33,0,active,33,0,False,True,22,True,True,2020-07-31 19:26:24+00:00,,,2020-07-31 19:37:35,2020
29,11,0,35,0,active,35,2,False,True,10,True,True,2020-07-31 19:30:18+00:00,,,2020-07-31 19:37:35,2020
30,25,0,36,0,active,36,0,True,True,8,True,True,2020-07-31 19:28:10+00:00,,,2020-07-31 19:37:35,2020
31,15,0,37,0,active,37,0,True,True,0,True,True,2020-07-31 17:59:24+00:00,,,2020-07-31 19:37:35,2020
32,8,0,39,0,active,39,2,False,True,13,True,True,2020-07-31 19:33:29+00:00,,,2020-07-31 19:37:35,2020
33,8,0,40,0,active,40,2,False,True,9,True,True,2020-07-31 19:30:27+00:00,,,2020-07-31 19:37:35,2020
34,16,0,41,0,active,41,1,True,True,10,True,True,2020-07-31 19:34:30+00:00,,,2020-07-31 19:37:35,2020
35,12,0,42,0,active,42,1,False,True,10,True,True,2020-07-31 19:21:16+00:00,,,2020-07-31 19:37:35,2020
36,10,0,43,0,active,43,0,True,True,5,True,True,2020-07-31 19:30:41+00:00,,,2020-07-31 19:37:35,2020
37,10,0,44,0,active,44,0,False,True,13,True,True,2020-07-31 19:34:52+00:00,,,2020-07-31 19:37:35,2020
38,19,0,46,0,active,46,0,False,True,0,True,True,2020-07-31 19:31:16+00:00,,,2020-07-31 19:37:35,2020
39,7,0,47,0,active,47,0,True,True,12,True,True,2020-07-31 19:31:50+00:00,,,2020-07-31 19:37:35,2020
40,9,0,48,0,active,48,1,False,True,9,True,True,2020-07-31 19:03:51+00:00,,,2020-07-31 19:37:35,2020
41,16,0,49,0,active,49,0,False,True,2,True,True,2020-07-31 19:21:19+00:00,,,2020-07-31 19:37:35,2020
42,7,0,50,0,active,50,0,True,True,8,True,True,2020-07-31 19:26:37+00:00,,,2020-07-31 19:37:35,2020
43,9,0,51,0,active,51,1,False,True,5,True,True,2020-07-31 19:33:03+00:00,,,2020-07-31 19:37:35,2020
44,10,0,52,0,active,52,1,True,True,12,True,True,2020-07-31 19:34:47+00:00,,,2020-07-31 19:37:35,2020
45,16,0,53,0,active,53,1,False,True,2,True,True,2020-07-31 19:36:39+00:00,,,2020-07-31 19:37:35,2020
46,15,0,54,0,active,54,0,False,True,0,True,True,2020-07-31 18:55:31+00:00,,,2020-07-31 19:37:35,2020
47,8,0,55,0,active,55,0,False,True,7,True,True,2020-07-31 19:07:42+00:00,,,2020-07-31 19:37:35,2020
48,11,0,56,0,active,56,0,True,True,7,True,True,2020-07-31 19:09:49+00:00,,,2020-07-31 19:37:35,2020
49,12,0,57,0,active,57,0,True,True,2,True,True,2020-07-31 19:35:06+00:00,,,2020-07-31 19:37:35,2020
50,18,0,58,0,active,58,0,True,True,1,True,True,2020-07-31 19:35:29+00:00,,,2020-07-31 19:37:35,2020
51,12,0,59,0,active,59,0,True,True,7,True,True,2020-07-31 19:21:44+00:00,,,2020-07-31 19:37:35,2020
52,16,0,60,0,active,60,0,False,True,3,True,True,2020-07-31 19:37:17+00:00,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 63, 'active': True, 'off_dock_capacity': 40, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 19, 'dock_blocked_count': 0, 'region': 'BOS'}",2020-07-31 19:37:35,2020
53,2,0,61,0,active,61,0,False,True,17,True,True,2020-07-31 19:35:04+00:00,,,2020-07-31 19:37:35,2020
54,8,0,63,0,active,63,0,False,True,7,True,True,2020-07-31 18:13:46+00:00,,,2020-07-31 19:37:35,2020
55,0,0,64,0,active,64,1,False,True,18,True,True,2020-07-31 19:35:31+00:00,,,2020-07-31 19:37:35,2020
56,18,0,65,0,active,65,0,False,True,5,True,True,2020-07-31 18:31:35+00:00,,,2020-07-31 19:37:35,2020
57,15,0,66,0,active,66,0,False,True,0,True,True,2020-07-31 19:33:11+00:00,,,2020-07-31 19:37:35,2020
58,24,0,67,0,active,67,2,True,True,1,True,True,2020-07-31 19:30:39+00:00,,,2020-07-31 19:37:35,2020
59,17,0,68,0,active,68,0,True,True,2,True,True,2020-07-31 19:31:34+00:00,,,2020-07-31 19:37:35,2020
60,15,0,69,0,active,69,0,True,True,4,True,True,2020-07-31 19:36:48+00:00,,,2020-07-31 19:37:35,2020
61,3,0,70,0,active,70,0,False,True,20,True,True,2020-07-31 19:26:56+00:00,,,2020-07-31 19:37:35,2020
62,9,0,71,0,active,71,0,False,True,14,True,True,2020-07-31 19:03:19+00:00,,,2020-07-31 19:37:35,2020
63,19,0,72,0,active,72,0,False,True,4,True,True,2020-07-31 19:27:33+00:00,,,2020-07-31 19:37:35,2020
64,0,0,73,0,active,73,1,False,True,14,True,True,2020-07-31 18:33:45+00:00,,,2020-07-31 19:37:35,2020
65,0,0,74,0,active,74,0,True,True,19,True,True,2020-07-31 19:16:37+00:00,,,2020-07-31 19:37:35,2020
66,13,0,75,0,active,75,0,False,True,2,True,True,2020-07-31 19:23:56+00:00,,,2020-07-31 19:37:35,2020
67,16,0,76,0,active,76,0,False,True,1,True,True,2020-07-31 19:11:22+00:00,,,2020-07-31 19:37:35,2020
68,8,0,77,0,active,77,0,False,True,7,True,True,2020-07-31 19:05:03+00:00,,,2020-07-31 19:37:35,2020
69,7,0,78,0,active,78,1,False,True,11,True,True,2020-07-31 19:21:09+00:00,,,2020-07-31 19:37:35,2020
70,17,0,79,0,active,79,0,False,True,2,True,True,2020-07-31 19:12:22+00:00,,,2020-07-31 19:37:35,2020
71,1,0,80,0,active,80,1,False,True,33,True,True,2020-07-31 19:34:47+00:00,,,2020-07-31 19:37:35,2020
72,11,0,81,0,active,81,0,False,True,8,True,True,2020-07-31 19:34:35+00:00,,,2020-07-31 19:37:35,2020
73,15,0,82,0,active,82,0,False,True,0,True,True,2020-07-31 19:03:34+00:00,,,2020-07-31 19:37:35,2020
74,8,0,84,0,active,84,0,False,True,7,True,True,2020-07-31 19:33:41+00:00,,,2020-07-31 19:37:35,2020
75,6,0,85,0,active,85,0,False,True,13,True,True,2020-07-31 19:33:16+00:00,,,2020-07-31 19:37:35,2020
76,18,0,86,0,active,86,0,False,True,1,True,True,2020-07-31 19:31:22+00:00,,,2020-07-31 19:37:35,2020
77,5,0,87,0,active,87,0,False,True,10,True,True,2020-07-31 19:31:56+00:00,,,2020-07-31 19:37:35,2020
78,3,0,89,0,active,89,0,False,True,16,True,True,2020-07-31 19:33:39+00:00,,,2020-07-31 19:37:35,2020
79,15,0,90,0,active,90,0,False,True,4,True,True,2020-07-31 19:34:40+00:00,,,2020-07-31 19:37:35,2020
80,7,0,91,0,active,91,0,False,True,12,True,True,2020-07-31 19:19:03+00:00,,,2020-07-31 19:37:35,2020
81,6,0,92,0,active,92,0,False,True,13,True,True,2020-07-31 19:29:28+00:00,,,2020-07-31 19:37:35,2020
82,2,0,93,0,active,93,2,False,True,11,True,True,2020-07-31 18:01:10+00:00,,,2020-07-31 19:37:35,2020
83,6,0,94,0,active,94,0,False,True,5,True,True,2020-07-31 19:15:33+00:00,,,2020-07-31 19:37:35,2020
84,7,0,95,0,active,95,0,False,True,8,True,True,2020-07-31 19:19:01+00:00,,,2020-07-31 19:37:35,2020
85,14,0,96,0,active,96,0,False,True,5,True,True,2020-07-31 19:21:20+00:00,,,2020-07-31 19:37:35,2020
86,15,0,97,0,active,97,0,False,True,4,True,True,2020-07-31 19:35:11+00:00,,,2020-07-31 19:37:35,2020
87,18,0,98,0,active,98,0,False,True,4,True,True,2020-07-31 19:23:28+00:00,,,2020-07-31 19:37:35,2020
88,9,0,99,0,active,99,0,False,True,6,True,True,2020-07-31 19:24:48+00:00,,,2020-07-31 19:37:35,2020
89,15,0,100,0,active,100,1,True,True,9,True,True,2020-07-31 19:28:26+00:00,,,2020-07-31 19:37:35,2020
90,15,0,101,0,active,101,0,False,True,0,True,True,2020-07-31 13:22:41+00:00,,,2020-07-31 19:37:35,2020
91,15,0,102,0,active,102,0,False,True,0,True,True,2020-07-31 17:15:10+00:00,,,2020-07-31 19:37:35,2020
92,13,0,103,0,active,103,1,False,True,1,True,True,2020-07-31 19:26:00+00:00,,,2020-07-31 19:37:35,2020
93,5,0,104,0,active,104,0,False,True,14,True,True,2020-07-31 19:30:12+00:00,,,2020-07-31 19:37:35,2020
94,19,0,105,0,active,105,0,False,True,0,True,True,2020-07-31 18:51:42+00:00,,,2020-07-31 19:37:35,2020
95,9,0,106,0,active,106,1,False,True,5,True,True,2020-07-31 19:20:34+00:00,,,2020-07-31 19:37:35,2020
96,1,0,107,0,active,107,0,False,True,18,True,True,2020-07-31 19:37:23+00:00,,,2020-07-31 19:37:35,2020
97,4,0,108,0,active,108,0,False,True,13,True,True,2020-07-31 19:14:35+00:00,,,2020-07-31 19:37:35,2020
98,8,0,109,0,active,109,2,False,True,25,True,True,2020-07-31 18:31:32+00:00,,,2020-07-31 19:37:35,2020
99,5,0,110,0,active,110,1,False,True,9,True,True,2020-07-31 19:09:11+00:00,,,2020-07-31 19:37:35,2020
100,12,0,111,0,active,111,0,False,True,3,True,True,2020-07-31 19:19:42+00:00,,,2020-07-31 19:37:35,2020
101,11,0,112,0,active,112,0,False,True,4,True,True,2020-07-31 15:49:48+00:00,,,2020-07-31 19:37:35,2020
102,10,0,113,0,active,113,0,False,True,5,True,True,2020-07-31 19:36:57+00:00,,,2020-07-31 19:37:35,2020
103,11,0,114,0,active,114,0,False,True,4,True,True,2020-07-31 19:22:53+00:00,,,2020-07-31 19:37:35,2020
104,9,0,115,0,active,115,1,False,True,9,True,True,2020-07-31 19:34:08+00:00,,,2020-07-31 19:37:35,2020
105,17,0,116,0,active,116,0,False,True,6,True,True,2020-07-31 18:49:22+00:00,,,2020-07-31 19:37:35,2020
106,4,0,117,0,active,117,1,False,True,14,True,True,2020-07-31 19:36:55+00:00,,,2020-07-31 19:37:35,2020
107,10,0,118,0,active,118,1,False,True,8,True,True,2020-07-31 19:10:00+00:00,,,2020-07-31 19:37:35,2020
108,5,0,119,0,active,119,1,False,True,9,True,True,2020-07-31 19:36:30+00:00,,,2020-07-31 19:37:35,2020
109,13,0,120,0,active,120,1,False,True,1,True,True,2020-07-31 19:37:00+00:00,,,2020-07-31 19:37:35,2020
110,14,0,121,0,active,121,0,False,True,3,True,True,2020-07-31 19:31:58+00:00,,,2020-07-31 19:37:35,2020
111,8,0,122,0,active,122,0,False,True,7,True,True,2020-07-31 19:25:40+00:00,,,2020-07-31 19:37:35,2020
112,9,0,124,0,active,124,0,False,True,6,True,True,2020-07-31 18:32:13+00:00,,,2020-07-31 19:37:35,2020
113,13,0,125,0,active,125,0,False,True,2,True,True,2020-07-31 19:25:43+00:00,,,2020-07-31 19:37:35,2020
114,8,0,126,0,active,126,0,False,True,7,True,True,2020-07-31 19:29:44+00:00,,,2020-07-31 19:37:35,2020
