,last_reported,legacy_id,num_docks_disabled,num_bikes_disabled,num_docks_available,eightd_has_available_keys,num_ebikes_available,station_status,station_id,is_renting,is_returning,num_bikes_available,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
298,2020-08-21 13:27:58+00:00,410,0,0,17,False,0,active,410,True,True,2,True,,,2020-08-21 17:23:25,2020
299,2020-08-21 08:55:53+00:00,411,0,0,12,False,0,active,411,True,True,3,True,,,2020-08-21 17:23:25,2020
300,2020-08-21 17:13:14+00:00,412,0,0,7,False,0,active,412,True,True,12,True,,,2020-08-21 17:23:25,2020
301,2020-08-21 17:09:09+00:00,413,0,1,7,False,0,active,413,True,True,11,True,,,2020-08-21 17:23:25,2020
302,2020-08-21 15:44:01+00:00,414,0,0,19,False,0,active,414,True,True,4,True,,,2020-08-21 17:23:25,2020
303,2020-08-21 17:19:52+00:00,415,0,0,5,False,0,active,415,True,True,14,True,,,2020-08-21 17:23:25,2020
304,2020-08-21 17:22:26+00:00,416,0,0,9,False,0,active,416,True,True,6,True,,,2020-08-21 17:23:25,2020
305,2020-08-21 17:17:20+00:00,417,0,0,15,False,0,active,417,True,True,4,True,,,2020-08-21 17:23:25,2020
306,2020-08-21 16:21:57+00:00,419,0,0,4,False,0,active,419,True,True,11,True,,,2020-08-21 17:23:25,2020
307,1970-01-02 00:00:00+00:00,420,0,0,0,False,0,out_of_service,420,False,False,0,False,,,2020-08-21 17:23:25,1970
308,2020-08-21 08:57:14+00:00,421,0,0,12,False,0,active,421,True,True,7,True,,,2020-08-21 17:23:25,2020
309,2020-08-21 08:57:39+00:00,422,0,0,10,False,0,active,422,True,True,5,True,,,2020-08-21 17:23:25,2020
310,2020-08-21 17:07:10+00:00,423,0,0,9,False,0,active,423,True,True,10,True,,,2020-08-21 17:23:25,2020
311,2020-08-21 15:45:49+00:00,424,0,0,15,False,0,active,424,True,True,4,True,,,2020-08-21 17:23:25,2020
312,2020-08-21 16:29:05+00:00,425,0,0,16,False,0,active,425,True,True,0,True,,,2020-08-21 17:23:25,2020
313,2020-08-21 16:54:57+00:00,426,0,0,2,False,0,active,426,True,True,25,True,,,2020-08-21 17:23:25,2020
314,2020-08-20 16:52:50+00:00,427,0,0,19,False,0,active,427,True,True,0,True,,,2020-08-21 17:23:25,2020
315,2020-08-21 15:38:29+00:00,428,0,0,17,False,0,active,428,True,True,2,True,,,2020-08-21 17:23:25,2020
316,2020-08-20 23:16:43+00:00,430,0,0,4,False,0,active,430,True,True,15,True,,,2020-08-21 17:23:25,2020
317,2020-08-21 16:43:22+00:00,431,0,0,14,False,0,active,431,True,True,1,True,,,2020-08-21 17:23:25,2020
318,2020-08-21 14:48:12+00:00,432,0,0,12,False,0,active,432,True,True,7,True,,,2020-08-21 17:23:25,2020
319,2020-08-21 08:57:22+00:00,433,0,0,15,False,0,active,433,True,True,4,True,,,2020-08-21 17:23:25,2020
320,2020-08-21 08:57:21+00:00,434,0,0,19,False,0,active,434,True,True,0,True,,,2020-08-21 17:23:25,2020
321,2020-08-21 17:13:15+00:00,435,0,0,9,False,0,active,435,True,True,6,True,,,2020-08-21 17:23:25,2020
322,2020-08-21 13:14:16+00:00,436,0,0,8,False,0,active,436,True,True,7,True,,,2020-08-21 17:23:25,2020
323,2020-08-21 16:57:39+00:00,437,0,0,10,False,0,active,437,True,True,9,True,,,2020-08-21 17:23:25,2020
324,2020-08-21 16:08:37+00:00,440,0,0,6,False,0,active,440,True,True,11,True,,,2020-08-21 17:23:25,2020
325,2020-08-21 14:56:10+00:00,441,0,0,2,False,0,active,441,True,True,17,True,,,2020-08-21 17:23:25,2020
326,2020-08-20 23:15:38+00:00,442,0,0,1,False,0,active,442,True,True,14,True,,,2020-08-21 17:23:25,2020
327,2020-08-21 17:08:41+00:00,443,0,0,12,False,0,active,443,True,True,7,True,,,2020-08-21 17:23:25,2020
328,2020-08-21 16:58:42+00:00,445,0,0,10,False,0,active,445,True,True,9,True,,,2020-08-21 17:23:25,2020
329,2020-08-21 17:14:53+00:00,446,0,0,3,False,0,active,446,True,True,9,True,,,2020-08-21 17:23:25,2020
330,2020-08-21 15:50:49+00:00,447,0,0,19,False,0,active,447,True,True,0,True,,,2020-08-21 17:23:25,2020
331,2020-08-21 07:50:58+00:00,448,0,0,6,False,0,active,448,True,True,5,True,,,2020-08-21 17:23:25,2020
332,1970-01-02 00:00:00+00:00,449,0,0,0,False,0,out_of_service,449,True,True,0,False,,,2020-08-21 17:23:25,1970
333,2020-08-21 16:57:55+00:00,450,0,0,12,False,0,active,450,True,True,3,True,,,2020-08-21 17:23:25,2020
334,2020-08-21 17:05:32+00:00,451,0,0,11,False,0,active,451,True,True,4,True,,,2020-08-21 17:23:25,2020
335,2020-08-21 17:12:00+00:00,452,0,0,12,False,0,active,452,True,True,3,True,,,2020-08-21 17:23:25,2020
336,2020-08-21 16:37:22+00:00,453,0,1,9,False,0,active,453,True,True,5,True,,,2020-08-21 17:23:25,2020
337,2020-08-21 17:22:04+00:00,454,0,0,2,False,0,active,454,True,True,13,True,,,2020-08-21 17:23:25,2020
338,2020-08-21 16:44:58+00:00,455,0,0,7,False,0,active,455,True,True,5,True,,,2020-08-21 17:23:25,2020
339,2020-08-21 16:40:21+00:00,456,0,0,18,False,0,active,456,True,True,1,True,,,2020-08-21 17:23:25,2020
340,2020-08-21 17:00:41+00:00,457,0,0,2,False,0,active,457,True,True,9,True,,,2020-08-21 17:23:25,2020
341,2020-08-21 14:53:20+00:00,458,0,0,4,False,0,active,458,True,True,7,True,,,2020-08-21 17:23:25,2020
342,2020-08-21 16:52:29+00:00,459,0,1,15,False,0,active,459,True,True,7,True,,,2020-08-21 17:23:25,2020
