,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,eightd_active_station_services,data_read_timestamp,year_station_last_reported
0,107,10,0,1,8,0,True,True,True,2020-03-11 21:38:18+00:00,False,[{'id': '6523db73-134d-4f62-af6f-78a8515cc83b'}],2020-03-11 21:38:38,2020
1,3,2,0,0,13,0,True,True,True,2020-03-11 21:16:51+00:00,True,,2020-03-11 21:38:38,2020
2,4,9,0,0,10,0,True,True,True,2020-03-11 21:28:39+00:00,False,,2020-03-11 21:38:38,2020
3,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 21:38:38,1970
4,6,4,0,1,10,0,True,True,True,2020-03-11 21:35:56+00:00,False,,2020-03-11 21:38:38,2020
5,7,10,0,0,5,0,True,True,True,2020-03-11 21:38:36+00:00,False,,2020-03-11 21:38:38,2020
6,8,2,0,1,16,0,True,True,True,2020-03-11 21:11:37+00:00,False,,2020-03-11 21:38:38,2020
7,9,7,0,1,7,0,True,True,True,2020-03-11 21:32:46+00:00,False,,2020-03-11 21:38:38,2020
8,10,7,0,0,4,0,True,True,True,2020-03-11 21:32:29+00:00,False,,2020-03-11 21:38:38,2020
9,11,0,0,0,15,0,True,True,True,2020-03-11 21:36:58+00:00,False,,2020-03-11 21:38:38,2020
10,12,9,0,3,6,0,True,True,True,2020-03-11 21:28:00+00:00,True,,2020-03-11 21:38:38,2020
11,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-11 21:38:38,1970
12,14,9,0,0,16,0,True,True,True,2020-03-11 21:35:02+00:00,False,,2020-03-11 21:38:38,2020
13,15,6,0,0,9,0,True,True,True,2020-03-11 21:36:00+00:00,False,,2020-03-11 21:38:38,2020
14,16,5,0,0,14,0,True,True,True,2020-03-11 21:37:14+00:00,True,,2020-03-11 21:38:38,2020
15,17,3,0,0,12,0,True,True,True,2020-03-11 21:25:28+00:00,False,,2020-03-11 21:38:38,2020
16,19,5,0,0,10,0,True,True,True,2020-03-11 21:26:22+00:00,False,,2020-03-11 21:38:38,2020
17,20,12,0,0,11,0,True,True,True,2020-03-11 21:30:08+00:00,True,,2020-03-11 21:38:38,2020
18,21,5,0,0,13,0,True,True,True,2020-03-11 21:38:01+00:00,True,,2020-03-11 21:38:38,2020
19,22,36,0,0,11,0,True,True,True,2020-03-11 21:36:32+00:00,True,,2020-03-11 21:38:38,2020
20,23,6,0,1,14,0,True,True,True,2020-03-11 21:36:21+00:00,True,,2020-03-11 21:38:38,2020
21,24,0,0,0,19,0,True,True,True,2020-03-11 21:36:48+00:00,False,,2020-03-11 21:38:38,2020
22,25,8,0,0,7,0,True,True,True,2020-03-11 21:38:18+00:00,False,,2020-03-11 21:38:38,2020
23,26,5,0,2,8,0,True,True,True,2020-03-11 21:37:27+00:00,False,,2020-03-11 21:38:38,2020
