,num_bikes_available,last_reported,is_returning,legacy_id,num_bikes_disabled,station_status,num_docks_disabled,num_ebikes_available,station_id,is_installed,is_renting,eightd_has_available_keys,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,1,2020-08-01 11:38:08+00:00,True,3,0,active,0,0,3,True,True,False,14,,,2020-08-01 12:28:40,2020
1,1,2020-08-01 12:11:58+00:00,True,4,0,active,0,0,4,True,True,False,18,,,2020-08-01 12:28:40,2020
2,4,2020-08-01 12:27:51+00:00,True,5,0,active,0,0,5,True,True,False,11,,,2020-08-01 12:28:40,2020
3,7,2020-08-01 11:50:10+00:00,True,6,0,active,0,0,6,True,True,False,8,,,2020-08-01 12:28:40,2020
4,5,2020-08-01 12:26:11+00:00,True,7,0,active,0,0,7,True,True,False,10,,,2020-08-01 12:28:40,2020
5,8,2020-08-01 12:18:53+00:00,True,8,2,active,0,0,8,True,True,False,9,,,2020-08-01 12:28:40,2020
6,15,2020-08-01 12:14:43+00:00,True,9,0,active,0,0,9,True,True,False,0,,,2020-08-01 12:28:40,2020
7,2,2020-08-01 12:11:32+00:00,True,10,1,active,0,0,10,True,True,False,8,,,2020-08-01 12:28:40,2020
8,8,2020-08-01 12:25:38+00:00,True,11,1,active,0,0,11,True,True,False,6,"{'off_dock_capacity': 50, 'valet_revision': 75, 'off_dock_count': 20, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 12:28:40,2020
9,1,2020-08-01 12:12:11+00:00,True,12,2,active,0,0,12,True,True,True,15,,,2020-08-01 12:28:40,2020
10,11,2020-08-01 12:09:12+00:00,True,13,0,active,0,0,13,True,True,False,8,,,2020-08-01 12:28:40,2020
11,6,2020-08-01 12:27:48+00:00,True,14,0,active,0,0,14,True,True,False,19,,,2020-08-01 12:28:40,2020
12,14,2020-08-01 08:58:49+00:00,True,15,1,active,0,0,15,True,True,False,0,,,2020-08-01 12:28:40,2020
13,14,2020-08-01 12:23:30+00:00,True,16,2,active,0,0,16,True,True,True,3,,,2020-08-01 12:28:40,2020
14,6,2020-08-01 12:20:04+00:00,True,17,0,active,0,0,17,True,True,False,9,,,2020-08-01 12:28:40,2020
15,10,2020-08-01 12:08:34+00:00,True,19,0,active,0,0,19,True,True,False,5,,,2020-08-01 12:28:40,2020
16,6,2020-08-01 12:22:27+00:00,True,20,0,active,0,0,20,True,True,True,17,,,2020-08-01 12:28:40,2020
17,0,2020-08-01 12:26:11+00:00,True,21,0,active,0,0,21,True,True,True,18,,,2020-08-01 12:28:40,2020
18,17,2020-08-01 12:08:17+00:00,True,22,2,active,0,0,22,True,True,True,28,,,2020-08-01 12:28:40,2020
19,5,2020-08-01 12:25:57+00:00,True,23,0,active,0,0,23,True,True,True,16,,,2020-08-01 12:28:40,2020
20,2,2020-08-01 12:20:12+00:00,True,24,0,active,0,0,24,True,True,False,17,,,2020-08-01 12:28:40,2020
21,10,2020-08-01 10:29:03+00:00,True,25,1,active,0,0,25,True,True,False,4,,,2020-08-01 12:28:40,2020
22,5,2020-08-01 12:25:37+00:00,True,26,0,active,0,0,26,True,True,False,10,,,2020-08-01 12:28:40,2020
23,10,2020-08-01 12:23:55+00:00,True,27,2,active,0,0,27,True,True,False,11,,,2020-08-01 12:28:40,2020
24,7,2020-08-01 08:36:58+00:00,True,29,0,active,0,0,29,True,True,False,8,,,2020-08-01 12:28:40,2020
25,14,2020-08-01 10:48:18+00:00,True,30,1,active,0,0,30,True,True,False,0,,,2020-08-01 12:28:40,2020
26,10,2020-08-01 12:14:53+00:00,True,31,0,active,0,0,31,True,True,True,9,,,2020-08-01 12:28:40,2020
27,0,2020-08-01 08:58:03+00:00,True,32,3,active,0,0,32,True,True,False,12,,,2020-08-01 12:28:40,2020
28,18,2020-08-01 08:57:11+00:00,True,33,0,active,0,0,33,True,True,False,9,,,2020-08-01 12:28:40,2020
29,3,2020-08-01 10:35:07+00:00,True,35,2,active,0,0,35,True,True,False,18,,,2020-08-01 12:28:40,2020
30,0,2020-08-01 05:09:09+00:00,True,36,0,active,0,0,36,True,True,True,33,,,2020-08-01 12:28:40,2020
31,2,2020-08-01 08:52:51+00:00,True,37,0,active,0,0,37,True,True,True,13,,,2020-08-01 12:28:40,2020
32,20,2020-08-01 12:26:58+00:00,True,39,1,active,0,0,39,True,True,False,2,,,2020-08-01 12:28:40,2020
33,15,2020-08-01 12:15:57+00:00,True,40,0,active,0,0,40,True,True,False,4,,,2020-08-01 12:28:40,2020
34,23,2020-08-01 12:27:05+00:00,True,41,1,active,0,0,41,True,True,True,3,,,2020-08-01 12:28:40,2020
35,19,2020-08-01 08:33:41+00:00,True,42,0,active,0,0,42,True,True,False,4,,,2020-08-01 12:28:40,2020
36,0,2020-08-01 12:25:32+00:00,True,43,4,active,0,0,43,True,True,True,11,,,2020-08-01 12:28:40,2020
37,0,2020-08-01 08:57:02+00:00,True,44,0,active,0,0,44,True,True,False,23,,,2020-08-01 12:28:40,2020
38,13,2020-08-01 12:05:44+00:00,True,46,0,active,0,0,46,True,True,False,6,,,2020-08-01 12:28:40,2020
39,12,2020-08-01 12:25:08+00:00,True,47,0,active,0,0,47,True,True,True,7,,,2020-08-01 12:28:40,2020
40,3,2020-08-01 12:05:16+00:00,True,48,0,active,0,0,48,True,True,False,16,,,2020-08-01 12:28:40,2020
41,4,2020-08-01 11:58:38+00:00,True,49,0,active,0,0,49,True,True,False,14,,,2020-08-01 12:28:40,2020
42,1,2020-08-01 08:52:58+00:00,True,50,0,active,0,0,50,True,True,True,14,,,2020-08-01 12:28:40,2020
43,9,2020-08-01 11:52:19+00:00,True,51,1,active,0,0,51,True,True,False,5,,,2020-08-01 12:28:40,2020
44,1,2020-08-01 12:25:13+00:00,True,52,1,active,0,0,52,True,True,True,21,,,2020-08-01 12:28:40,2020
45,11,2020-08-01 12:03:03+00:00,True,53,1,active,0,0,53,True,True,False,7,,,2020-08-01 12:28:40,2020
46,4,2020-08-01 12:25:36+00:00,True,54,0,active,0,0,54,True,True,False,11,,,2020-08-01 12:28:40,2020
47,0,2020-08-01 12:12:04+00:00,True,55,1,active,0,0,55,True,True,False,14,,,2020-08-01 12:28:40,2020
48,10,2020-08-01 10:17:22+00:00,True,56,0,active,0,0,56,True,True,True,8,,,2020-08-01 12:28:40,2020
49,11,2020-08-01 11:11:14+00:00,True,57,0,active,0,0,57,True,True,True,3,,,2020-08-01 12:28:40,2020
