,eightd_has_available_keys,legacy_id,last_reported,station_status,is_returning,num_docks_disabled,is_renting,num_bikes_disabled,is_installed,num_bikes_available,num_docks_available,num_ebikes_available,station_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
221,False,330,2020-08-13 23:11:43+00:00,active,True,0,True,0,True,10,5,0,330,,,2020-08-13 23:20:50,2020
222,False,331,2020-08-13 23:19:46+00:00,active,True,0,True,1,True,2,12,0,331,,,2020-08-13 23:20:50,2020
223,False,332,2020-08-13 23:12:37+00:00,active,True,0,True,1,True,0,14,0,332,,,2020-08-13 23:20:50,2020
224,False,333,2020-08-13 23:04:24+00:00,active,True,0,True,0,True,21,4,0,333,,,2020-08-13 23:20:50,2020
225,False,334,2020-08-13 22:54:03+00:00,active,True,0,True,2,True,13,4,0,334,,,2020-08-13 23:20:50,2020
226,False,335,2020-08-13 23:13:39+00:00,active,True,0,True,0,True,3,16,0,335,,,2020-08-13 23:20:50,2020
227,False,336,2020-08-13 16:28:17+00:00,active,True,0,True,0,True,5,10,0,336,,,2020-08-13 23:20:50,2020
228,False,337,2020-08-13 21:58:46+00:00,active,True,0,True,0,True,10,5,0,337,,,2020-08-13 23:20:50,2020
229,False,338,2020-08-13 22:52:15+00:00,active,True,0,True,1,True,7,7,0,338,,,2020-08-13 23:20:50,2020
230,False,339,2020-08-13 23:01:48+00:00,active,True,0,True,0,True,14,1,0,339,,,2020-08-13 23:20:50,2020
231,False,340,2020-08-13 21:33:16+00:00,active,True,0,True,0,True,19,0,0,340,,,2020-08-13 23:20:50,2020
232,True,341,2020-08-13 22:55:21+00:00,active,True,0,True,1,True,14,0,0,341,,,2020-08-13 23:20:50,2020
233,False,342,2020-08-13 23:19:53+00:00,active,True,0,True,0,True,9,6,0,342,,,2020-08-13 23:20:50,2020
234,False,343,2020-08-13 04:04:08+00:00,active,True,0,True,0,True,4,11,0,343,,,2020-08-13 23:20:50,2020
235,False,344,2020-08-13 22:27:48+00:00,active,True,0,True,0,True,9,10,0,344,,,2020-08-13 23:20:50,2020
236,False,345,2020-08-13 23:19:36+00:00,active,True,0,True,1,True,9,9,0,345,,,2020-08-13 23:20:50,2020
237,False,346,2020-08-13 22:52:22+00:00,active,True,0,True,0,True,1,14,0,346,,,2020-08-13 23:20:50,2020
238,False,347,2020-08-13 19:13:37+00:00,active,True,0,True,0,True,11,4,0,347,,,2020-08-13 23:20:50,2020
239,False,348,2020-08-13 22:14:09+00:00,active,True,0,True,1,True,2,12,0,348,,,2020-08-13 23:20:50,2020
240,True,349,2020-08-13 21:53:02+00:00,active,True,0,True,1,True,5,11,0,349,,,2020-08-13 23:20:50,2020
241,False,350,2020-08-13 19:02:49+00:00,active,True,0,True,0,True,14,3,0,350,,,2020-08-13 23:20:50,2020
242,False,351,2020-08-13 23:19:06+00:00,active,True,0,True,0,True,5,10,0,351,,,2020-08-13 23:20:50,2020
243,False,352,2020-08-13 23:14:09+00:00,active,True,0,True,0,True,9,6,0,352,,,2020-08-13 23:20:50,2020
244,True,353,2020-08-13 22:34:11+00:00,active,True,0,True,0,True,8,7,0,353,,,2020-08-13 23:20:50,2020
245,False,354,2020-08-13 22:57:37+00:00,active,True,0,True,1,True,7,7,0,354,,,2020-08-13 23:20:50,2020
246,False,355,2020-08-13 23:00:33+00:00,active,True,0,True,0,True,8,9,0,355,,,2020-08-13 23:20:50,2020
247,False,356,2020-08-13 23:18:27+00:00,active,True,0,True,0,True,20,3,0,356,,,2020-08-13 23:20:50,2020
248,False,357,2020-08-13 23:05:32+00:00,active,True,0,True,0,True,4,11,0,357,,,2020-08-13 23:20:50,2020
249,False,358,2020-08-13 22:44:35+00:00,active,True,0,True,0,True,14,5,0,358,,,2020-08-13 23:20:50,2020
250,False,359,2020-08-13 23:14:22+00:00,active,True,0,True,0,True,2,13,0,359,,,2020-08-13 23:20:50,2020
251,False,360,2020-08-13 23:05:21+00:00,active,True,0,True,0,True,6,9,0,360,,,2020-08-13 23:20:50,2020
252,False,361,2020-08-13 23:19:24+00:00,active,True,0,True,0,True,14,5,0,361,,,2020-08-13 23:20:50,2020
253,False,362,2020-08-13 23:17:30+00:00,active,True,0,True,1,True,16,2,0,362,,,2020-08-13 23:20:50,2020
254,False,363,2020-08-13 23:20:32+00:00,active,True,0,True,0,True,14,5,0,363,,,2020-08-13 23:20:50,2020
255,False,364,2020-08-13 23:20:31+00:00,active,True,0,True,0,True,16,3,0,364,,,2020-08-13 23:20:50,2020
256,False,365,2020-08-13 23:13:16+00:00,active,True,0,True,0,True,4,15,0,365,,,2020-08-13 23:20:50,2020
257,False,366,2020-08-13 23:15:19+00:00,active,True,0,True,0,True,5,10,0,366,,,2020-08-13 23:20:50,2020
258,False,367,2020-08-13 19:44:26+00:00,active,True,0,True,0,True,10,9,0,367,,,2020-08-13 23:20:50,2020
259,False,368,2020-08-13 23:07:48+00:00,active,True,0,True,1,True,7,7,0,368,,,2020-08-13 23:20:50,2020
260,False,369,2020-08-13 23:13:00+00:00,active,True,0,True,0,True,0,15,0,369,,,2020-08-13 23:20:50,2020
261,False,370,2020-08-13 23:15:51+00:00,active,True,0,True,0,True,7,12,0,370,,,2020-08-13 23:20:50,2020
262,False,371,2020-08-13 23:16:05+00:00,active,True,0,True,0,True,10,9,0,371,,,2020-08-13 23:20:50,2020
263,False,372,2020-08-13 23:18:24+00:00,active,True,0,True,0,True,13,6,0,372,,,2020-08-13 23:20:50,2020
264,False,373,2020-08-13 22:51:34+00:00,active,True,0,True,0,True,8,7,0,373,,,2020-08-13 23:20:50,2020
265,False,374,2020-08-13 23:17:56+00:00,active,True,0,True,0,True,6,13,0,374,,,2020-08-13 23:20:50,2020
266,False,376,2020-08-13 23:18:11+00:00,active,True,0,True,1,True,4,10,0,376,,,2020-08-13 23:20:50,2020
267,False,377,2020-08-13 23:17:59+00:00,active,True,0,True,0,True,15,4,0,377,,,2020-08-13 23:20:50,2020
268,False,378,2020-08-13 23:05:13+00:00,active,True,0,True,0,True,1,18,0,378,,,2020-08-13 23:20:50,2020
269,False,379,2020-08-13 23:19:11+00:00,active,True,0,True,0,True,7,8,0,379,,,2020-08-13 23:20:50,2020
270,False,380,2020-08-13 23:16:44+00:00,active,True,0,True,2,True,8,8,0,380,,,2020-08-13 23:20:50,2020
271,False,381,2020-08-13 23:16:49+00:00,active,True,0,True,0,True,7,12,0,381,,,2020-08-13 23:20:50,2020
272,True,384,2020-08-13 23:02:29+00:00,active,True,0,True,0,True,12,7,0,384,,,2020-08-13 23:20:50,2020
273,False,385,2020-08-13 23:05:41+00:00,active,True,1,True,0,True,3,11,0,385,,,2020-08-13 23:20:50,2020
274,False,386,2020-08-13 23:20:41+00:00,active,True,0,True,0,True,5,14,0,386,,,2020-08-13 23:20:50,2020
275,False,387,2020-08-13 23:18:09+00:00,active,True,0,True,1,True,11,3,0,387,,,2020-08-13 23:20:50,2020
276,False,388,2020-08-13 03:25:23+00:00,active,True,0,True,0,True,4,7,0,388,,,2020-08-13 23:20:50,2020
277,False,389,2020-08-13 18:09:39+00:00,active,True,0,True,0,True,13,1,0,389,,,2020-08-13 23:20:50,2020
278,False,390,2020-08-13 22:51:42+00:00,active,True,0,True,1,True,14,0,0,390,,,2020-08-13 23:20:50,2020
279,False,391,2020-08-13 22:56:13+00:00,active,True,0,True,0,True,12,3,0,391,,,2020-08-13 23:20:50,2020
280,False,392,2020-08-13 14:33:25+00:00,active,True,0,True,0,True,5,10,0,392,,,2020-08-13 23:20:50,2020
281,False,393,2020-08-13 21:53:06+00:00,active,True,0,True,1,True,6,8,0,393,,,2020-08-13 23:20:50,2020
282,False,394,2020-08-13 07:51:20+00:00,active,True,0,True,0,True,1,13,0,394,,,2020-08-13 23:20:50,2020
283,False,395,2020-08-13 21:46:42+00:00,active,True,0,True,0,True,11,4,0,395,,,2020-08-13 23:20:50,2020
284,False,396,2020-08-13 20:28:20+00:00,active,True,0,True,0,True,7,8,0,396,,,2020-08-13 23:20:50,2020
285,False,397,2020-08-13 20:39:34+00:00,active,True,0,True,0,True,8,7,0,397,,,2020-08-13 23:20:50,2020
286,False,398,2020-08-13 23:15:03+00:00,active,True,0,True,1,True,3,15,0,398,,,2020-08-13 23:20:50,2020
287,False,399,2020-08-13 22:54:51+00:00,active,True,0,True,0,True,4,11,0,399,,,2020-08-13 23:20:50,2020
288,False,400,2020-08-13 22:21:37+00:00,active,True,0,True,0,True,6,21,0,400,,,2020-08-13 23:20:50,2020
289,False,401,2020-08-13 23:02:42+00:00,active,True,0,True,0,True,4,11,0,401,,,2020-08-13 23:20:50,2020
290,False,402,2020-08-13 22:14:11+00:00,active,True,0,True,1,True,7,7,0,402,,,2020-08-13 23:20:50,2020
291,False,403,2020-08-13 23:12:39+00:00,active,True,0,True,1,True,4,10,0,403,,,2020-08-13 23:20:50,2020
292,False,404,2020-08-13 23:19:31+00:00,active,True,0,True,0,True,11,5,0,404,,,2020-08-13 23:20:50,2020
293,False,405,2020-08-13 22:04:06+00:00,active,True,0,True,0,True,8,11,0,405,,,2020-08-13 23:20:50,2020
294,False,406,2020-08-13 23:12:18+00:00,active,True,0,True,0,True,15,4,0,406,,,2020-08-13 23:20:50,2020
295,False,407,2020-08-13 22:29:33+00:00,active,True,0,True,1,True,0,18,0,407,,,2020-08-13 23:20:50,2020
296,False,408,2020-08-13 21:57:31+00:00,active,True,0,True,0,True,4,11,0,408,,,2020-08-13 23:20:50,2020
297,False,409,2020-08-13 23:15:39+00:00,active,True,0,True,0,True,1,18,0,409,,,2020-08-13 23:20:50,2020
298,False,410,2020-08-13 21:54:19+00:00,active,True,0,True,0,True,10,9,0,410,,,2020-08-13 23:20:50,2020
299,False,411,2020-08-13 16:34:09+00:00,active,True,0,True,0,True,4,11,0,411,,,2020-08-13 23:20:50,2020
300,False,412,2020-08-13 22:44:01+00:00,active,True,0,True,0,True,5,14,0,412,,,2020-08-13 23:20:50,2020
301,False,413,2020-08-13 23:18:23+00:00,active,True,0,True,0,True,10,9,0,413,,,2020-08-13 23:20:50,2020
302,False,414,2020-08-13 22:17:43+00:00,active,True,0,True,0,True,2,21,0,414,,,2020-08-13 23:20:50,2020
303,False,415,2020-08-13 23:06:27+00:00,active,True,0,True,0,True,2,17,0,415,,,2020-08-13 23:20:50,2020
304,False,416,2020-08-13 23:11:37+00:00,active,True,0,True,0,True,0,15,0,416,,,2020-08-13 23:20:50,2020
305,False,417,2020-08-13 23:14:42+00:00,active,True,0,True,0,True,13,6,0,417,,,2020-08-13 23:20:50,2020
306,False,419,2020-08-13 22:38:25+00:00,active,True,0,True,0,True,13,2,0,419,,,2020-08-13 23:20:50,2020
307,False,420,1970-01-02 00:00:00+00:00,out_of_service,False,0,False,0,False,0,0,0,420,,,2020-08-13 23:20:50,1970
308,False,421,2020-08-13 19:41:23+00:00,active,True,0,True,0,True,14,5,0,421,,,2020-08-13 23:20:50,2020
309,False,422,2020-08-13 12:04:13+00:00,active,True,0,True,0,True,4,11,0,422,,,2020-08-13 23:20:50,2020
310,False,423,2020-08-13 23:04:10+00:00,active,True,0,True,0,True,3,16,0,423,,,2020-08-13 23:20:50,2020
311,False,424,2020-08-13 22:18:12+00:00,active,True,0,True,0,True,3,16,0,424,,,2020-08-13 23:20:50,2020
312,False,425,2020-08-13 22:50:46+00:00,active,True,0,True,0,True,6,10,0,425,,,2020-08-13 23:20:50,2020
313,False,426,2020-08-13 23:18:35+00:00,active,True,0,True,0,True,4,23,0,426,,,2020-08-13 23:20:50,2020
314,False,427,2020-08-13 20:22:39+00:00,active,True,0,True,0,True,6,13,0,427,,,2020-08-13 23:20:50,2020
315,False,428,2020-08-13 23:14:57+00:00,active,True,0,True,0,True,3,16,0,428,,,2020-08-13 23:20:50,2020
316,False,430,2020-08-13 04:03:59+00:00,active,True,0,True,0,True,15,4,0,430,,,2020-08-13 23:20:50,2020
317,False,431,2020-08-13 22:06:14+00:00,active,True,0,True,0,True,1,14,0,431,,,2020-08-13 23:20:50,2020
318,False,432,2020-08-13 22:42:35+00:00,active,True,0,True,0,True,7,12,0,432,,,2020-08-13 23:20:50,2020
319,False,433,2020-08-13 22:36:32+00:00,active,True,0,True,0,True,1,18,0,433,,,2020-08-13 23:20:50,2020
320,False,434,2020-08-13 03:24:35+00:00,active,True,0,True,0,True,0,19,0,434,,,2020-08-13 23:20:50,2020
321,False,435,2020-08-13 22:40:33+00:00,active,True,0,True,0,True,3,12,0,435,,,2020-08-13 23:20:50,2020
322,False,436,2020-08-13 23:02:21+00:00,active,True,0,True,0,True,8,7,0,436,,,2020-08-13 23:20:50,2020
323,False,437,2020-08-13 23:20:01+00:00,active,True,0,True,0,True,12,7,0,437,,,2020-08-13 23:20:50,2020
324,False,440,2020-08-13 23:17:17+00:00,active,True,0,True,0,True,13,4,0,440,,,2020-08-13 23:20:50,2020
325,False,441,2020-08-13 22:59:50+00:00,active,True,0,True,0,True,16,3,0,441,,,2020-08-13 23:20:50,2020
326,False,442,2020-08-13 21:29:23+00:00,active,True,0,True,1,True,13,1,0,442,,,2020-08-13 23:20:50,2020
327,False,443,2020-08-13 22:22:46+00:00,active,True,0,True,0,True,4,15,0,443,,,2020-08-13 23:20:50,2020
328,False,445,2020-08-13 23:20:09+00:00,active,True,0,True,0,True,7,12,0,445,,,2020-08-13 23:20:50,2020
329,False,446,2020-08-13 23:15:47+00:00,active,True,0,True,1,True,10,1,0,446,,,2020-08-13 23:20:50,2020
330,False,447,2020-08-13 18:24:44+00:00,active,True,0,True,0,True,7,12,0,447,,,2020-08-13 23:20:50,2020
331,False,448,2020-08-13 04:03:15+00:00,active,True,0,True,0,True,3,8,0,448,,,2020-08-13 23:20:50,2020
332,False,449,1970-01-02 00:00:00+00:00,out_of_service,True,0,True,0,False,0,0,0,449,,,2020-08-13 23:20:50,1970
333,False,450,2020-08-13 23:06:55+00:00,active,True,0,True,0,True,10,5,0,450,,,2020-08-13 23:20:50,2020
334,False,451,2020-08-13 23:17:34+00:00,active,True,0,True,0,True,11,4,0,451,,,2020-08-13 23:20:50,2020
335,False,452,2020-08-13 23:20:08+00:00,active,True,0,True,0,True,13,2,0,452,,,2020-08-13 23:20:50,2020
336,False,453,2020-08-13 22:56:06+00:00,active,True,0,True,1,True,2,12,0,453,,,2020-08-13 23:20:50,2020
337,False,454,2020-08-13 22:53:24+00:00,active,True,0,True,1,True,0,14,0,454,,,2020-08-13 23:20:50,2020
338,False,455,2020-08-13 23:11:57+00:00,active,True,0,True,1,True,1,10,0,455,,,2020-08-13 23:20:50,2020
339,False,456,2020-08-13 23:08:16+00:00,active,True,0,True,1,True,4,14,0,456,,,2020-08-13 23:20:50,2020
340,False,457,2020-08-13 22:54:20+00:00,active,True,0,True,0,True,5,6,0,457,,,2020-08-13 23:20:50,2020
341,False,458,2020-08-13 23:11:17+00:00,active,True,0,True,2,True,7,2,0,458,,,2020-08-13 23:20:50,2020
