,num_docks_disabled,legacy_id,num_docks_available,is_renting,num_bikes_available,eightd_has_available_keys,is_returning,num_bikes_disabled,last_reported,station_id,num_ebikes_available,station_status,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,3,9,True,6,False,True,0,2020-08-11 14:08:54+00:00,3,0,active,True,,,2020-08-11 14:28:00,2020
1,0,4,16,True,3,False,True,0,2020-08-11 14:15:19+00:00,4,0,active,True,,,2020-08-11 14:28:00,2020
2,0,5,9,True,6,False,True,0,2020-08-11 14:26:45+00:00,5,0,active,True,,,2020-08-11 14:28:00,2020
3,0,6,9,True,4,False,True,2,2020-08-11 14:24:47+00:00,6,0,active,True,,,2020-08-11 14:28:00,2020
4,0,7,4,True,11,False,True,0,2020-08-11 13:52:48+00:00,7,0,active,True,,,2020-08-11 14:28:00,2020
5,0,8,13,True,6,False,True,0,2020-08-11 14:27:57+00:00,8,0,active,True,,,2020-08-11 14:28:00,2020
6,0,9,9,True,6,False,True,0,2020-08-11 14:26:16+00:00,9,0,active,True,,,2020-08-11 14:28:00,2020
7,0,10,1,True,9,False,True,1,2020-08-11 14:27:28+00:00,10,0,active,True,,,2020-08-11 14:28:00,2020
8,0,11,5,True,10,False,True,0,2020-08-11 14:26:21+00:00,11,0,active,True,"{'valet_revision': 83, 'region': 'BOS', 'active': True, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 52}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-11 14:28:00,2020
9,0,12,3,True,15,True,True,0,2020-08-11 14:02:37+00:00,12,0,active,True,,,2020-08-11 14:28:00,2020
10,0,13,0,True,18,False,True,1,2020-08-11 13:29:59+00:00,13,0,active,True,,,2020-08-11 14:28:00,2020
11,0,14,5,True,20,False,True,0,2020-08-11 14:09:27+00:00,14,0,active,True,,,2020-08-11 14:28:00,2020
12,0,15,1,True,14,False,True,0,2020-08-11 13:45:15+00:00,15,0,active,True,,,2020-08-11 14:28:00,2020
13,0,16,11,True,7,True,True,1,2020-08-11 13:59:36+00:00,16,0,active,True,,,2020-08-11 14:28:00,2020
14,0,17,9,True,5,False,True,1,2020-08-11 14:07:49+00:00,17,0,active,True,,,2020-08-11 14:28:00,2020
15,0,19,9,True,6,False,True,0,2020-08-11 13:37:35+00:00,19,0,active,True,,,2020-08-11 14:28:00,2020
16,0,20,15,True,8,True,True,0,2020-08-11 13:40:04+00:00,20,0,active,True,,,2020-08-11 14:28:00,2020
17,0,21,16,True,2,True,True,0,2020-08-11 14:18:59+00:00,21,0,active,True,,,2020-08-11 14:28:00,2020
18,0,22,38,True,7,True,True,2,2020-08-11 14:05:43+00:00,22,0,active,True,,,2020-08-11 14:28:00,2020
19,0,23,10,True,10,False,True,1,2020-08-11 14:27:05+00:00,23,0,active,True,,,2020-08-11 14:28:00,2020
20,0,24,13,True,5,False,True,1,2020-08-11 12:57:07+00:00,24,0,active,True,,,2020-08-11 14:28:00,2020
21,0,25,12,True,2,False,True,1,2020-08-11 14:22:21+00:00,25,0,active,True,,,2020-08-11 14:28:00,2020
22,0,26,5,True,9,False,True,1,2020-08-11 14:09:43+00:00,26,0,active,True,,,2020-08-11 14:28:00,2020
23,0,27,6,True,16,False,True,1,2020-08-11 14:07:59+00:00,27,0,active,True,,,2020-08-11 14:28:00,2020
24,0,29,2,True,12,False,True,1,2020-08-11 13:50:08+00:00,29,0,active,True,,,2020-08-11 14:28:00,2020
25,0,30,3,True,11,False,True,1,2020-08-11 14:27:31+00:00,30,0,active,True,,,2020-08-11 14:28:00,2020
26,0,31,11,True,7,True,True,1,2020-08-11 13:00:48+00:00,31,0,active,True,,,2020-08-11 14:28:00,2020
27,0,32,6,True,8,False,True,1,2020-08-11 14:25:17+00:00,32,0,active,True,,,2020-08-11 14:28:00,2020
28,0,33,21,True,6,False,True,0,2020-08-11 14:03:44+00:00,33,0,active,True,,,2020-08-11 14:28:00,2020
29,0,35,9,True,14,False,True,0,2020-08-11 14:26:49+00:00,35,0,active,True,,,2020-08-11 14:28:00,2020
30,0,36,25,True,8,True,True,0,2020-08-11 13:36:21+00:00,36,0,active,True,,,2020-08-11 14:28:00,2020
31,0,37,8,True,7,True,True,0,2020-08-11 14:15:09+00:00,37,0,active,True,,,2020-08-11 14:28:00,2020
32,0,39,13,True,10,False,True,0,2020-08-11 14:20:01+00:00,39,0,active,True,,,2020-08-11 14:28:00,2020
33,0,40,14,True,5,False,True,0,2020-08-11 14:25:56+00:00,40,0,active,True,,,2020-08-11 14:28:00,2020
34,0,41,20,True,7,True,True,0,2020-08-11 14:27:32+00:00,41,0,active,True,,,2020-08-11 14:28:00,2020
35,0,42,16,True,7,False,True,0,2020-08-11 14:14:36+00:00,42,0,active,True,,,2020-08-11 14:28:00,2020
36,0,43,12,True,3,True,True,0,2020-08-11 14:07:20+00:00,43,0,active,True,,,2020-08-11 14:28:00,2020
37,0,44,14,True,8,False,True,1,2020-08-11 14:12:13+00:00,44,0,active,True,,,2020-08-11 14:28:00,2020
38,0,46,13,True,6,False,True,0,2020-08-11 14:24:07+00:00,46,0,active,True,,,2020-08-11 14:28:00,2020
39,0,47,17,True,1,True,True,1,2020-08-11 14:23:04+00:00,47,0,active,True,,,2020-08-11 14:28:00,2020
