,num_ebikes_available,num_bikes_disabled,last_reported,station_id,is_returning,station_status,num_docks_disabled,eightd_has_available_keys,is_renting,num_docks_available,legacy_id,num_bikes_available,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,0,2020-08-04 16:15:19+00:00,3,True,active,0,True,True,0,3,15,True,,,2020-08-04 16:51:40,2020
1,0,1,2020-08-04 16:23:56+00:00,4,True,active,0,False,True,11,4,7,True,,,2020-08-04 16:51:40,2020
2,0,0,2020-08-04 15:14:52+00:00,5,True,active,0,False,True,11,5,4,True,,,2020-08-04 16:51:40,2020
3,0,1,2020-08-04 16:36:51+00:00,6,True,active,0,False,True,9,6,5,True,,,2020-08-04 16:51:40,2020
4,0,0,2020-08-04 16:40:25+00:00,7,True,active,0,False,True,3,7,12,True,,,2020-08-04 16:51:40,2020
5,0,0,2020-08-04 15:59:48+00:00,8,True,active,0,False,True,19,8,0,True,,,2020-08-04 16:51:40,2020
6,0,0,2020-08-04 16:46:53+00:00,9,True,active,0,False,True,6,9,9,True,,,2020-08-04 16:51:40,2020
7,0,1,2020-08-04 16:24:36+00:00,10,True,active,0,False,True,0,10,10,True,,,2020-08-04 16:51:40,2020
8,0,0,2020-08-04 16:50:37+00:00,11,True,active,0,False,True,0,11,15,True,"{'valet_revision': 77, 'off_dock_count': 54, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'dock_blocked_count': 0, 'region': 'BOS', 'off_dock_capacity': 50}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-04 16:51:40,2020
9,0,0,2020-08-04 16:49:15+00:00,12,True,active,0,True,True,15,12,3,True,,,2020-08-04 16:51:40,2020
10,0,0,2020-08-04 16:40:08+00:00,13,True,active,0,False,True,5,13,14,True,,,2020-08-04 16:51:40,2020
11,0,1,2020-08-04 16:48:23+00:00,14,True,active,0,False,True,3,14,21,True,,,2020-08-04 16:51:40,2020
12,0,0,2020-08-04 16:45:29+00:00,15,True,active,0,False,True,6,15,9,True,,,2020-08-04 16:51:40,2020
13,0,0,2020-08-04 16:35:09+00:00,16,True,active,0,True,True,13,16,6,True,,,2020-08-04 16:51:40,2020
14,0,2,2020-08-04 16:49:16+00:00,17,True,active,0,False,True,11,17,2,True,,,2020-08-04 16:51:40,2020
15,0,0,2020-08-04 16:47:51+00:00,19,True,active,1,False,True,4,19,10,True,,,2020-08-04 16:51:40,2020
16,0,1,2020-08-04 15:56:07+00:00,20,True,active,0,True,True,17,20,5,True,,,2020-08-04 16:51:40,2020
17,0,0,2020-08-04 16:50:48+00:00,21,True,active,0,True,True,17,21,1,True,,,2020-08-04 16:51:40,2020
18,0,0,2020-08-04 16:44:59+00:00,22,True,active,0,True,True,38,22,9,True,,,2020-08-04 16:51:40,2020
19,0,1,2020-08-04 16:37:03+00:00,23,True,active,0,True,True,8,23,12,True,,,2020-08-04 16:51:40,2020
20,0,1,2020-08-04 16:42:35+00:00,24,True,active,0,False,True,13,24,5,True,,,2020-08-04 16:51:40,2020
21,0,0,2020-08-04 15:24:43+00:00,25,True,active,0,False,True,12,25,3,True,,,2020-08-04 16:51:40,2020
22,0,1,2020-08-04 16:49:03+00:00,26,True,active,0,False,True,12,26,2,True,,,2020-08-04 16:51:40,2020
23,0,0,2020-08-04 16:03:56+00:00,27,True,active,0,False,True,18,27,5,True,,,2020-08-04 16:51:40,2020
24,0,0,2020-08-04 12:52:14+00:00,29,True,active,0,False,True,6,29,9,True,,,2020-08-04 16:51:40,2020
25,0,4,2020-08-04 16:43:23+00:00,30,True,active,0,False,True,4,30,7,True,,,2020-08-04 16:51:40,2020
26,0,0,2020-08-04 16:51:30+00:00,31,True,active,0,True,True,17,31,2,True,,,2020-08-04 16:51:40,2020
27,0,0,2020-08-04 16:46:28+00:00,32,True,active,0,False,True,11,32,4,True,,,2020-08-04 16:51:40,2020
28,0,1,2020-08-04 16:35:04+00:00,33,True,active,0,False,True,25,33,1,True,,,2020-08-04 16:51:40,2020
29,0,0,2020-08-04 16:46:48+00:00,35,True,active,0,False,True,8,35,15,True,,,2020-08-04 16:51:40,2020
