,station_status,is_installed,last_reported,num_docks_disabled,num_bikes_disabled,station_id,eightd_has_available_keys,is_renting,is_returning,legacy_id,num_ebikes_available,num_docks_available,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
89,active,True,2020-08-06 03:52:01+00:00,0,1,100,True,True,True,100,0,3,21,,,2020-08-06 03:59:55,2020
90,active,True,2020-08-06 01:01:36+00:00,0,0,101,False,True,True,101,0,0,15,,,2020-08-06 03:59:55,2020
91,active,True,2020-08-06 00:38:50+00:00,0,0,102,False,True,True,102,0,2,13,,,2020-08-06 03:59:55,2020
92,active,True,2020-08-06 02:25:24+00:00,0,0,103,False,True,True,103,0,8,7,,,2020-08-06 03:59:55,2020
93,active,True,2020-08-06 03:40:25+00:00,0,0,104,False,True,True,104,0,13,6,,,2020-08-06 03:59:55,2020
94,active,True,2020-08-06 02:48:50+00:00,0,1,105,False,True,True,105,0,3,15,,,2020-08-06 03:59:55,2020
95,active,True,2020-08-06 01:52:42+00:00,0,0,106,False,True,True,106,0,9,6,,,2020-08-06 03:59:55,2020
96,active,True,2020-08-06 01:46:27+00:00,0,1,107,False,True,True,107,0,18,0,,,2020-08-06 03:59:55,2020
97,active,True,2020-08-06 02:57:16+00:00,0,0,108,False,True,True,108,0,12,5,,,2020-08-06 03:59:55,2020
98,active,True,2020-08-06 01:37:39+00:00,0,0,109,False,True,True,109,0,26,9,,,2020-08-06 03:59:55,2020
99,active,True,2020-08-06 02:58:43+00:00,0,0,110,False,True,True,110,0,8,7,,,2020-08-06 03:59:55,2020
100,active,True,2020-08-06 00:34:33+00:00,0,0,111,False,True,True,111,0,14,1,,,2020-08-06 03:59:55,2020
101,active,True,2020-08-05 23:52:28+00:00,0,0,112,False,True,True,112,0,8,7,,,2020-08-06 03:59:55,2020
102,active,True,2020-08-06 03:10:06+00:00,0,1,113,False,True,True,113,0,1,13,,,2020-08-06 03:59:55,2020
103,active,True,2020-08-06 02:26:55+00:00,0,1,114,False,True,True,114,0,2,12,,,2020-08-06 03:59:55,2020
104,active,True,2020-08-06 03:49:26+00:00,0,1,115,False,True,True,115,0,5,13,,,2020-08-06 03:59:55,2020
105,active,True,2020-08-06 03:56:31+00:00,0,0,116,False,True,True,116,0,6,17,,,2020-08-06 03:59:55,2020
106,active,True,2020-08-06 03:09:46+00:00,0,1,117,False,True,True,117,0,5,13,,,2020-08-06 03:59:55,2020
107,active,True,2020-08-06 03:21:07+00:00,0,1,118,False,True,True,118,0,3,15,,,2020-08-06 03:59:55,2020
108,active,True,2020-08-06 03:14:46+00:00,0,0,119,False,True,True,119,0,2,13,,,2020-08-06 03:59:55,2020
109,active,True,2020-08-06 03:52:56+00:00,0,2,120,False,True,True,120,0,1,12,,,2020-08-06 03:59:55,2020
110,active,True,2020-08-06 03:28:45+00:00,0,0,121,False,True,True,121,0,0,17,,,2020-08-06 03:59:55,2020
111,active,True,2020-08-06 01:05:46+00:00,0,0,122,False,True,True,122,0,7,8,,,2020-08-06 03:59:55,2020
112,active,True,2020-08-06 00:27:27+00:00,0,0,124,False,True,True,124,0,9,6,,,2020-08-06 03:59:55,2020
113,active,True,2020-08-06 02:39:45+00:00,0,1,125,False,True,True,125,0,2,12,,,2020-08-06 03:59:55,2020
114,active,True,2020-08-05 23:52:34+00:00,0,0,126,False,True,True,126,0,13,2,,,2020-08-06 03:59:55,2020
115,active,True,2020-08-06 02:33:18+00:00,0,0,128,False,True,True,128,0,5,14,,,2020-08-06 03:59:55,2020
116,active,True,2020-08-06 01:57:13+00:00,0,0,129,False,True,True,129,0,0,19,,,2020-08-06 03:59:55,2020
117,active,True,2020-08-06 03:04:48+00:00,0,0,130,False,True,True,130,0,2,13,,,2020-08-06 03:59:55,2020
118,active,True,2020-08-06 01:34:45+00:00,0,1,131,False,True,True,131,0,0,17,,,2020-08-06 03:59:55,2020
119,active,True,2020-08-06 03:56:59+00:00,0,1,133,False,True,True,133,0,8,14,,,2020-08-06 03:59:55,2020
120,active,True,2020-08-06 00:12:05+00:00,0,0,135,False,True,True,135,0,8,9,,,2020-08-06 03:59:55,2020
121,active,True,2020-08-06 01:39:53+00:00,0,0,136,False,True,True,136,0,18,1,,,2020-08-06 03:59:55,2020
122,active,True,2020-08-06 01:56:59+00:00,0,0,137,False,True,True,137,0,13,2,,,2020-08-06 03:59:55,2020
123,active,True,2020-08-06 02:26:28+00:00,0,0,138,False,True,True,138,0,12,3,,,2020-08-06 03:59:55,2020
124,active,True,2020-08-06 03:53:08+00:00,0,0,139,False,True,True,139,0,5,14,,,2020-08-06 03:59:55,2020
125,active,True,2020-08-05 23:32:48+00:00,0,1,140,False,True,True,140,0,3,13,,,2020-08-06 03:59:55,2020
126,active,True,2020-08-06 03:45:23+00:00,0,0,141,False,True,True,141,0,9,6,,,2020-08-06 03:59:55,2020
127,active,True,2020-08-06 02:47:37+00:00,0,3,142,False,True,True,142,0,10,10,,,2020-08-06 03:59:55,2020
128,active,True,2020-08-06 03:43:52+00:00,0,1,143,False,True,True,143,0,14,8,,,2020-08-06 03:59:55,2020
129,active,True,2020-08-06 03:00:28+00:00,0,0,144,False,True,True,144,0,11,8,,,2020-08-06 03:59:55,2020
130,active,True,2020-08-05 23:49:58+00:00,0,0,145,False,True,True,145,0,12,7,,,2020-08-06 03:59:55,2020
131,active,True,2020-08-06 02:40:40+00:00,0,1,146,False,True,True,146,0,8,10,,,2020-08-06 03:59:55,2020
132,active,True,2020-08-06 03:14:40+00:00,0,0,149,True,True,True,149,0,0,18,,,2020-08-06 03:59:55,2020
133,active,True,2020-08-06 02:19:04+00:00,0,0,150,False,True,True,150,0,19,0,,,2020-08-06 03:59:55,2020
134,active,True,2020-08-06 03:59:37+00:00,0,0,151,False,True,True,151,0,15,4,,,2020-08-06 03:59:55,2020
135,active,True,2020-08-06 01:32:46+00:00,0,0,152,True,True,True,152,0,3,12,,,2020-08-06 03:59:55,2020
136,active,True,2020-08-05 23:18:36+00:00,0,0,156,False,True,True,156,0,8,7,,,2020-08-06 03:59:55,2020
137,active,True,2020-08-06 03:59:11+00:00,0,2,157,False,True,True,157,0,13,0,,,2020-08-06 03:59:55,2020
138,active,True,2020-08-06 03:36:22+00:00,0,3,159,False,True,True,159,0,4,8,,,2020-08-06 03:59:55,2020
139,active,True,2020-08-06 03:15:07+00:00,0,0,160,True,True,True,160,0,10,4,,,2020-08-06 03:59:55,2020
140,active,True,2020-08-06 03:19:11+00:00,0,0,161,True,True,True,161,0,0,23,,,2020-08-06 03:59:55,2020
141,active,True,2020-08-06 02:32:22+00:00,0,0,162,False,True,True,162,0,6,9,,,2020-08-06 03:59:55,2020
142,active,True,2020-08-06 03:50:36+00:00,0,0,163,True,True,True,163,0,11,8,,,2020-08-06 03:59:55,2020
143,active,True,2020-08-06 03:13:37+00:00,0,1,167,False,True,True,167,0,7,7,,,2020-08-06 03:59:55,2020
144,active,True,2020-08-06 01:33:06+00:00,0,1,169,False,True,True,169,0,5,13,,,2020-08-06 03:59:55,2020
145,active,True,2020-08-05 18:31:26+00:00,0,0,170,True,True,True,170,0,14,0,,,2020-08-06 03:59:55,2020
146,active,True,2020-08-05 22:21:58+00:00,0,0,171,True,True,True,171,0,15,8,,,2020-08-06 03:59:55,2020
147,active,True,2020-08-06 01:50:53+00:00,0,0,173,True,True,True,173,0,7,7,,,2020-08-06 03:59:55,2020
148,active,True,2020-08-06 02:08:31+00:00,0,2,174,False,True,True,174,0,11,2,,,2020-08-06 03:59:55,2020
149,active,True,2020-08-06 03:30:41+00:00,0,0,175,True,True,True,175,0,13,4,,,2020-08-06 03:59:55,2020
150,active,True,2020-08-06 02:06:46+00:00,0,0,176,False,True,True,176,0,2,13,,,2020-08-06 03:59:55,2020
151,active,True,2020-08-06 02:49:42+00:00,0,0,177,False,True,True,177,0,13,6,,,2020-08-06 03:59:55,2020
152,active,True,2020-08-06 03:43:31+00:00,0,0,178,False,True,True,178,0,16,3,,,2020-08-06 03:59:55,2020
153,active,True,2020-08-06 02:57:47+00:00,0,0,179,False,True,True,179,0,20,5,,,2020-08-06 03:59:55,2020
154,active,True,2020-08-06 03:39:50+00:00,0,0,180,False,True,True,180,0,9,10,,,2020-08-06 03:59:55,2020
155,active,True,2020-08-06 03:17:39+00:00,0,0,181,False,True,True,181,0,0,19,,,2020-08-06 03:59:55,2020
156,active,True,2020-08-06 00:45:33+00:00,0,0,182,True,True,True,182,0,15,4,,,2020-08-06 03:59:55,2020
157,active,True,2020-08-06 02:51:50+00:00,0,0,183,False,True,True,183,0,12,7,,,2020-08-06 03:59:55,2020
158,active,True,2020-08-06 03:26:54+00:00,0,0,184,False,True,True,184,0,13,6,,,2020-08-06 03:59:55,2020
159,active,True,2020-08-06 03:33:26+00:00,0,0,185,False,True,True,185,0,9,6,,,2020-08-06 03:59:55,2020
160,active,True,2020-08-06 03:08:29+00:00,0,0,186,True,True,True,186,0,10,5,,,2020-08-06 03:59:55,2020
161,active,True,2020-08-06 02:09:13+00:00,0,0,187,False,True,True,187,0,0,15,,,2020-08-06 03:59:55,2020
162,active,True,2020-08-06 02:35:04+00:00,0,0,188,False,True,True,188,0,3,12,,,2020-08-06 03:59:55,2020
163,active,True,2020-08-06 03:31:51+00:00,0,1,189,True,True,True,189,0,20,2,,,2020-08-06 03:59:55,2020
164,active,True,2020-08-06 03:28:08+00:00,0,1,190,True,True,True,190,0,29,7,,,2020-08-06 03:59:55,2020
165,active,True,2020-08-06 01:05:34+00:00,0,0,191,False,True,True,191,0,13,2,,,2020-08-06 03:59:55,2020
166,active,True,2020-08-06 03:22:07+00:00,0,0,192,False,True,True,192,0,12,7,,,2020-08-06 03:59:55,2020
167,active,True,2020-08-06 02:53:15+00:00,0,1,193,True,True,True,193,0,13,1,,,2020-08-06 03:59:55,2020
168,active,True,2020-08-06 02:54:22+00:00,0,0,194,False,True,True,194,0,13,6,,,2020-08-06 03:59:55,2020
169,active,True,2020-08-06 02:54:18+00:00,0,1,195,False,True,True,195,0,9,13,,,2020-08-06 03:59:55,2020
170,active,True,2020-08-06 01:15:01+00:00,0,0,196,True,True,True,196,0,8,2,,,2020-08-06 03:59:55,2020
171,active,True,2020-08-06 03:33:44+00:00,0,0,197,False,True,True,197,0,14,1,,,2020-08-06 03:59:55,2020
172,active,True,2020-08-05 22:16:32+00:00,0,0,199,False,True,True,199,0,10,5,,,2020-08-06 03:59:55,2020
173,active,True,2020-08-06 03:02:12+00:00,0,0,200,False,True,True,200,0,4,15,,,2020-08-06 03:59:55,2020
174,active,True,2020-08-05 16:42:59+00:00,0,0,201,False,True,True,201,0,10,5,,,2020-08-06 03:59:55,2020
175,active,True,2020-08-06 01:49:29+00:00,0,0,202,False,True,True,202,0,7,8,,,2020-08-06 03:59:55,2020
176,active,True,2020-08-05 23:08:39+00:00,0,0,203,False,True,True,203,0,10,5,,,2020-08-06 03:59:55,2020
177,active,True,2020-08-06 02:39:41+00:00,0,1,204,False,True,True,204,0,6,8,,,2020-08-06 03:59:55,2020
178,active,True,2020-08-06 01:22:06+00:00,0,0,205,False,True,True,205,0,7,8,,,2020-08-06 03:59:55,2020
179,active,True,2020-08-06 01:50:08+00:00,0,0,206,False,True,True,206,0,23,0,,,2020-08-06 03:59:55,2020
180,active,True,2020-08-06 01:06:43+00:00,0,0,208,True,True,True,208,0,4,11,,,2020-08-06 03:59:55,2020
181,active,True,2020-08-05 21:16:59+00:00,0,0,209,False,True,True,209,0,10,5,,,2020-08-06 03:59:55,2020
182,active,True,2020-08-06 00:24:36+00:00,0,0,210,False,True,True,210,0,14,1,,,2020-08-06 03:59:55,2020
183,active,True,2020-08-06 02:44:04+00:00,0,0,211,False,True,True,211,0,7,12,,,2020-08-06 03:59:55,2020
184,active,True,2020-08-06 03:07:33+00:00,0,0,212,False,True,True,212,0,14,19,,,2020-08-06 03:59:55,2020
185,active,True,2020-08-06 01:36:20+00:00,0,0,213,True,True,True,213,0,8,8,,,2020-08-06 03:59:55,2020
186,active,True,2020-08-06 02:54:24+00:00,0,0,214,False,True,True,214,0,0,15,,,2020-08-06 03:59:55,2020
187,active,True,2020-08-06 02:55:29+00:00,0,1,215,False,True,True,215,0,5,9,,,2020-08-06 03:59:55,2020
188,active,True,2020-08-06 02:16:25+00:00,0,0,216,False,True,True,216,0,4,15,,,2020-08-06 03:59:55,2020
189,active,True,2020-08-06 00:55:36+00:00,0,0,217,False,True,True,217,0,0,19,,,2020-08-06 03:59:55,2020
190,active,True,2020-08-06 03:05:11+00:00,0,1,218,False,True,True,218,0,9,5,,,2020-08-06 03:59:55,2020
191,active,True,2020-08-06 01:34:26+00:00,0,0,219,False,True,True,219,0,2,13,,,2020-08-06 03:59:55,2020
192,active,True,2020-08-06 03:06:25+00:00,0,4,221,False,True,True,221,0,2,13,,,2020-08-06 03:59:55,2020
193,active,True,2020-08-06 03:28:25+00:00,0,0,222,True,True,True,222,0,7,7,,,2020-08-06 03:59:55,2020
194,active,True,2020-08-06 01:15:23+00:00,0,2,224,False,True,True,224,0,11,4,,,2020-08-06 03:59:55,2020
195,active,True,2020-08-06 03:04:41+00:00,0,0,225,False,True,True,225,0,13,6,,,2020-08-06 03:59:55,2020
196,active,True,2020-08-06 03:29:24+00:00,0,1,226,False,True,True,226,0,1,13,,,2020-08-06 03:59:55,2020
197,active,True,2020-08-06 02:38:55+00:00,0,0,227,False,True,True,227,0,17,2,,,2020-08-06 03:59:55,2020
198,active,True,2020-08-06 02:41:38+00:00,0,1,228,False,True,True,228,0,15,3,,,2020-08-06 03:59:55,2020
199,active,True,2020-08-06 03:16:57+00:00,0,0,232,False,True,True,232,0,8,3,,,2020-08-06 03:59:55,2020
200,active,True,2020-08-06 03:10:15+00:00,0,0,233,False,True,True,233,0,5,10,,,2020-08-06 03:59:55,2020
201,active,True,2020-08-06 02:00:21+00:00,0,0,234,False,True,True,234,0,13,2,,,2020-08-06 03:59:55,2020
202,active,True,2020-08-06 00:31:59+00:00,0,1,235,False,True,True,235,0,10,4,,,2020-08-06 03:59:55,2020
203,active,True,2020-08-06 02:14:18+00:00,0,0,236,False,True,True,236,0,6,9,,,2020-08-06 03:59:55,2020
204,active,True,2020-08-06 03:16:25+00:00,0,0,239,False,True,True,239,0,1,14,,,2020-08-06 03:59:55,2020
205,active,True,2020-08-05 21:50:23+00:00,0,0,255,False,True,True,255,0,3,12,,,2020-08-06 03:59:55,2020
206,active,True,2020-08-05 22:06:52+00:00,0,0,258,False,True,True,258,0,7,8,,,2020-08-06 03:59:55,2020
207,active,True,2020-08-04 09:01:37+00:00,0,0,259,False,True,True,259,0,15,0,,,2020-08-06 03:59:55,2020
208,active,True,2020-08-06 03:59:17+00:00,0,0,260,False,True,True,260,0,8,7,,,2020-08-06 03:59:55,2020
209,active,True,2020-08-05 22:06:06+00:00,0,0,271,False,True,True,271,0,7,8,,,2020-08-06 03:59:55,2020
210,active,True,2020-08-05 19:11:19+00:00,0,0,272,False,True,True,272,0,13,6,,,2020-08-06 03:59:55,2020
211,active,True,2020-08-06 03:39:39+00:00,0,1,273,False,True,True,273,0,18,21,,,2020-08-06 03:59:55,2020
212,active,True,2020-08-06 03:59:16+00:00,0,0,279,False,True,True,279,0,11,8,,,2020-08-06 03:59:55,2020
213,active,True,2020-08-06 03:47:24+00:00,0,0,280,False,True,True,280,0,13,6,,,2020-08-06 03:59:55,2020
214,active,True,2020-08-06 02:25:26+00:00,0,1,282,False,True,True,282,0,0,14,,,2020-08-06 03:59:55,2020
215,active,True,2020-08-06 03:53:54+00:00,0,0,296,False,True,True,296,0,7,16,,,2020-08-06 03:59:55,2020
216,active,True,2020-08-06 03:48:18+00:00,0,0,318,False,True,True,318,0,18,1,,,2020-08-06 03:59:55,2020
217,active,True,2020-08-06 02:50:50+00:00,0,0,319,False,True,True,319,0,8,17,,,2020-08-06 03:59:55,2020
218,active,True,2020-08-06 02:37:38+00:00,0,0,327,False,True,True,327,0,9,6,,,2020-08-06 03:59:55,2020
219,active,True,2020-08-06 03:07:31+00:00,0,0,328,False,True,True,328,0,9,6,,,2020-08-06 03:59:55,2020
220,active,True,2020-08-06 02:27:05+00:00,0,1,329,False,True,True,329,0,8,6,,,2020-08-06 03:59:55,2020
