,num_bikes_available,is_installed,legacy_id,station_status,eightd_has_available_keys,num_docks_available,num_ebikes_available,is_renting,is_returning,last_reported,station_id,num_docks_disabled,num_bikes_disabled,timestamp_of_data_read_request,year_station_last_reported
110,7,True,121,active,False,10,0,True,True,2020-08-05 00:16:14+00:00,121,0,0,2020-08-05 00:31:25,2020
111,2,True,122,active,False,13,0,True,True,2020-08-04 23:09:57+00:00,122,0,0,2020-08-05 00:31:25,2020
112,1,True,124,active,False,14,0,True,True,2020-08-04 21:00:19+00:00,124,0,0,2020-08-05 00:31:25,2020
113,3,True,125,active,False,12,0,True,True,2020-08-04 23:58:09+00:00,125,0,0,2020-08-05 00:31:25,2020
114,0,True,126,active,False,14,0,True,True,2020-08-04 23:56:27+00:00,126,0,1,2020-08-05 00:31:25,2020
115,15,True,128,active,False,4,0,True,True,2020-08-04 23:42:52+00:00,128,0,0,2020-08-05 00:31:25,2020
116,17,True,129,active,False,2,0,True,True,2020-08-04 22:37:04+00:00,129,0,0,2020-08-05 00:31:25,2020
117,11,True,130,active,False,4,0,True,True,2020-08-04 23:40:45+00:00,130,0,0,2020-08-05 00:31:25,2020
118,13,True,131,active,False,5,0,True,True,2020-08-05 00:17:50+00:00,131,0,0,2020-08-05 00:31:25,2020
119,12,True,133,active,False,10,0,True,True,2020-08-05 00:03:20+00:00,133,0,1,2020-08-05 00:31:25,2020
120,11,True,135,active,False,6,0,True,True,2020-08-05 00:23:42+00:00,135,0,0,2020-08-05 00:31:25,2020
121,9,True,136,active,False,9,0,True,True,2020-08-04 22:57:27+00:00,136,0,1,2020-08-05 00:31:25,2020
122,8,True,137,active,False,7,0,True,True,2020-08-04 23:34:52+00:00,137,0,0,2020-08-05 00:31:25,2020
123,10,True,138,active,False,4,0,True,True,2020-08-05 00:31:19+00:00,138,0,1,2020-08-05 00:31:25,2020
124,9,True,139,active,False,10,0,True,True,2020-08-05 00:25:34+00:00,139,0,0,2020-08-05 00:31:25,2020
125,15,True,140,active,False,2,0,True,True,2020-08-04 23:37:28+00:00,140,0,0,2020-08-05 00:31:25,2020
126,3,True,141,active,False,11,0,True,True,2020-08-05 00:16:35+00:00,141,0,1,2020-08-05 00:31:25,2020
127,10,True,142,active,False,11,0,True,True,2020-08-04 23:38:23+00:00,142,0,2,2020-08-05 00:31:25,2020
128,11,True,143,active,False,12,0,True,True,2020-08-05 00:21:14+00:00,143,0,0,2020-08-05 00:31:25,2020
129,1,True,144,active,False,18,0,True,True,2020-08-04 20:39:57+00:00,144,0,0,2020-08-05 00:31:25,2020
130,18,True,145,active,False,1,0,True,True,2020-08-05 00:24:24+00:00,145,0,0,2020-08-05 00:31:25,2020
131,8,True,146,active,False,9,0,True,True,2020-08-04 23:53:22+00:00,146,0,2,2020-08-05 00:31:25,2020
132,5,True,149,active,True,13,0,True,True,2020-08-05 00:25:54+00:00,149,0,0,2020-08-05 00:31:25,2020
133,2,True,150,active,False,17,0,True,True,2020-08-05 00:18:14+00:00,150,0,0,2020-08-05 00:31:25,2020
134,4,True,151,active,False,15,0,True,True,2020-08-04 23:46:11+00:00,151,0,0,2020-08-05 00:31:25,2020
135,11,True,152,active,True,4,0,True,True,2020-08-05 00:21:43+00:00,152,0,0,2020-08-05 00:31:25,2020
136,5,True,156,active,False,10,0,True,True,2020-08-05 00:04:32+00:00,156,0,0,2020-08-05 00:31:25,2020
137,8,True,157,active,False,5,0,True,True,2020-08-05 00:23:08+00:00,157,0,2,2020-08-05 00:31:25,2020
138,6,True,159,active,False,8,0,True,True,2020-08-05 00:25:44+00:00,159,0,1,2020-08-05 00:31:25,2020
139,1,True,160,active,True,13,0,True,True,2020-08-05 00:22:22+00:00,160,0,0,2020-08-05 00:31:25,2020
140,12,True,161,active,True,11,0,True,True,2020-08-05 00:30:36+00:00,161,0,0,2020-08-05 00:31:25,2020
141,3,True,162,active,False,11,0,True,True,2020-08-04 23:32:51+00:00,162,0,1,2020-08-05 00:31:25,2020
142,5,True,163,active,True,14,0,True,True,2020-08-04 20:19:09+00:00,163,0,0,2020-08-05 00:31:25,2020
143,15,True,167,active,False,0,0,True,True,2020-08-05 00:18:59+00:00,167,0,0,2020-08-05 00:31:25,2020
144,16,True,169,active,False,3,0,True,True,2020-08-04 21:44:42+00:00,169,0,0,2020-08-05 00:31:25,2020
145,2,True,170,active,True,12,0,True,True,2020-08-05 00:19:45+00:00,170,0,0,2020-08-05 00:31:25,2020
146,6,True,171,active,True,17,0,True,True,2020-08-04 22:20:17+00:00,171,0,0,2020-08-05 00:31:25,2020
147,12,True,173,active,True,2,0,True,True,2020-08-05 00:31:01+00:00,173,0,0,2020-08-05 00:31:25,2020
148,7,True,174,active,False,8,0,True,True,2020-08-04 23:31:10+00:00,174,0,0,2020-08-05 00:31:25,2020
149,5,True,175,active,True,12,0,True,True,2020-08-05 00:28:20+00:00,175,0,0,2020-08-05 00:31:25,2020
150,6,True,176,active,False,9,0,True,True,2020-08-05 00:17:59+00:00,176,0,0,2020-08-05 00:31:25,2020
151,6,True,177,active,False,13,0,True,True,2020-08-04 23:58:00+00:00,177,0,0,2020-08-05 00:31:25,2020
152,8,True,178,active,False,11,0,True,True,2020-08-05 00:30:25+00:00,178,0,0,2020-08-05 00:31:25,2020
153,5,True,179,active,False,20,0,True,True,2020-08-05 00:12:02+00:00,179,0,0,2020-08-05 00:31:25,2020
154,12,True,180,active,False,6,0,True,True,2020-08-04 23:16:09+00:00,180,0,1,2020-08-05 00:31:25,2020
155,18,True,181,active,False,0,0,True,True,2020-08-05 00:04:59+00:00,181,0,1,2020-08-05 00:31:25,2020
156,4,True,182,active,True,13,0,True,True,2020-08-04 23:17:26+00:00,182,0,2,2020-08-05 00:31:25,2020
157,11,True,183,active,False,8,0,True,True,2020-08-04 20:11:48+00:00,183,0,0,2020-08-05 00:31:25,2020
158,7,True,184,active,False,11,0,True,True,2020-08-05 00:16:54+00:00,184,0,1,2020-08-05 00:31:25,2020
159,7,True,185,active,False,7,0,True,True,2020-08-05 00:18:51+00:00,185,0,1,2020-08-05 00:31:25,2020
160,9,True,186,active,True,6,0,True,True,2020-08-05 00:22:54+00:00,186,0,0,2020-08-05 00:31:25,2020
161,14,True,187,active,False,1,0,True,True,2020-08-04 15:40:14+00:00,187,0,0,2020-08-05 00:31:25,2020
162,2,True,188,active,False,13,0,True,True,2020-08-04 18:46:44+00:00,188,0,0,2020-08-05 00:31:25,2020
163,5,True,189,active,False,17,0,True,True,2020-08-04 23:58:32+00:00,189,0,1,2020-08-05 00:31:25,2020
164,13,True,190,active,True,23,0,True,True,2020-08-05 00:22:45+00:00,190,0,1,2020-08-05 00:31:25,2020
165,2,True,191,active,False,13,0,True,True,2020-08-04 21:18:37+00:00,191,0,0,2020-08-05 00:31:25,2020
166,5,True,192,active,False,14,0,True,True,2020-08-05 00:13:01+00:00,192,0,0,2020-08-05 00:31:25,2020
167,10,True,193,active,True,4,0,True,True,2020-08-04 20:58:20+00:00,193,0,1,2020-08-05 00:31:25,2020
168,6,True,194,active,False,13,0,True,True,2020-08-04 22:42:14+00:00,194,0,0,2020-08-05 00:31:25,2020
169,14,True,195,active,False,9,0,True,True,2020-08-05 00:19:23+00:00,195,0,0,2020-08-05 00:31:25,2020
170,2,True,196,active,True,8,0,True,True,2020-08-05 00:22:46+00:00,196,0,0,2020-08-05 00:31:25,2020
171,1,True,197,active,False,14,0,True,True,2020-08-05 00:04:23+00:00,197,0,0,2020-08-05 00:31:25,2020
172,14,True,199,active,False,1,0,True,True,2020-08-04 22:49:17+00:00,199,0,0,2020-08-05 00:31:25,2020
173,16,True,200,active,False,2,0,True,True,2020-08-05 00:25:20+00:00,200,0,1,2020-08-05 00:31:25,2020
174,0,True,201,active,False,15,0,True,True,2020-08-04 12:17:44+00:00,201,0,0,2020-08-05 00:31:25,2020
175,0,True,202,active,False,14,0,True,True,2020-08-04 18:10:32+00:00,202,0,1,2020-08-05 00:31:25,2020
176,6,True,203,active,False,9,0,True,True,2020-08-04 08:21:44+00:00,203,0,0,2020-08-05 00:31:25,2020
177,2,True,204,active,False,12,0,True,True,2020-08-04 22:48:50+00:00,204,0,1,2020-08-05 00:31:25,2020
178,8,True,205,active,False,7,0,True,True,2020-08-04 19:24:51+00:00,205,0,0,2020-08-05 00:31:25,2020
179,9,True,206,active,False,14,0,True,True,2020-08-05 00:20:48+00:00,206,0,0,2020-08-05 00:31:25,2020
180,10,True,208,active,True,5,0,True,True,2020-08-04 23:13:42+00:00,208,0,0,2020-08-05 00:31:25,2020
181,8,True,209,active,False,7,0,True,True,2020-08-04 23:49:19+00:00,209,0,0,2020-08-05 00:31:25,2020
182,1,True,210,active,False,13,0,True,True,2020-08-04 18:57:17+00:00,210,0,1,2020-08-05 00:31:25,2020
183,18,True,211,active,False,1,0,True,True,2020-08-05 00:29:59+00:00,211,0,0,2020-08-05 00:31:25,2020
184,21,True,212,active,False,12,0,True,True,2020-08-05 00:22:13+00:00,212,0,0,2020-08-05 00:31:25,2020
185,5,True,213,active,True,11,0,True,True,2020-08-05 00:10:02+00:00,213,0,0,2020-08-05 00:31:25,2020
186,6,True,214,active,False,9,0,True,True,2020-08-04 23:30:07+00:00,214,0,0,2020-08-05 00:31:25,2020
187,15,True,215,active,False,0,0,True,True,2020-08-04 19:07:32+00:00,215,0,0,2020-08-05 00:31:25,2020
188,12,True,216,active,False,7,0,True,True,2020-08-04 18:10:19+00:00,216,0,0,2020-08-05 00:31:25,2020
189,17,True,217,active,False,1,0,True,True,2020-08-05 00:16:43+00:00,217,0,1,2020-08-05 00:31:25,2020
190,7,True,218,active,False,7,0,True,True,2020-08-05 00:23:58+00:00,218,0,1,2020-08-05 00:31:25,2020
191,10,True,219,active,False,5,0,True,True,2020-08-05 00:12:56+00:00,219,0,0,2020-08-05 00:31:25,2020
192,7,True,221,active,False,12,0,True,True,2020-08-05 00:05:30+00:00,221,0,0,2020-08-05 00:31:25,2020
193,9,True,222,active,True,5,0,True,True,2020-08-04 23:12:55+00:00,222,0,0,2020-08-05 00:31:25,2020
194,6,True,224,active,False,11,0,True,True,2020-08-04 20:31:14+00:00,224,0,0,2020-08-05 00:31:25,2020
195,3,True,225,active,False,16,0,True,True,2020-08-05 00:14:43+00:00,225,0,0,2020-08-05 00:31:25,2020
196,11,True,226,active,False,4,0,True,True,2020-08-05 00:31:15+00:00,226,0,0,2020-08-05 00:31:25,2020
197,5,True,227,active,False,14,0,True,True,2020-08-05 00:23:43+00:00,227,0,0,2020-08-05 00:31:25,2020
198,12,True,228,active,False,7,0,True,True,2020-08-05 00:23:22+00:00,228,0,0,2020-08-05 00:31:25,2020
199,2,True,232,active,False,9,0,True,True,2020-08-04 18:35:54+00:00,232,0,0,2020-08-05 00:31:25,2020
200,5,True,233,active,False,10,0,True,True,2020-08-05 00:11:23+00:00,233,0,0,2020-08-05 00:31:25,2020
201,4,True,234,active,False,11,0,True,True,2020-08-04 23:50:55+00:00,234,0,0,2020-08-05 00:31:25,2020
202,4,True,235,active,False,10,0,True,True,2020-08-04 21:47:50+00:00,235,0,1,2020-08-05 00:31:25,2020
203,10,True,236,active,False,5,0,True,True,2020-08-05 00:14:33+00:00,236,0,0,2020-08-05 00:31:25,2020
204,12,True,239,active,False,3,0,True,True,2020-08-05 00:10:33+00:00,239,0,0,2020-08-05 00:31:25,2020
205,12,True,255,active,False,3,0,True,True,2020-08-04 22:15:33+00:00,255,0,0,2020-08-05 00:31:25,2020
206,15,True,258,active,False,0,0,True,True,2020-08-04 19:25:29+00:00,258,0,0,2020-08-05 00:31:25,2020
207,0,True,259,active,False,15,0,True,True,2020-08-04 09:01:37+00:00,259,0,0,2020-08-05 00:31:25,2020
208,2,True,260,active,False,13,0,True,True,2020-08-04 20:42:30+00:00,260,0,0,2020-08-05 00:31:25,2020
209,6,True,271,active,False,9,0,True,True,2020-08-04 20:37:38+00:00,271,0,0,2020-08-05 00:31:25,2020
210,5,True,272,active,False,14,0,True,True,2020-08-04 20:21:43+00:00,272,0,0,2020-08-05 00:31:25,2020
211,24,True,273,active,False,15,0,True,True,2020-08-04 23:58:28+00:00,273,0,1,2020-08-05 00:31:25,2020
212,5,True,279,active,False,14,0,True,True,2020-08-04 23:25:53+00:00,279,0,0,2020-08-05 00:31:25,2020
213,10,True,280,active,False,9,0,True,True,2020-08-04 22:44:06+00:00,280,0,0,2020-08-05 00:31:25,2020
214,15,True,282,active,False,0,0,True,True,2020-08-04 23:46:50+00:00,282,0,0,2020-08-05 00:31:25,2020
215,7,True,296,active,False,15,0,True,True,2020-08-05 00:21:19+00:00,296,0,1,2020-08-05 00:31:25,2020
216,7,True,318,active,False,12,0,True,True,2020-08-05 00:28:35+00:00,318,0,0,2020-08-05 00:31:25,2020
217,14,True,319,active,False,11,0,True,True,2020-08-05 00:07:53+00:00,319,0,0,2020-08-05 00:31:25,2020
218,8,True,327,active,False,7,0,True,True,2020-08-04 21:18:00+00:00,327,0,0,2020-08-05 00:31:25,2020
219,11,True,328,active,False,4,0,True,True,2020-08-05 00:27:19+00:00,328,0,0,2020-08-05 00:31:25,2020
220,8,True,329,active,False,7,0,True,True,2020-08-05 00:06:40+00:00,329,0,0,2020-08-05 00:31:25,2020
221,2,True,330,active,False,13,0,True,True,2020-08-04 23:52:11+00:00,330,0,0,2020-08-05 00:31:25,2020
222,1,True,331,active,False,14,0,True,True,2020-08-05 00:09:02+00:00,331,0,0,2020-08-05 00:31:25,2020
223,2,True,332,active,False,13,0,True,True,2020-08-04 23:59:13+00:00,332,0,0,2020-08-05 00:31:25,2020
224,23,True,333,active,False,2,0,True,True,2020-08-05 00:00:16+00:00,333,0,0,2020-08-05 00:31:25,2020
225,10,True,334,active,False,9,0,True,True,2020-08-05 00:23:58+00:00,334,0,0,2020-08-05 00:31:25,2020
226,2,True,335,active,False,17,0,True,True,2020-08-05 00:13:59+00:00,335,0,0,2020-08-05 00:31:25,2020
227,12,True,336,active,False,3,0,True,True,2020-08-04 23:47:53+00:00,336,0,0,2020-08-05 00:31:25,2020
228,14,True,337,active,False,1,0,True,True,2020-08-04 23:35:51+00:00,337,0,0,2020-08-05 00:31:25,2020
