,num_ebikes_available,station_id,station_status,legacy_id,num_docks_disabled,num_bikes_disabled,is_renting,is_returning,last_reported,is_installed,eightd_has_available_keys,num_bikes_available,num_docks_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
226,0,335,active,335,0,0,True,True,2020-07-30 17:53:46+00:00,True,False,12,7,,,2020-07-30 17:56:20,2020
227,0,336,active,336,0,0,True,True,2020-07-30 15:39:42+00:00,True,False,12,3,,,2020-07-30 17:56:20,2020
228,0,337,active,337,0,1,True,True,2020-07-30 14:34:22+00:00,True,False,14,0,,,2020-07-30 17:56:20,2020
229,0,338,active,338,0,0,True,True,2020-07-30 17:46:27+00:00,True,False,1,14,,,2020-07-30 17:56:20,2020
230,0,339,active,339,0,0,True,True,2020-07-30 16:50:44+00:00,True,False,12,3,,,2020-07-30 17:56:20,2020
231,0,340,active,340,0,1,True,True,2020-07-30 15:05:44+00:00,True,False,13,5,,,2020-07-30 17:56:20,2020
232,0,341,active,341,0,0,True,True,2020-07-30 12:03:50+00:00,True,True,9,6,,,2020-07-30 17:56:20,2020
233,0,342,active,342,0,1,True,True,2020-07-30 17:54:25+00:00,True,False,2,12,,,2020-07-30 17:56:20,2020
234,0,343,active,343,0,1,True,True,2020-07-29 22:58:46+00:00,True,False,4,10,,,2020-07-30 17:56:20,2020
235,0,344,active,344,0,0,True,True,2020-07-30 17:05:19+00:00,True,False,0,19,,,2020-07-30 17:56:20,2020
236,0,345,active,345,0,0,True,True,2020-07-30 16:58:12+00:00,True,False,1,18,,,2020-07-30 17:56:20,2020
237,0,346,active,346,0,0,True,True,2020-07-30 17:37:55+00:00,True,False,0,15,,,2020-07-30 17:56:20,2020
238,0,347,active,347,0,0,True,True,2020-07-30 17:21:07+00:00,True,False,5,10,,,2020-07-30 17:56:20,2020
239,0,348,active,348,0,2,True,True,2020-07-30 17:34:40+00:00,True,False,9,4,,,2020-07-30 17:56:20,2020
240,0,349,active,349,0,0,True,True,2020-07-30 16:05:49+00:00,True,True,10,7,,,2020-07-30 17:56:20,2020
241,0,350,active,350,0,0,True,True,2020-07-30 12:54:11+00:00,True,False,1,16,,,2020-07-30 17:56:20,2020
242,0,351,active,351,0,0,True,True,2020-07-30 17:48:19+00:00,True,False,10,5,,,2020-07-30 17:56:20,2020
243,0,352,active,352,0,0,True,True,2020-07-30 17:43:35+00:00,True,False,5,10,,,2020-07-30 17:56:20,2020
244,0,353,active,353,0,0,True,True,2020-07-29 23:34:02+00:00,True,True,12,3,,,2020-07-30 17:56:20,2020
245,0,354,active,354,0,0,True,True,2020-07-30 17:27:10+00:00,True,False,0,15,,,2020-07-30 17:56:20,2020
246,0,355,active,355,0,0,True,True,2020-07-30 12:36:50+00:00,True,False,11,6,,,2020-07-30 17:56:20,2020
247,0,356,active,356,0,0,True,True,2020-07-30 17:13:38+00:00,True,False,16,7,,,2020-07-30 17:56:20,2020
248,0,357,active,357,0,0,True,True,2020-07-30 17:27:30+00:00,True,False,13,2,,,2020-07-30 17:56:20,2020
249,0,358,active,358,0,0,True,True,2020-07-30 16:57:28+00:00,True,False,6,13,,,2020-07-30 17:56:20,2020
250,0,359,active,359,0,0,True,True,2020-07-30 17:36:26+00:00,True,False,2,13,,,2020-07-30 17:56:20,2020
251,0,360,active,360,0,0,True,True,2020-07-30 16:30:55+00:00,True,False,2,13,,,2020-07-30 17:56:20,2020
252,0,361,active,361,0,0,True,True,2020-07-30 17:54:48+00:00,True,False,3,16,,,2020-07-30 17:56:20,2020
253,0,362,active,362,0,0,True,True,2020-07-30 16:30:11+00:00,True,False,1,18,,,2020-07-30 17:56:20,2020
254,0,363,active,363,0,0,True,True,2020-07-30 17:48:32+00:00,True,False,10,9,,,2020-07-30 17:56:20,2020
255,0,364,active,364,0,2,True,True,2020-07-30 17:53:01+00:00,True,False,6,11,,,2020-07-30 17:56:20,2020
256,0,365,active,365,0,0,True,True,2020-07-30 17:21:45+00:00,True,False,2,17,,,2020-07-30 17:56:20,2020
257,0,366,active,366,0,0,True,True,2020-07-30 17:32:55+00:00,True,False,11,4,,,2020-07-30 17:56:20,2020
258,0,367,active,367,0,0,True,True,2020-07-30 16:48:42+00:00,True,False,17,2,,,2020-07-30 17:56:20,2020
259,0,368,active,368,0,0,True,True,2020-07-30 17:07:43+00:00,True,False,1,14,,,2020-07-30 17:56:20,2020
260,0,369,active,369,0,0,True,True,2020-07-30 17:12:46+00:00,True,False,9,6,,,2020-07-30 17:56:20,2020
261,0,370,active,370,0,0,True,True,2020-07-30 17:55:19+00:00,True,False,4,15,,,2020-07-30 17:56:20,2020
262,0,371,active,371,0,0,True,True,2020-07-30 11:55:47+00:00,True,False,8,11,,,2020-07-30 17:56:20,2020
263,0,372,active,372,0,0,True,True,2020-07-30 17:54:52+00:00,True,False,13,6,,,2020-07-30 17:56:20,2020
264,0,373,active,373,0,0,True,True,2020-07-30 08:13:12+00:00,True,False,9,6,,,2020-07-30 17:56:20,2020
265,0,374,active,374,0,0,True,True,2020-07-30 17:34:22+00:00,True,False,8,11,,,2020-07-30 17:56:20,2020
266,0,376,active,376,0,0,True,True,2020-07-30 17:32:29+00:00,True,False,12,3,,,2020-07-30 17:56:20,2020
267,0,377,active,377,0,0,True,True,2020-07-30 14:56:57+00:00,True,False,14,5,,,2020-07-30 17:56:20,2020
268,0,378,active,378,0,1,True,True,2020-07-30 16:57:47+00:00,True,False,2,16,,,2020-07-30 17:56:20,2020
269,0,379,active,379,0,0,True,True,2020-07-30 17:32:53+00:00,True,False,2,13,,,2020-07-30 17:56:20,2020
270,0,380,active,380,0,1,True,True,2020-07-30 17:54:37+00:00,True,False,14,3,,,2020-07-30 17:56:20,2020
271,0,381,active,381,0,0,True,True,2020-07-30 17:56:03+00:00,True,False,9,10,,,2020-07-30 17:56:20,2020
272,0,384,active,384,0,0,True,True,2020-07-30 17:53:24+00:00,True,True,13,6,,,2020-07-30 17:56:20,2020
273,0,385,active,385,1,0,True,True,2020-07-30 17:29:21+00:00,True,False,10,4,,,2020-07-30 17:56:20,2020
274,0,386,active,386,0,0,True,True,2020-07-30 17:07:45+00:00,True,False,9,10,,,2020-07-30 17:56:20,2020
275,0,387,active,387,0,0,True,True,2020-07-30 17:53:02+00:00,True,False,10,5,,,2020-07-30 17:56:20,2020
276,0,388,active,388,0,0,True,True,2020-07-29 08:59:07+00:00,True,False,3,8,,,2020-07-30 17:56:20,2020
277,0,389,active,389,0,0,True,True,2020-07-30 16:33:56+00:00,True,False,12,2,,,2020-07-30 17:56:20,2020
278,0,390,active,390,0,0,True,True,2020-07-30 08:55:07+00:00,True,False,13,2,,,2020-07-30 17:56:20,2020
279,0,391,active,391,0,0,True,True,2020-07-30 08:01:34+00:00,True,False,12,3,,,2020-07-30 17:56:20,2020
280,0,392,active,392,0,0,True,True,2020-07-30 16:45:54+00:00,True,False,5,10,,,2020-07-30 17:56:20,2020
281,0,393,active,393,0,0,True,True,2020-07-30 08:56:58+00:00,True,False,6,9,,,2020-07-30 17:56:20,2020
282,0,394,active,394,0,0,True,True,2020-07-30 16:32:03+00:00,True,False,0,14,,,2020-07-30 17:56:20,2020
283,0,395,active,395,0,0,True,True,2020-07-30 17:29:54+00:00,True,False,5,10,,,2020-07-30 17:56:20,2020
284,0,396,active,396,0,0,True,True,2020-07-30 08:55:01+00:00,True,False,10,5,,,2020-07-30 17:56:20,2020
285,0,397,active,397,0,0,True,True,2020-07-30 10:30:46+00:00,True,False,11,4,,,2020-07-30 17:56:20,2020
286,0,398,active,398,0,0,True,True,2020-07-30 17:49:11+00:00,True,False,2,17,,,2020-07-30 17:56:20,2020
287,0,399,active,399,0,0,True,True,2020-07-30 17:23:03+00:00,True,False,1,14,,,2020-07-30 17:56:20,2020
288,0,400,active,400,0,0,True,True,2020-07-30 16:40:46+00:00,True,False,12,15,,,2020-07-30 17:56:20,2020
289,0,401,active,401,0,0,True,True,2020-07-30 17:10:12+00:00,True,False,12,3,,,2020-07-30 17:56:20,2020
290,0,402,active,402,0,0,True,True,2020-07-30 17:09:53+00:00,True,False,2,13,,,2020-07-30 17:56:20,2020
291,0,403,active,403,0,0,True,True,2020-07-30 17:05:43+00:00,True,False,3,12,,,2020-07-30 17:56:20,2020
292,0,404,active,404,0,0,True,True,2020-07-30 17:50:59+00:00,True,False,11,5,,,2020-07-30 17:56:20,2020
293,0,405,active,405,0,1,True,True,2020-07-30 08:56:05+00:00,True,False,14,4,,,2020-07-30 17:56:20,2020
294,0,406,active,406,0,2,True,True,2020-07-30 15:28:46+00:00,True,False,2,11,,,2020-07-30 17:56:20,2020
295,0,407,active,407,0,0,True,True,2020-07-30 17:32:18+00:00,True,False,0,19,,,2020-07-30 17:56:20,2020
296,0,408,active,408,0,0,True,True,2020-07-30 16:01:25+00:00,True,False,11,4,,,2020-07-30 17:56:20,2020
297,0,409,active,409,0,0,True,True,2020-07-30 17:04:19+00:00,True,False,4,15,,,2020-07-30 17:56:20,2020
298,0,410,active,410,0,0,True,True,2020-07-30 14:15:18+00:00,True,False,14,5,,,2020-07-30 17:56:20,2020
299,0,411,active,411,0,0,True,True,2020-07-30 08:36:48+00:00,True,False,12,3,,,2020-07-30 17:56:20,2020
300,0,412,active,412,0,0,True,True,2020-07-30 17:49:24+00:00,True,False,2,17,,,2020-07-30 17:56:20,2020
301,0,413,active,413,0,0,True,True,2020-07-30 17:54:10+00:00,True,False,14,5,,,2020-07-30 17:56:20,2020
302,0,414,active,414,0,0,True,True,2020-07-30 13:21:51+00:00,True,False,4,19,,,2020-07-30 17:56:20,2020
303,0,415,active,415,0,1,True,True,2020-07-30 17:43:10+00:00,True,False,5,13,,,2020-07-30 17:56:20,2020
304,0,416,active,416,0,0,True,True,2020-07-30 17:56:06+00:00,True,False,7,8,,,2020-07-30 17:56:20,2020
305,0,417,active,417,0,0,True,True,2020-07-30 17:49:54+00:00,True,False,4,15,,,2020-07-30 17:56:20,2020
306,0,419,active,419,0,1,True,True,2020-07-30 17:54:10+00:00,True,False,9,5,,,2020-07-30 17:56:20,2020
307,0,420,out_of_service,420,0,0,False,False,1970-01-02 00:00:00+00:00,False,False,0,0,,,2020-07-30 17:56:20,1970
308,0,421,active,421,0,1,True,True,2020-07-30 12:27:49+00:00,True,False,9,9,,,2020-07-30 17:56:20,2020
309,0,422,active,422,0,0,True,True,2020-07-30 01:12:02+00:00,True,False,15,0,,,2020-07-30 17:56:20,2020
310,0,423,active,423,0,0,True,True,2020-07-30 12:20:56+00:00,True,False,10,9,,,2020-07-30 17:56:20,2020
311,0,424,active,424,0,0,True,True,2020-07-30 17:43:36+00:00,True,False,2,17,,,2020-07-30 17:56:20,2020
312,0,425,active,425,0,0,True,True,2020-07-30 14:09:03+00:00,True,False,1,15,,,2020-07-30 17:56:20,2020
313,0,426,active,426,0,1,True,True,2020-07-30 17:42:23+00:00,True,False,16,10,,,2020-07-30 17:56:20,2020
314,0,427,active,427,0,0,True,True,2020-07-30 16:15:28+00:00,True,False,9,10,,,2020-07-30 17:56:20,2020
315,0,428,active,428,0,0,True,True,2020-07-30 17:55:26+00:00,True,False,16,3,,,2020-07-30 17:56:20,2020
316,0,430,active,430,0,0,True,True,2020-07-30 17:07:43+00:00,True,False,15,4,,,2020-07-30 17:56:20,2020
317,0,431,active,431,0,1,True,True,2020-07-30 00:37:18+00:00,True,False,1,13,,,2020-07-30 17:56:20,2020
318,0,432,active,432,0,0,True,True,2020-07-30 08:56:06+00:00,True,False,6,13,,,2020-07-30 17:56:20,2020
319,0,433,active,433,0,0,True,True,2020-07-30 07:26:40+00:00,True,False,0,19,,,2020-07-30 17:56:20,2020
320,0,434,active,434,0,1,True,True,2020-07-29 21:07:27+00:00,True,False,8,10,,,2020-07-30 17:56:20,2020
321,0,435,active,435,0,2,True,True,2020-07-30 17:40:04+00:00,True,False,11,2,,,2020-07-30 17:56:20,2020
322,0,436,active,436,0,0,True,True,2020-07-30 12:25:14+00:00,True,False,1,14,,,2020-07-30 17:56:20,2020
323,0,437,active,437,0,1,True,True,2020-07-30 17:25:54+00:00,True,False,10,8,,,2020-07-30 17:56:20,2020
324,0,440,active,440,0,0,True,True,2020-07-30 17:07:02+00:00,True,False,4,13,,,2020-07-30 17:56:20,2020
325,0,441,active,441,0,0,True,True,2020-07-30 13:00:27+00:00,True,False,10,9,,,2020-07-30 17:56:20,2020
326,0,442,active,442,0,0,True,True,2020-07-30 15:49:51+00:00,True,False,3,12,,,2020-07-30 17:56:20,2020
327,0,443,active,443,0,0,True,True,2020-07-30 17:24:27+00:00,True,False,5,14,,,2020-07-30 17:56:20,2020
328,0,445,active,445,0,0,True,True,2020-07-30 16:56:18+00:00,True,False,13,6,,,2020-07-30 17:56:20,2020
329,0,446,active,446,0,0,True,True,2020-07-30 17:10:39+00:00,True,False,7,5,,,2020-07-30 17:56:20,2020
330,0,447,active,447,0,0,True,True,2020-07-30 15:12:53+00:00,True,False,0,19,,,2020-07-30 17:56:20,2020
331,0,448,active,448,0,0,True,True,2020-07-29 14:20:33+00:00,True,False,4,7,,,2020-07-30 17:56:20,2020
332,0,449,out_of_service,449,0,0,True,True,1970-01-02 00:00:00+00:00,False,False,0,0,,,2020-07-30 17:56:20,1970
333,0,450,active,450,0,0,True,True,2020-07-30 16:20:07+00:00,True,False,0,15,,,2020-07-30 17:56:20,2020
334,0,451,active,451,0,0,True,True,2020-07-30 14:26:45+00:00,True,False,0,15,,,2020-07-30 17:56:20,2020
335,0,452,active,452,0,0,True,True,2020-07-30 17:26:19+00:00,True,False,6,9,,,2020-07-30 17:56:20,2020
336,0,453,active,453,0,0,True,True,2020-07-30 17:01:49+00:00,True,False,2,13,,,2020-07-30 17:56:20,2020
337,0,454,active,454,0,0,True,True,2020-07-30 16:45:08+00:00,True,False,4,11,,,2020-07-30 17:56:20,2020
