,station_status,legacy_id,num_ebikes_available,is_renting,num_bikes_disabled,station_id,num_bikes_available,num_docks_available,is_returning,is_installed,eightd_has_available_keys,num_docks_disabled,last_reported,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,active,3,0,True,0,3,3,12,True,True,True,0,2020-07-31 01:03:30+00:00,,,2020-07-31 01:15:30,2020
1,active,4,0,True,0,4,16,3,True,True,False,0,2020-07-30 23:53:49+00:00,,,2020-07-31 01:15:30,2020
2,active,5,0,True,1,5,13,1,True,True,False,0,2020-07-31 01:15:22+00:00,,,2020-07-31 01:15:30,2020
3,active,6,0,True,0,6,4,11,True,True,False,0,2020-07-31 00:56:53+00:00,,,2020-07-31 01:15:30,2020
4,active,7,0,True,1,7,13,1,True,True,False,0,2020-07-31 00:57:51+00:00,,,2020-07-31 01:15:30,2020
5,active,8,0,True,2,8,15,2,True,True,False,0,2020-07-31 01:09:31+00:00,,,2020-07-31 01:15:30,2020
6,active,9,0,True,0,9,9,6,True,True,False,0,2020-07-31 01:07:24+00:00,,,2020-07-31 01:15:30,2020
7,active,10,0,True,0,10,9,2,True,True,False,0,2020-07-31 01:10:40+00:00,,,2020-07-31 01:15:30,2020
8,active,11,0,True,0,11,0,15,True,True,False,0,2020-07-31 00:27:33+00:00,,,2020-07-31 01:15:30,2020
9,active,12,0,True,1,12,1,16,True,True,True,0,2020-07-31 01:13:25+00:00,,,2020-07-31 01:15:30,2020
10,active,13,0,True,0,13,1,18,True,True,False,0,2020-07-31 00:27:44+00:00,,,2020-07-31 01:15:30,2020
11,active,14,0,True,0,14,0,25,True,True,False,0,2020-07-31 01:11:17+00:00,,,2020-07-31 01:15:30,2020
12,active,15,0,True,1,15,11,3,True,True,False,0,2020-07-31 01:11:40+00:00,,,2020-07-31 01:15:30,2020
13,active,16,0,True,2,16,4,13,True,True,True,0,2020-07-31 00:25:00+00:00,,,2020-07-31 01:15:30,2020
14,active,17,0,True,0,17,4,11,True,True,False,0,2020-07-31 01:12:42+00:00,,,2020-07-31 01:15:30,2020
15,active,19,0,True,0,19,9,6,True,True,False,0,2020-07-31 00:47:05+00:00,,,2020-07-31 01:15:30,2020
16,active,20,0,True,0,20,8,15,True,True,True,0,2020-07-31 01:06:57+00:00,,,2020-07-31 01:15:30,2020
17,active,21,0,True,0,21,3,15,True,True,True,0,2020-07-31 01:07:17+00:00,,,2020-07-31 01:15:30,2020
18,active,22,0,True,0,22,7,40,True,True,True,0,2020-07-31 00:46:14+00:00,,,2020-07-31 01:15:30,2020
19,active,23,0,True,0,23,1,20,True,True,True,0,2020-07-31 01:02:18+00:00,,,2020-07-31 01:15:30,2020
20,active,24,0,True,1,24,18,0,True,True,False,0,2020-07-31 00:31:27+00:00,,,2020-07-31 01:15:30,2020
21,active,25,0,True,0,25,10,5,True,True,False,0,2020-07-31 00:33:00+00:00,,,2020-07-31 01:15:30,2020
22,active,26,0,True,2,26,4,9,True,True,False,0,2020-07-31 01:10:07+00:00,,,2020-07-31 01:15:30,2020
23,active,27,0,True,2,27,16,5,True,True,False,0,2020-07-31 01:10:39+00:00,,,2020-07-31 01:15:30,2020
24,active,29,0,True,0,29,6,9,True,True,False,0,2020-07-31 00:21:00+00:00,,,2020-07-31 01:15:30,2020
25,active,30,0,True,0,30,3,12,True,True,False,0,2020-07-31 01:00:55+00:00,,,2020-07-31 01:15:30,2020
26,active,31,0,True,1,31,18,0,True,True,True,0,2020-07-31 00:57:00+00:00,,,2020-07-31 01:15:30,2020
27,active,32,0,True,2,32,5,8,True,True,False,0,2020-07-31 01:12:26+00:00,,,2020-07-31 01:15:30,2020
28,active,33,0,True,0,33,23,4,True,True,False,0,2020-07-31 01:14:40+00:00,,,2020-07-31 01:15:30,2020
29,active,35,0,True,0,35,6,17,True,True,False,0,2020-07-31 00:52:08+00:00,,,2020-07-31 01:15:30,2020
30,active,36,0,True,0,36,3,30,True,True,True,0,2020-07-31 00:46:54+00:00,,,2020-07-31 01:15:30,2020
31,active,37,0,True,0,37,2,13,True,True,True,0,2020-07-30 23:34:56+00:00,,,2020-07-31 01:15:30,2020
32,active,39,0,True,0,39,7,16,True,True,False,0,2020-07-31 00:50:16+00:00,,,2020-07-31 01:15:30,2020
33,active,40,0,True,0,40,9,10,True,True,False,0,2020-07-31 01:07:04+00:00,,,2020-07-31 01:15:30,2020
34,active,41,0,True,1,41,18,8,True,True,True,0,2020-07-31 01:06:08+00:00,,,2020-07-31 01:15:30,2020
35,active,42,0,True,0,42,13,10,True,True,False,0,2020-07-31 00:48:53+00:00,,,2020-07-31 01:15:30,2020
36,active,43,0,True,0,43,6,9,True,True,True,0,2020-07-31 01:08:52+00:00,,,2020-07-31 01:15:30,2020
37,active,44,0,True,0,44,21,2,True,True,False,0,2020-07-31 01:14:48+00:00,,,2020-07-31 01:15:30,2020
38,active,46,0,True,0,46,18,1,True,True,False,0,2020-07-31 01:14:02+00:00,,,2020-07-31 01:15:30,2020
39,active,47,0,True,1,47,17,1,True,True,True,0,2020-07-31 01:06:17+00:00,,,2020-07-31 01:15:30,2020
40,active,48,0,True,0,48,4,15,True,True,False,0,2020-07-31 00:01:48+00:00,,,2020-07-31 01:15:30,2020
41,active,49,0,True,0,49,2,16,True,True,False,0,2020-07-31 01:03:30+00:00,,,2020-07-31 01:15:30,2020
42,active,50,0,True,0,50,0,15,True,True,True,0,2020-07-31 00:20:13+00:00,,,2020-07-31 01:15:30,2020
43,active,51,0,True,2,51,6,7,True,True,False,0,2020-07-31 01:06:09+00:00,,,2020-07-31 01:15:30,2020
44,active,52,0,True,0,52,13,10,True,True,True,0,2020-07-31 00:57:07+00:00,,,2020-07-31 01:15:30,2020
45,active,53,0,True,0,53,0,19,True,True,False,0,2020-07-31 01:13:50+00:00,,,2020-07-31 01:15:30,2020
46,active,54,0,True,0,54,3,12,True,True,False,0,2020-07-31 00:52:39+00:00,,,2020-07-31 01:15:30,2020
47,active,55,0,True,0,55,15,0,True,True,False,0,2020-07-31 00:53:18+00:00,,,2020-07-31 01:15:30,2020
48,active,56,0,True,3,56,10,5,True,True,True,0,2020-07-31 00:31:30+00:00,,,2020-07-31 01:15:30,2020
49,active,57,0,True,0,57,3,11,True,True,True,0,2020-07-31 01:14:36+00:00,,,2020-07-31 01:15:30,2020
50,active,58,0,True,0,58,4,15,True,True,True,0,2020-07-31 01:10:07+00:00,,,2020-07-31 01:15:30,2020
51,active,59,0,True,0,59,12,7,True,True,True,0,2020-07-31 00:39:52+00:00,,,2020-07-31 01:15:30,2020
52,active,60,0,True,0,60,0,19,True,True,False,0,2020-07-31 00:46:25+00:00,"{'region': 'BOS', 'valet_revision': 63, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_capacity': 40, 'active': True, 'off_dock_count': 12}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 01:15:30,2020
53,active,61,0,True,0,61,9,10,True,True,False,0,2020-07-31 01:14:53+00:00,,,2020-07-31 01:15:30,2020
54,active,63,0,True,0,63,12,3,True,True,False,0,2020-07-31 01:08:32+00:00,,,2020-07-31 01:15:30,2020
55,active,64,0,True,1,64,17,1,True,True,False,0,2020-07-31 00:55:03+00:00,,,2020-07-31 01:15:30,2020
