,is_returning,legacy_id,last_reported,is_renting,num_ebikes_available,station_status,station_id,eightd_has_available_keys,num_bikes_disabled,is_installed,num_docks_disabled,num_docks_available,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
219,True,328,2020-07-28 23:04:01+00:00,True,0,active,328,False,0,True,0,6,9,,,2020-07-28 23:35:45,2020
220,True,329,2020-07-28 23:04:57+00:00,True,0,active,329,False,0,True,0,3,12,,,2020-07-28 23:35:45,2020
221,True,330,2020-07-28 23:21:37+00:00,True,0,active,330,False,0,True,0,7,8,,,2020-07-28 23:35:45,2020
222,True,331,2020-07-28 23:32:41+00:00,True,0,active,331,False,2,True,0,7,6,,,2020-07-28 23:35:45,2020
223,True,332,2020-07-28 23:33:56+00:00,True,0,active,332,False,1,True,0,4,10,,,2020-07-28 23:35:45,2020
224,True,333,2020-07-28 23:19:30+00:00,True,0,active,333,False,0,True,0,5,20,,,2020-07-28 23:35:45,2020
225,True,334,2020-07-28 22:52:43+00:00,True,0,active,334,False,0,True,0,9,10,,,2020-07-28 23:35:45,2020
226,True,335,2020-07-28 23:28:40+00:00,True,0,active,335,False,0,True,0,12,7,,,2020-07-28 23:35:45,2020
227,True,336,2020-07-28 23:17:42+00:00,True,0,active,336,False,0,True,0,3,12,,,2020-07-28 23:35:45,2020
228,True,337,2020-07-28 23:28:48+00:00,True,0,active,337,False,1,True,0,0,14,,,2020-07-28 23:35:45,2020
229,True,338,2020-07-28 23:30:54+00:00,True,0,active,338,False,0,True,0,8,7,,,2020-07-28 23:35:45,2020
230,True,339,2020-07-28 23:08:58+00:00,True,0,active,339,False,0,True,0,0,15,,,2020-07-28 23:35:45,2020
231,True,340,2020-07-28 12:42:54+00:00,True,0,active,340,False,0,True,0,4,15,,,2020-07-28 23:35:45,2020
232,True,341,2020-07-28 22:58:43+00:00,True,0,active,341,True,0,True,0,9,6,,,2020-07-28 23:35:45,2020
233,True,342,2020-07-28 23:33:59+00:00,True,0,active,342,False,0,True,0,12,3,,,2020-07-28 23:35:45,2020
234,True,343,2020-07-28 20:36:56+00:00,True,0,active,343,False,1,True,0,9,5,,,2020-07-28 23:35:45,2020
235,True,344,2020-07-28 21:34:35+00:00,True,0,active,344,False,0,True,0,19,0,,,2020-07-28 23:35:45,2020
236,True,345,2020-07-28 23:21:08+00:00,True,0,active,345,False,1,True,0,11,7,,,2020-07-28 23:35:45,2020
237,True,346,2020-07-28 23:23:29+00:00,True,0,active,346,False,0,True,0,15,0,,,2020-07-28 23:35:45,2020
238,True,347,2020-07-28 22:58:11+00:00,True,0,active,347,False,0,True,0,11,4,,,2020-07-28 23:35:45,2020
239,True,348,2020-07-28 23:28:32+00:00,True,0,active,348,False,0,True,0,5,10,,,2020-07-28 23:35:45,2020
240,True,349,2020-07-28 08:58:31+00:00,True,0,active,349,True,0,True,0,16,1,,,2020-07-28 23:35:45,2020
241,True,350,2020-07-28 17:10:49+00:00,True,0,active,350,False,0,True,0,13,4,,,2020-07-28 23:35:45,2020
242,True,351,2020-07-28 22:57:50+00:00,True,0,active,351,False,0,True,0,15,0,,,2020-07-28 23:35:45,2020
243,True,352,2020-07-28 23:35:33+00:00,True,0,active,352,False,0,True,0,4,11,,,2020-07-28 23:35:45,2020
244,True,353,2020-07-28 18:09:57+00:00,True,0,active,353,True,0,True,0,2,13,,,2020-07-28 23:35:45,2020
245,True,354,2020-07-28 23:33:12+00:00,True,0,active,354,False,2,True,0,12,1,,,2020-07-28 23:35:45,2020
246,True,355,2020-07-28 16:35:47+00:00,True,0,active,355,False,0,True,0,10,7,,,2020-07-28 23:35:45,2020
247,True,356,2020-07-28 23:30:35+00:00,True,0,active,356,False,0,True,0,22,1,,,2020-07-28 23:35:45,2020
248,True,357,2020-07-28 23:31:52+00:00,True,0,active,357,False,0,True,0,2,13,,,2020-07-28 23:35:45,2020
249,True,358,2020-07-28 23:12:34+00:00,True,0,active,358,False,0,True,0,12,7,,,2020-07-28 23:35:45,2020
250,True,359,2020-07-28 23:24:50+00:00,True,0,active,359,False,0,True,0,14,1,,,2020-07-28 23:35:45,2020
251,True,360,2020-07-28 23:06:23+00:00,True,0,active,360,False,0,True,0,7,8,,,2020-07-28 23:35:45,2020
252,True,361,2020-07-28 23:33:02+00:00,True,0,active,361,False,1,True,0,11,7,,,2020-07-28 23:35:45,2020
253,True,362,2020-07-28 23:25:08+00:00,True,0,active,362,False,0,True,0,6,13,,,2020-07-28 23:35:45,2020
254,True,363,2020-07-28 23:22:13+00:00,True,0,active,363,False,0,True,0,1,18,,,2020-07-28 23:35:45,2020
255,True,364,2020-07-28 23:18:33+00:00,True,0,active,364,False,0,True,0,19,0,,,2020-07-28 23:35:45,2020
256,True,365,2020-07-28 23:25:43+00:00,True,0,active,365,False,0,True,0,18,1,,,2020-07-28 23:35:45,2020
257,True,366,2020-07-28 23:23:52+00:00,True,0,active,366,False,0,True,0,12,3,,,2020-07-28 23:35:45,2020
258,True,367,2020-07-28 21:00:08+00:00,True,0,active,367,False,1,True,0,3,15,,,2020-07-28 23:35:45,2020
259,True,368,2020-07-28 21:51:34+00:00,True,0,active,368,False,0,True,0,15,0,,,2020-07-28 23:35:45,2020
260,True,369,2020-07-28 22:59:57+00:00,True,0,active,369,False,0,True,0,0,15,,,2020-07-28 23:35:45,2020
261,True,370,2020-07-28 23:05:05+00:00,True,0,active,370,False,0,True,0,2,17,,,2020-07-28 23:35:45,2020
262,True,371,2020-07-28 21:58:44+00:00,True,0,active,371,False,0,True,0,10,9,,,2020-07-28 23:35:45,2020
263,True,372,2020-07-28 22:51:48+00:00,True,0,active,372,False,0,True,0,7,12,,,2020-07-28 23:35:45,2020
264,True,373,2020-07-28 22:02:33+00:00,True,0,active,373,False,0,True,0,9,6,,,2020-07-28 23:35:45,2020
265,True,374,2020-07-28 23:34:50+00:00,True,0,active,374,False,0,True,0,19,0,,,2020-07-28 23:35:45,2020
266,True,376,2020-07-28 22:54:23+00:00,True,0,active,376,False,0,True,0,9,6,,,2020-07-28 23:35:45,2020
267,True,377,2020-07-28 23:11:59+00:00,True,0,active,377,False,0,True,0,3,16,,,2020-07-28 23:35:45,2020
268,True,378,2020-07-28 23:33:38+00:00,True,0,active,378,False,0,True,0,15,4,,,2020-07-28 23:35:45,2020
269,True,379,2020-07-28 23:24:49+00:00,True,0,active,379,False,1,True,0,1,13,,,2020-07-28 23:35:45,2020
270,True,380,2020-07-28 22:32:05+00:00,True,0,active,380,False,0,True,0,18,0,,,2020-07-28 23:35:45,2020
271,True,381,2020-07-28 22:53:37+00:00,True,0,active,381,False,1,True,0,9,9,,,2020-07-28 23:35:45,2020
272,True,384,2020-07-28 23:29:42+00:00,True,0,active,384,True,1,True,0,13,5,,,2020-07-28 23:35:45,2020
273,True,385,2020-07-28 22:09:06+00:00,True,0,active,385,False,0,True,1,14,0,,,2020-07-28 23:35:45,2020
274,True,386,2020-07-28 23:32:17+00:00,True,0,active,386,False,1,True,0,2,16,,,2020-07-28 23:35:45,2020
275,True,387,2020-07-28 22:48:28+00:00,True,0,active,387,False,0,True,0,3,12,,,2020-07-28 23:35:45,2020
276,True,388,2020-07-28 19:00:06+00:00,True,0,active,388,False,0,True,0,8,3,,,2020-07-28 23:35:45,2020
277,True,389,2020-07-28 21:57:28+00:00,True,0,active,389,False,0,True,0,2,12,,,2020-07-28 23:35:45,2020
278,True,390,2020-07-28 22:47:21+00:00,True,0,active,390,False,0,True,0,0,15,,,2020-07-28 23:35:45,2020
279,True,391,2020-07-28 22:19:53+00:00,True,0,active,391,False,1,True,0,1,13,,,2020-07-28 23:35:45,2020
280,True,392,2020-07-28 20:59:38+00:00,True,0,active,392,False,0,True,0,8,7,,,2020-07-28 23:35:45,2020
281,True,393,2020-07-28 16:21:03+00:00,True,0,active,393,False,0,True,0,9,6,,,2020-07-28 23:35:45,2020
282,True,394,2020-07-28 22:22:59+00:00,True,0,active,394,False,0,True,0,14,0,,,2020-07-28 23:35:45,2020
283,True,395,2020-07-28 21:47:43+00:00,True,0,active,395,False,0,True,0,10,5,,,2020-07-28 23:35:45,2020
284,True,396,2020-07-28 22:24:36+00:00,True,0,active,396,False,0,True,0,6,9,,,2020-07-28 23:35:45,2020
285,True,397,2020-07-28 23:25:27+00:00,True,0,active,397,False,0,True,0,3,12,,,2020-07-28 23:35:45,2020
286,True,398,2020-07-28 22:53:46+00:00,True,0,active,398,False,0,True,0,15,4,,,2020-07-28 23:35:45,2020
287,True,399,2020-07-28 23:09:51+00:00,True,0,active,399,False,0,True,0,14,1,,,2020-07-28 23:35:45,2020
288,True,400,2020-07-28 23:31:36+00:00,True,0,active,400,False,0,True,0,17,10,,,2020-07-28 23:35:45,2020
289,True,401,2020-07-28 23:14:08+00:00,True,0,active,401,False,0,True,0,2,13,,,2020-07-28 23:35:45,2020
290,True,402,2020-07-28 23:26:49+00:00,True,0,active,402,False,0,True,0,13,2,,,2020-07-28 23:35:45,2020
291,True,403,2020-07-28 23:31:33+00:00,True,0,active,403,False,0,True,0,6,9,,,2020-07-28 23:35:45,2020
292,True,404,2020-07-28 23:28:22+00:00,True,0,active,404,False,0,True,0,12,4,,,2020-07-28 23:35:45,2020
293,True,405,2020-07-28 21:39:46+00:00,True,0,active,405,False,0,True,0,6,13,,,2020-07-28 23:35:45,2020
294,True,406,2020-07-28 22:36:50+00:00,True,0,active,406,False,1,True,0,12,2,,,2020-07-28 23:35:45,2020
295,True,407,2020-07-28 23:22:06+00:00,True,0,active,407,False,0,True,0,15,4,,,2020-07-28 23:35:45,2020
296,True,408,2020-07-28 23:30:42+00:00,True,0,active,408,False,0,True,0,9,6,,,2020-07-28 23:35:45,2020
297,True,409,2020-07-28 23:34:29+00:00,True,0,active,409,False,0,True,0,9,10,,,2020-07-28 23:35:45,2020
298,True,410,2020-07-28 21:27:36+00:00,True,0,active,410,False,0,True,0,1,18,,,2020-07-28 23:35:45,2020
299,True,411,2020-07-28 23:30:59+00:00,True,0,active,411,False,0,True,0,2,13,,,2020-07-28 23:35:45,2020
300,True,412,2020-07-28 23:04:00+00:00,True,0,active,412,False,0,True,0,8,11,,,2020-07-28 23:35:45,2020
301,True,413,2020-07-28 23:24:21+00:00,True,0,active,413,False,0,True,0,1,18,,,2020-07-28 23:35:45,2020
302,True,414,2020-07-28 22:09:07+00:00,True,0,active,414,False,0,True,0,20,3,,,2020-07-28 23:35:45,2020
303,True,415,2020-07-28 23:23:43+00:00,True,0,active,415,False,0,True,0,17,2,,,2020-07-28 23:35:45,2020
304,True,416,2020-07-28 23:18:06+00:00,True,0,active,416,False,0,True,0,13,2,,,2020-07-28 23:35:45,2020
305,True,417,2020-07-28 23:17:43+00:00,True,0,active,417,False,0,True,0,5,14,,,2020-07-28 23:35:45,2020
306,True,419,2020-07-28 23:34:48+00:00,True,0,active,419,False,0,True,0,5,10,,,2020-07-28 23:35:45,2020
307,False,420,1970-01-02 00:00:00+00:00,False,0,out_of_service,420,False,0,False,0,0,0,,,2020-07-28 23:35:45,1970
308,True,421,2020-07-27 08:58:50+00:00,True,0,active,421,False,0,True,0,9,10,,,2020-07-28 23:35:45,2020
309,True,422,2020-07-28 13:43:38+00:00,True,0,active,422,False,0,True,0,1,14,,,2020-07-28 23:35:45,2020
310,True,423,2020-07-28 12:51:15+00:00,True,0,active,423,False,0,True,0,10,9,,,2020-07-28 23:35:45,2020
311,True,424,2020-07-28 22:22:21+00:00,True,0,active,424,False,0,True,0,10,9,,,2020-07-28 23:35:45,2020
312,True,425,2020-07-28 23:11:24+00:00,True,0,active,425,False,0,True,0,14,2,,,2020-07-28 23:35:45,2020
313,True,426,2020-07-28 23:27:21+00:00,True,0,active,426,False,0,True,0,27,0,,,2020-07-28 23:35:45,2020
314,True,427,2020-07-28 22:54:15+00:00,True,0,active,427,False,0,True,0,11,8,,,2020-07-28 23:35:45,2020
315,True,428,2020-07-28 23:16:19+00:00,True,0,active,428,False,0,True,0,10,9,,,2020-07-28 23:35:45,2020
316,True,430,2020-07-28 13:12:35+00:00,True,0,active,430,False,0,True,0,4,15,,,2020-07-28 23:35:45,2020
317,True,431,2020-07-28 21:53:13+00:00,True,0,active,431,False,0,True,0,12,3,,,2020-07-28 23:35:45,2020
318,True,432,2020-07-28 21:23:40+00:00,True,0,active,432,False,0,True,0,13,6,,,2020-07-28 23:35:45,2020
319,True,433,2020-07-28 08:58:29+00:00,True,0,active,433,False,0,True,0,18,1,,,2020-07-28 23:35:45,2020
320,True,434,2020-07-28 06:15:49+00:00,True,0,active,434,False,0,True,0,9,10,,,2020-07-28 23:35:45,2020
321,True,435,2020-07-28 22:55:47+00:00,True,0,active,435,False,1,True,0,3,11,,,2020-07-28 23:35:45,2020
322,True,436,2020-07-28 22:41:09+00:00,True,0,active,436,False,0,True,0,8,7,,,2020-07-28 23:35:45,2020
323,True,437,2020-07-28 23:34:49+00:00,True,0,active,437,False,0,True,0,7,12,,,2020-07-28 23:35:45,2020
324,True,440,2020-07-28 23:06:53+00:00,True,0,active,440,False,0,True,0,8,9,,,2020-07-28 23:35:45,2020
325,True,441,2020-07-28 21:54:24+00:00,True,0,active,441,False,0,True,0,1,18,,,2020-07-28 23:35:45,2020
326,True,442,2020-07-28 22:51:08+00:00,True,0,active,442,False,0,True,0,9,6,,,2020-07-28 23:35:45,2020
327,True,443,2020-07-28 21:34:59+00:00,True,0,active,443,False,0,True,0,14,5,,,2020-07-28 23:35:45,2020
328,True,445,2020-07-28 23:24:06+00:00,True,0,active,445,False,0,True,0,2,17,,,2020-07-28 23:35:45,2020
329,True,446,2020-07-28 22:39:50+00:00,True,0,active,446,False,0,True,0,2,10,,,2020-07-28 23:35:45,2020
330,True,447,2020-07-28 22:11:44+00:00,True,0,active,447,False,0,True,0,17,2,,,2020-07-28 23:35:45,2020
331,True,448,2020-07-28 08:59:00+00:00,True,0,active,448,False,0,True,0,11,0,,,2020-07-28 23:35:45,2020
332,True,449,1970-01-02 00:00:00+00:00,True,0,out_of_service,449,False,0,False,0,0,0,,,2020-07-28 23:35:45,1970
333,True,450,2020-07-28 22:55:03+00:00,True,0,active,450,False,0,True,0,11,4,,,2020-07-28 23:35:45,2020
334,True,451,2020-07-28 23:27:06+00:00,True,0,active,451,False,0,True,0,14,1,,,2020-07-28 23:35:45,2020
335,True,452,2020-07-28 23:34:50+00:00,True,0,active,452,False,0,True,0,8,7,,,2020-07-28 23:35:45,2020
336,True,453,2020-07-28 23:09:19+00:00,True,0,active,453,False,0,True,0,14,1,,,2020-07-28 23:35:45,2020
337,True,454,2020-07-28 22:39:12+00:00,True,0,active,454,False,0,True,0,2,13,,,2020-07-28 23:35:45,2020
