,last_reported,num_bikes_available,station_id,is_installed,is_renting,num_ebikes_available,num_docks_available,legacy_id,eightd_has_available_keys,station_status,is_returning,num_bikes_disabled,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-07-29 14:37:45+00:00,8,3,True,True,0,7,3,True,active,True,0,0,,,2020-07-29 14:50:20,2020
1,2020-07-29 14:37:27+00:00,4,4,True,True,0,15,4,False,active,True,0,0,,,2020-07-29 14:50:20,2020
2,2020-07-29 14:48:54+00:00,9,5,True,True,0,6,5,False,active,True,0,0,,,2020-07-29 14:50:20,2020
3,2020-07-29 14:49:08+00:00,12,6,True,True,0,3,6,False,active,True,0,0,,,2020-07-29 14:50:20,2020
4,2020-07-29 13:32:50+00:00,1,7,True,True,0,14,7,False,active,True,0,0,,,2020-07-29 14:50:20,2020
5,2020-07-29 14:01:28+00:00,10,8,True,True,0,7,8,False,active,True,2,0,,,2020-07-29 14:50:20,2020
6,2020-07-29 14:16:29+00:00,5,9,True,True,0,9,9,False,active,True,1,0,,,2020-07-29 14:50:20,2020
7,2020-07-29 14:45:58+00:00,9,10,True,True,0,1,10,False,active,True,1,0,,,2020-07-29 14:50:20,2020
8,2020-07-29 14:49:57+00:00,8,11,True,True,0,6,11,False,active,True,1,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 69, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 58, 'region': 'BOS', 'off_dock_capacity': 50, 'active': True}",2020-07-29 14:50:20,2020
9,2020-07-29 14:15:36+00:00,6,12,True,True,0,12,12,True,active,True,0,0,,,2020-07-29 14:50:20,2020
10,2020-07-29 14:29:57+00:00,17,13,True,True,0,2,13,False,active,True,0,0,,,2020-07-29 14:50:20,2020
11,2020-07-29 14:36:56+00:00,19,14,True,True,0,6,14,False,active,True,0,0,,,2020-07-29 14:50:20,2020
12,2020-07-29 14:42:44+00:00,7,15,True,True,0,8,15,False,active,True,0,0,,,2020-07-29 14:50:20,2020
13,2020-07-29 14:26:30+00:00,8,16,True,True,0,10,16,True,active,True,1,0,,,2020-07-29 14:50:20,2020
14,2020-07-29 13:20:45+00:00,13,17,True,True,0,2,17,False,active,True,0,0,,,2020-07-29 14:50:20,2020
15,2020-07-29 14:29:57+00:00,7,19,True,True,0,8,19,False,active,True,0,0,,,2020-07-29 14:50:20,2020
16,2020-07-29 14:26:25+00:00,19,20,True,True,0,3,20,True,active,True,1,0,,,2020-07-29 14:50:20,2020
17,2020-07-29 13:31:42+00:00,6,21,True,True,0,12,21,False,active,True,0,0,,,2020-07-29 14:50:20,2020
18,2020-07-29 14:43:49+00:00,8,22,True,True,0,39,22,False,active,True,0,0,,,2020-07-29 14:50:20,2020
19,2020-07-29 14:28:04+00:00,12,23,True,True,0,9,23,True,active,True,0,0,,,2020-07-29 14:50:20,2020
20,2020-07-29 14:40:54+00:00,6,24,True,True,0,12,24,False,active,True,1,0,,,2020-07-29 14:50:20,2020
21,2020-07-29 14:44:21+00:00,13,25,True,True,0,2,25,False,active,True,0,0,,,2020-07-29 14:50:20,2020
22,2020-07-29 14:38:26+00:00,12,26,True,True,0,2,26,False,active,True,1,0,,,2020-07-29 14:50:20,2020
23,2020-07-29 14:45:41+00:00,11,27,True,True,0,12,27,False,active,True,0,0,,,2020-07-29 14:50:20,2020
24,2020-07-29 13:23:58+00:00,12,29,True,True,0,3,29,False,active,True,0,0,,,2020-07-29 14:50:20,2020
25,2020-07-29 13:41:18+00:00,15,30,True,True,0,0,30,False,active,True,0,0,,,2020-07-29 14:50:20,2020
26,2020-07-29 14:48:06+00:00,8,31,True,True,0,10,31,True,active,True,1,0,,,2020-07-29 14:50:20,2020
27,2020-07-29 14:47:35+00:00,2,32,True,True,0,13,32,False,active,True,0,0,,,2020-07-29 14:50:20,2020
28,2020-07-29 14:33:48+00:00,14,33,True,True,0,13,33,False,active,True,0,0,,,2020-07-29 14:50:20,2020
29,2020-07-29 14:33:08+00:00,12,35,True,True,0,11,35,False,active,True,0,0,,,2020-07-29 14:50:20,2020
30,2020-07-29 14:35:32+00:00,20,36,True,True,0,13,36,True,active,True,0,0,,,2020-07-29 14:50:20,2020
31,2020-07-29 13:17:22+00:00,0,37,True,True,0,15,37,True,active,True,0,0,,,2020-07-29 14:50:20,2020
32,2020-07-29 14:29:28+00:00,12,39,True,True,0,11,39,False,active,True,0,0,,,2020-07-29 14:50:20,2020
33,2020-07-29 14:49:12+00:00,10,40,True,True,0,9,40,False,active,True,0,0,,,2020-07-29 14:50:20,2020
34,2020-07-29 14:46:46+00:00,10,41,True,True,0,16,41,True,active,True,1,0,,,2020-07-29 14:50:20,2020
35,2020-07-29 14:19:50+00:00,10,42,True,True,0,13,42,False,active,True,0,0,,,2020-07-29 14:50:20,2020
36,2020-07-29 13:52:12+00:00,4,43,True,True,0,11,43,True,active,True,0,0,,,2020-07-29 14:50:20,2020
37,2020-07-29 14:43:56+00:00,17,44,True,True,0,6,44,False,active,True,0,0,,,2020-07-29 14:50:20,2020
38,2020-07-29 14:46:12+00:00,5,46,True,True,0,13,46,False,active,True,1,0,,,2020-07-29 14:50:20,2020
39,2020-07-29 14:43:36+00:00,3,47,True,True,0,16,47,True,active,True,0,0,,,2020-07-29 14:50:20,2020
40,2020-07-29 14:28:23+00:00,14,48,True,True,0,4,48,False,active,True,1,0,,,2020-07-29 14:50:20,2020
41,2020-07-29 14:15:53+00:00,8,49,True,True,0,9,49,False,active,True,1,0,,,2020-07-29 14:50:20,2020
42,2020-07-29 14:46:11+00:00,13,50,True,True,0,2,50,True,active,True,0,0,,,2020-07-29 14:50:20,2020
43,2020-07-29 14:12:41+00:00,5,51,True,False,0,7,51,False,active,False,3,0,,,2020-07-29 14:50:20,2020
44,2020-07-29 14:49:18+00:00,8,52,True,True,0,15,52,True,active,True,0,0,,,2020-07-29 14:50:20,2020
45,2020-07-29 14:47:26+00:00,4,53,True,True,0,15,53,False,active,True,0,0,,,2020-07-29 14:50:20,2020
46,2020-07-29 14:40:00+00:00,3,54,True,True,0,12,54,False,active,True,0,0,,,2020-07-29 14:50:20,2020
47,2020-07-29 14:34:39+00:00,6,55,True,True,0,7,55,False,active,True,2,0,,,2020-07-29 14:50:20,2020
48,2020-07-29 14:23:48+00:00,17,56,True,True,0,1,56,True,active,True,0,0,,,2020-07-29 14:50:20,2020
49,2020-07-29 14:33:24+00:00,8,57,True,True,0,6,57,True,active,True,0,0,,,2020-07-29 14:50:20,2020
50,2020-07-29 14:47:56+00:00,1,58,True,True,0,18,58,True,active,True,0,0,,,2020-07-29 14:50:20,2020
51,2020-07-29 14:36:25+00:00,9,59,True,True,0,10,59,True,active,True,0,0,,,2020-07-29 14:50:20,2020
52,2020-07-29 14:49:19+00:00,5,60,True,True,0,14,60,False,active,True,0,0,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 61, 'dock_blocked_count': 0, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 29, 'region': 'BOS', 'off_dock_capacity': 40, 'active': True}",2020-07-29 14:50:20,2020
53,2020-07-29 14:48:03+00:00,13,61,True,True,0,6,61,False,active,True,0,0,,,2020-07-29 14:50:20,2020
54,2020-07-29 10:45:40+00:00,15,63,True,True,0,0,63,False,active,True,0,0,,,2020-07-29 14:50:20,2020
55,2020-07-29 14:33:48+00:00,14,64,True,True,0,5,64,False,active,True,0,0,,,2020-07-29 14:50:20,2020
56,2020-07-29 14:34:32+00:00,9,65,True,True,0,13,65,False,active,True,1,0,,,2020-07-29 14:50:20,2020
57,2020-07-29 14:37:13+00:00,1,66,True,True,0,14,66,False,active,True,0,0,,,2020-07-29 14:50:20,2020
58,2020-07-29 14:49:26+00:00,5,67,True,True,0,19,67,True,active,True,3,0,,,2020-07-29 14:50:20,2020
59,2020-07-29 14:29:38+00:00,2,68,True,True,0,16,68,True,active,True,1,0,,,2020-07-29 14:50:20,2020
60,2020-07-29 14:37:09+00:00,1,69,True,True,0,17,69,True,active,True,1,0,,,2020-07-29 14:50:20,2020
61,2020-07-29 14:08:21+00:00,5,70,True,True,0,18,70,False,active,True,0,0,,,2020-07-29 14:50:20,2020
62,2020-07-29 14:33:39+00:00,14,71,True,True,0,9,71,False,active,True,0,0,,,2020-07-29 14:50:20,2020
63,2020-07-29 14:49:58+00:00,9,72,True,True,0,14,72,False,active,True,0,0,,,2020-07-29 14:50:20,2020
64,2020-07-29 14:37:51+00:00,10,73,True,True,0,4,73,False,active,True,1,0,,,2020-07-29 14:50:20,2020
65,2020-07-29 14:46:15+00:00,6,74,True,True,0,13,74,True,active,True,0,0,,,2020-07-29 14:50:20,2020
66,2020-07-29 14:41:20+00:00,8,75,True,True,0,7,75,False,active,True,0,0,,,2020-07-29 14:50:20,2020
67,2020-07-29 14:29:50+00:00,2,76,True,True,0,15,76,False,active,True,0,0,,,2020-07-29 14:50:20,2020
68,2020-07-29 14:19:55+00:00,2,77,True,True,0,13,77,False,active,True,0,0,,,2020-07-29 14:50:20,2020
69,2020-07-29 13:55:21+00:00,14,78,True,True,0,5,78,False,active,True,0,0,,,2020-07-29 14:50:20,2020
70,2020-07-29 14:05:35+00:00,0,79,True,True,0,19,79,False,active,True,0,0,,,2020-07-29 14:50:20,2020
71,2020-07-29 14:48:29+00:00,28,80,True,True,0,7,80,False,active,True,0,0,,,2020-07-29 14:50:20,2020
72,2020-07-29 14:44:18+00:00,4,81,True,True,0,15,81,False,active,True,0,0,,,2020-07-29 14:50:20,2020
73,2020-07-29 14:48:35+00:00,1,82,True,True,0,14,82,False,active,True,0,0,,,2020-07-29 14:50:20,2020
74,2020-07-29 13:59:03+00:00,6,84,True,True,0,8,84,False,active,True,1,0,,,2020-07-29 14:50:20,2020
75,2020-07-29 14:14:00+00:00,16,85,True,True,0,3,85,False,active,True,0,0,,,2020-07-29 14:50:20,2020
76,2020-07-29 13:49:56+00:00,7,86,True,True,0,12,86,False,active,True,0,0,,,2020-07-29 14:50:20,2020
77,2020-07-29 14:25:33+00:00,2,87,True,True,0,13,87,False,active,True,0,0,,,2020-07-29 14:50:20,2020
78,2020-07-29 13:46:13+00:00,12,89,True,True,0,7,89,False,active,True,0,0,,,2020-07-29 14:50:20,2020
79,2020-07-29 14:16:41+00:00,10,90,True,True,0,9,90,False,active,True,0,0,,,2020-07-29 14:50:20,2020
80,2020-07-29 14:23:10+00:00,14,91,True,True,0,2,91,False,active,True,3,0,,,2020-07-29 14:50:20,2020
81,2020-07-29 12:48:24+00:00,13,92,True,True,0,5,92,False,active,True,1,0,,,2020-07-29 14:50:20,2020
82,2020-07-29 12:40:38+00:00,5,93,True,True,0,9,93,False,active,True,1,0,,,2020-07-29 14:50:20,2020
83,2020-07-29 14:02:19+00:00,7,94,True,True,0,4,94,False,active,True,0,0,,,2020-07-29 14:50:20,2020
84,2020-07-29 14:50:08+00:00,5,95,True,True,0,9,95,False,active,True,1,0,,,2020-07-29 14:50:20,2020
85,2020-07-29 14:13:20+00:00,3,96,True,True,0,16,96,False,active,True,0,0,,,2020-07-29 14:50:20,2020
86,2020-07-29 14:49:27+00:00,8,97,True,True,0,11,97,False,active,True,0,0,,,2020-07-29 14:50:20,2020
87,2020-07-29 13:46:48+00:00,9,98,True,True,0,13,98,False,active,True,0,0,,,2020-07-29 14:50:20,2020
88,2020-07-29 14:18:27+00:00,7,99,True,True,0,6,99,False,active,True,2,0,,,2020-07-29 14:50:20,2020
89,2020-07-29 14:27:00+00:00,19,100,True,True,0,5,100,True,active,True,1,0,,,2020-07-29 14:50:20,2020
90,2020-07-29 12:06:01+00:00,0,101,True,True,0,15,101,False,active,True,0,0,,,2020-07-29 14:50:20,2020
91,2020-07-29 13:58:28+00:00,4,102,True,True,0,11,102,False,active,True,0,0,,,2020-07-29 14:50:20,2020
92,2020-07-29 14:10:20+00:00,0,103,True,True,0,15,103,False,active,True,0,0,,,2020-07-29 14:50:20,2020
93,2020-07-29 14:02:59+00:00,8,104,True,True,0,10,104,False,active,True,1,0,,,2020-07-29 14:50:20,2020
94,2020-07-29 14:46:53+00:00,8,105,True,True,0,9,105,False,active,True,2,0,,,2020-07-29 14:50:20,2020
95,2020-07-29 12:13:40+00:00,11,106,True,True,0,4,106,False,active,True,0,0,,,2020-07-29 14:50:20,2020
96,2020-07-29 14:42:40+00:00,9,107,True,True,0,9,107,False,active,True,1,0,,,2020-07-29 14:50:20,2020
97,2020-07-29 14:11:32+00:00,16,108,True,True,0,1,108,False,active,True,0,0,,,2020-07-29 14:50:20,2020
98,2020-07-28 21:11:31+00:00,22,109,True,True,0,11,109,False,active,True,2,0,,,2020-07-29 14:50:20,2020
99,2020-07-29 14:46:33+00:00,6,110,True,True,0,9,110,False,active,True,0,0,,,2020-07-29 14:50:20,2020
100,2020-07-29 14:20:25+00:00,4,111,True,True,0,11,111,False,active,True,0,0,,,2020-07-29 14:50:20,2020
101,2020-07-29 10:18:45+00:00,9,112,True,True,0,6,112,False,active,True,0,0,,,2020-07-29 14:50:20,2020
102,2020-07-29 14:34:19+00:00,2,113,True,True,0,13,113,False,active,True,0,0,,,2020-07-29 14:50:20,2020
103,2020-07-29 14:15:07+00:00,4,114,True,True,0,11,114,False,active,True,0,0,,,2020-07-29 14:50:20,2020
104,2020-07-29 12:30:13+00:00,14,115,True,True,0,5,115,False,active,True,0,0,,,2020-07-29 14:50:20,2020
105,2020-07-29 14:38:52+00:00,8,116,True,True,0,15,116,False,active,True,0,0,,,2020-07-29 14:50:20,2020
106,2020-07-29 14:18:35+00:00,16,117,True,True,0,3,117,False,active,True,0,0,,,2020-07-29 14:50:20,2020
107,2020-07-29 14:46:47+00:00,14,118,True,True,0,5,118,False,active,True,0,0,,,2020-07-29 14:50:20,2020
108,2020-07-29 14:45:23+00:00,14,119,True,True,0,1,119,False,active,True,0,0,,,2020-07-29 14:50:20,2020
109,2020-07-29 14:42:43+00:00,11,120,True,True,0,4,120,False,active,True,0,0,,,2020-07-29 14:50:20,2020
110,2020-07-29 14:28:14+00:00,7,121,True,True,0,9,121,False,active,True,1,0,,,2020-07-29 14:50:20,2020
111,2020-07-29 14:24:38+00:00,2,122,True,True,0,13,122,False,active,True,0,0,,,2020-07-29 14:50:20,2020
112,2020-07-29 12:05:27+00:00,4,124,True,True,0,10,124,False,active,True,1,0,,,2020-07-29 14:50:20,2020
113,2020-07-29 14:48:48+00:00,2,125,True,True,0,13,125,False,active,True,0,0,,,2020-07-29 14:50:20,2020
114,2020-07-29 14:41:30+00:00,2,126,True,True,0,13,126,False,active,True,0,0,,,2020-07-29 14:50:20,2020
115,2020-07-29 14:06:18+00:00,14,128,True,True,0,4,128,False,active,True,1,0,,,2020-07-29 14:50:20,2020
116,2020-07-29 14:14:59+00:00,8,129,True,True,0,11,129,False,active,True,0,0,,,2020-07-29 14:50:20,2020
117,2020-07-29 08:49:10+00:00,8,130,True,True,0,7,130,False,active,True,0,0,,,2020-07-29 14:50:20,2020
118,2020-07-29 14:37:06+00:00,12,131,True,True,0,5,131,False,active,True,1,0,,,2020-07-29 14:50:20,2020
119,2020-07-29 14:44:03+00:00,8,133,True,True,0,14,133,False,active,True,1,0,,,2020-07-29 14:50:20,2020
120,2020-07-29 12:47:30+00:00,9,135,True,True,0,8,135,False,active,True,0,0,,,2020-07-29 14:50:20,2020
121,2020-07-29 14:04:21+00:00,13,136,True,True,0,4,136,False,active,True,2,0,,,2020-07-29 14:50:20,2020
122,2020-07-29 14:09:34+00:00,3,137,True,True,0,12,137,False,active,True,0,0,,,2020-07-29 14:50:20,2020
123,2020-07-29 13:46:40+00:00,10,138,True,True,0,4,138,False,active,True,1,0,,,2020-07-29 14:50:20,2020
124,2020-07-29 14:24:49+00:00,4,139,True,True,0,15,139,False,active,True,0,0,,,2020-07-29 14:50:20,2020
125,2020-07-29 13:57:40+00:00,5,140,True,True,0,12,140,False,active,True,0,0,,,2020-07-29 14:50:20,2020
126,2020-07-29 14:35:51+00:00,1,141,True,True,0,14,141,False,active,True,0,0,,,2020-07-29 14:50:20,2020
127,2020-07-29 14:20:41+00:00,20,142,True,True,0,3,142,False,active,True,0,0,,,2020-07-29 14:50:20,2020
128,2020-07-29 14:49:38+00:00,6,143,True,True,0,16,143,False,active,True,1,0,,,2020-07-29 14:50:20,2020
129,2020-07-29 14:45:52+00:00,12,144,True,True,0,7,144,False,active,True,0,0,,,2020-07-29 14:50:20,2020
130,2020-07-29 14:11:06+00:00,12,145,True,True,0,7,145,False,active,True,0,0,,,2020-07-29 14:50:20,2020
131,2020-07-29 13:29:48+00:00,11,146,True,True,0,4,146,False,active,True,4,0,,,2020-07-29 14:50:20,2020
132,2020-07-29 14:33:52+00:00,10,149,True,True,0,7,149,True,active,True,1,0,,,2020-07-29 14:50:20,2020
133,2020-07-29 13:47:12+00:00,12,150,True,True,0,7,150,False,active,True,0,0,,,2020-07-29 14:50:20,2020
134,2020-07-29 14:34:57+00:00,10,151,True,True,0,8,151,False,active,True,1,0,,,2020-07-29 14:50:20,2020
135,2020-07-29 14:11:48+00:00,9,152,True,True,0,6,152,True,active,True,0,0,,,2020-07-29 14:50:20,2020
136,2020-07-29 14:16:26+00:00,4,156,True,True,0,11,156,False,active,True,0,0,,,2020-07-29 14:50:20,2020
137,2020-07-29 14:21:08+00:00,8,157,True,True,0,6,157,False,active,True,1,0,,,2020-07-29 14:50:20,2020
138,2020-07-29 14:40:55+00:00,5,159,True,True,0,8,159,False,active,True,2,0,,,2020-07-29 14:50:20,2020
139,2020-07-29 12:58:53+00:00,10,160,True,True,0,3,160,True,active,True,1,0,,,2020-07-29 14:50:20,2020
140,2020-07-29 14:39:04+00:00,17,161,True,True,0,6,161,True,active,True,0,0,,,2020-07-29 14:50:20,2020
141,2020-07-29 13:42:00+00:00,3,162,True,True,0,12,162,False,active,True,0,0,,,2020-07-29 14:50:20,2020
142,2020-07-29 14:38:20+00:00,6,163,True,True,0,13,163,True,active,True,0,0,,,2020-07-29 14:50:20,2020
143,2020-07-29 13:46:56+00:00,10,167,True,True,0,3,167,False,active,True,2,0,,,2020-07-29 14:50:20,2020
144,2020-07-29 13:37:44+00:00,8,169,True,True,0,11,169,False,active,True,0,0,,,2020-07-29 14:50:20,2020
145,2020-07-29 14:33:46+00:00,2,170,True,True,0,12,170,True,active,True,0,0,,,2020-07-29 14:50:20,2020
146,2020-07-29 14:03:30+00:00,6,171,True,True,0,16,171,True,active,True,1,0,,,2020-07-29 14:50:20,2020
147,2020-07-29 08:49:27+00:00,8,173,True,True,0,6,173,True,active,True,0,0,,,2020-07-29 14:50:20,2020
148,2020-07-29 14:30:43+00:00,8,174,True,True,0,7,174,False,active,True,0,0,,,2020-07-29 14:50:20,2020
149,2020-07-29 13:59:23+00:00,1,175,True,True,0,16,175,True,active,True,0,0,,,2020-07-29 14:50:20,2020
150,2020-07-29 13:25:40+00:00,9,176,True,True,0,6,176,False,active,True,0,0,,,2020-07-29 14:50:20,2020
151,2020-07-29 14:35:09+00:00,11,177,True,True,0,8,177,False,active,True,0,0,,,2020-07-29 14:50:20,2020
152,2020-07-29 14:48:10+00:00,7,178,True,True,0,9,178,False,active,True,3,0,,,2020-07-29 14:50:20,2020
153,2020-07-29 14:35:20+00:00,10,179,True,True,0,15,179,False,active,True,0,0,,,2020-07-29 14:50:20,2020
154,2020-07-29 12:41:41+00:00,8,180,True,True,0,11,180,False,active,True,0,0,,,2020-07-29 14:50:20,2020
155,2020-07-29 13:18:45+00:00,7,181,True,True,0,12,181,False,active,True,0,0,,,2020-07-29 14:50:20,2020
156,2020-07-29 14:23:21+00:00,7,182,True,True,0,12,182,True,active,True,0,0,,,2020-07-29 14:50:20,2020
157,2020-07-29 14:20:49+00:00,9,183,True,True,0,10,183,False,active,True,0,0,,,2020-07-29 14:50:20,2020
158,2020-07-29 14:41:23+00:00,12,184,True,True,0,6,184,False,active,True,1,0,,,2020-07-29 14:50:20,2020
