,is_renting,num_bikes_disabled,num_docks_disabled,station_id,is_installed,num_bikes_available,legacy_id,last_reported,num_docks_available,is_returning,station_status,num_ebikes_available,eightd_has_available_keys,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,0,3,True,14,3,2020-08-08 18:29:01+00:00,1,True,active,0,False,,,2020-08-08 18:32:10,2020
1,True,0,0,4,True,3,4,2020-08-08 18:29:52+00:00,16,True,active,0,False,,,2020-08-08 18:32:10,2020
2,True,0,0,5,True,2,5,2020-08-08 17:35:16+00:00,13,True,active,0,False,,,2020-08-08 18:32:10,2020
3,True,1,0,6,True,0,6,2020-08-08 18:30:02+00:00,14,True,active,0,False,,,2020-08-08 18:32:10,2020
4,True,0,0,7,True,0,7,2020-08-08 18:17:09+00:00,15,True,active,0,False,,,2020-08-08 18:32:10,2020
5,True,1,0,8,True,3,8,2020-08-08 18:16:24+00:00,15,True,active,0,False,,,2020-08-08 18:32:10,2020
6,True,1,0,9,True,6,9,2020-08-08 18:19:58+00:00,8,True,active,0,False,,,2020-08-08 18:32:10,2020
7,True,1,0,10,True,0,10,2020-08-08 18:09:29+00:00,10,True,active,0,False,,,2020-08-08 18:32:10,2020
8,True,1,0,11,True,4,11,2020-08-08 18:05:06+00:00,10,True,active,0,False,,,2020-08-08 18:32:10,2020
9,True,0,0,12,True,4,12,2020-08-08 18:30:54+00:00,14,True,active,0,True,,,2020-08-08 18:32:10,2020
10,True,0,0,13,True,7,13,2020-08-08 18:24:10+00:00,12,True,active,0,False,,,2020-08-08 18:32:10,2020
11,True,0,0,14,True,20,14,2020-08-08 18:25:59+00:00,5,True,active,0,False,,,2020-08-08 18:32:10,2020
12,True,0,0,15,True,11,15,2020-08-08 17:23:38+00:00,4,True,active,0,False,,,2020-08-08 18:32:10,2020
13,True,0,0,16,True,16,16,2020-08-08 18:08:39+00:00,3,True,active,0,True,,,2020-08-08 18:32:10,2020
14,True,1,0,17,True,1,17,2020-08-08 18:09:15+00:00,13,True,active,0,False,,,2020-08-08 18:32:10,2020
15,True,0,0,19,True,5,19,2020-08-08 18:27:32+00:00,10,True,active,0,False,,,2020-08-08 18:32:10,2020
16,True,0,0,20,True,10,20,2020-08-08 18:29:18+00:00,13,True,active,0,True,,,2020-08-08 18:32:10,2020
17,True,1,0,21,True,2,21,2020-08-08 18:19:22+00:00,15,True,active,0,True,,,2020-08-08 18:32:10,2020
18,True,1,0,22,True,21,22,2020-08-08 18:19:07+00:00,25,True,active,0,True,,,2020-08-08 18:32:10,2020
19,True,0,0,23,True,2,23,2020-08-08 18:27:34+00:00,19,True,active,0,False,,,2020-08-08 18:32:10,2020
20,True,0,0,24,True,4,24,2020-08-08 18:31:10+00:00,15,True,active,0,False,,,2020-08-08 18:32:10,2020
21,True,0,0,25,True,5,25,2020-08-08 18:18:42+00:00,10,True,active,0,False,,,2020-08-08 18:32:10,2020
22,True,1,0,26,True,2,26,2020-08-08 18:28:48+00:00,12,True,active,0,False,,,2020-08-08 18:32:10,2020
23,True,0,0,27,True,1,27,2020-08-08 18:28:33+00:00,22,True,active,0,False,,,2020-08-08 18:32:10,2020
24,True,2,0,29,True,0,29,2020-08-08 17:04:35+00:00,13,True,active,0,False,,,2020-08-08 18:32:10,2020
25,True,0,0,30,True,4,30,2020-08-08 17:57:49+00:00,11,True,active,0,False,,,2020-08-08 18:32:10,2020
26,True,0,0,31,True,13,31,2020-08-08 17:59:39+00:00,6,True,active,0,True,,,2020-08-08 18:32:10,2020
27,True,1,0,32,True,14,32,2020-08-08 18:12:36+00:00,0,True,active,0,False,,,2020-08-08 18:32:10,2020
28,True,1,0,33,True,0,33,2020-08-08 18:18:17+00:00,26,True,active,0,False,,,2020-08-08 18:32:10,2020
29,True,0,0,35,True,6,35,2020-08-08 18:14:12+00:00,17,True,active,0,False,,,2020-08-08 18:32:10,2020
30,True,0,0,36,True,30,36,2020-08-08 18:27:03+00:00,3,True,active,0,True,,,2020-08-08 18:32:10,2020
31,True,0,0,37,True,3,37,2020-08-08 18:26:08+00:00,12,True,active,0,True,,,2020-08-08 18:32:10,2020
32,True,0,0,39,True,3,39,2020-08-08 18:28:39+00:00,20,True,active,0,False,,,2020-08-08 18:32:10,2020
33,True,3,0,40,True,1,40,2020-08-08 18:31:08+00:00,15,True,active,0,False,,,2020-08-08 18:32:10,2020
34,True,1,0,41,True,3,41,2020-08-08 18:24:31+00:00,23,True,active,0,True,,,2020-08-08 18:32:10,2020
35,True,0,0,42,True,23,42,2020-08-08 18:11:20+00:00,0,True,active,0,False,,,2020-08-08 18:32:10,2020
36,True,0,0,43,True,7,43,2020-08-08 18:29:36+00:00,8,True,active,0,True,,,2020-08-08 18:32:10,2020
37,True,0,0,44,True,3,44,2020-08-08 18:25:10+00:00,20,True,active,0,False,,,2020-08-08 18:32:10,2020
38,True,1,0,46,True,3,46,2020-08-08 18:27:33+00:00,15,True,active,0,False,,,2020-08-08 18:32:10,2020
39,True,1,0,47,True,0,47,2020-08-08 18:25:35+00:00,18,True,active,0,True,,,2020-08-08 18:32:10,2020
40,True,0,0,48,True,14,48,2020-08-08 16:52:54+00:00,5,True,active,0,False,,,2020-08-08 18:32:10,2020
41,True,0,0,49,True,11,49,2020-08-08 18:17:34+00:00,7,True,active,0,False,,,2020-08-08 18:32:10,2020
42,True,0,0,50,True,14,50,2020-08-08 18:27:22+00:00,1,True,active,0,True,,,2020-08-08 18:32:10,2020
43,True,0,0,51,True,2,51,2020-08-08 18:25:39+00:00,13,True,active,0,False,,,2020-08-08 18:32:10,2020
44,True,0,0,52,True,5,52,2020-08-08 18:30:31+00:00,18,True,active,0,True,,,2020-08-08 18:32:10,2020
45,True,0,0,53,True,0,53,2020-08-08 18:31:41+00:00,19,True,active,0,False,,,2020-08-08 18:32:10,2020
46,True,0,0,54,True,9,54,2020-08-08 18:24:19+00:00,6,True,active,0,False,,,2020-08-08 18:32:10,2020
47,True,0,0,55,True,10,55,2020-08-08 18:03:16+00:00,5,True,active,0,False,,,2020-08-08 18:32:10,2020
48,True,0,0,56,True,4,56,2020-08-08 18:21:24+00:00,14,True,active,0,True,,,2020-08-08 18:32:10,2020
49,True,0,0,57,True,2,57,2020-08-08 18:30:13+00:00,12,True,active,0,True,,,2020-08-08 18:32:10,2020
50,True,0,0,58,True,19,58,2020-08-08 18:22:00+00:00,0,True,active,0,True,,,2020-08-08 18:32:10,2020
51,True,0,0,59,True,9,59,2020-08-08 18:23:02+00:00,10,True,active,0,False,,,2020-08-08 18:32:10,2020
52,True,3,0,60,True,12,60,2020-08-08 18:31:24+00:00,4,True,active,0,False,,,2020-08-08 18:32:10,2020
53,True,1,0,61,True,12,61,2020-08-08 18:32:00+00:00,6,True,active,0,False,,,2020-08-08 18:32:10,2020
54,True,1,0,63,True,3,63,2020-08-08 18:24:08+00:00,11,True,active,0,False,,,2020-08-08 18:32:10,2020
55,True,0,0,64,True,10,64,2020-08-08 18:27:56+00:00,9,True,active,0,False,,,2020-08-08 18:32:10,2020
56,True,0,0,65,True,10,65,2020-08-08 18:23:04+00:00,13,True,active,0,False,,,2020-08-08 18:32:10,2020
57,True,0,0,66,True,1,66,2020-08-08 18:29:26+00:00,14,True,active,0,False,,,2020-08-08 18:32:10,2020
58,True,0,0,67,True,4,67,2020-08-08 18:29:08+00:00,23,True,active,0,True,,,2020-08-08 18:32:10,2020
59,True,0,0,68,True,13,68,2020-08-08 18:24:43+00:00,6,True,active,0,True,,,2020-08-08 18:32:10,2020
60,True,0,0,69,True,15,69,2020-08-08 18:29:08+00:00,4,True,active,0,True,,,2020-08-08 18:32:10,2020
61,True,0,0,70,True,21,70,2020-08-08 18:27:32+00:00,2,True,active,0,False,,,2020-08-08 18:32:10,2020
62,True,0,0,71,True,12,71,2020-08-08 17:55:57+00:00,11,True,active,0,False,,,2020-08-08 18:32:10,2020
63,True,0,0,72,True,12,72,2020-08-08 18:08:32+00:00,11,True,active,0,False,,,2020-08-08 18:32:10,2020
64,True,0,0,73,True,14,73,2020-08-08 18:30:40+00:00,1,True,active,0,False,,,2020-08-08 18:32:10,2020
65,True,1,0,74,True,18,74,2020-08-08 18:27:27+00:00,0,True,active,0,True,,,2020-08-08 18:32:10,2020
66,True,0,0,75,True,12,75,2020-08-08 18:05:04+00:00,3,True,active,0,False,,,2020-08-08 18:32:10,2020
67,True,0,0,76,True,14,76,2020-08-08 18:25:01+00:00,3,True,active,0,False,,,2020-08-08 18:32:10,2020
68,True,0,0,77,True,10,77,2020-08-08 17:11:48+00:00,5,True,active,0,False,,,2020-08-08 18:32:10,2020
69,True,0,0,78,True,18,78,2020-08-08 18:16:56+00:00,1,True,active,0,False,,,2020-08-08 18:32:10,2020
70,True,1,0,79,True,1,79,2020-08-08 18:28:31+00:00,17,True,active,0,False,,,2020-08-08 18:32:10,2020
71,True,1,0,80,True,13,80,2020-08-08 18:28:52+00:00,21,True,active,0,False,,,2020-08-08 18:32:10,2020
72,True,0,0,81,True,3,81,2020-08-08 18:20:13+00:00,16,True,active,0,False,,,2020-08-08 18:32:10,2020
73,True,0,0,82,True,0,82,2020-08-08 16:13:45+00:00,15,True,active,0,False,,,2020-08-08 18:32:10,2020
74,True,0,0,84,True,8,84,2020-08-08 18:26:54+00:00,7,True,active,0,False,,,2020-08-08 18:32:10,2020
75,True,1,0,85,True,9,85,2020-08-08 17:35:37+00:00,9,True,active,0,False,,,2020-08-08 18:32:10,2020
76,True,0,0,86,True,4,86,2020-08-08 18:11:01+00:00,15,True,active,0,False,,,2020-08-08 18:32:10,2020
77,True,1,0,87,True,1,87,2020-08-08 18:30:58+00:00,13,True,active,0,False,,,2020-08-08 18:32:10,2020
78,True,0,0,89,True,0,89,2020-08-08 17:53:52+00:00,19,True,active,0,False,,,2020-08-08 18:32:10,2020
79,True,0,0,90,True,6,90,2020-08-08 18:20:01+00:00,13,True,active,0,False,,,2020-08-08 18:32:10,2020
80,True,2,0,91,True,7,91,2020-08-08 18:31:30+00:00,10,True,active,0,False,,,2020-08-08 18:32:10,2020
81,True,0,0,92,True,8,92,2020-08-08 18:21:25+00:00,11,True,active,0,False,,,2020-08-08 18:32:10,2020
82,True,1,0,93,True,8,93,2020-08-08 18:02:24+00:00,6,True,active,0,False,,,2020-08-08 18:32:10,2020
83,True,0,0,94,True,8,94,2020-08-08 18:29:27+00:00,3,True,active,0,False,,,2020-08-08 18:32:10,2020
84,True,0,0,95,True,6,95,2020-08-08 18:13:40+00:00,9,True,active,0,False,,,2020-08-08 18:32:10,2020
85,True,0,0,96,True,8,96,2020-08-08 18:29:57+00:00,11,True,active,0,False,,,2020-08-08 18:32:10,2020
86,True,1,0,97,True,5,97,2020-08-08 18:26:35+00:00,13,True,active,0,False,,,2020-08-08 18:32:10,2020
87,True,0,0,98,True,5,98,2020-08-08 18:23:43+00:00,18,True,active,0,False,,,2020-08-08 18:32:10,2020
88,True,0,0,99,True,8,99,2020-08-08 18:22:25+00:00,7,True,active,0,False,,,2020-08-08 18:32:10,2020
