,legacy_id,num_docks_available,station_id,last_reported,is_renting,station_status,eightd_has_available_keys,num_bikes_disabled,num_ebikes_available,is_returning,num_docks_disabled,num_bikes_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
84,95,13,95,2020-08-06 22:53:54+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
85,96,12,96,2020-08-06 22:47:10+00:00,True,active,False,0,0,True,0,7,True,,,2020-08-06 22:54:00,2020
86,97,9,97,2020-08-06 22:43:25+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-06 22:54:00,2020
87,98,12,98,2020-08-06 22:49:48+00:00,True,active,False,1,0,True,0,10,True,,,2020-08-06 22:54:00,2020
88,99,3,99,2020-08-06 22:48:14+00:00,True,active,False,1,0,True,0,11,True,,,2020-08-06 22:54:00,2020
89,100,4,100,2020-08-06 22:46:50+00:00,True,active,True,1,0,True,0,20,True,,,2020-08-06 22:54:00,2020
90,101,3,101,2020-08-06 22:50:49+00:00,True,active,False,0,0,True,0,12,True,,,2020-08-06 22:54:00,2020
91,102,6,102,2020-08-06 22:09:58+00:00,True,active,False,1,0,True,0,8,True,,,2020-08-06 22:54:00,2020
92,103,13,103,2020-08-06 22:28:20+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
93,104,16,104,2020-08-06 22:50:33+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
94,105,13,105,2020-08-06 22:43:10+00:00,True,active,False,0,0,True,0,6,True,,,2020-08-06 22:54:00,2020
95,106,10,106,2020-08-06 22:26:30+00:00,True,active,False,1,0,True,0,4,True,,,2020-08-06 22:54:00,2020
96,107,16,107,2020-08-06 22:44:25+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
97,108,8,108,2020-08-06 22:52:48+00:00,True,active,False,0,0,True,0,9,True,,,2020-08-06 22:54:00,2020
98,109,27,109,2020-08-06 18:32:49+00:00,True,active,False,0,0,True,0,8,True,,,2020-08-06 22:54:00,2020
99,110,12,110,2020-08-06 22:53:06+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
100,111,13,111,2020-08-06 22:18:31+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
101,112,12,112,2020-08-06 21:55:32+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
102,113,8,113,2020-08-06 22:52:50+00:00,True,active,False,0,0,True,0,7,True,,,2020-08-06 22:54:00,2020
103,114,3,114,2020-08-06 22:20:52+00:00,True,active,False,1,0,True,0,11,True,,,2020-08-06 22:54:00,2020
104,115,2,115,2020-08-06 22:23:17+00:00,True,active,False,1,0,True,0,16,True,,,2020-08-06 22:54:00,2020
105,116,15,116,2020-08-06 22:49:37+00:00,True,active,False,1,0,True,0,7,True,,,2020-08-06 22:54:00,2020
106,117,4,117,2020-08-06 22:44:39+00:00,True,active,False,0,0,True,0,15,True,,,2020-08-06 22:54:00,2020
107,118,3,118,2020-08-06 22:48:57+00:00,True,active,False,0,0,True,0,16,True,,,2020-08-06 22:54:00,2020
108,119,15,119,2020-08-06 22:53:38+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-06 22:54:00,2020
109,120,15,120,2020-08-06 22:29:55+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-06 22:54:00,2020
110,121,17,121,2020-08-06 22:29:13+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-06 22:54:00,2020
111,122,13,122,2020-08-06 20:55:52+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
112,124,10,124,2020-08-06 20:22:30+00:00,True,active,False,0,0,True,0,5,True,,,2020-08-06 22:54:00,2020
113,125,10,125,2020-08-06 22:52:22+00:00,True,active,False,1,0,True,0,4,True,,,2020-08-06 22:54:00,2020
114,126,8,126,2020-08-06 22:31:13+00:00,True,active,False,0,0,True,0,7,True,,,2020-08-06 22:54:00,2020
115,128,4,128,2020-08-06 21:54:28+00:00,True,active,False,1,0,True,0,14,True,,,2020-08-06 22:54:00,2020
116,129,4,129,2020-08-06 22:47:52+00:00,True,active,False,1,0,True,0,14,True,,,2020-08-06 22:54:00,2020
117,130,4,130,2020-08-06 22:29:50+00:00,True,active,False,1,0,True,0,10,True,,,2020-08-06 22:54:00,2020
118,131,13,131,2020-08-06 22:44:09+00:00,True,active,False,2,0,True,0,3,True,,,2020-08-06 22:54:00,2020
119,133,13,133,2020-08-06 22:35:49+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-06 22:54:00,2020
120,135,7,135,2020-08-06 22:23:40+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-06 22:54:00,2020
121,136,16,136,2020-08-06 22:27:59+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
122,137,15,137,2020-08-06 21:42:29+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-06 22:54:00,2020
123,138,10,138,2020-08-06 22:23:16+00:00,True,active,False,0,0,True,0,5,True,,,2020-08-06 22:54:00,2020
124,139,16,139,2020-08-06 22:51:01+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
125,140,4,140,2020-08-06 22:49:14+00:00,True,active,False,2,0,True,0,11,True,,,2020-08-06 22:54:00,2020
126,141,12,141,2020-08-06 22:50:35+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
127,142,17,142,2020-08-06 22:46:28+00:00,True,active,False,2,0,True,0,4,True,,,2020-08-06 22:54:00,2020
128,143,19,143,2020-08-06 22:27:19+00:00,True,active,False,0,0,True,0,4,True,,,2020-08-06 22:54:00,2020
129,144,6,144,2020-08-06 21:36:38+00:00,True,active,False,0,0,True,0,13,True,,,2020-08-06 22:54:00,2020
130,145,15,145,2020-08-06 22:50:25+00:00,True,active,False,0,0,True,0,4,True,,,2020-08-06 22:54:00,2020
131,146,14,146,2020-08-06 22:46:35+00:00,True,active,False,1,0,True,0,4,True,,,2020-08-06 22:54:00,2020
132,149,3,149,2020-08-06 22:42:07+00:00,True,active,True,0,0,True,0,15,True,,,2020-08-06 22:54:00,2020
133,150,16,150,2020-08-06 21:43:39+00:00,True,active,False,1,0,True,0,2,True,,,2020-08-06 22:54:00,2020
134,151,6,151,2020-08-06 22:39:16+00:00,True,active,False,0,0,True,0,13,True,,,2020-08-06 22:54:00,2020
135,152,1,152,2020-08-06 22:48:32+00:00,True,active,True,0,0,True,0,14,True,,,2020-08-06 22:54:00,2020
136,156,13,156,2020-08-06 22:35:14+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
137,157,3,157,2020-08-06 22:48:57+00:00,True,active,False,1,0,True,0,11,True,,,2020-08-06 22:54:00,2020
138,159,9,159,2020-08-06 22:49:11+00:00,True,active,False,0,0,True,0,6,True,,,2020-08-06 22:54:00,2020
139,160,10,160,2020-08-06 22:49:50+00:00,True,active,True,0,0,True,0,4,True,,,2020-08-06 22:54:00,2020
140,161,12,161,2020-08-06 22:48:21+00:00,True,active,True,0,0,True,0,11,True,,,2020-08-06 22:54:00,2020
141,162,3,162,2020-08-06 22:43:10+00:00,True,active,False,0,0,True,0,12,True,,,2020-08-06 22:54:00,2020
142,163,11,163,2020-08-06 22:32:46+00:00,True,active,True,0,0,True,0,8,True,,,2020-08-06 22:54:00,2020
143,167,12,167,2020-08-06 22:48:24+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
144,169,8,169,2020-08-06 22:13:41+00:00,True,active,False,2,0,True,0,9,True,,,2020-08-06 22:54:00,2020
145,170,12,170,2020-08-06 16:10:57+00:00,True,active,True,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
146,171,15,171,2020-08-06 22:07:41+00:00,True,active,True,0,0,True,0,8,True,,,2020-08-06 22:54:00,2020
147,173,11,173,2020-08-06 22:35:39+00:00,True,active,True,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
148,174,14,174,2020-08-06 21:44:19+00:00,True,active,False,1,0,True,0,0,True,,,2020-08-06 22:54:00,2020
149,175,14,175,2020-08-06 22:43:06+00:00,True,active,True,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
150,176,10,176,2020-08-06 22:32:41+00:00,True,active,False,0,0,True,0,5,True,,,2020-08-06 22:54:00,2020
151,177,10,177,2020-08-06 22:40:38+00:00,True,active,False,0,0,True,0,9,True,,,2020-08-06 22:54:00,2020
152,178,18,178,2020-08-06 22:51:06+00:00,True,active,False,0,0,True,0,1,True,,,2020-08-06 22:54:00,2020
153,179,22,179,2020-08-06 22:49:01+00:00,True,active,False,1,0,True,0,2,True,,,2020-08-06 22:54:00,2020
154,180,8,180,2020-08-06 22:52:42+00:00,True,active,False,0,0,True,0,11,True,,,2020-08-06 22:54:00,2020
155,181,2,181,2020-08-06 22:40:57+00:00,True,active,False,0,0,True,0,17,True,,,2020-08-06 22:54:00,2020
156,182,5,182,2020-08-06 22:47:44+00:00,True,active,True,0,0,True,0,14,True,,,2020-08-06 22:54:00,2020
157,183,19,183,2020-08-06 22:24:04+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-06 22:54:00,2020
158,184,9,184,2020-08-06 22:50:59+00:00,True,active,False,1,0,True,0,9,True,,,2020-08-06 22:54:00,2020
159,185,7,185,2020-08-06 22:53:54+00:00,True,active,False,0,0,True,0,8,True,,,2020-08-06 22:54:00,2020
160,186,2,186,2020-08-06 22:51:13+00:00,True,active,True,1,0,True,0,12,True,,,2020-08-06 22:54:00,2020
161,187,8,187,2020-08-06 22:46:51+00:00,True,active,False,0,0,True,0,7,True,,,2020-08-06 22:54:00,2020
162,188,3,188,2020-08-06 22:49:04+00:00,True,active,False,0,0,True,0,12,True,,,2020-08-06 22:54:00,2020
163,189,4,189,2020-08-06 22:49:48+00:00,True,active,True,1,0,True,0,18,True,,,2020-08-06 22:54:00,2020
164,190,18,190,2020-08-06 22:52:17+00:00,True,active,True,2,0,True,0,17,True,,,2020-08-06 22:54:00,2020
165,191,12,191,2020-08-06 22:51:48+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
166,192,9,192,2020-08-06 22:48:47+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-06 22:54:00,2020
167,193,12,193,2020-08-06 22:39:30+00:00,True,active,True,1,0,True,0,2,True,,,2020-08-06 22:54:00,2020
168,194,17,194,2020-08-06 22:37:36+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
169,195,14,195,2020-08-06 22:36:38+00:00,True,active,False,2,0,True,0,7,True,,,2020-08-06 22:54:00,2020
170,196,3,196,2020-08-06 22:20:43+00:00,True,active,True,0,0,True,0,7,True,,,2020-08-06 22:54:00,2020
171,197,13,197,2020-08-06 21:18:22+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
172,199,11,199,2020-08-06 19:52:44+00:00,True,active,False,0,0,True,0,4,True,,,2020-08-06 22:54:00,2020
173,200,1,200,2020-08-06 22:34:08+00:00,True,active,False,0,0,True,0,18,True,,,2020-08-06 22:54:00,2020
174,201,11,201,2020-08-06 19:37:33+00:00,True,active,False,0,0,True,0,4,True,,,2020-08-06 22:54:00,2020
175,202,9,202,2020-08-06 22:07:57+00:00,True,active,False,0,0,True,0,6,True,,,2020-08-06 22:54:00,2020
176,203,9,203,2020-08-06 21:46:03+00:00,True,active,False,0,0,True,0,6,True,,,2020-08-06 22:54:00,2020
177,204,10,204,2020-08-06 22:46:28+00:00,True,active,False,1,0,True,0,4,True,,,2020-08-06 22:54:00,2020
178,205,7,205,2020-08-06 22:02:09+00:00,True,active,False,0,0,True,0,8,True,,,2020-08-06 22:54:00,2020
179,206,20,206,2020-08-06 22:50:46+00:00,True,active,True,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
180,208,4,208,2020-08-06 22:45:50+00:00,True,active,True,0,0,True,0,11,True,,,2020-08-06 22:54:00,2020
181,209,9,209,2020-08-06 22:53:37+00:00,True,active,False,0,0,True,0,6,True,,,2020-08-06 22:54:00,2020
182,210,14,210,2020-08-06 21:59:30+00:00,True,active,False,0,0,True,0,1,True,,,2020-08-06 22:54:00,2020
183,211,8,211,2020-08-06 22:46:36+00:00,True,active,False,0,0,True,0,11,True,,,2020-08-06 22:54:00,2020
184,212,17,212,2020-08-06 22:42:21+00:00,True,active,False,0,0,True,0,16,True,,,2020-08-06 22:54:00,2020
185,213,7,213,2020-08-06 21:08:21+00:00,True,active,True,0,0,True,0,9,True,,,2020-08-06 22:54:00,2020
186,214,10,214,2020-08-06 22:44:59+00:00,True,active,False,0,0,True,0,5,True,,,2020-08-06 22:54:00,2020
187,215,5,215,2020-08-06 22:12:26+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-06 22:54:00,2020
188,216,2,216,2020-08-06 08:37:47+00:00,True,active,False,0,0,True,0,17,True,,,2020-08-06 22:54:00,2020
189,217,7,217,2020-08-06 22:47:05+00:00,True,active,False,0,0,True,0,12,True,,,2020-08-06 22:54:00,2020
190,218,0,218,2020-08-06 22:46:54+00:00,True,active,False,1,0,True,0,14,True,,,2020-08-06 22:54:00,2020
191,219,3,219,2020-08-06 22:40:37+00:00,True,active,False,0,0,True,0,12,True,,,2020-08-06 22:54:00,2020
192,221,12,221,2020-08-06 22:52:07+00:00,True,active,False,1,0,True,0,6,True,,,2020-08-06 22:54:00,2020
193,222,12,222,2020-08-06 22:50:23+00:00,True,active,True,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
194,224,9,224,2020-08-06 22:39:40+00:00,True,active,False,1,0,True,0,7,True,,,2020-08-06 22:54:00,2020
195,225,16,225,2020-08-06 22:48:59+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-06 22:54:00,2020
196,226,13,226,2020-08-06 22:48:16+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
197,227,14,227,2020-08-06 22:39:01+00:00,True,active,False,1,0,True,0,4,True,,,2020-08-06 22:54:00,2020
198,228,14,228,2020-08-06 22:35:27+00:00,True,active,False,0,0,True,0,5,True,,,2020-08-06 22:54:00,2020
199,232,10,232,2020-08-06 12:04:12+00:00,True,active,False,0,0,True,0,1,True,,,2020-08-06 22:54:00,2020
200,233,7,233,2020-08-06 22:53:08+00:00,True,active,False,0,0,True,0,8,True,,,2020-08-06 22:54:00,2020
201,234,9,234,2020-08-06 22:41:55+00:00,True,active,False,0,0,True,0,6,True,,,2020-08-06 22:54:00,2020
202,235,14,235,2020-08-06 22:00:43+00:00,True,active,False,1,0,True,0,0,True,,,2020-08-06 22:54:00,2020
203,236,6,236,2020-08-06 22:41:16+00:00,True,active,False,0,0,True,0,9,True,,,2020-08-06 22:54:00,2020
204,239,5,239,2020-08-06 22:43:37+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-06 22:54:00,2020
205,255,3,255,2020-08-06 08:38:19+00:00,True,active,False,0,0,True,0,12,True,,,2020-08-06 22:54:00,2020
206,258,6,258,2020-08-06 22:45:14+00:00,True,active,False,0,0,True,0,9,True,,,2020-08-06 22:54:00,2020
207,259,13,259,2020-08-06 12:36:54+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
208,260,6,260,2020-08-06 20:43:38+00:00,False,active,False,0,0,False,0,9,True,,,2020-08-06 22:54:00,2020
209,271,8,271,2020-08-06 22:17:52+00:00,True,active,False,0,0,True,0,7,True,,,2020-08-06 22:54:00,2020
210,272,15,272,2020-08-06 22:38:32+00:00,True,active,False,0,0,True,0,4,True,,,2020-08-06 22:54:00,2020
211,273,17,273,2020-08-06 22:40:39+00:00,True,active,False,0,0,True,0,23,True,,,2020-08-06 22:54:00,2020
212,279,9,279,2020-08-06 22:42:11+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-06 22:54:00,2020
213,280,10,280,2020-08-06 22:34:48+00:00,True,active,False,0,0,True,0,9,True,,,2020-08-06 22:54:00,2020
214,282,13,282,2020-08-06 22:45:10+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-06 22:54:00,2020
215,296,18,296,2020-08-06 22:47:55+00:00,True,active,False,1,0,True,0,4,True,,,2020-08-06 22:54:00,2020
216,318,18,318,2020-08-06 22:37:07+00:00,True,active,False,0,0,True,0,1,True,,,2020-08-06 22:54:00,2020
217,319,9,319,2020-08-06 22:52:11+00:00,True,active,False,0,0,True,0,16,True,,,2020-08-06 22:54:00,2020
